Program_Risk_Code	Work_Accomplishment_ID	Operation_Date_FY	Operation_Date	Inspection_PAC_List	Total_Employees	Total_Hours_Spent
FFNR	5726893	2012	11/18/2011	03803	1	16.00
FFNR	5726898	2012	7/13/2012	03803	1	18.00
FFNR	5726901	2012	3/14/2012	03803,71009	1	18.00
FFNR	5726909	2012	3/29/2012	03803,03842	1	12.00
FFNR	5727124	2012	11/18/2011	03803,71009	1	10.00
FFNR	5727125	2012	1/4/2012	03803	1	13.50
FFNR	5727126	2012	1/5/2012	03803	1	6.00
FFNR	5727128	2012	2/3/2012	03803	1	16.00
FFNR	5727130	2012	6/18/2012	03803	1	10.00
FFNR	5727132	2012	12/6/2011	03803	1	5.50
FFNR	5727134	2012	12/28/2011	03803	1	10.00
FFNR	5727138	2012	12/1/2011	03803,03842	1	12.00
FFNR	5727139	2012	11/1/2011	03803	1	12.50
FFNR	5727142	2012	1/26/2012	03803	1	21.00
FFNR	5727143	2012	2/13/2012	03803	1	22.50
FFNR	5727145	2012	2/16/2012	03803	1	16.00
FFNR	5727146	2012	2/6/2012	03803	1	8.50
FFNR	5727148	2012	12/29/2011	03803	1	20.00
FFNR	5727152	2012	1/4/2012	03803,71009	1	24.00
FFNR	5727182	2012	3/15/2012	03803,71004A	1	40.00
FFNR	5727202	2012	1/5/2012	03803	1	10.00
FFNR	5727216	2012	11/15/2011	03803	1	12.00
FFNR	5727227	2012	9/7/2012	03803,71009	1	10.00
FFNR	5727313	2012	5/24/2012	03803	1	10.00
FFNR	5727317	2012	3/15/2012	03803,03842H	1	12.00
FFNR	5727320	2012	5/23/2012	03803	1	10.00
FFNR	5727326	2012	12/1/2011	03003,03803,03R801	1	45.40
FFNR	5727353	2012	7/24/2012	03803,71009	1	5.00
FFNR	5727359	2012	7/23/2012	03803,71009	1	3.00
FFNR	5727374	2012	7/24/2012	03803,71009	1	4.00
FFNR	5727376	2012	1/18/2012	03803	1	16.00
FFNR	5727380	2012	6/26/2012	03842,03842H	1	16.00
FFNR	5727387	2012	5/15/2012	03803	1	25.00
FFNR	5727397	2012	8/15/2012	03803,03842	1	6.00
FFNR	5727401	2012	3/30/2012	03803,03842,03844H	1	18.00
FFNR	5727406	2012	6/15/2012	03803	1	12.00
FFNR	5727436	2012	9/24/2012	03803,03842	1	20.00
FFNR	5727442	2012	1/27/2012	03803	1	12.00
FFNR	5727448	2012	8/10/2012	03803,03842	1	36.00
FFNR	5727469	2012	9/19/2012	03803,03842	1	17.00
FFNR	5727507	2012	12/2/2011	03803,03842	1	45.80
FFNR	5727541	2012	10/6/2011	03803,03842H	2	59.00
FFNR	5727566	2012	2/2/2012	03803	1	16.00
FFNR	5727615	2012	11/16/2011	03803,21005	1	20.00
FFNR	5727616	2012	8/7/2012	03803	1	10.00
FFNR	5727625	2012	12/15/2011	03842,03844H	1	19.00
FFNR	5727630	2012	7/11/2012	03803,03842	1	16.00
FFNR	5727650	2012	6/29/2012	03803,03842,03844H	1	29.50
FFNR	5727674	2012	3/9/2012	03803	1	16.00
FFNR	5727677	2012	6/13/2012	03803	1	20.00
FFNR	5727730	2012	8/22/2012	03803,04803,09803,71009	1	19.00
FFNR	5727835	2012	9/27/2012	03842,03842H	1	7.00
FFNR	5727861	2012	7/12/2012	03803,03842,03844H	1	6.00
FFNR	5727901	2012	5/24/2012	03844H	1	15.00
FFNR	5727912	2012	9/14/2012	03803,03842	1	15.50
FFNR	5727916	2013	11/1/2012	03803,03842	1	33.50
FFNR	5727926	2012	4/5/2012	03803	1	6.00
FFNR	5728099	2012	10/18/2011	03803	1	17.00
FFNR	5728118	2012	3/22/2012	03803	1	10.00
FFNR	5728208	2012	6/7/2012	03803	1	15.40
FFNR	5728326	2012	7/24/2012	03803	1	15.00
FFNR	5728331	2012	1/3/2012	03803	1	10.50
FFNR	5728342	2012	9/10/2012	03803,03842	1	24.00
FFNR	5728400	2012	10/18/2011	03803	1	24.00
FFNR	5728414	2012	12/15/2011	03803,56002B	1	6.50
FFNR	5728436	2012	3/28/2012	03803	1	20.00
FFNR	5728437	2012	11/17/2011	09803,56002,56002F	1	10.00
FFNR	5728920	2012	7/31/2012	03803	2	23.00
FFNR	5728989	2012	7/20/2012	03803	1	35.00
FFNR	5729064	2012	8/14/2012	03803,71009	1	4.00
FFNR	5729228	2012	8/14/2012	03803,71009	1	4.00
FFNR	5729235	2012	8/1/2012	03803,71009	1	4.00
FFNR	5729249	2012	1/10/2012	03803	1	10.00
FFNR	5729259	2012	1/10/2012	03803,71009	1	4.00
FFNR	5729261	2012	1/10/2012	03803,71009	1	2.00
FFNR	5729282	2012	8/1/2012	03803,71009	1	3.00
FFNR	5729304	2012	2/9/2012	03803,03842	1	38.00
FFNR	5729315	2012	1/31/2012	03803	1	12.00
FFNR	5729318	2012	4/20/2012	03803,71009	1	4.00
FFNR	5729335	2012	7/11/2012	03803,71009	1	4.00
FFNR	5729338	2012	1/30/2012	03803,71009	1	2.00
FFNR	5729368	2012	1/10/2012	03803,71009	1	1.00
FFNR	5729371	2012	1/19/2012	03803,71009	1	2.00
FFNR	5729372	2012	1/26/2012	03803,71009	1	2.00
FFNR	5729428	2012	12/21/2011	03803,71009	1	2.00
FFNR	5729437	2012	4/17/2012	03803,71009	1	4.00
FFNR	5729453	2012	9/18/2012	03803	1	36.00
FFNR	5729466	2012	4/17/2012	03803	1	16.00
FFNR	5729476	2012	4/19/2012	03803	1	16.00
FFNR	5729509	2012	7/11/2012	03803,71009	1	5.00
FFNR	5729514	2012	12/12/2011	03803	1	31.00
FFNR	5729551	2012	1/26/2012	03803,71009	1	10.00
FFNR	5729594	2011	9/27/2011	03803	1	30.00
FFNR	5729624	2012	12/20/2011	03803	1	20.00
FFNR	5729630	2012	1/4/2012	03803,21008	1	17.00
FFNR	5729712	2012	2/28/2012	03803	1	12.00
FFNR	5729727	2012	2/6/2012	03803	1	31.00
FFNR	5729728	2012	4/24/2012	03803	1	16.00
FFNR	5729828	2012	6/26/2012	03803	1	15.00
FFNR	5729831	2012	3/29/2012	03803	1	6.00
FFNR	5729833	2012	4/17/2012	03803	1	18.00
FFNR	5730022	2012	11/9/2011	03803	1	20.00
FFNR	5730157	2012	10/7/2011	03803	1	12.00
FFNR	5730166	2012	10/20/2011	03803,03803B,03803E	1	34.00
FFNR	5730352	2011	9/27/2011	18029A	1	8.00
FFNR	5730702	2011	9/26/2011	03803,21005	1	15.50
FFNR	5730748	2012	12/7/2011	03803	1	4.00
FFNR	5730808	2012	2/2/2012	03842,03842H	1	40.00
FFNR	5730867	2012	12/22/2011	03842,03842H	2	24.50
FFNR	5730915	2012	3/15/2012	03803,03842,03842H	1	24.00
FFNR	5730995	2012	1/31/2012	03803,03842	1	18.00
FFNR	5730996	2012	3/26/2012	03037,03803	1	14.00
FFNR	5731012	2012	11/4/2011	03803	1	16.00
FFNR	5731022	2012	2/22/2012	03803	1	30.00
FFNR	5731035	2012	1/13/2012	03803,03842	1	20.00
FFNR	5731043	2012	8/27/2012	03803,56002E	1	2.00
FFNR	5731071	2012	3/28/2012	03803	1	14.00
FFNR	5731260	2012	6/5/2012	03803	1	10.00
FFNR	5731338	2012	7/24/2012	03803	1	15.00
FFNR	5731342	2012	4/23/2012	03803	1	21.00
FFNR	5731360	2012	9/19/2012	03803	1	13.00
FFNR	5731509	2011	9/2/2011	03803	1	11.00
FFNR	5731879	2012	10/13/2011	03803,03803E	1	11.50
FFNR	5731936	2012	4/13/2012	29001,56002,63001A,82845A	1	3.00
FFNR	5732290	2012	12/23/2011	03803,03803E	1	14.00
FFNR	5732429	2012	2/6/2012	03803,21005	1	7.50
FFNR	5732451	2012	11/28/2011	03803	1	16.00
FFNR	5732458	2012	12/13/2011	03803	1	20.00
FFNR	5732483	2012	11/2/2011	03803A	1	15.00
FFNR	5732962	2012	10/18/2011	03803	1	16.00
FFNR	5733007	2012	11/14/2011	03803	1	9.00
FFNR	5733009	2012	4/17/2012	03803	1	10.50
FFNR	5733018	2012	6/26/2012	03803	1	8.50
FFNR	5733023	2012	5/4/2012	03803	1	22.50
FFNR	5733036	2012	9/6/2012	03803	1	8.00
FFNR	5733283	2012	11/9/2011	03803	1	22.00
FFNR	5733445	2012	11/17/2011	03803	1	16.00
FFNR	5733505	2012	8/28/2012	03803,56002	1	12.00
FFNR	5733537	2012	3/22/2012	03803	1	10.00
FFNR	5733627	2011	9/21/2011	18029A	1	20.00
FFNR	5733672	2012	3/1/2012	03842	1	30.00
FFNR	5733743	2012	2/1/2012	29001	1	20.00
FFNR	5733852	2012	11/30/2011	03803	1	11.00
FFNR	5733881	2012	1/18/2012	03803	2	36.00
FFNR	5733888	2011	9/20/2011	03803	1	7.00
FFNR	5733920	2012	12/21/2011	03803	1	21.00
FFNR	5733929	2012	1/24/2012	03803	1	53.00
FFNR	5733965	2012	10/12/2011	03803	1	3.00
FFNR	5733991	2012	2/23/2012	03803	1	35.00
FFNR	5734005	2012	4/2/2012	03803	1	9.00
FFNR	5734042	2012	3/26/2012	03803	1	17.00
FFNR	5734085	2012	4/12/2012	03803,71009	1	4.00
FFNR	5734139	2012	11/30/2011	03803,04803	2	72.00
FFNR	5734161	2012	8/22/2012	03803	1	8.00
FFNR	5734220	2012	10/12/2011	03803	1	4.00
FFNR	5734261	2012	6/13/2012	03803,71009	1	10.00
FFNR	5734317	2012	4/3/2012	03803	1	12.50
FFNR	5734334	2012	12/6/2011	03803	1	9.00
FFNR	5734349	2012	10/12/2011	03803	1	25.00
FFNR	5734363	2012	5/7/2012	03803,71009	1	3.00
FFNR	5734382	2012	5/7/2012	03803,71009	1	3.00
FFNR	5734426	2012	7/30/2012	03803	1	7.50
FFNR	5734486	2012	10/12/2011	03803	1	19.50
FFNR	5734491	2012	10/24/2011	03803	1	13.00
FFNR	5734511	2012	10/12/2011	03803	1	8.00
FFNR	5734515	2012	12/20/2011	03803	1	23.00
FFNR	5734518	2012	9/11/2012	03803,71009	1	3.00
FFNR	5734519	2012	10/26/2011	03803	1	5.00
FFNR	5734523	2012	3/20/2012	03803	1	3.00
FFNR	5734588	2012	1/6/2012	03803	1	17.00
FFNR	5734590	2012	11/23/2011	03803	1	10.00
FFNR	5734593	2012	10/21/2011	03803	1	23.00
FFNR	5734594	2012	11/8/2011	03803	1	16.00
FFNR	5734595	2012	11/8/2011	03803,71009	1	7.00
FFNR	5734607	2012	1/4/2012	03803,71009	1	2.00
FFNR	5734618	2012	11/1/2011	03803,03F811	1	21.00
FFNR	5734624	2012	9/25/2012	03803	1	5.00
FFNR	5734631	2012	6/25/2012	03803	1	15.00
FFNR	5734657	2012	4/23/2012	03803	1	7.00
FFNR	5734766	2012	4/5/2012	03803	1	15.50
FFNR	5734769	2012	1/27/2012	03803	1	12.00
FFNR	5734792	2012	11/14/2011	03803	1	12.00
FFNR	5734794	2012	8/16/2012	03842,03842H	1	30.00
FFNR	5734836	2012	1/25/2012	03803	1	4.00
FFNR	5734838	2012	4/12/2012	03803	1	20.00
FFNR	5734935	2012	6/22/2012	03803	1	26.00
FFNR	5734972	2012	11/3/2011	03803	1	16.00
FFNR	5734981	2012	10/20/2011	03803	1	24.00
FFNR	5734987	2012	10/17/2011	03803	1	10.00
FFNR	5734994	2012	2/22/2012	03803,71009	1	4.00
FFNR	5735087	2012	11/7/2011	03803	1	23.00
FFNR	5735193	2012	3/19/2012	03803	1	17.00
FFNR	5735206	2012	11/30/2011	03803	1	4.50
FFNR	5735262	2012	7/11/2012	18029A	1	16.00
FFNR	5735389	2012	3/2/2012	03803	1	30.00
FFNR	5735413	2012	4/10/2012	03803	1	7.00
FFNR	5735417	2012	12/6/2011	03803	1	8.00
FFNR	5735419	2012	10/11/2011	03803	1	8.00
FFNR	5735421	2012	2/15/2012	03803	1	5.00
FFNR	5735425	2012	10/11/2011	03803	1	8.00
FFNR	5735429	2012	9/20/2012	18029D	1	5.00
FFNR	5735465	2012	5/29/2012	18029C	1	5.00
FFNR	5735503	2012	6/19/2012	18029D	1	12.00
FFNR	5735581	2012	4/13/2012	29001	1	30.00
FFNR	5735594	2012	6/14/2012	03803	1	10.00
FFNR	5735599	2012	10/27/2011	03803	1	17.00
FFNR	5735621	2012	1/6/2012	03803,21005	2	90.00
FFNR	5735663	2012	12/21/2011	03803	1	8.00
FFNR	5735748	2012	11/16/2011	03803	1	19.00
FFNR	5735893	2012	5/17/2012	03803,56002F	1	16.00
FFNR	5735894	2012	6/13/2012	03803	1	8.00
FFNR	5735919	2012	6/13/2012	03803	1	10.00
FFNR	5735964	2012	1/24/2012	03803	1	30.00
FFNR	5735971	2012	11/9/2011	03803	1	13.50
FFNR	5736085	2012	10/12/2011	03803	1	10.00
FFNR	5736123	2011	9/27/2011	03844H	1	5.00
FFNR	5736188	2012	11/10/2011	03803	1	7.00
FFNR	5736193	2012	3/26/2012	03803	1	10.00
FFNR	5736195	2012	6/19/2012	03803	1	8.00
FFNR	5736197	2012	8/22/2012	03803	1	20.00
FFNR	5736231	2012	3/27/2012	03803	1	6.00
FFNR	5736238	2012	3/26/2012	03803	1	28.00
FFNR	5736245	2012	6/20/2012	03803	1	10.00
FFNR	5736252	2012	6/8/2012	03803	1	20.00
FFNR	5736367	2012	11/29/2011	03803	1	5.00
FFNR	5736551	2012	1/5/2012	03842,03842H,03844	1	33.00
FFNR	5736636	2012	12/12/2011	03803,56002B	1	2.00
FFNR	5736741	2012	3/9/2012	03803,21008	2	20.50
FFNR	5736814	2011	9/21/2011	03803	1	4.00
FFNR	5736815	2011	9/21/2011	03803	1	5.50
FFNR	5736817	2011	9/21/2011	03803	1	6.00
FFNR	5736819	2011	9/22/2011	03803	1	5.00
FFNR	5736855	2012	5/22/2012	03842,03842H	1	32.00
FFNR	5736858	2012	8/16/2012	03803,03842	1	31.00
FFNR	5736860	2012	4/26/2012	03803	1	20.00
FFNR	5736862	2012	11/21/2011	03803	1	12.00
FFNR	5736863	2012	6/20/2012	03803	1	8.20
FFNR	5736876	2012	8/14/2012	03803	1	12.00
FFNR	5736878	2012	11/9/2011	03803,03842H	1	18.00
FFNR	5736881	2012	7/20/2012	03803	1	56.00
FFNR	5736888	2012	8/6/2012	03803,56002E	1	1.00
FFNR	5736897	2012	11/2/2011	03803,03F812	1	6.50
FFNR	5736905	2012	9/27/2012	18029D	1	6.00
FFNR	5736908	2012	2/23/2012	29001	1	16.00
FFNR	5736910	2012	1/18/2012	03803	1	28.00
FFNR	5736925	2012	3/29/2012	03803	1	15.00
FFNR	5736927	2012	5/9/2012	03803,03R845,04803	1	17.00
FFNR	5736947	2012	1/17/2012	03803	1	8.00
FFNR	5736969	2012	10/7/2011	03803,03F812	1	12.00
FFNR	5736972	2012	8/7/2012	03803	1	6.00
FFNR	5736983	2012	9/24/2012	03803,03842,03842H	1	39.00
FFNR	5736995	2012	9/27/2012	03803	1	20.00
FFNR	5737046	2012	11/8/2011	03803	1	17.50
FFNR	5737047	2012	4/5/2012	03037,03803,03842	1	63.50
FFNR	5737083	2012	9/17/2012	03803,03842H	3	46.00
FFNR	5737085	2012	5/17/2012	03803,03842H,03R845,04R845	1	20.00
FFNR	5737120	2012	1/18/2012	03803	1	4.00
FFNR	5737145	2012	12/16/2011	03842,03842H	2	20.00
FFNR	5737170	2012	3/14/2012	03842,03842H,04842A	1	13.00
FFNR	5737193	2012	8/22/2012	03803	1	34.00
FFNR	5737228	2012	11/2/2011	03803	1	8.00
FFNR	5737234	2012	6/19/2012	03842,03842H	1	7.00
FFNR	5737367	2012	3/27/2012	03803,03803A	1	16.00
FFNR	5737512	2012	8/22/2012	03803,21008	1	20.00
FFNR	5737521	2012	12/5/2011	03803	1	8.00
FFNR	5737527	2012	6/14/2012	03803,03842H	1	16.00
FFNR	5737556	2012	4/18/2012	03803	1	8.00
FFNR	5737566	2012	12/6/2011	03803	1	11.00
FFNR	5737596	2012	3/28/2012	03803,03803A	1	16.00
FFNR	5737602	2012	1/19/2012	03803	1	8.00
FFNR	5737614	2012	1/19/2012	03803	1	7.00
FFNR	5737617	2012	8/16/2012	03803	1	8.00
FFNR	5737680	2012	1/31/2012	03803,71009	1	4.00
FFNR	5737703	2012	11/9/2011	03803	1	6.50
FFNR	5737768	2012	12/23/2011	03803,21005	1	27.00
FFNR	5737823	2012	11/4/2011	03803,21005	1	56.00
FFNR	5737831	2012	3/13/2012	03803,56002	1	16.00
FFNR	5737862	2012	3/13/2012	03803,71009	1	5.00
FFNR	5737913	2012	3/28/2012	03803	1	18.00
FFNR	5737933	2011	9/27/2011	03803,03842	1	25.00
FFNR	5737944	2012	11/16/2011	03803,71009	1	16.00
FFNR	5737969	2012	11/30/2011	03803	1	7.50
FFNR	5737984	2012	2/8/2012	03803	1	32.00
FFNR	5738012	2012	7/12/2012	03803	1	16.00
FFNR	5738049	2012	4/27/2012	21008A	1	15.50
FFNR	5738077	2012	10/21/2011	03803	1	21.00
FFNR	5738085	2012	8/2/2012	03803	1	20.00
FFNR	5738086	2012	12/27/2011	03803	1	16.00
FFNR	5738090	2012	1/17/2012	03803	1	12.00
FFNR	5738094	2012	11/9/2011	03803	1	40.00
FFNR	5738187	2012	6/15/2012	03803	1	21.00
FFNR	5738204	2012	7/24/2012	03803	1	16.00
FFNR	5738234	2012	12/7/2011	03803	1	7.50
FFNR	5738290	2012	6/12/2012	03803	1	16.00
FFNR	5738394	2012	11/4/2011	03803	1	12.50
FFNR	5738540	2012	11/16/2011	03803,09803,21005	1	35.00
FFNR	5738684	2012	2/15/2012	03803,21008A,56002B	1	6.00
FFNR	5738688	2012	11/9/2011	03803	1	14.00
FFNR	5738755	2012	1/24/2012	03803	1	14.00
FFNR	5738771	2012	11/15/2011	03803,71004A,71009	1	5.00
FFNR	5738802	2012	12/6/2011	03803	1	4.00
FFNR	5738805	2012	10/28/2011	03803,21005	1	41.00
FFNR	5738843	2012	6/5/2012	03803	1	8.00
FFNR	5738899	2012	11/29/2011	03803	1	6.00
FFNR	5738911	2012	11/7/2011	03803	1	14.00
FFNR	5738982	2012	11/9/2011	03803	1	10.50
FFNR	5738995	2012	2/15/2012	03803,03842,03842H	1	20.00
FFNR	5739018	2012	12/7/2011	03803	1	16.00
FFNR	5739034	2012	12/7/2011	03803	1	18.00
FFNR	5739040	2012	12/2/2011	03803	1	4.50
FFNR	5739069	2012	12/2/2011	03803	1	24.00
FFNR	5739082	2012	10/5/2011	03803	1	12.00
FFNR	5739159	2012	7/25/2012	03803	1	20.00
FFNR	5739282	2012	9/13/2012	03803	1	8.00
FFNR	5739296	2012	7/26/2012	03803,03842,03842H	1	12.00
FFNR	5739353	2012	12/29/2011	03803,71009	1	2.50
FFNR	5739367	2012	4/4/2012	03803,71009	1	7.00
FFNR	5739438	2012	10/11/2011	03803	1	26.00
FFNR	5739498	2012	12/14/2011	03803	1	47.00
FFNR	5739524	2012	7/31/2012	03803	1	14.00
FFNR	5739530	2012	11/9/2011	03803	1	7.00
FFNR	5739563	2012	4/5/2012	03803	1	10.00
FFNR	5739590	2012	2/27/2012	03803	1	16.00
FFNR	5739598	2012	7/24/2012	03803	1	9.00
FFNR	5739604	2012	11/7/2011	03803	1	8.00
FFNR	5739640	2012	12/6/2011	03803	1	3.00
FFNR	5739726	2012	11/15/2011	03803	1	20.00
FFNR	5739760	2012	3/28/2012	03803	1	22.00
FFNR	5739769	2012	11/30/2011	03803	1	20.00
FFNR	5739772	2012	10/25/2011	03003,21005	1	61.00
FFNR	5739775	2012	12/2/2011	03803	2	10.00
FFNR	5739778	2012	10/31/2011	03803,03803E,21005	1	37.00
FFNR	5739785	2012	12/9/2011	03803	1	18.00
FFNR	5739792	2012	1/6/2012	03803,71009	1	7.00
FFNR	5739805	2012	10/3/2011	03803,03842,03842H	1	12.00
FFNR	5739807	2012	12/5/2011	03803	1	4.50
FFNR	5739882	2012	9/13/2012	03803,04803,09803	1	11.00
FFNR	5739958	2012	4/4/2012	03803	1	12.00
FFNR	5739960	2012	12/5/2011	03803	1	5.00
FFNR	5739995	2012	11/29/2011	03803	1	6.00
FFNR	5740000	2012	3/20/2012	03803	1	39.00
FFNR	5740005	2012	12/1/2011	03803	1	8.50
FFNR	5740024	2012	6/14/2012	03803	1	18.00
FFNR	5740047	2012	11/29/2011	03803	1	7.00
FFNR	5740049	2012	12/5/2011	03803	1	8.00
FFNR	5740050	2012	12/2/2011	03803	1	7.00
FFNR	5740056	2012	10/14/2011	03803,29001,56002B,82845A	1	30.00
FFNR	5740062	2012	12/19/2011	03803,71009	1	3.00
FFNR	5740068	2012	4/4/2012	03803,71009	1	3.50
FFNR	5740073	2012	4/5/2012	03803	1	13.00
FFNR	5740075	2012	2/29/2012	03803	1	16.00
FFNR	5740081	2012	4/4/2012	03803,71009	1	3.00
FFNR	5740086	2012	3/21/2012	03803,71009	1	4.00
FFNR	5740244	2012	3/28/2012	03803	1	25.00
FFNR	5740264	2012	11/30/2011	03803	1	8.50
FFNR	5740267	2011	8/19/2011	03803	1	8.00
FFNR	5740270	2012	11/29/2011	03803	1	7.00
FFNR	5740290	2012	12/7/2011	03803	1	8.00
FFNR	5740305	2012	7/31/2012	03803	1	17.50
FFNR	5740313	2012	11/7/2011	03803	1	8.00
FFNR	5740319	2012	7/30/2012	03803	1	10.50
FFNR	5740549	2012	11/17/2011	03803	1	11.00
FFNR	5740552	2012	6/20/2012	03803	1	8.00
FFNR	5740566	2012	12/1/2011	03803	1	5.00
FFNR	5740571	2012	11/4/2011	03803	1	12.50
FFNR	5740584	2012	12/6/2011	03803	1	3.50
FFNR	5740589	2012	7/10/2012	03803	1	5.00
FFNR	5740592	2012	3/27/2012	03803	1	7.50
FFNR	5740599	2012	12/8/2011	03803	1	3.00
FFNR	5740604	2012	5/9/2012	03803	2	22.00
FFNR	5740605	2012	4/4/2012	03803,03842	1	20.00
FFNR	5740607	2012	1/11/2012	03803,71009	1	7.00
FFNR	5740608	2012	12/14/2011	03803	1	40.00
FFNR	5740609	2012	5/29/2012	03803	1	12.00
FFNR	5740615	2012	1/18/2012	03803	1	12.00
FFNR	5740622	2012	6/14/2012	03803	1	20.00
FFNR	5740624	2012	12/7/2011	03803	1	4.00
FFNR	5740636	2012	11/10/2011	03803	1	10.00
FFNR	5740647	2012	9/20/2012	03803	1	20.00
FFNR	5740648	2012	8/27/2012	03803	1	11.00
FFNR	5740664	2012	4/20/2012	03803,03842	1	33.00
FFNR	5740671	2012	6/27/2012	03803,03F100	1	26.00
FFNR	5740674	2012	10/19/2011	03803,71009	1	2.00
FFNR	5740679	2012	12/7/2011	03803	1	8.00
FFNR	5740690	2012	3/2/2012	03803,03842,03842H	1	25.00
FFNR	5740695	2012	7/17/2012	03803	1	31.00
FFNR	5740732	2012	10/5/2011	03803,03F812	1	22.00
FFNR	5740742	2012	7/16/2012	03803	1	20.00
FFNR	5740756	2012	7/31/2012	03803	1	10.00
FFNR	5740767	2012	11/29/2011	03803	1	20.00
FFNR	5740771	2012	7/18/2012	03803,03842	1	50.00
FFNR	5740779	2012	3/13/2012	03803,03842,03842H,04803	1	23.00
FFNR	5740795	2012	5/31/2012	03803,03842,03842H	1	77.00
FFNR	5740821	2012	12/19/2011	03803	1	30.00
FFNR	5740829	2012	5/1/2012	03803	1	10.00
FFNR	5740831	2012	11/2/2011	03803,56002	1	16.00
FFNR	5740843	2012	11/8/2011	03803	1	23.50
FFNR	5740849	2012	12/9/2011	03803	1	20.00
FFNR	5740851	2012	11/28/2011	03803	1	5.00
FFNR	5740858	2012	6/22/2012	03803	1	10.00
FFNR	5740862	2012	7/12/2012	03803	1	11.00
FFNR	5740863	2012	12/13/2011	03803	1	13.50
FFNR	5740866	2012	11/30/2011	03803	1	7.00
FFNR	5740867	2011	9/23/2011	03803,21005	1	17.00
FFNR	5740871	2012	8/15/2012	03803	1	22.00
FFNR	5740873	2012	6/7/2012	03803	1	18.00
FFNR	5740875	2012	3/2/2012	03803	1	8.00
FFNR	5740880	2012	3/23/2012	03803	1	4.00
FFNR	5740883	2012	10/25/2011	03803	1	11.00
FFNR	5740884	2012	3/29/2012	03803,71009	1	4.00
FFNR	5740885	2012	12/5/2011	03803	1	8.50
FFNR	5740886	2012	11/28/2011	03803	1	8.50
FFNR	5740889	2012	3/23/2012	03803	1	10.00
FFNR	5740891	2012	3/15/2012	03803	1	12.00
FFNR	5740892	2012	10/17/2011	03037,03803	1	12.00
FFNR	5740905	2012	12/8/2011	03803	1	3.50
FFNR	5740913	2012	3/12/2012	03803,71009	1	8.50
FFNR	5740915	2011	9/28/2011	03803	1	5.00
FFNR	5740916	2012	1/23/2012	03803,71009	1	7.00
FFNR	5740918	2012	11/11/2011	03803,71009	1	15.00
FFNR	5740919	2012	11/7/2011	03803	1	7.00
FFNR	5740920	2012	2/28/2012	03803,71009	1	4.00
FFNR	5740922	2012	4/19/2012	03803	1	4.00
FFNR	5740923	2012	11/1/2011	03803,03842H	1	24.00
FFNR	5740924	2012	2/16/2012	03803,71009	1	4.00
FFNR	5740935	2012	2/23/2012	03803,71009	1	7.00
FFNR	5740937	2012	4/11/2012	03803,71009	1	7.00
FFNR	5740938	2012	12/13/2011	03803,71009	1	2.50
FFNR	5740945	2012	11/21/2011	03803	1	17.00
FFNR	5740946	2012	12/8/2011	03803	1	7.50
FFNR	5740947	2012	1/10/2012	03803,71009	1	2.50
FFNR	5740948	2012	4/27/2012	03803,56002E	1	1.00
FFNR	5740949	2012	11/8/2011	03803	1	22.00
FFNR	5740950	2012	12/6/2011	03803	1	7.00
FFNR	5740951	2012	10/25/2011	03803,29001,56002B,71001A	1	20.00
FFNR	5740952	2012	3/22/2012	03803	1	8.00
FFNR	5740954	2012	12/5/2011	03803,04803,09803	1	13.00
FFNR	5740956	2012	5/7/2012	03803,03803A,21006,56002,56002A,56021A,82845A	1	9.00
FFNR	5740966	2012	3/6/2012	03803,71009	1	7.00
FFNR	5740968	2012	1/18/2012	03803	1	11.00
FFNR	5740969	2012	3/7/2012	03803,71009	1	7.00
FFNR	5740978	2012	5/2/2012	03803	1	12.00
FFNR	5740982	2012	3/14/2012	03803	1	6.00
FFNR	5740986	2012	10/13/2011	03803	1	17.00
FFNR	5740994	2012	5/11/2012	21008,56002	2	4.00
FFNR	5740997	2012	1/23/2012	03803	1	32.50
FFNR	5741001	2012	11/1/2011	03803	1	15.00
FFNR	5741006	2012	11/2/2011	03803	1	8.00
FFNR	5741007	2012	10/28/2011	03803	1	12.00
FFNR	5741014	2012	10/3/2011	03803,04803,09803	1	20.00
FFNR	5741018	2012	3/14/2012	03803	1	20.00
FFNR	5741034	2012	10/6/2011	03803	1	16.00
FFNR	5741035	2012	7/25/2012	03803	1	18.00
FFNR	5741036	2012	11/7/2011	03803,03842H,04803,09803	2	63.00
FFNR	5741040	2012	3/13/2012	03803	1	50.00
FFNR	5741044	2012	4/6/2012	03803	1	21.00
FFNR	5741046	2012	9/28/2012	03803,41002D,56002H,82845A	2	6.00
FFNR	5741049	2012	6/25/2012	03803	1	8.50
FFNR	5741052	2012	7/11/2012	03803	1	8.00
FFNR	5741074	2012	10/4/2011	03803	1	17.50
FFNR	5741078	2012	4/6/2012	03803	1	40.00
FFNR	5741092	2012	2/9/2012	03803	1	29.00
FFNR	5741093	2012	11/16/2011	03803	1	8.00
FFNR	5741112	2012	12/20/2011	03803	1	22.00
FFNR	5741120	2012	12/14/2011	03803	1	20.00
FFNR	5741124	2012	12/8/2011	03803	1	16.00
FFNR	5741127	2012	11/16/2011	03803	1	17.00
FFNR	5741183	2012	1/5/2012	03803	1	12.00
FFNR	5741184	2012	10/25/2011	03803,03842,03842H	1	35.00
FFNR	5741186	2012	11/22/2011	03037,03803,03842	1	26.00
FFNR	5741194	2012	8/27/2012	03803	1	20.00
FFNR	5741205	2012	12/5/2011	03803	1	19.00
