Program_Risk_Code	Work_Accomplishment_ID	Operation_Date_FY	Operation_Date	Inspection_PAC_List	Total_Employees	Total_Hours_Spent
FFHR	1767499	2011	5/9/2011	03803	2	86.00
FFHR	1815620	2010	10/29/2009	03842,03842H	3	74.00
FFHR	2292099	2010	10/23/2009	03803,21008,21R829,29001	2	72.00
FFHR	2599757	2010	1/14/2010	18029C	1	10.00
FFHR	3008835	2011	10/1/2010	18029A	1	32.00
FFHR	3052057	2011	9/14/2011	03847,03847H	1	24.00
FFHR	3130303	2010	11/23/2009	03803	2	40.00
FFHR	3377279	2011	2/4/2011	18029A	1	26.00
FFHR	3407148	2011	5/24/2011	03803,03844H	1	63.00
FFHR	3409117	2011	1/10/2011	03847,03847H	1	20.00
FFHR	3512476	2010	3/15/2010	03803,03847,03847H	1	37.00
FFHR	3514299	2010	10/28/2009	03803,03803A	2	42.00
FFHR	3673767	2010	2/2/2010	18029A	1	40.00
FFHR	3673773	2010	4/2/2010	18029A	1	24.00
FFHR	3673778	2010	4/12/2010	18029A	1	24.00
FFHR	3673783	2010	3/24/2010	18029A	2	28.00
FFHR	3738688	2010	8/31/2010	03803,03847H	1	15.00
FFHR	3821322	2010	10/5/2009	03803	1	26.00
FFHR	3841848	2010	11/20/2009	03803,21005	1	49.00
FFHR	3848103	2010	8/16/2010	03803,03842,03842H	2	84.00
FFHR	3850076	2010	10/9/2009	18029A	1	7.50
FFHR	3850324	2010	10/1/2009	03803,21005	3	128.00
FFHR	3850670	2010	9/23/2010	03803,71009	1	8.00
FFHR	3851093	2010	10/6/2009	03842,03842H,18029A	3	404.00
FFHR	3857274	2010	7/13/2010	18029D	1	18.00
FFHR	3861674	2010	10/7/2009	18029D	2	47.00
FFHR	3861677	2010	10/2/2009	18029E	1	30.00
FFHR	3866316	2010	10/5/2009	03847,03847H,04847	1	22.00
FFHR	3868039	2010	10/21/2009	03803,04803,09803	2	29.00
FFHR	3876106	2010	10/27/2009	03803E,03842,03842H	1	29.00
FFHR	3876126	2010	11/3/2009	03803,03842,03842H	1	53.00
FFHR	3880006	2010	10/7/2009	03803,21005	1	49.00
FFHR	3882961	2010	9/1/2010	18029A	1	12.00
FFHR	3883158	2010	9/10/2010	18029A	1	12.00
FFHR	3883586	2010	4/2/2010	03803E,03842H,03844H	2	76.00
FFHR	3885431	2010	4/13/2010	18029A	2	3.00
FFHR	3885453	2010	4/15/2010	18029A	3	6.00
FFHR	3885893	2010	4/16/2010	18029A	1	1.50
FFHR	3885966	2010	4/16/2010	18029A	1	1.50
FFHR	3885995	2016	4/12/2016	03842H,21005	3	184.50
FFHR	3886002	2010	2/4/2010	03803,03842,03842H	2	48.00
FFHR	3897969	2010	11/9/2009	03803	1	64.00
FFHR	3903236	2010	10/7/2009	03037,03803,03803A,03842H	1	26.00
FFHR	3905782	2010	10/2/2009	03037	1	32.00
FFHR	3906320	2010	4/16/2010	18029A	1	1.50
FFHR	3916881	2010	10/23/2009	21008A	1	72.00
FFHR	3918939	2010	8/20/2010	18029A	1	5.00
FFHR	3939288	2010	8/14/2010	03803,03842,03842H	1	29.00
FFHR	3940151	2010	10/1/2009	03803,21008,21008A	1	36.00
FFHR	3950530	2010	10/16/2009	03847H	1	26.00
FFHR	3955416	2010	1/26/2010	03803,21008	2	63.00
FFHR	3967423	2010	12/17/2009	03803,03803E	1	16.00
FFHR	4033443	2010	2/3/2010	03842,03842H	1	35.00
FFHR	4085862	2010	12/7/2009	03842,03842H,04842H,09842	1	64.00
FFHR	4085883	2010	2/5/2010	03842,03842H,04842H,09842	2	53.00
FFHR	4086633	2011	5/9/2011	21008A,21R829,29001	2	79.00
FFHR	4096354	2010	3/2/2010	03842,03842H	1	45.00
FFHR	4105401	2010	12/23/2009	03803,09803,21005	1	32.00
FFHR	4109610	2010	5/20/2010	18029A	1	6.50
FFHR	4109612	2010	1/13/2010	18029A	1	8.00
FFHR	4112387	2011	9/2/2011	21008,21008A	1	70.00
FFHR	4145185	2010	11/18/2009	03803,18029A	3	100.00
FFHR	4154123	2010	11/10/2009	03037	1	34.00
FFHR	4155090	2011	11/23/2010	03847,03847H,04847,09847	1	35.00
FFHR	4156960	2011	6/30/2011	03803	1	55.00
FFHR	4173945	2010	7/6/2010	03842,03842H	1	10.00
FFHR	4184743	2010	10/14/2009	03037,03842,03842H	2	61.00
FFHR	4199833	2010	7/30/2010	03803	1	22.00
FFHR	4211150	2010	10/21/2009	03803,03847H	2	44.20
FFHR	4220958	2010	10/22/2009	03803	1	16.00
FFHR	4223210	2011	11/17/2010	03842,03842H,04R078	1	23.00
FFHR	4223286	2010	11/2/2009	03847,03847H	1	35.00
FFHR	4230249	2010	1/14/2010	03803,03803E,04803,09803	1	34.00
FFHR	4256607	2010	10/1/2009	03803,04803,09803	1	32.00
FFHR	4257048	2010	2/2/2010	03803,04803,09803	2	68.00
FFHR	4284982	2010	7/22/2010	18029A	1	31.50
FFHR	4284988	2010	1/21/2010	18029A	1	41.50
FFHR	4284997	2010	11/5/2009	18029A	1	16.00
FFHR	4284999	2010	4/20/2010	18029A	1	25.00
FFHR	4285001	2010	5/18/2010	18029A	1	11.00
FFHR	4285010	2010	5/19/2010	18029A	1	15.00
FFHR	4285035	2010	5/20/2010	18029A	1	15.00
FFHR	4285038	2010	6/29/2010	03842H,18029A	1	42.00
FFHR	4285050	2010	1/28/2010	18029A	1	14.00
FFHR	4285052	2010	8/4/2010	18029A	1	9.00
FFHR	4285071	2010	5/17/2010	18029A	1	11.00
FFHR	4287412	2010	2/4/2010	03803	1	20.00
FFHR	4287712	2010	10/22/2009	03803,18029A	1	24.00
FFHR	4287718	2010	4/26/2010	03842,03842H,18029A	1	28.00
FFHR	4289486	2010	2/3/2010	18029A	1	10.00
FFHR	4289851	2010	8/20/2010	03842,03842H,04842A,04842H	1	42.00
FFHR	4289861	2010	2/11/2010	03803,04803,09803	1	32.00
FFHR	4289869	2010	8/13/2010	03842,03842H,04842A,09842	1	21.00
FFHR	4289874	2010	2/22/2010	03803,03803E,04803,09803	1	40.00
FFHR	4289916	2010	1/27/2010	03803,03842,03842H,04842A,09842	1	28.00
FFHR	4289917	2010	8/27/2010	03803A,04803	1	44.00
FFHR	4289940	2010	8/6/2010	03803,03842,03842H	3	124.00
FFHR	4289951	2010	7/19/2010	03803	1	9.00
FFHR	4289959	2010	11/2/2009	03842H	1	5.00
FFHR	4289964	2010	8/31/2010	03803,04803,09803	1	30.00
FFHR	4289979	2010	4/1/2010	03803,04803,09803	2	78.00
FFHR	4289984	2010	4/23/2010	03803,04803,09803	2	165.00
FFHR	4290069	2010	4/12/2010	03803,04803	1	10.00
FFHR	4290076	2010	4/29/2010	03842,03842H,04842A,09842	1	31.00
FFHR	4290082	2010	6/7/2010	03842,03842H,04842H,09842	1	9.00
FFHR	4290194	2010	1/7/2010	03803	2	95.00
FFHR	4290203	2010	12/11/2009	03803,03803E,04803,09803	4	232.00
FFHR	4290222	2010	5/26/2010	03842,03842H,04842H,09842H	1	30.00
FFHR	4290250	2010	6/4/2010	03842,03842H,03844,03844H	2	71.00
FFHR	4290253	2010	8/25/2010	03803	1	25.00
FFHR	4290335	2010	10/6/2009	03803	1	18.00
FFHR	4290365	2010	6/18/2010	03842,03842H,04842A,09842	1	14.00
FFHR	4290371	2010	3/13/2010	03842,03842H	1	30.00
FFHR	4290379	2010	6/18/2010	03803,04803	2	57.00
FFHR	4290423	2010	2/2/2010	03842,03842H,04842A	1	21.00
FFHR	4290424	2010	5/26/2010	03803,04803	2	48.00
FFHR	4290479	2010	8/25/2010	03842,03842H,04842A,09842	1	36.00
FFHR	4290499	2010	4/28/2010	03803,21005	1	12.50
FFHR	4290521	2010	6/11/2010	03842,03842H,04842H,09842	1	32.00
FFHR	4290539	2010	7/30/2010	03803,03803A,04803	1	63.00
FFHR	4290557	2010	9/16/2010	03803	3	35.00
FFHR	4290567	2010	7/28/2010	03803,03803E	1	20.00
FFHR	4290593	2010	8/12/2010	03803	1	12.00
FFHR	4290603	2010	5/18/2010	03842,03842H,04842H,09842H	1	32.00
FFHR	4290681	2010	8/24/2010	03803,03803A,04803	1	42.00
FFHR	4290685	2010	2/17/2010	03803,04803	1	58.00
FFHR	4290764	2010	7/26/2010	21008A,56002	1	42.00
FFHR	4290785	2010	5/13/2010	03842,03842H,04842A,09842	1	34.00
FFHR	4292177	2010	6/23/2010	03842H	1	4.50
FFHR	4292195	2010	1/26/2010	03803,03842H,04803,09803	2	48.00
FFHR	4292227	2010	9/15/2010	03803,04803,09803	1	12.00
FFHR	4292242	2010	8/5/2010	03803,04803,09803	2	23.00
FFHR	4292308	2010	7/16/2010	03842,03842H,04842A,09842	1	45.00
FFHR	4292314	2010	5/20/2010	03842,03842H,04842H,09842	1	22.50
FFHR	4292339	2010	2/17/2010	03803,04803,09803	1	32.00
FFHR	4292435	2010	8/2/2010	03803	1	17.00
FFHR	4292449	2010	11/20/2009	03842,03842H,04842H	1	24.00
FFHR	4292478	2010	3/19/2010	03003,03803,04803,09803	1	54.00
FFHR	4292498	2010	9/15/2010	03803,04803,09803	1	37.00
FFHR	4292819	2010	5/27/2010	03842H,04842H,09842	1	24.00
FFHR	4292827	2010	5/24/2010	03803,04803,09803	2	28.00
FFHR	4292871	2010	5/26/2010	03803A,04803,09803	1	68.00
FFHR	4292881	2010	2/26/2010	03803,04803	2	120.00
FFHR	4292884	2010	5/6/2010	03803,04803,09803	2	36.00
FFHR	4292893	2010	9/30/2010	03803,04803,09803	1	29.00
FFHR	4292920	2010	9/2/2010	03803,04803,09803	1	24.00
FFHR	4292927	2010	8/10/2010	03842H	1	24.00
FFHR	4292930	2011	10/1/2010	03803,04803	1	28.00
FFHR	4292954	2010	8/12/2010	03842,03842H,04842A,09842,09842H	1	29.00
FFHR	4292966	2010	6/24/2010	03803,04803,09803	2	155.00
FFHR	4292975	2010	4/13/2010	03803,04803	1	16.00
FFHR	4292995	2010	2/17/2010	03803,03842,03842H	1	29.00
FFHR	4293015	2010	9/3/2010	03803,04803,09803	1	31.00
FFHR	4293021	2010	7/15/2010	03803,04803,09803	1	19.00
FFHR	4293077	2010	8/4/2010	03842H	2	66.00
FFHR	4293134	2010	6/15/2010	03842,03842H,04842A,09842	1	8.00
FFHR	4293147	2010	6/1/2010	03803,04803	1	12.00
FFHR	4293151	2010	3/5/2010	03842,03842H,04842A,09842	2	74.00
FFHR	4294500	2010	8/10/2010	03803A,04803,09803	1	52.00
FFHR	4294513	2010	2/19/2010	03803,04803	1	26.00
FFHR	4294532	2010	8/24/2010	03842,03842H,04842A,09842	2	34.00
FFHR	4294559	2010	9/21/2010	03842H	1	30.00
FFHR	4294572	2010	3/15/2010	03803,03803D,04803	1	85.00
FFHR	4294593	2010	5/13/2010	03803,04803	2	91.00
FFHR	4294598	2010	8/11/2010	03842,03842H	2	108.00
FFHR	4294611	2010	1/28/2010	03842,03842H,04842A,09842	1	23.00
FFHR	4294760	2010	3/15/2010	03803,04803,09803	1	31.00
FFHR	4294769	2010	6/16/2010	03842,03842H,04842H,09842H	1	31.50
FFHR	4294875	2010	8/3/2010	03842H	1	17.00
FFHR	4294881	2010	8/25/2010	03842	1	4.00
FFHR	4295199	2010	6/15/2010	03842,03842H,04842A,09842F	1	17.00
FFHR	4295238	2010	5/17/2010	03842,03842H	1	36.00
FFHR	4295273	2010	7/28/2010	03842,03842H,04842H,09842	1	59.00
FFHR	4296847	2010	7/12/2010	03842,03842H,09842	1	13.00
FFHR	4296882	2010	12/8/2009	03803	1	18.00
FFHR	4296883	2010	6/22/2010	03842,03842H,04842A,09842	1	39.00
FFHR	4296884	2010	8/13/2010	03803,03803A,04803,09803	1	55.00
FFHR	4301800	2010	7/8/2010	03803,03842,03842H,04842A,09842	1	30.00
FFHR	4301801	2010	9/17/2010	03803,03842H,04803,09803	1	35.00
FFHR	4301812	2010	8/11/2010	03842H	1	4.00
FFHR	4301821	2010	3/12/2010	03842,03842H	1	27.00
FFHR	4301827	2010	9/9/2010	03842,03842H	1	22.00
FFHR	4301834	2010	9/20/2010	03842H	1	36.00
FFHR	4301837	2010	5/13/2010	03842,03842H,04842H	1	35.00
FFHR	4308294	2010	8/5/2010	03803	1	24.00
FFHR	4311658	2010	4/21/2010	03803,04803,09803,21005	1	50.00
FFHR	4313120	2010	3/5/2010	03803,03842,03842H,04842A,09842	2	62.00
FFHR	4313129	2010	5/19/2010	03803	1	29.00
FFHR	4313131	2010	8/13/2010	03803,03803A,04803	1	59.00
FFHR	4313137	2010	3/30/2010	03842H	1	18.00
FFHR	4313150	2010	7/23/2010	03803,03803A,03842H,04803	1	62.00
FFHR	4313163	2010	6/16/2010	03842,03842H,04842A,09842	1	26.00
FFHR	4313166	2010	3/25/2010	03803	2	35.00
FFHR	4313172	2010	6/18/2010	03842,03842H,04842H,09842	1	37.00
FFHR	4313177	2010	12/7/2009	03842,03842H	1	37.00
FFHR	4313180	2010	6/3/2010	03842H,04842H,09842	1	26.00
FFHR	4313186	2010	9/1/2010	03842,03842H,04842A,09842	1	23.00
FFHR	4313301	2010	2/9/2010	03803,03803E,04803,21005	1	12.00
FFHR	4313311	2010	9/28/2010	03842	1	6.00
FFHR	4313329	2010	8/11/2010	03847,03847H,04847H,09847H	1	20.00
FFHR	4323857	2010	12/14/2009	03803	1	30.00
FFHR	4328363	2010	9/30/2010	03803,03803A,03803E,03847,03847H,71009	2	113.00
FFHR	4331137	2010	10/13/2009	03803	1	36.00
FFHR	4335096	2010	10/1/2009	03803	1	30.00
FFHR	4344181	2010	10/14/2009	03803,03803E	2	63.00
FFHR	4344183	2010	1/14/2010	03803	2	30.00
FFHR	4344188	2010	10/13/2009	03037,03803	1	20.00
FFHR	4348467	2010	6/17/2010	03842,03842H	2	65.00
FFHR	4349405	2010	2/11/2010	03842,03842H	3	102.00
FFHR	4349408	2010	8/26/2010	03803	1	13.00
FFHR	4349409	2010	6/16/2010	18029C	1	16.00
FFHR	4349410	2010	6/15/2010	18029C	1	16.00
FFHR	4349411	2010	12/29/2009	18029C	1	12.00
FFHR	4349412	2010	12/30/2009	18029C	1	12.00
FFHR	4349416	2010	6/18/2010	03803	1	10.00
FFHR	4349417	2010	11/30/2009	03803	1	12.00
FFHR	4349418	2010	8/24/2010	03803	1	32.00
FFHR	4349422	2010	11/30/2009	03803	1	18.00
FFHR	4349423	2010	2/4/2010	03803	1	10.00
FFHR	4349425	2010	4/9/2010	03803,03803A	1	22.00
FFHR	4349426	2010	1/29/2010	03803	1	40.00
FFHR	4349429	2010	6/29/2010	03803,03842,03842H,18029A	1	14.00
FFHR	4349430	2010	6/15/2010	03803	1	25.00
FFHR	4349432	2010	5/10/2010	03803	1	25.00
FFHR	4349433	2010	1/29/2010	03803	1	21.00
FFHR	4349434	2010	4/15/2010	03803,03803A	2	297.00
FFHR	4349602	2011	4/19/2011	21008A	1	40.00
FFHR	4349776	2010	10/22/2009	03803	1	0.50
FFHR	4349780	2010	9/30/2010	03803,21008A	1	64.00
FFHR	4349782	2010	4/14/2010	03803	1	23.00
FFHR	4349783	2010	4/12/2010	03803,03803A	1	25.00
FFHR	4349784	2010	10/27/2009	03803	1	50.00
FFHR	4349789	2010	12/30/2009	03803	1	35.00
FFHR	4349790	2010	1/26/2010	03803	1	20.00
FFHR	4349791	2010	11/23/2009	03803	1	15.00
FFHR	4349793	2010	1/28/2010	03803	1	20.00
FFHR	4356976	2010	5/18/2010	03803,03803A	1	44.00
FFHR	4356979	2010	10/30/2009	03803	1	35.50
FFHR	4356989	2010	11/20/2009	03803,03842	2	100.00
FFHR	4357969	2010	6/30/2010	03803,03842,03842H	1	24.00
FFHR	4357972	2010	3/17/2010	03803,03847,03847H,21008A	1	46.00
FFHR	4357975	2010	3/18/2010	03803,03847,03847H	1	42.00
FFHR	4357981	2010	12/4/2009	03803,03842H	1	48.50
FFHR	4357985	2010	11/3/2009	03803	1	34.50
FFHR	4357987	2010	11/10/2009	03842,03842H	1	29.50
FFHR	4358024	2010	11/13/2009	03803,03803A,04803,09803	2	34.00
FFHR	4358031	2010	3/24/2010	03842,03842H	1	9.00
FFHR	4358036	2010	11/4/2009	03803	1	10.50
FFHR	4358041	2010	6/10/2010	03803	1	48.50
FFHR	4358052	2010	10/30/2009	03803,03803E	1	46.50
FFHR	4358124	2010	6/29/2010	03803,03803A,03803E,03842H,03847H	3	296.00
FFHR	4358134	2010	5/20/2010	03803	2	28.00
FFHR	4358210	2010	10/14/2009	03803	3	170.00
FFHR	4358219	2010	11/13/2009	03803	1	22.50
FFHR	4358245	2010	6/28/2010	03803,03847H	1	35.50
FFHR	4358262	2010	3/23/2010	03803	1	36.00
FFHR	4358319	2010	11/5/2009	03803,03803A	1	56.00
FFHR	4358351	2010	11/18/2009	03803	1	36.00
FFHR	4358364	2010	5/21/2010	03803,03803A	1	48.00
FFHR	4358383	2010	1/7/2010	03803,03803E	1	93.00
FFHR	4358402	2010	9/16/2010	03803,03803A	1	74.00
FFHR	4358405	2010	6/8/2010	03803,03803E,03842H	1	30.00
FFHR	4358410	2010	11/3/2009	03803,03803E,04803,09803	2	56.00
FFHR	4358417	2010	11/5/2009	03803,04803,09803,21005	1	33.00
FFHR	4358427	2010	3/30/2010	03842,03842H	1	32.00
FFHR	4358432	2010	11/19/2009	03803,03842H	1	40.00
FFHR	4358498	2010	11/5/2009	03842,03842H	1	36.00
FFHR	4358532	2010	10/15/2009	03803,03803E	2	76.00
FFHR	4358548	2010	3/1/2010	03803,03842,03842H	2	68.00
FFHR	4358553	2010	6/30/2010	03803,03803E	1	20.00
FFHR	4358984	2010	12/15/2009	03803,03842H	2	100.50
FFHR	4359072	2010	9/29/2010	03803,03842H	1	32.00
FFHR	4359120	2010	11/2/2009	03803	1	16.00
FFHR	4359131	2010	6/1/2010	03803	1	10.00
FFHR	4359151	2010	10/5/2009	03803,03842,03842H	1	132.00
FFHR	4359154	2010	1/26/2010	03803,03847	2	66.00
FFHR	4359164	2010	10/14/2009	03803,03842H	1	23.00
FFHR	4359169	2010	3/29/2010	03803,03803A,03842,03842H	3	199.00
FFHR	4359221	2010	9/10/2010	03803,03803A	1	16.50
FFHR	4359241	2010	3/9/2010	03803,03842H	1	17.50
FFHR	4359266	2010	10/5/2009	03803	1	16.00
FFHR	4359276	2010	12/3/2009	03803,03803E,04803,09803,21005	1	20.00
FFHR	4359447	2010	6/29/2010	03803	1	36.00
FFHR	4359478	2010	9/24/2010	03842,03842H	1	16.00
FFHR	4359483	2010	11/6/2009	03842,03842H	1	32.00
FFHR	4359508	2010	6/23/2010	03803	1	14.50
FFHR	4359523	2010	2/18/2010	03803,03803A,04803,09803,21005	2	96.60
FFHR	4359558	2010	3/3/2010	03803	1	16.00
FFHR	4359579	2010	10/8/2009	03803,21005	1	24.00
FFHR	4359593	2010	5/5/2010	03803,04803,09803	1	22.00
FFHR	4359601	2010	10/22/2009	03803,03842H	1	24.00
FFHR	4359605	2010	12/2/2009	03803,03803E,04803,09803,21005	1	51.00
FFHR	4359616	2010	6/29/2010	03803,03803E	1	35.50
FFHR	4359704	2010	2/24/2010	03803	1	24.00
FFHR	4359713	2010	12/15/2009	03803	1	18.00
FFHR	4359731	2010	2/24/2010	03803	1	22.00
FFHR	4359770	2010	2/26/2010	03803,03842,03842H	1	38.00
FFHR	4359781	2010	10/21/2009	03803,03842H	1	28.50
FFHR	4359786	2010	10/14/2009	03803,03803E	2	37.00
FFHR	4359796	2010	7/16/2010	03803,03842,03842H	1	27.00
FFHR	4359802	2010	3/12/2010	03803,03803E,04803,09803	1	86.00
FFHR	4359825	2010	12/2/2009	03803,04803,09803	1	40.00
FFHR	4359828	2010	1/14/2010	03803,03803A	1	40.00
FFHR	4359842	2010	10/30/2009	03803,03803E,04803,09803	1	62.00
FFHR	4359846	2010	10/30/2009	03803	1	29.00
FFHR	4360495	2010	7/30/2010	03803	1	35.00
FFHR	4360687	2010	10/29/2009	03803	1	33.00
FFHR	4360693	2010	11/17/2009	03803,04803,09803,21005	2	76.00
FFHR	4360710	2010	5/11/2010	03803	1	16.00
FFHR	4360712	2010	10/15/2009	03803	1	35.50
FFHR	4360719	2010	10/2/2009	03803	1	15.00
FFHR	4360721	2010	6/10/2010	03803	1	30.00
FFHR	4360775	2010	5/27/2010	03803,03842H	1	50.00
FFHR	4360779	2010	11/9/2009	03803,03842H	1	85.00
FFHR	4360784	2010	6/28/2010	03803	1	37.50
FFHR	4360786	2010	11/4/2009	03803	1	8.50
FFHR	4360788	2010	3/4/2010	03803,03842,03842H	2	54.00
FFHR	4360800	2010	3/2/2010	03803,03842H	2	48.00
FFHR	4360804	2010	12/4/2009	03842H	2	150.00
FFHR	4360810	2010	12/16/2009	03803,03803E,04803,09803,21005	1	30.00
FFHR	4360821	2010	2/4/2010	03803,03803E	1	8.00
FFHR	4360843	2010	10/15/2009	03803,03842H	2	28.00
FFHR	4360847	2010	10/27/2009	03803,03842H	1	16.00
FFHR	4360851	2010	1/26/2010	03803,03842,03842H	2	88.50
FFHR	4360855	2010	12/8/2009	03842,03842H	1	24.00
FFHR	4360889	2010	6/11/2010	03842,03842H	2	180.00
FFHR	4360890	2010	6/25/2010	03803	1	42.00
FFHR	4360891	2010	2/3/2010	03803,03803E	1	8.50
FFHR	4360914	2010	3/10/2010	03803,03847,03847H	1	44.00
FFHR	4360927	2010	5/3/2010	03803	1	15.50
FFHR	4360929	2010	3/5/2010	03842,03842H	1	36.00
FFHR	4360979	2010	2/24/2010	03803,03803E	2	55.00
FFHR	4360986	2010	9/15/2010	03842,03842H	1	10.00
FFHR	4360987	2010	10/2/2009	03803,03842H	1	13.00
FFHR	4360989	2010	6/7/2010	03803	1	13.00
FFHR	4361067	2010	8/27/2010	03803	1	40.00
FFHR	4361126	2010	4/19/2010	03803,03803A,03803E	2	85.00
FFHR	4361160	2010	5/28/2010	03803	1	22.00
FFHR	4361265	2010	11/2/2009	03803,03842H	1	85.00
FFHR	4361268	2010	3/24/2010	03803,03803E,04803,09803	1	15.50
FFHR	4361609	2010	3/2/2010	03803	1	16.00
FFHR	4361614	2010	4/6/2010	03803,03842H	1	65.00
FFHR	4361678	2010	4/14/2010	03803,03803A	1	18.00
FFHR	4361680	2010	3/22/2010	03803	1	17.00
FFHR	4361685	2010	3/18/2010	03803	1	17.00
FFHR	4361714	2010	1/7/2010	03803	1	12.00
FFHR	4361725	2010	11/10/2009	03803,03842,03842H	1	32.00
FFHR	4366361	2010	4/12/2010	03803,03803A	1	24.00
FFHR	4366375	2010	4/8/2010	03803,03803A	2	64.50
FFHR	4366380	2010	8/12/2010	03803,03803A	1	60.50
FFHR	4366384	2010	5/22/2010	03803,03847,04803	1	40.00
FFHR	4366755	2010	1/27/2010	03803,03842H	1	40.00
FFHR	4366761	2010	1/28/2010	03803,03842H	1	44.00
FFHR	4366788	2010	5/22/2010	03803,03803A,03803E,04803	1	64.00
FFHR	4366790	2010	9/22/2010	03803,03803E,03842H	1	27.00
FFHR	4367872	2010	6/18/2010	03803,03803A,21005	1	42.00
FFHR	4367873	2010	9/13/2010	03803,03803A	1	18.00
FFHR	4367900	2010	7/1/2010	03842,03842H,03844,03844H	1	15.00
FFHR	4367917	2010	8/25/2010	03803,03847,03847H	2	29.00
FFHR	4367924	2010	5/25/2010	03803,03842,21005	1	17.00
FFHR	4367930	2010	9/14/2010	03803,03847,03847H	1	20.00
FFHR	4367941	2010	5/13/2010	03803	1	18.00
FFHR	4367943	2010	11/18/2009	03803,03842,03842H	1	16.00
FFHR	4367951	2010	5/5/2010	03803	1	18.00
FFHR	4367971	2010	9/9/2010	03803,03842,03842H	1	48.00
FFHR	4367982	2010	12/30/2009	03842,03842H	1	18.00
FFHR	4367992	2010	4/2/2010	03803,03803E,21005	1	13.00
FFHR	4367994	2010	12/16/2009	03803	1	13.00
FFHR	4368024	2010	9/24/2010	03037,03803	1	30.00
FFHR	4368027	2010	3/26/2010	03842,03842H	1	25.00
FFHR	4368028	2010	4/29/2010	03803,03842,03842H	1	45.00
FFHR	4368029	2010	10/13/2009	03803,03847,03847H	1	16.00
FFHR	4368034	2010	11/20/2009	03842,03842H	2	27.00
FFHR	4368037	2010	12/2/2009	03803E,03847,03847H,03R845	1	41.00
FFHR	4368041	2010	9/28/2010	03803,03847,03847H	1	21.00
FFHR	4368049	2010	4/21/2010	03803	2	41.00
FFHR	4368052	2010	12/3/2009	03842,03842H	2	52.00
FFHR	4368055	2010	4/28/2010	03847H	1	30.00
FFHR	4368059	2010	12/15/2009	03803	2	25.50
FFHR	4368078	2010	9/23/2010	03803,03803E,71009	1	24.50
FFHR	4368082	2010	7/21/2010	03842,03847,03847H	2	48.00
FFHR	4368083	2010	1/8/2010	03803A	2	48.00
FFHR	4368085	2010	12/17/2009	03803,03803E	1	20.00
FFHR	4368087	2010	9/22/2010	03803,03803A	2	80.00
FFHR	4368090	2010	6/10/2010	03803,03803A	1	25.00
FFHR	4368098	2010	8/23/2010	03842,03842H	1	56.00
FFHR	4368104	2010	5/12/2010	03803,03803E,03842,03842H	1	32.00
FFHR	4368111	2010	6/11/2010	03803,03842,03842H,21008	2	91.00
FFHR	4368112	2010	3/18/2010	03803,03842,03842H	1	25.00
FFHR	4368116	2010	8/11/2010	03803A	2	76.00
FFHR	4368128	2010	2/18/2010	03803,03842,03842H	2	32.00
FFHR	4368133	2010	3/2/2010	03803	1	18.00
FFHR	4368136	2010	7/29/2010	03803A	1	48.00
FFHR	4368146	2010	1/28/2010	03803A	1	32.00
FFHR	4368154	2010	8/31/2010	03803,03803E,03842,03842H,18029A	2	23.00
FFHR	4368159	2010	2/18/2010	03842,03842H,03R845	1	11.00
FFHR	4368161	2010	9/2/2010	18029A	2	11.00
FFHR	4368167	2010	7/14/2010	03847,03847H	2	60.00
FFHR	4368183	2010	10/22/2009	03803,03847,03847H	1	24.00
FFHR	4368185	2010	3/4/2010	03803,03803A	1	46.00
FFHR	4368191	2010	3/30/2010	03803,03803A	1	24.50
FFHR	4368202	2010	12/3/2009	03803,03803A,03803E,03842,03842H	1	46.00
FFHR	4368212	2010	9/21/2010	03803,03803A	1	40.00
FFHR	4368219	2010	3/2/2010	03803,03803A	1	21.00
FFHR	4368222	2010	12/22/2009	03803,03803E,03842H	1	25.00
FFHR	4368226	2010	9/7/2010	03803,03847,03847H	1	6.00
FFHR	4368234	2010	8/11/2010	03803,03R845	1	45.00
FFHR	4368242	2010	9/10/2010	03803,03803A	2	252.50
FFHR	4368257	2010	3/26/2010	03803,03847,03847H	2	46.00
FFHR	4368260	2010	10/9/2009	03803,03842,03842H	1	16.00
FFHR	4368262	2010	8/13/2010	03803,03803A,03847H	1	62.00
FFHR	4368266	2010	3/30/2010	03803E,03842,03842H	3	70.00
FFHR	4368269	2010	8/20/2010	03803,03842,03842H	1	12.00
FFHR	4368285	2010	5/10/2010	03803,03803A,03847,03847H	1	20.00
FFHR	4368296	2010	4/27/2010	03803,03847,03847H	1	23.00
FFHR	4368302	2010	7/23/2010	03803,03803A,03847,03847H	1	71.00
FFHR	4368322	2010	1/6/2010	03803,03847,03847H	1	6.00
FFHR	4368369	2010	3/29/2010	03803,03842,03842H	1	16.00
FFHR	4368380	2010	11/4/2009	18029A	1	8.00
FFHR	4368417	2010	10/21/2009	03842,03842H	1	21.00
FFHR	4371209	2010	10/8/2009	03803	1	22.00
FFHR	4371237	2010	6/1/2010	03803,03847,03847H,71009	1	21.00
FFHR	4371318	2010	4/7/2010	03803,03803E,71009	1	25.00
FFHR	4371323	2010	11/19/2009	03803,71009	2	36.00
FFHR	4371328	2010	11/18/2009	03803,03803A	1	40.00
FFHR	4371348	2010	10/14/2009	03803,71009	1	17.00
FFHR	4372474	2010	2/2/2010	03803,03803A,71009	2	32.00
