Program_Risk_Code	Work_Accomplishment_ID	Operation_Date_FY	Operation_Date	Inspection_PAC_List	Total_Employees	Total_Hours_Spent
FFHR	6337697	2012	9/17/2012	03803	1	45.00
FFHR	6337743	2012	9/13/2012	03842,03842H	1	72.00
FFHR	6338038	2012	9/6/2012	03803	1	16.00
FFHR	6338174	2013	7/17/2013	21008,82012,82845A	1	7.00
FFHR	6338711	2012	9/5/2012	03803	1	46.00
FFHR	6339209	2013	10/3/2012	03803	1	32.00
FFHR	6339383	2012	9/13/2012	03803,03F841,04803,09803	3	139.00
FFHR	6340803	2012	9/18/2012	03842,03842H	1	20.00
FFHR	6341450	2013	9/18/2013	21008	1	36.00
FFHR	6341565	2013	5/13/2013	03842,03842H	1	24.00
FFHR	6341648	2013	4/22/2013	03842,03842H	1	18.00
FFHR	6341681	2012	9/28/2012	21008A	2	89.00
FFHR	6342853	2012	9/12/2012	03R800	2	55.00
FFHR	6343713	2013	10/4/2012	03842,03842H	1	64.00
FFHR	6344646	2013	7/24/2013	03803A,03R801	1	41.00
FFHR	6344840	2012	9/17/2012	03803	1	82.00
FFHR	6344949	2013	11/2/2012	03847,03847H,71009	2	58.00
FFHR	6345046	2012	9/14/2012	03803,03842,03842H,18029C	1	25.00
FFHR	6345851	2013	3/27/2013	03803,71009	1	15.00
FFHR	6346026	2013	8/22/2013	03803,71009	1	5.00
FFHR	6346310	2012	9/25/2012	03803	2	160.00
FFHR	6346484	2013	10/2/2012	03037,03803	1	10.00
FFHR	6346623	2012	9/21/2012	21008,21008A	1	16.00
FFHR	6346627	2012	9/21/2012	21008	1	8.00
FFHR	6346664	2013	7/30/2013	03R801	2	44.00
FFHR	6346711	2013	3/20/2013	03803A	1	28.00
FFHR	6346720	2013	7/11/2013	03803,03803A	2	160.00
FFHR	6346724	2013	11/8/2012	03037,03R801	1	16.00
FFHR	6346865	2013	8/28/2013	03037,03803,03R801	1	25.00
FFHR	6346868	2013	12/5/2012	03037,03803,03R801	1	22.00
FFHR	6347129	2013	5/21/2013	03803,03842,03842H,18029A	1	52.00
FFHR	6347275	2013	12/7/2012	03037,03842H,03R801	1	47.00
FFHR	6347381	2013	6/20/2013	03803	1	24.00
FFHR	6347390	2013	2/4/2013	03803,03803A,03R801	1	9.00
FFHR	6347402	2013	5/9/2013	03037,03803	1	19.00
FFHR	6347465	2013	3/12/2013	21008	1	30.00
FFHR	6347478	2013	3/1/2013	21008A,29001	2	100.00
FFHR	6347750	2013	6/18/2013	03803	1	30.00
FFHR	6348233	2013	1/17/2013	03803,03F841	3	92.00
FFHR	6348980	2013	5/29/2013	03803,03803A	2	32.00
FFHR	6349379	2013	5/22/2013	03R801	1	24.00
FFHR	6349381	2013	2/7/2013	03803,03R801	1	16.00
FFHR	6349384	2013	2/14/2013	03803,03R801,71009	1	14.00
FFHR	6349393	2013	10/16/2012	03803	1	7.00
FFHR	6349408	2013	7/17/2013	03803,21006	1	39.00
FFHR	6349413	2013	7/31/2013	21006	3	216.00
FFHR	6349436	2013	9/12/2013	21006	2	45.00
FFHR	6349438	2013	7/11/2013	03803,21006	1	28.00
FFHR	6349447	2013	8/23/2013	21002,21008	2	84.00
FFHR	6349451	2013	2/12/2013	21002	1	24.00
FFHR	6349477	2013	4/5/2013	03803	2	28.00
FFHR	6349481	2013	8/13/2013	03803,71009	2	6.00
FFHR	6349536	2013	11/6/2012	03842	1	60.00
FFHR	6349836	2013	5/28/2013	03803	1	21.00
FFHR	6350007	2013	10/16/2012	03037,03803	1	20.00
FFHR	6350087	2013	11/7/2012	03803,71009	1	10.00
FFHR	6350121	2013	1/15/2013	03803	1	20.00
FFHR	6350137	2013	1/15/2013	03803,03842	1	16.00
FFHR	6350141	2013	10/12/2012	03803,71009	1	16.00
FFHR	6350227	2013	4/4/2013	03803	1	16.00
FFHR	6350347	2013	5/23/2013	03803	1	20.00
FFHR	6350354	2013	6/14/2013	03003,03803	1	16.00
FFHR	6350367	2013	11/20/2012	03803	1	16.00
FFHR	6350370	2013	7/30/2013	03803	3	81.50
FFHR	6350381	2013	7/2/2013	03803,04803,21005	1	71.00
FFHR	6350412	2013	8/8/2013	03803,04803,21005	1	30.00
FFHR	6350445	2013	11/14/2012	03803,03803A	1	30.00
FFHR	6350480	2013	2/11/2013	03803,56002L,56R801,71001B	1	4.00
FFHR	6350503	2013	11/13/2012	21008A,56002B,81011,82845A	1	6.00
FFHR	6350542	2013	1/23/2013	03803,71009	1	35.00
FFHR	6350571	2013	2/12/2013	03803,03803A	1	20.00
FFHR	6350597	2013	10/25/2012	03803	1	34.00
FFHR	6350686	2013	7/30/2013	03803	1	8.00
FFHR	6350722	2013	3/15/2013	21008A,56002,71001	2	1.50
FFHR	6350790	2013	1/11/2013	03803	2	97.00
FFHR	6350810	2012	9/18/2012	03842	1	17.00
FFHR	6350823	2013	8/26/2013	03803	3	108.00
FFHR	6350980	2012	9/20/2012	03842	1	12.00
FFHR	6351221	2013	7/24/2013	03803	1	3.00
FFHR	6351296	2012	9/7/2012	03842,03842H	1	20.00
FFHR	6351462	2013	7/26/2013	03803	1	15.00
FFHR	6351641	2012	9/19/2012	03F843,21005	2	33.00
FFHR	6351668	2013	11/29/2012	03803,03F841	2	75.00
FFHR	6351937	2013	8/8/2013	03803,03803A	1	20.00
FFHR	6351956	2013	9/5/2013	03803	1	16.00
FFHR	6351998	2013	7/2/2013	03803	1	85.00
FFHR	6352015	2013	10/1/2012	18029D,18029F	1	24.00
FFHR	6352047	2013	1/8/2013	03803,03R801	1	21.00
FFHR	6352048	2013	3/1/2013	03803	2	57.00
FFHR	6352052	2013	6/12/2013	03803	1	75.00
FFHR	6352059	2014	11/5/2013	03803,03R801	1	40.00
FFHR	6352071	2013	6/20/2013	03803,03R801	1	40.00
FFHR	6352077	2013	6/4/2013	03803	1	26.00
FFHR	6352088	2012	9/21/2012	21008A,56002B	1	85.00
FFHR	6352105	2013	4/23/2013	03803,71009	1	16.00
FFHR	6352118	2013	6/26/2013	03803	1	8.00
FFHR	6352137	2013	12/7/2012	03803	1	32.00
FFHR	6352141	2013	12/20/2012	03037,03803	1	22.00
FFHR	6352399	2013	7/24/2013	03803,03803A	1	36.00
FFHR	6352408	2013	4/12/2013	03037,03803	1	50.00
FFHR	6352418	2013	6/26/2013	03803,03842H	1	35.00
FFHR	6352428	2013	2/20/2013	21008,56002	1	5.00
FFHR	6352433	2013	5/23/2013	03803,03847	1	20.00
FFHR	6352508	2013	9/26/2013	03803A,03R801	1	48.00
FFHR	6352509	2013	11/6/2012	03842	1	32.00
FFHR	6352527	2013	5/8/2013	03803,03803A,03R801	1	71.00
FFHR	6352539	2013	11/16/2012	03803	1	18.00
FFHR	6352546	2013	1/9/2013	03803	1	10.00
FFHR	6352547	2013	4/24/2013	03037,03803,03842	1	20.00
FFHR	6352554	2013	4/10/2013	03803,71009	1	20.00
FFHR	6352560	2013	3/7/2013	03037,03803	1	17.00
FFHR	6352568	2013	12/4/2012	03037	1	18.00
FFHR	6352591	2012	9/12/2012	18029A	1	2.00
FFHR	6352602	2013	5/7/2013	03803	1	12.00
FFHR	6352606	2013	3/29/2013	03037,03803,71009	1	30.00
FFHR	6352611	2013	11/7/2012	03803,03803A	1	20.00
FFHR	6352631	2013	5/21/2013	03803	1	8.00
FFHR	6352723	2013	5/2/2013	03803	1	30.00
FFHR	6352750	2013	11/14/2012	03803,03847,03847H	1	17.00
FFHR	6352820	2013	1/28/2013	03803	1	24.00
FFHR	6352822	2013	4/3/2013	03037,03803	1	24.00
FFHR	6352848	2013	11/8/2012	03847H,21005	1	68.00
FFHR	6352863	2013	1/7/2013	03037,03803	1	28.00
FFHR	6352871	2013	12/5/2012	03803,03847	2	58.00
FFHR	6352873	2013	10/11/2012	03037	1	21.00
FFHR	6352884	2013	11/15/2012	03803A,21002	1	18.00
FFHR	6352894	2013	3/28/2013	03803,03803A	2	68.00
FFHR	6352895	2013	9/10/2013	03842,03842H,03844	1	40.00
FFHR	6352909	2013	1/16/2013	03037,03803	1	24.00
FFHR	6352912	2013	1/15/2013	03803	1	64.00
FFHR	6352917	2013	10/18/2012	03037	1	28.00
FFHR	6352919	2014	10/9/2013	03803,21008A	4	429.50
FFHR	6353017	2013	3/14/2013	03803,03803A	1	15.00
FFHR	6353062	2013	1/10/2013	03803	1	15.00
FFHR	6353069	2013	12/12/2012	03037	1	8.00
FFHR	6353331	2013	2/4/2013	03803	1	22.00
FFHR	6353367	2013	1/30/2013	03803,03842,03842H,71009	1	7.00
FFHR	6353372	2013	8/8/2013	03803	1	9.00
FFHR	6353375	2013	8/30/2013	03037,03803	1	24.00
FFHR	6353376	2013	10/30/2012	21008A	1	48.00
FFHR	6353378	2013	11/6/2012	03803	1	10.00
FFHR	6353421	2013	9/3/2013	03803	1	18.00
FFHR	6353422	2013	1/29/2013	03803,21008,29001,56002,71001,82845A	1	24.00
FFHR	6353433	2013	6/27/2013	03803,03803A	1	56.00
FFHR	6353439	2013	7/11/2013	03803,04803,21005,21008	1	84.00
FFHR	6353452	2013	9/20/2013	03803,03847H	1	40.00
FFHR	6353467	2013	6/27/2013	03803,71009	1	20.00
FFHR	6353476	2013	7/2/2013	03803,03803A	1	40.00
FFHR	6353481	2013	2/11/2013	03803,21008A	2	138.00
FFHR	6353496	2013	1/9/2013	03037,03803,03803A	1	52.00
FFHR	6353515	2013	3/14/2013	03803,03842H	1	40.00
FFHR	6353556	2013	1/10/2013	21008A,29001	1	26.00
FFHR	6353567	2013	3/29/2013	03803	1	10.00
FFHR	6353575	2013	8/16/2013	03803,21008,29001,56002H,71001	1	45.00
FFHR	6353586	2013	5/23/2013	03803,21008	1	35.00
FFHR	6353610	2013	5/8/2013	03803,03803A	1	20.00
FFHR	6353625	2013	2/12/2013	03803,03842H	1	20.00
FFHR	6353631	2013	5/8/2013	03803,03842H	1	20.00
FFHR	6353649	2013	3/12/2013	03803,03803A	1	20.00
FFHR	6353650	2013	2/20/2013	03803,03842H	1	20.00
FFHR	6353659	2013	7/11/2013	03803A	2	69.00
FFHR	6353748	2013	9/10/2013	03803	1	20.00
FFHR	6353760	2013	3/14/2013	03803	1	22.00
FFHR	6353765	2013	11/15/2012	03803	1	33.00
FFHR	6353773	2013	8/8/2013	03803A	2	62.00
FFHR	6353816	2013	8/15/2013	03803,03803A	2	64.00
FFHR	6353827	2013	1/31/2013	03037,03803	1	35.00
FFHR	6353845	2013	10/11/2012	03803	1	22.00
FFHR	6353893	2013	3/22/2013	03803,71009	1	6.00
FFHR	6353908	2013	2/1/2013	03803,03803A,71009	1	20.00
FFHR	6353911	2013	3/26/2013	03803	1	22.00
FFHR	6353966	2013	8/21/2013	03803	1	15.00
FFHR	6353981	2013	1/18/2013	03803	1	16.00
FFHR	6354008	2013	3/1/2013	18029A	1	70.00
FFHR	6354020	2013	6/26/2013	03803	2	32.00
FFHR	6354058	2013	2/5/2013	03803,71009	1	1.00
FFHR	6354086	2013	6/12/2013	03803,71009	1	1.00
FFHR	6354116	2013	12/13/2012	03037	1	17.00
FFHR	6354124	2013	12/11/2012	03803,03842,03R801	1	16.00
FFHR	6354137	2013	11/7/2012	03842,03842H,03844H	1	16.00
FFHR	6354142	2013	6/25/2013	03803	1	57.00
FFHR	6354147	2013	7/9/2013	03803A,03R801	2	57.50
FFHR	6354150	2013	10/11/2012	03842H	1	24.00
FFHR	6354151	2013	9/17/2013	03842H	1	20.00
FFHR	6354154	2013	6/3/2013	03037	1	18.00
FFHR	6354159	2013	7/17/2013	03842H	1	32.00
FFHR	6354167	2013	7/18/2013	03803,03803A	1	40.00
FFHR	6354169	2013	11/2/2012	03803A,03R801	1	16.00
FFHR	6354347	2013	2/11/2013	03803,04803,09803,21005	1	12.00
FFHR	6354352	2013	8/14/2013	03F843	3	20.00
FFHR	6354365	2013	9/27/2013	18029A	1	30.00
FFHR	6354396	2013	12/18/2012	03803,03842	1	20.00
FFHR	6354399	2013	4/12/2013	03803,03803A,03R801	2	180.50
FFHR	6354403	2013	2/7/2013	03803,04803,09803,21005	1	12.00
FFHR	6354454	2013	4/10/2013	03803	1	24.00
FFHR	6354465	2013	8/2/2013	03803,03847H	1	27.00
FFHR	6354467	2013	11/6/2012	03803	1	9.00
FFHR	6354470	2013	12/19/2012	18029A	1	8.00
FFHR	6354487	2013	3/20/2013	03803,03842,03842H	1	20.00
FFHR	6354492	2013	11/19/2012	03803,56002L,71001,71009	1	2.00
FFHR	6354499	2013	2/6/2013	03803,21005	1	8.00
FFHR	6354516	2013	10/10/2012	03803,21005	1	14.00
FFHR	6354578	2013	3/1/2013	03803	1	26.00
FFHR	6354628	2013	10/30/2012	03803	1	20.00
FFHR	6354649	2013	11/19/2012	03803,56002L,71001,71009	1	1.00
FFHR	6354661	2013	4/10/2013	03803,03842,03842H	1	21.00
FFHR	6354686	2013	11/19/2012	03803,56002L,71001,71009	1	1.00
FFHR	6354751	2013	7/3/2013	03803,03803A	1	45.00
FFHR	6354765	2013	8/29/2013	03847,21005,21008	1	43.00
FFHR	6354850	2013	12/6/2012	03037	1	30.50
FFHR	6354854	2013	12/19/2012	03803,03842	2	61.00
FFHR	6354857	2013	2/12/2013	03037,03803	1	35.00
FFHR	6354863	2013	7/24/2013	03037,03803	1	10.00
FFHR	6354866	2013	8/20/2013	03803	1	18.00
FFHR	6354870	2013	3/8/2013	29001,56002H	1	20.00
FFHR	6354900	2013	9/10/2013	03803,03842,03842H	1	28.00
FFHR	6354946	2013	11/15/2012	21008	1	20.00
FFHR	6354965	2013	5/10/2013	21008,56002	1	12.00
FFHR	6355121	2013	9/10/2013	03803,71009	1	9.00
FFHR	6355185	2013	1/28/2013	03803	1	12.00
FFHR	6355492	2013	4/5/2013	03803	1	26.00
FFHR	6355876	2013	12/18/2012	03842H	1	38.50
FFHR	6355962	2013	12/4/2012	03803	1	62.00
FFHR	6356056	2013	5/22/2013	03803	1	10.00
FFHR	6356057	2013	10/31/2012	03803,21005	1	10.50
FFHR	6356199	2013	4/8/2013	03803	1	24.00
FFHR	6356228	2013	10/22/2012	03803,03842,03842H	1	75.50
FFHR	6356407	2013	2/8/2013	03803,03803A,03842H,21005	1	100.00
FFHR	6356540	2012	9/18/2012	03803,03803E	1	16.50
FFHR	6356628	2013	10/24/2012	03803	1	6.00
FFHR	6356660	2013	2/7/2013	21002,56002H,71001	1	5.00
FFHR	6356866	2013	4/12/2013	03803	1	20.00
FFHR	6356940	2013	7/8/2013	03803	1	18.00
FFHR	6356945	2013	2/1/2013	03803,03803E,03R801,71009	1	25.00
FFHR	6356988	2013	10/3/2012	21008A	1	28.00
FFHR	6356997	2013	7/1/2013	03842H	1	25.00
FFHR	6357016	2013	1/30/2013	03803	1	13.00
FFHR	6357037	2013	7/19/2013	03803,03842,03842H	1	42.00
FFHR	6357092	2013	6/27/2013	03842H	1	12.00
FFHR	6357099	2013	8/29/2013	03803A	1	98.00
FFHR	6357109	2013	4/3/2013	03842H	1	40.00
FFHR	6357152	2013	4/5/2013	03842,03842H	1	9.00
FFHR	6357196	2013	4/17/2013	03803	1	21.00
FFHR	6357296	2013	1/9/2013	03803	1	16.00
FFHR	6357304	2013	12/11/2012	03803	1	10.00
FFHR	6357635	2013	12/14/2012	03803,03842H	1	30.00
FFHR	6357688	2013	11/1/2012	03F843	3	98.00
FFHR	6357712	2013	8/27/2013	03803	1	18.00
FFHR	6357760	2013	9/24/2013	03803	1	35.00
FFHR	6357786	2013	5/1/2013	03803,03842,03842H	1	27.00
FFHR	6357860	2013	4/17/2013	03803	1	19.50
FFHR	6357959	2013	7/2/2013	03803,03842,03842H	4	90.00
FFHR	6357986	2013	2/20/2013	21008,29001,56002H	1	12.00
FFHR	6357993	2013	9/4/2013	03803,21005	1	16.00
FFHR	6358005	2013	12/13/2012	03803	1	18.00
FFHR	6358031	2013	8/7/2013	03803,03842H	1	13.00
FFHR	6358042	2013	7/30/2013	03803,03803A	1	24.00
FFHR	6358222	2013	8/19/2013	03803	1	19.50
FFHR	6358503	2013	10/11/2012	03803	1	21.00
FFHR	6358515	2013	2/11/2013	03842H	1	26.00
FFHR	6358955	2013	6/25/2013	03R801,21008	1	30.20
FFHR	6358974	2013	10/9/2012	03803,71009	1	20.00
FFHR	6359059	2013	9/10/2013	03803	1	18.00
FFHR	6359223	2013	2/27/2013	03803,71009	1	10.00
FFHR	6359242	2013	1/9/2013	03803,03803A	1	24.00
FFHR	6359286	2013	10/25/2012	03803,03847	1	40.00
FFHR	6359288	2013	8/12/2013	03842H	1	80.00
FFHR	6359967	2013	1/31/2013	03037,03803	1	10.00
FFHR	6359972	2013	2/7/2013	03803	1	20.00
FFHR	6359974	2013	10/10/2012	03847,03R801,21005	1	14.00
FFHR	6359976	2013	11/29/2012	03803	1	40.00
FFHR	6360015	2013	10/23/2012	03037,03803	1	14.00
FFHR	6360091	2013	2/13/2013	03037,03803	1	16.00
FFHR	6360099	2013	2/6/2013	03803	1	28.00
FFHR	6360243	2013	1/30/2013	03803	1	16.00
FFHR	6360284	2013	5/17/2013	03803,03847H	1	30.00
FFHR	6360288	2013	11/28/2012	03003A,03803	1	34.50
FFHR	6360290	2013	12/11/2012	03803,03803E	1	21.00
FFHR	6360330	2013	8/1/2013	03803	1	35.00
FFHR	6360391	2013	8/9/2013	03803	1	8.00
FFHR	6360416	2013	2/25/2013	03037	1	16.00
FFHR	6360425	2013	2/5/2013	03037,03803	1	26.50
FFHR	6360550	2013	10/16/2012	03803	1	10.00
FFHR	6360592	2013	8/7/2013	03803	1	25.00
FFHR	6361091	2014	10/31/2013	03803,03803A,03842H	2	66.00
FFHR	6361476	2013	10/23/2012	03803	1	25.00
FFHR	6361508	2012	11/10/2011	18029A	1	0.20
FFHR	6361593	2013	1/23/2013	03803	1	12.00
FFHR	6361607	2013	12/13/2012	03803,18029A	1	10.10
FFHR	6361634	2013	2/14/2013	03803	1	15.00
FFHR	6361658	2013	12/13/2012	03803	1	19.00
FFHR	6361718	2013	3/7/2013	03803,21005,21008A	1	42.00
FFHR	6361726	2013	11/15/2012	03803,21008A	1	173.00
FFHR	6361819	2013	2/13/2013	03842,03842H	1	32.00
FFHR	6361827	2013	2/28/2013	03842,03842H	1	30.00
FFHR	6361839	2013	3/22/2013	03842,03842H	1	24.00
FFHR	6361850	2013	11/19/2012	03842,03842H	1	40.00
FFHR	6361872	2013	12/4/2012	03842	1	20.00
FFHR	6362048	2013	2/26/2013	03842H	1	30.00
FFHR	6362056	2013	2/14/2013	03842,03842H	1	22.00
FFHR	6362062	2013	7/29/2013	03803,71009	1	4.00
FFHR	6362075	2013	2/20/2013	03842H,03844H	1	40.00
FFHR	6362077	2013	11/2/2012	03803	1	21.00
FFHR	6362081	2013	10/15/2012	03842,03842H	1	40.00
FFHR	6362126	2013	11/9/2012	03803,21005	2	50.00
FFHR	6362138	2013	2/21/2013	03842,03842H,03844H	1	36.00
FFHR	6362159	2013	10/26/2012	03842	1	22.00
FFHR	6362284	2013	11/1/2012	03803	1	20.00
FFHR	6362309	2013	11/20/2012	03803	1	50.00
FFHR	6362324	2013	12/7/2012	21008,21R829	1	41.00
FFHR	6362369	2013	9/5/2013	03803	1	14.00
FFHR	6362379	2013	8/12/2013	03R801	1	12.00
FFHR	6362387	2013	5/23/2013	03803,03R801	1	16.00
FFHR	6362397	2013	9/3/2013	03R801	1	15.00
FFHR	6362407	2013	2/26/2013	03803,03R801	1	11.00
FFHR	6362419	2013	1/4/2013	03803,03R801,21005	1	11.00
FFHR	6362538	2013	1/7/2013	03803	1	20.00
FFHR	6362561	2013	10/23/2012	03803	1	10.00
FFHR	6362780	2013	12/17/2012	03803	1	39.00
FFHR	6363242	2013	5/30/2013	03803	1	18.00
FFHR	6363251	2013	9/10/2013	03803	1	30.00
FFHR	6363252	2013	11/28/2012	03803	1	22.00
FFHR	6363253	2013	11/29/2012	03803	1	18.50
FFHR	6363255	2013	11/30/2012	03803	1	20.00
FFHR	6363258	2013	12/4/2012	03803	1	22.00
FFHR	6363552	2012	9/19/2012	03803,03847J	1	22.00
FFHR	6363555	2012	9/21/2012	03803	1	16.00
FFHR	6363757	2013	10/4/2012	03803	1	40.00
FFHR	6363925	2013	10/10/2012	03803,04803,09803	3	268.00
FFHR	6363986	2013	12/6/2012	03037,03803,21005	1	12.00
FFHR	6363987	2013	1/16/2013	03037,03803	1	30.00
FFHR	6363988	2013	10/15/2012	03037,21005	1	7.20
FFHR	6363989	2013	1/7/2013	03037,03803E,03842,03842H	1	48.50
FFHR	6363990	2013	12/6/2012	03803,03803A	1	35.00
FFHR	6363994	2013	8/5/2013	03803	1	8.00
FFHR	6364003	2013	1/24/2013	03803,29001	1	46.00
FFHR	6364010	2013	10/29/2012	03803,21005	1	96.00
FFHR	6364020	2013	4/11/2013	21008A,63001A	2	75.00
FFHR	6364031	2013	7/12/2013	03803,56002	1	15.00
FFHR	6364036	2013	11/14/2012	03847,03847H,21005	1	40.20
FFHR	6364118	2013	10/9/2012	03803	1	32.00
FFHR	6364126	2013	4/10/2013	03037,03803	1	16.00
FFHR	6364129	2013	5/24/2013	03803	1	29.00
FFHR	6364162	2013	4/1/2013	03803,03842,03842H	1	28.00
FFHR	6364184	2013	4/18/2013	03803,71009	1	1.00
FFHR	6364257	2013	6/5/2013	03803	1	14.00
FFHR	6364266	2013	1/22/2013	03803,21005	1	24.00
FFHR	6364303	2013	4/2/2013	03803,03847,03847H	1	15.00
FFHR	6364374	2013	5/8/2013	18029A	1	14.00
FFHR	6364524	2013	5/28/2013	18029A	2	14.00
FFHR	6364704	2013	2/21/2013	18029A	1	6.00
FFHR	6365002	2013	11/20/2012	18029D	1	5.00
FFHR	6365063	2013	3/20/2013	21008,56002,68001,71001	1	20.00
FFHR	6365609	2013	10/28/2012	03803	1	22.50
FFHR	6365612	2013	11/28/2012	03803	1	8.00
FFHR	6365613	2013	12/6/2012	03803	1	30.00
FFHR	6365787	2012	9/21/2012	03803	2	10.00
FFHR	6365959	2012	9/21/2012	03803	2	28.00
FFHR	6366248	2012	9/18/2012	03803	1	25.00
FFHR	6366647	2013	9/24/2013	03003	1	31.00
FFHR	6366658	2013	6/11/2013	03803	1	11.00
FFHR	6366659	2013	6/12/2013	03803	1	12.00
FFHR	6366678	2013	9/12/2013	03037,03803	1	41.00
FFHR	6366683	2013	3/13/2013	03803	1	25.00
FFHR	6367253	2013	12/6/2012	03803	1	9.00
FFHR	6367277	2013	9/13/2013	21008,56002	1	40.00
FFHR	6367278	2013	3/19/2013	03803	1	14.00
FFHR	6367281	2013	1/18/2013	03803,03803E	1	28.00
FFHR	6367282	2013	3/26/2013	03803	1	11.50
FFHR	6367285	2013	2/13/2013	03803,04803,09803	1	16.00
FFHR	6367286	2013	6/10/2013	03803	1	18.00
FFHR	6367295	2013	3/26/2013	03803	1	11.50
FFHR	6367296	2013	2/20/2013	03842	1	54.00
FFHR	6367297	2013	11/15/2012	03803,04803,09803	1	16.00
FFHR	6367298	2013	3/21/2013	03803,03842H	1	14.00
FFHR	6367299	2013	11/20/2012	03803	1	18.00
FFHR	6367300	2013	5/2/2013	03803	1	13.50
FFHR	6367301	2013	11/29/2012	03803,03842,03842H	1	70.00
FFHR	6367302	2013	9/24/2013	03803,03847H	1	18.00
FFHR	6367304	2013	1/11/2013	03842,03842H,03844H	1	35.50
FFHR	6367305	2013	2/20/2013	03803,03844	1	21.00
FFHR	6367307	2013	12/6/2012	03803	1	17.00
FFHR	6367308	2013	10/31/2012	03803,03847H	1	21.00
FFHR	6367309	2013	4/9/2013	03803,03803E	1	35.00
FFHR	6367310	2013	7/31/2013	03803,03803A	1	35.00
FFHR	6367318	2013	9/4/2013	03803	1	15.00
FFHR	6367324	2013	9/25/2013	03803,03847H	1	9.00
FFHR	6367362	2013	11/2/2012	03803	2	42.00
FFHR	6367364	2013	11/29/2012	03803	1	48.00
FFHR	6367365	2013	1/4/2013	03803,03803E	1	32.50
FFHR	6367402	2013	3/20/2013	03803	1	10.00
FFHR	6367405	2013	6/24/2013	21008	1	13.00
FFHR	6367439	2013	1/9/2013	03803	1	17.00
FFHR	6367440	2013	1/4/2013	03803	2	31.50
FFHR	6367441	2013	7/25/2013	03803,03847H	2	40.00
FFHR	6367442	2013	1/8/2013	03803	2	9.50
FFHR	6367443	2013	12/17/2012	03803	2	18.00
FFHR	6367445	2013	5/13/2013	03803,03803E	1	21.00
FFHR	6367446	2013	5/16/2013	03803,03803E	1	13.00
FFHR	6368717	2013	6/28/2013	21008,56002	1	6.00
FFHR	6368747	2013	6/18/2013	03803	2	28.00
FFHR	6368792	2013	10/23/2012	03037	1	18.00
FFHR	6368903	2013	2/21/2013	03803	1	12.00
FFHR	6368908	2013	9/11/2013	03803	1	8.00
FFHR	6368931	2013	1/8/2013	03803	1	11.00
FFHR	6368945	2013	6/25/2013	03037,03803	1	20.00
FFHR	6368971	2013	2/5/2013	03803	1	12.00
FFHR	6368972	2013	2/5/2013	03803	1	13.00
FFHR	6369007	2013	8/21/2013	03803	2	68.00
FFHR	6369015	2013	4/11/2013	03847H	1	124.00
FFHR	6369023	2013	2/26/2013	03847,03847H	1	6.00
FFHR	6369041	2014	10/23/2013	03847H	1	35.00
FFHR	6369046	2013	1/11/2013	03803	1	9.00
FFHR	6369144	2014	11/14/2013	03847H	1	37.00
FFHR	6369153	2013	9/13/2013	03847H	1	35.00
FFHR	6369261	2013	4/11/2013	03803	2	44.00
FFHR	6369355	2013	9/6/2013	03803	2	60.00
FFHR	6369358	2013	8/5/2013	03803,03842H	2	44.00
FFHR	6369422	2013	5/24/2013	03803	1	15.00
FFHR	6369427	2013	9/11/2013	03803	2	50.00
FFHR	6369459	2015	11/17/2014	03803	1	7.00
FFHR	6369515	2013	2/20/2013	03803,03842	1	32.00
FFHR	6369530	2013	4/4/2013	03842H	1	48.00
FFHR	6369565	2013	7/11/2013	03803,03842H	1	30.00
FFHR	6369952	2013	5/15/2013	03803	2	44.00
FFHR	6370143	2013	5/3/2013	21008A	1	68.00
FFHR	6370156	2013	11/15/2012	21008A	1	36.00
FFHR	6370158	2013	2/27/2013	21008A	1	56.00
FFHR	6370162	2013	3/1/2013	21008A	1	35.00
FFHR	6370168	2013	12/6/2012	03803	1	22.00
FFHR	6370251	2013	1/9/2013	03803,03F845	2	80.00
FFHR	6370263	2013	1/9/2013	03803,03R800	2	44.00
FFHR	6370269	2013	11/28/2012	21008A,56002	1	4.00
FFHR	6370313	2013	6/4/2013	03803,18029D	1	24.00
FFHR	6370379	2013	3/15/2013	03842H	1	76.00
FFHR	6370551	2013	10/2/2012	18029A	1	40.00
FFHR	6370554	2013	10/29/2012	03803	1	16.00
FFHR	6370560	2013	10/4/2012	03803	1	13.00
FFHR	6370582	2013	11/15/2012	03803,04803,09803	1	12.00
FFHR	6370583	2013	10/31/2012	03803,03803A,03847,03847H,04803,09803	1	83.00
FFHR	6370584	2013	10/3/2012	03803,03842,03842H,04803,09803	1	52.00
FFHR	6370585	2013	11/7/2012	03803	1	30.00
FFHR	6370624	2013	2/12/2013	03803	1	15.00
FFHR	6370625	2013	2/21/2013	03803,03803A	1	28.00
FFHR	6370626	2013	12/7/2012	03803,03803E	1	24.00
FFHR	6371118	2012	9/28/2012	03803	2	30.00
FFHR	6371167	2013	3/20/2013	03803	1	14.00
FFHR	6371588	2013	10/17/2012	21008A,56002B	1	15.00
FFHR	6372445	2013	3/29/2013	03803	1	12.00
FFHR	6372456	2013	3/13/2013	21008	1	70.00
FFHR	6372460	2013	6/6/2013	21008	2	114.00
FFHR	6372462	2013	5/22/2013	03842,03842H	2	52.50
FFHR	6372464	2013	6/28/2013	03842,03842H	1	25.00
FFHR	6372466	2013	3/20/2013	21008	1	78.00
FFHR	6372555	2013	9/25/2013	03803A	1	18.00
