HR2	HR3	NHR2	NHR3
30.00	26.00	22.00	10.00
30.00	26.00	15.00	10.00
30.00	26.00	9.00	10.00
30.00	26.00	18.00	10.00
30.00	26.00	12.00	10.00
30.00	26.00	24.00	10.00
30.00	26.00	50.00	10.00
30.00	26.00	32.00	10.00
30.00	26.00	39.00	10.00
30.00	26.00	24.00	10.00
30.00	26.00	28.00	10.00
30.00	26.00	10.00	10.00
30.00	26.00	25.00	10.00
30.00	26.00	30.00	10.00
30.00	26.00	30.00	10.00
30.00	26.00	40.00	10.00
30.00	26.00	36.00	10.00
30.00	26.00	8.00	10.00
30.00	26.00	6.00	10.00
30.00	26.00	23.00	10.00
30.00	26.00	33.00	10.00
30.00	26.00	33.00	10.00
30.00	26.00	33.00	10.00
30.00	26.00	30.00	10.00
30.00	26.00	30.00	10.00
30.00	26.00	72.00	10.00
30.00	26.00	30.00	10.00
30.00	26.00	32.00	10.00
30.00	26.00	30.00	10.00
30.00	26.00	8.00	10.00
30.00	26.00	41.00	10.00
30.00	26.00	50.00	10.00
30.00	26.00	24.00	10.00
30.00	26.00	10.20	10.00
30.00	26.00	11.00	10.00
30.00	26.00	18.50	10.00
30.00	26.00	6.00	10.00
30.00	26.00	12.00	10.00
30.00	26.00	6.00	10.00
30.00	26.00	24.00	10.00
30.00	26.00	22.00	10.00
30.00	26.00	36.30	10.00
30.00	26.00	27.00	10.00
30.00	26.00	6.00	10.00
30.00	26.00	15.00	10.00
30.00	26.00	8.00	10.00
30.00	26.00	6.00	10.00
30.00	26.00	15.00	10.00
30.00	26.00	10.00	10.00
30.00	26.00	25.00	10.00
30.00	26.00	15.00	10.00
30.00	26.00	22.40	10.00
30.00	26.00	9.50	10.00
30.00	26.00	13.90	10.00
30.00	26.00	10.00	10.00
30.00	26.00	12.00	10.00
30.00	26.00	8.00	10.00
30.00	26.00	8.00	10.00
30.00	26.00	8.00	10.00
30.00	26.00	15.00	10.00
30.00	26.00	8.00	10.00
30.00	26.00	48.00	10.00
30.00	26.00	23.00	10.00
30.00	26.00	24.00	10.00
30.00	26.00	30.00	10.00
30.00	26.00	32.00	10.00
30.00	26.00	45.00	10.00
30.00	26.00	15.00	10.00
30.00	26.00	18.00	10.00
30.00	26.00	16.00	10.00
30.00	26.00	8.00	10.00
30.00	26.00	30.00	10.00
30.00	26.00	10.00	10.00
30.00	26.00	37.00	10.00
30.00	26.00	15.00	10.00
30.00	26.00	30.00	10.00
30.00	26.00	12.00	10.00
30.00	26.00	40.00	10.00
30.00	26.00	10.00	10.00
30.00	26.00	14.00	10.00
30.00	26.00	30.00	10.00
30.00	26.00	60.00	10.00
30.00	26.00	42.00	10.00
30.00	26.00	30.00	10.00
30.00	26.00	17.00	10.00
30.00	26.00	8.00	10.00
30.00	26.00	0.50	10.00
30.00	26.00	16.00	10.00
30.00	26.00	23.00	10.00
30.00	26.00	16.00	10.00
30.00	26.00	27.00	10.00
30.00	26.00	25.00	10.00
30.00	26.00	25.00	10.00
30.00	26.00	24.00	10.00
30.00	26.00	18.00	10.00
30.00	26.00	9.00	10.00
30.00	26.00	12.00	10.00
30.00	26.00	21.00	10.00
30.00	26.00	18.00	10.00
30.00	26.00	20.00	10.00
30.00	26.00	5.00	10.00
30.00	26.00	12.00	10.00
30.00	26.00	24.00	10.00
30.00	26.00	51.00	10.00
30.00	26.00	36.50	10.00
30.00	26.00	4.50	10.00
30.00	26.00	4.00	10.00
30.00	26.00	30.00	10.00
30.00	26.00	4.00	10.00
30.00	26.00	25.00	10.00
30.00	26.00	26.00	10.00
30.00	26.00	12.00	10.00
30.00	26.00	12.00	10.00
30.00	26.00	12.00	10.00
30.00	26.00	15.00	10.00
30.00	26.00	18.00	10.00
30.00	26.00	24.00	10.00
30.00	26.00	32.00	10.00
30.00	26.00	25.00	10.00
30.00	26.00	15.00	10.00
30.00	26.00	24.00	10.00
30.00	26.00	18.00	10.00
30.00	26.00	8.50	10.00
30.00	26.00	48.00	10.00
29.80	26.00	14.00	10.00
29.70	26.00	54.00	10.00
29.60	26.00	42.00	10.00
29.50	26.00	18.00	10.00
29.50	26.00	16.00	10.00
29.50	26.00	20.00	10.00
29.50	26.00	40.00	10.00
29.50	26.00	52.00	10.00
29.50	26.00	20.00	10.00
29.50	26.00	34.00	10.00
29.50	26.00	20.00	10.00
29.50	26.00	20.00	10.00
29.50	26.00	30.00	10.00
29.50	26.00	14.00	10.00
29.50	26.00	20.00	10.00
29.50	26.00	17.50	10.00
29.50	26.00	11.00	10.00
29.50	26.00	5.00	10.00
29.50	26.00	65.00	10.00
29.50	26.00	18.00	10.00
29.50	26.00	128.00	10.00
29.50	26.00	18.00	10.00
29.50	26.00	30.00	10.00
29.50	26.00	7.00	10.00
29.50	26.00	7.00	10.00
29.50	26.00	10.00	10.00
29.50	26.00	5.00	10.00
29.40	26.00	64.00	10.00
29.40	26.00	18.00	10.00
29.40	26.00	9.00	10.00
29.30	26.00	25.00	10.00
29.30	26.00	19.00	10.00
29.30	26.00	4.00	10.00
29.10	26.00	15.00	10.00
29.00	26.00	4.00	10.00
29.00	26.00	4.00	10.00
29.00	26.00	4.00	10.00
29.00	26.00	4.00	10.00
29.00	26.00	4.00	10.00
29.00	26.00	14.00	10.00
29.00	26.00	10.00	10.00
29.00	26.00	35.00	10.00
29.00	26.00	23.00	10.00
29.00	26.00	27.00	10.00
29.00	26.00	11.00	10.00
29.00	26.00	22.00	10.00
29.00	26.00	88.00	10.00
29.00	26.00	4.00	10.00
29.00	26.00	10.00	10.00
29.00	26.00	10.30	10.00
29.00	26.00	20.00	10.00
29.00	26.00	16.00	10.00
29.00	26.00	5.00	10.00
29.00	26.00	12.00	10.00
29.00	26.00	8.00	10.00
29.00	26.00	12.00	10.00
29.00	26.00	9.10	10.00
29.00	26.00	20.00	10.00
29.00	26.00	8.50	10.00
29.00	26.00	10.00	10.00
29.00	26.00	24.00	10.00
29.00	26.00	14.00	10.00
29.00	26.00	6.00	10.00
29.00	26.00	8.70	10.00
29.00	26.00	40.00	10.00
29.00	26.00	22.00	10.00
29.00	26.00	24.00	10.00
29.00	26.00	20.00	10.00
29.00	26.00	10.00	10.00
29.00	26.00	30.00	10.00
29.00	26.00	18.00	10.00
29.00	26.00	35.00	10.00
29.00	26.00	12.00	10.00
29.00	26.00	20.00	10.00
29.00	26.00	12.00	10.00
29.00	26.00	14.00	10.00
29.00	26.00	30.00	10.00
29.00	26.00	8.00	10.00
29.00	26.00	12.00	10.00
29.00	26.00	67.00	10.00
29.00	26.00	70.00	10.00
29.00	26.00	16.00	10.00
29.00	26.00	52.00	10.00
29.00	26.00	24.00	10.00
29.00	26.00	24.00	10.00
29.00	26.00	21.00	10.00
29.00	26.00	44.00	10.00
29.00	26.00	8.00	10.00
29.00	26.00	12.00	10.00
29.00	26.00	10.00	10.00
29.00	26.00	12.00	10.00
29.00	26.00	50.00	10.00
29.00	26.00	50.00	10.00
29.00	26.00	28.00	10.00
29.00	26.00	16.00	10.00
29.00	26.00	15.00	10.00
29.00	26.00	6.50	10.00
29.00	26.00	20.00	10.00
29.00	26.00	40.00	10.00
29.00	26.00	16.00	10.00
29.00	26.00	18.00	10.00
29.00	26.00	34.00	10.00
29.00	26.00	40.00	10.00
29.00	26.00	48.00	10.00
29.00	26.00	33.00	10.00
29.00	26.00	8.00	10.00
29.00	26.00	10.60	10.00
29.00	26.00	6.00	10.00
29.00	26.00	20.50	10.00
29.00	26.00	18.00	10.00
29.00	26.00	20.00	10.00
29.00	26.00	20.00	10.00
29.00	26.00	22.00	10.00
29.00	26.00	12.00	10.00
29.00	26.00	76.00	10.00
29.00	26.00	58.00	10.00
29.00	26.00	25.00	10.00
29.00	26.00	56.00	10.00
29.00	26.00	24.00	10.00
29.00	26.00	25.00	10.00
29.00	26.00	24.00	10.00
29.00	26.00	8.00	10.00
29.00	26.00	20.00	10.00
29.00	26.00	15.00	10.00
29.00	26.00	14.00	10.00
29.00	26.00	14.00	10.00
29.00	26.00	18.00	10.00
29.00	26.00	14.00	10.00
29.00	26.00	10.00	10.00
29.00	26.00	23.00	10.00
29.00	26.00	11.30	10.00
29.00	26.00	6.50	10.00
29.00	26.00	10.00	10.00
29.00	26.00	8.00	10.00
29.00	26.00	9.00	10.00
29.00	26.00	8.00	10.00
29.00	26.00	21.50	10.00
29.00	26.00	28.00	10.00
29.00	26.00	37.00	10.00
29.00	26.00	30.00	10.00
29.00	26.00	17.00	10.00
29.00	26.00	14.00	10.00
29.00	26.00	12.00	10.00
29.00	26.00	108.00	10.00
29.00	26.00	16.00	10.00
29.00	26.00	16.00	10.00
29.00	26.00	16.00	10.00
29.00	26.00	16.00	10.00
29.00	26.00	16.00	10.00
29.00	26.00	9.00	10.00
29.00	26.00	8.00	10.00
29.00	26.00	20.00	10.00
29.00	26.00	18.00	10.00
29.00	26.00	16.00	10.00
29.00	26.00	15.20	10.00
29.00	26.00	18.00	10.00
29.00	26.00	18.00	10.00
29.00	26.00	14.00	10.00
29.00	26.00	48.00	10.00
29.00	26.00	30.00	10.00
29.00	26.00	29.20	10.00
29.00	26.00	11.00	10.00
29.00	26.00	20.00	10.00
29.00	26.00	8.00	10.00
29.00	26.00	38.00	10.00
29.00	26.00	24.00	10.00
29.00	26.00	16.00	10.00
29.00	26.00	28.00	10.00
29.00	26.00	22.00	10.00
29.00	26.00	7.00	10.00
29.00	26.00	20.00	10.00
29.00	26.00	10.00	10.00
29.00	26.00	12.00	10.00
29.00	26.00	15.00	10.00
29.00	26.00	18.00	10.00
29.00	26.00	15.00	10.00
29.00	26.00	24.00	10.00
29.00	26.00	11.00	10.00
29.00	26.00	28.00	10.00
29.00	26.00	16.00	10.00
29.00	26.00	32.00	10.00
29.00	26.00	6.00	10.00
29.00	26.00	28.00	10.00
29.00	26.00	12.00	10.00
29.00	26.00	9.50	10.00
29.00	26.00	8.50	10.00
29.00	26.00	75.00	10.00
29.00	26.00	28.00	10.00
29.00	26.00	9.50	10.00
29.00	26.00	16.00	10.00
29.00	26.00	13.70	10.00
29.00	26.00	11.80	10.00
29.00	26.00	18.00	10.00
29.00	26.00	32.00	10.00
29.00	26.00	33.50	10.00
29.00	26.00	20.00	10.00
29.00	26.00	20.00	10.00
29.00	26.00	8.00	10.00
29.00	26.00	18.00	10.00
29.00	26.00	15.00	10.00
29.00	26.00	18.00	10.00
29.00	26.00	9.00	10.00
29.00	26.00	8.00	10.00
29.00	26.00	22.00	10.00
29.00	26.00	15.00	10.00
29.00	26.00	8.00	10.00
28.90	26.00	4.00	10.00
28.80	26.00	16.00	10.00
28.80	26.00	54.00	10.00
28.60	26.00	62.00	10.00
28.60	26.00	7.00	10.00
28.60	26.00	12.00	10.00
28.50	26.00	7.00	10.00
28.50	26.00	12.00	10.00
28.50	26.00	10.00	10.00
28.50	26.00	7.00	10.00
28.50	26.00	24.00	10.00
28.50	26.00	18.00	10.00
28.50	26.00	18.00	10.00
28.50	26.00	28.00	10.00
28.50	26.00	20.00	10.00
28.50	26.00	12.00	10.00
28.50	26.00	32.00	10.00
28.50	26.00	8.50	10.00
28.50	26.00	18.00	10.00
28.50	26.00	8.00	10.00
28.50	26.00	32.50	10.00
28.50	26.00	22.00	10.00
28.50	26.00	18.00	10.00
28.50	26.00	15.00	10.00
28.50	26.00	10.00	10.00
28.50	26.00	76.00	10.00
28.50	26.00	8.00	10.00
28.50	26.00	20.00	10.00
28.50	26.00	7.00	10.00
28.50	26.00	18.00	10.00
28.50	26.00	27.00	10.00
28.50	26.00	28.00	10.00
28.50	26.00	17.00	10.00
28.40	26.00	11.00	10.00
28.40	26.00	10.00	10.00
28.20	26.00	20.00	10.00
28.00	26.00	10.00	10.00
28.00	26.00	10.00	10.00
28.00	26.00	64.00	10.00
28.00	26.00	3.00	10.00
28.00	26.00	10.00	10.00
28.00	26.00	10.00	10.00
28.00	26.00	10.00	10.00
28.00	26.00	0.50	10.00
28.00	26.00	28.00	10.00
28.00	26.00	7.00	10.00
28.00	26.00	28.00	10.00
28.00	26.00	6.90	10.00
28.00	26.00	23.00	10.00
28.00	26.00	37.00	10.00
28.00	26.00	20.00	10.00
28.00	26.00	35.00	10.00
28.00	26.00	13.00	10.00
28.00	26.00	8.00	10.00
28.00	26.00	18.00	10.00
28.00	26.00	9.50	10.00
28.00	26.00	40.00	10.00
28.00	26.00	25.00	10.00
28.00	26.00	36.00	10.00
28.00	26.00	20.00	10.00
28.00	26.00	40.00	10.00
28.00	26.00	42.00	10.00
28.00	26.00	24.00	10.00
28.00	26.00	5.00	10.00
28.00	26.00	30.00	10.00
28.00	26.00	40.00	10.00
28.00	26.00	46.00	10.00
28.00	26.00	20.00	10.00
28.00	26.00	58.00	10.00
28.00	26.00	36.00	10.00
28.00	26.00	50.00	10.00
28.00	26.00	32.00	10.00
28.00	26.00	4.00	10.00
28.00	26.00	5.00	10.00
28.00	26.00	50.00	10.00
28.00	26.00	8.60	10.00
28.00	26.00	25.00	10.00
28.00	26.00	30.00	10.00
28.00	26.00	35.00	10.00
28.00	26.00	12.00	10.00
28.00	26.00	12.00	10.00
28.00	26.00	12.00	10.00
28.00	25.90	20.00	10.00
28.00	25.70	20.00	10.00
28.00	25.70	96.00	10.00
28.00	25.70	60.00	10.00
28.00	25.50	30.00	10.00
28.00	25.50	20.00	10.00
28.00	25.50	24.00	10.00
28.00	25.50	20.00	10.00
28.00	25.50	12.00	10.00
28.00	25.50	20.20	10.00
28.00	25.50	72.00	10.00
28.00	25.50	60.00	10.00
28.00	25.50	50.00	10.00
28.00	25.50	22.00	10.00
28.00	25.50	24.00	10.00
28.00	25.50	10.00	10.00
28.00	25.50	29.00	10.00
28.00	25.50	10.00	10.00
28.00	25.50	9.00	10.00
28.00	25.50	40.00	10.00
28.00	25.50	20.00	10.00
28.00	25.50	12.00	10.00
28.00	25.50	20.00	10.00
28.00	25.50	0.50	10.00
28.00	25.50	18.00	10.00
28.00	25.50	10.00	10.00
28.00	25.50	9.00	10.00
28.00	25.50	18.00	10.00
28.00	25.50	12.00	10.00
28.00	25.50	8.00	10.00
28.00	25.50	8.00	10.00
28.00	25.50	50.00	10.00
28.00	25.50	26.80	10.00
28.00	25.50	8.00	10.00
28.00	25.50	8.00	10.00
28.00	25.50	8.00	10.00
28.00	25.50	55.00	10.00
28.00	25.50	40.00	10.00
28.00	25.50	21.00	10.00
28.00	25.50	21.60	10.00
28.00	25.50	18.30	10.00
28.00	25.30	28.00	10.00
28.00	25.30	15.00	10.00
28.00	25.30	10.00	10.00
28.00	25.30	43.00	10.00
28.00	25.30	60.00	10.00
28.00	25.30	24.00	9.80
28.00	25.30	22.00	9.80
28.00	25.20	32.00	9.70
28.00	25.20	85.00	9.70
28.00	25.20	10.00	9.60
28.00	25.10	13.00	9.50
28.00	25.10	10.00	9.50
28.00	25.10	56.00	9.50
28.00	25.00	50.00	9.50
28.00	25.00	16.00	9.50
28.00	25.00	5.00	9.50
28.00	25.00	7.50	9.50
28.00	25.00	29.00	9.50
28.00	25.00	8.00	9.50
28.00	25.00	18.50	9.50
28.00	25.00	11.00	9.50
28.00	25.00	8.00	9.50
28.00	25.00	24.00	9.50
28.00	25.00	24.00	9.50
28.00	25.00	8.00	9.50
28.00	25.00	27.00	9.50
28.00	25.00	24.00	9.50
28.00	25.00	19.00	9.50
28.00	25.00	24.00	9.50
28.00	25.00	19.00	9.50
28.00	25.00	18.60	9.50
28.00	25.00	30.00	9.50
28.00	25.00	10.00	9.50
28.00	25.00	15.00	9.50
28.00	25.00	16.00	9.50
28.00	25.00	26.00	9.50
28.00	25.00	3.00	9.50
28.00	25.00	3.00	9.50
28.00	25.00	24.00	9.50
28.00	25.00	10.00	9.50
28.00	25.00	36.00	9.50
28.00	25.00	75.00	9.50
28.00	25.00	45.00	9.50
28.00	25.00	12.00	9.50
28.00	25.00	16.00	9.50
28.00	25.00	20.00	9.50
28.00	25.00	14.90	9.50
28.00	25.00	21.00	9.50
28.00	25.00	15.00	9.50
28.00	25.00	26.00	9.50
28.00	25.00	25.00	9.50
28.00	25.00	20.00	9.50
28.00	25.00	18.00	9.50
28.00	25.00	27.00	9.50
28.00	25.00	48.00	9.50
28.00	25.00	30.00	9.50
28.00	25.00	14.50	9.50
28.00	25.00	26.10	9.50
28.00	25.00	45.00	9.50
28.00	25.00	22.00	9.50
28.00	25.00	30.00	9.50
28.00	25.00	8.00	9.50
28.00	25.00	24.00	9.50
28.00	25.00	50.00	9.50
28.00	25.00	24.00	9.50
28.00	25.00	45.00	9.50
28.00	25.00	25.00	9.50
28.00	25.00	40.00	9.50
28.00	25.00	25.50	9.50
28.00	25.00	16.00	9.50
28.00	25.00	20.00	9.50
28.00	25.00	10.50	9.50
28.00	25.00	40.00	9.50
28.00	25.00	30.00	9.30
28.00	25.00	40.00	9.30
28.00	25.00	10.00	9.20
28.00	25.00	40.00	9.20
28.00	25.00	15.00	9.10
28.00	25.00	24.00	9.00
28.00	25.00	24.00	9.00
28.00	25.00	24.00	9.00
28.00	25.00	32.00	9.00
28.00	25.00	25.50	9.00
28.00	25.00	43.00	9.00
28.00	25.00	20.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	32.00	9.00
28.00	25.00	16.60	9.00
28.00	25.00	18.00	9.00
28.00	25.00	18.00	9.00
28.00	25.00	6.00	9.00
28.00	25.00	14.00	9.00
28.00	25.00	41.00	9.00
28.00	25.00	4.00	9.00
28.00	25.00	5.00	9.00
28.00	25.00	8.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	40.00	9.00
28.00	25.00	6.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	20.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	15.00	9.00
28.00	25.00	8.00	9.00
28.00	25.00	8.00	9.00
28.00	25.00	18.00	9.00
28.00	25.00	10.00	9.00
28.00	25.00	8.00	9.00
28.00	25.00	9.00	9.00
28.00	25.00	52.00	9.00
28.00	25.00	25.00	9.00
28.00	25.00	10.00	9.00
28.00	25.00	96.00	9.00
28.00	25.00	30.00	9.00
28.00	25.00	44.00	9.00
28.00	25.00	18.50	9.00
28.00	25.00	32.00	9.00
28.00	25.00	0.60	9.00
28.00	25.00	32.00	9.00
28.00	25.00	140.00	9.00
28.00	25.00	76.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	8.00	9.00
28.00	25.00	0.60	9.00
28.00	25.00	28.00	9.00
28.00	25.00	3.20	9.00
28.00	25.00	11.00	9.00
28.00	25.00	39.00	9.00
28.00	25.00	19.00	9.00
28.00	25.00	25.00	9.00
28.00	25.00	5.00	9.00
28.00	25.00	2.00	9.00
28.00	25.00	6.00	9.00
28.00	25.00	8.00	9.00
28.00	25.00	10.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	12.00	9.00
28.00	25.00	71.00	9.00
28.00	25.00	15.00	9.00
28.00	25.00	45.00	9.00
28.00	25.00	30.00	9.00
28.00	25.00	8.00	9.00
28.00	25.00	12.00	9.00
28.00	25.00	41.50	9.00
28.00	25.00	16.00	9.00
28.00	25.00	12.00	9.00
28.00	25.00	12.50	9.00
28.00	25.00	15.00	9.00
28.00	25.00	22.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	10.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	24.00	9.00
28.00	25.00	30.00	9.00
28.00	25.00	24.00	9.00
28.00	25.00	24.00	9.00
28.00	25.00	12.00	9.00
28.00	25.00	34.00	9.00
28.00	25.00	25.00	9.00
28.00	25.00	18.00	9.00
28.00	25.00	40.00	9.00
28.00	25.00	30.00	9.00
28.00	25.00	35.00	9.00
28.00	25.00	30.00	9.00
28.00	25.00	13.00	9.00
28.00	25.00	26.00	9.00
28.00	25.00	27.00	9.00
28.00	25.00	84.00	9.00
28.00	25.00	32.00	9.00
28.00	25.00	10.00	9.00
28.00	25.00	24.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	30.00	9.00
28.00	25.00	8.50	9.00
28.00	25.00	20.00	9.00
28.00	25.00	39.00	9.00
28.00	25.00	18.00	9.00
28.00	25.00	24.00	9.00
28.00	25.00	25.00	9.00
28.00	25.00	11.00	9.00
28.00	25.00	28.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	18.00	9.00
28.00	25.00	14.00	9.00
28.00	25.00	42.00	9.00
28.00	25.00	61.00	9.00
28.00	25.00	32.00	9.00
28.00	25.00	35.00	9.00
28.00	25.00	15.00	9.00
28.00	25.00	37.00	9.00
28.00	25.00	13.70	9.00
28.00	25.00	2.50	9.00
28.00	25.00	23.00	9.00
28.00	25.00	24.00	9.00
28.00	25.00	18.00	9.00
28.00	25.00	26.00	9.00
28.00	25.00	20.00	9.00
28.00	25.00	22.00	9.00
28.00	25.00	24.00	9.00
28.00	25.00	39.80	9.00
28.00	25.00	10.00	9.00
28.00	25.00	9.00	9.00
28.00	25.00	26.00	9.00
28.00	25.00	20.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	98.00	9.00
28.00	25.00	20.00	9.00
28.00	25.00	10.00	9.00
28.00	25.00	20.00	9.00
28.00	25.00	10.00	9.00
28.00	25.00	32.00	9.00
28.00	25.00	8.00	9.00
28.00	25.00	20.00	9.00
28.00	25.00	8.00	9.00
28.00	25.00	45.00	9.00
28.00	25.00	28.00	9.00
28.00	25.00	10.00	9.00
28.00	25.00	23.00	9.00
28.00	25.00	82.00	9.00
28.00	25.00	40.00	9.00
28.00	25.00	18.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	50.00	9.00
28.00	25.00	24.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	23.00	9.00
28.00	25.00	40.00	9.00
28.00	25.00	29.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	12.70	9.00
28.00	25.00	16.00	9.00
28.00	25.00	6.50	9.00
28.00	25.00	25.00	9.00
28.00	25.00	18.80	9.00
28.00	25.00	8.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	15.00	9.00
28.00	25.00	25.00	9.00
28.00	25.00	42.00	9.00
28.00	25.00	18.00	9.00
28.00	25.00	30.00	9.00
28.00	25.00	22.00	9.00
28.00	25.00	18.00	9.00
28.00	25.00	28.00	9.00
28.00	25.00	18.30	9.00
28.00	25.00	49.00	9.00
28.00	25.00	24.00	9.00
28.00	25.00	20.00	9.00
28.00	25.00	24.00	9.00
28.00	25.00	58.00	9.00
28.00	25.00	150.00	9.00
28.00	25.00	86.50	9.00
28.00	25.00	38.00	9.00
28.00	25.00	14.00	9.00
28.00	25.00	112.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	18.00	9.00
28.00	25.00	8.00	9.00
28.00	25.00	15.00	9.00
28.00	25.00	37.00	9.00
28.00	25.00	19.00	9.00
28.00	25.00	180.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	6.00	9.00
28.00	25.00	30.00	9.00
28.00	25.00	15.00	9.00
28.00	25.00	26.00	9.00
28.00	25.00	47.00	9.00
28.00	25.00	48.00	9.00
28.00	25.00	12.00	9.00
28.00	25.00	56.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	17.70	9.00
28.00	25.00	16.00	9.00
28.00	25.00	15.00	9.00
28.00	25.00	10.50	9.00
28.00	25.00	8.00	9.00
28.00	25.00	36.00	9.00
28.00	25.00	10.00	9.00
28.00	25.00	10.00	9.00
28.00	25.00	28.00	9.00
28.00	25.00	26.00	9.00
28.00	25.00	15.00	9.00
28.00	25.00	15.50	9.00
28.00	25.00	17.60	9.00
28.00	25.00	15.00	9.00
28.00	25.00	8.00	9.00
28.00	25.00	30.00	9.00
28.00	25.00	14.00	9.00
28.00	25.00	25.00	9.00
28.00	25.00	12.00	9.00
28.00	25.00	25.00	9.00
28.00	25.00	30.00	9.00
28.00	25.00	35.00	9.00
28.00	25.00	4.00	9.00
28.00	25.00	25.00	9.00
28.00	25.00	29.00	9.00
28.00	25.00	6.00	9.00
28.00	25.00	6.00	9.00
28.00	25.00	18.00	9.00
28.00	25.00	30.00	9.00
28.00	25.00	10.00	9.00
28.00	25.00	3.00	9.00
28.00	25.00	49.00	9.00
28.00	25.00	114.00	9.00
28.00	25.00	14.00	9.00
28.00	25.00	36.30	9.00
28.00	25.00	48.00	9.00
28.00	25.00	36.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	7.60	9.00
28.00	25.00	10.60	9.00
28.00	25.00	0.50	9.00
28.00	25.00	0.50	9.00
28.00	25.00	0.50	9.00
28.00	25.00	0.50	9.00
28.00	25.00	7.50	9.00
28.00	25.00	24.00	9.00
28.00	25.00	6.70	9.00
28.00	25.00	18.00	9.00
28.00	25.00	10.00	9.00
28.00	25.00	17.50	9.00
28.00	25.00	13.00	9.00
28.00	25.00	8.70	9.00
28.00	25.00	28.50	9.00
28.00	25.00	23.00	9.00
28.00	25.00	25.00	9.00
28.00	25.00	87.00	9.00
28.00	25.00	9.80	9.00
28.00	25.00	72.00	9.00
28.00	25.00	40.00	9.00
28.00	25.00	8.50	9.00
28.00	25.00	7.70	9.00
28.00	25.00	16.00	9.00
28.00	25.00	8.00	9.00
28.00	25.00	38.00	9.00
28.00	25.00	25.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	18.00	9.00
28.00	25.00	11.70	9.00
28.00	25.00	12.00	9.00
28.00	25.00	38.00	9.00
28.00	25.00	10.00	9.00
28.00	25.00	60.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	20.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	24.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	6.00	9.00
28.00	25.00	30.00	9.00
28.00	25.00	5.00	9.00
28.00	25.00	16.00	9.00
28.00	25.00	8.00	9.00
28.00	25.00	26.00	9.00
28.00	25.00	92.00	9.00
28.00	25.00	10.00	9.00
28.00	25.00	14.00	9.00
28.00	25.00	12.00	9.00
28.00	25.00	3.90	9.00
28.00	25.00	4.00	9.00
28.00	25.00	12.00	9.00
28.00	25.00	9.00	9.00
28.00	25.00	8.00	9.00
28.00	25.00	12.00	9.00
28.00	25.00	5.00	9.00
28.00	25.00	5.00	9.00
28.00	25.00	5.00	9.00
28.00	25.00	5.00	9.00
28.00	25.00	5.00	9.00
28.00	25.00	5.00	9.00
28.00	25.00	5.00	9.00
28.00	25.00	5.00	9.00
28.00	25.00	5.00	9.00
28.00	25.00	5.00	9.00
28.00	25.00	18.50	9.00
28.00	25.00	5.20	9.00
28.00	25.00	7.00	9.00
28.00	25.00	4.50	9.00
28.00	25.00	4.20	9.00
28.00	25.00	5.50	9.00
28.00	25.00	12.00	9.00
28.00	25.00	13.00	9.00
28.00	25.00	22.00	9.00
28.00	25.00	4.30	9.00
28.00	25.00	3.90	9.00
28.00	25.00	6.00	9.00
28.00	25.00	18.00	9.00
28.00	25.00	11.00	9.00
28.00	25.00	23.00	9.00
28.00	25.00	23.00	9.00
28.00	25.00	23.00	9.00
28.00	25.00	25.00	9.00
28.00	25.00	4.00	9.00
28.00	25.00	18.30	9.00
28.00	25.00	28.50	8.90
28.00	25.00	76.00	8.70
28.00	25.00	110.00	8.70
28.00	25.00	24.00	8.70
28.00	25.00	25.00	8.70
28.00	25.00	24.00	8.60
28.00	25.00	24.00	8.60
28.00	25.00	14.00	8.50
28.00	25.00	18.50	8.50
28.00	25.00	8.00	8.50
28.00	25.00	13.00	8.50
28.00	25.00	24.00	8.50
28.00	25.00	21.00	8.50
28.00	25.00	38.00	8.50
28.00	25.00	6.00	8.50
28.00	25.00	17.00	8.50
28.00	25.00	0.20	8.50
28.00	25.00	46.00	8.50
28.00	25.00	8.00	8.50
28.00	25.00	2.00	8.50
