HR2	HR3	NHR2	NHR3
55.00	48.00	10.50	24.00
55.00	48.00	40.00	24.00
55.00	48.00	12.00	24.00
55.00	48.00	15.00	24.00
55.00	48.00	8.50	24.00
55.00	48.00	18.00	24.00
55.00	48.00	16.00	24.00
55.00	48.00	18.00	24.00
55.00	48.00	12.50	24.00
55.00	48.00	62.30	24.00
55.00	48.00	33.00	24.00
55.00	48.00	15.00	24.00
55.00	48.00	31.00	24.00
55.00	48.00	24.00	24.00
55.00	48.00	48.00	24.00
55.00	48.00	4.00	24.00
55.00	48.00	15.00	24.00
55.00	48.00	15.00	24.00
55.00	48.00	18.00	24.00
55.00	48.00	7.00	24.00
55.00	48.00	26.00	24.00
55.00	48.00	16.00	24.00
55.00	48.00	12.00	24.00
55.00	48.00	36.00	24.00
55.00	48.00	45.00	24.00
55.00	48.00	30.00	24.00
55.00	48.00	16.00	24.00
55.00	48.00	15.00	24.00
55.00	48.00	17.00	24.00
55.00	48.00	22.50	24.00
55.00	48.00	56.00	24.00
55.00	48.00	83.00	24.00
55.00	48.00	32.00	24.00
55.00	48.00	4.00	24.00
55.00	48.00	20.00	24.00
55.00	48.00	10.00	24.00
55.00	48.00	10.00	24.00
55.00	48.00	14.00	24.00
55.00	48.00	17.00	24.00
55.00	48.00	20.50	24.00
55.00	48.00	24.00	24.00
55.00	47.50	8.00	24.00
55.00	47.50	32.00	24.00
55.00	47.50	36.00	24.00
55.00	47.50	24.00	24.00
55.00	47.50	20.00	24.00
55.00	47.50	18.00	24.00
55.00	47.50	12.00	24.00
55.00	47.50	22.00	24.00
55.00	47.50	16.00	24.00
55.00	47.50	13.50	24.00
55.00	47.40	23.00	24.00
55.00	47.40	20.00	24.00
55.00	47.30	32.00	24.00
55.00	47.20	30.00	24.00
55.00	47.10	38.00	24.00
55.00	47.00	20.00	24.00
55.00	47.00	7.00	24.00
55.00	47.00	6.00	24.00
55.00	47.00	9.00	24.00
55.00	47.00	9.00	24.00
55.00	47.00	15.00	24.00
55.00	47.00	30.00	24.00
55.00	47.00	12.00	24.00
55.00	47.00	30.00	24.00
55.00	47.00	30.00	24.00
55.00	47.00	29.00	24.00
55.00	47.00	40.00	24.00
55.00	47.00	3.00	24.00
55.00	47.00	12.00	24.00
54.80	47.00	26.00	24.00
54.50	47.00	13.00	24.00
54.50	47.00	14.00	24.00
54.50	47.00	5.00	24.00
54.50	47.00	6.00	24.00
54.50	47.00	34.50	24.00
54.50	47.00	23.50	24.00
54.50	47.00	21.00	24.00
54.50	47.00	13.00	24.00
54.10	47.00	5.00	24.00
54.00	47.00	35.00	24.00
54.00	47.00	38.00	24.00
54.00	47.00	30.00	24.00
54.00	47.00	29.00	24.00
54.00	47.00	13.00	24.00
54.00	47.00	18.50	24.00
54.00	47.00	20.00	24.00
54.00	47.00	48.00	24.00
54.00	47.00	44.00	24.00
54.00	47.00	16.00	24.00
54.00	47.00	12.50	24.00
54.00	47.00	49.00	24.00
54.00	47.00	50.00	24.00
54.00	47.00	7.00	24.00
54.00	47.00	7.00	24.00
54.00	47.00	12.00	24.00
54.00	47.00	42.00	24.00
54.00	47.00	10.50	24.00
54.00	47.00	11.00	24.00
54.00	47.00	14.50	24.00
54.00	47.00	42.00	24.00
54.00	47.00	41.00	24.00
54.00	47.00	8.30	24.00
54.00	47.00	4.50	24.00
54.00	47.00	24.00	24.00
54.00	47.00	15.00	24.00
54.00	47.00	20.00	24.00
54.00	47.00	40.00	24.00
54.00	47.00	14.00	24.00
54.00	47.00	17.00	24.00
54.00	47.00	7.00	24.00
54.00	47.00	12.00	24.00
54.00	47.00	24.00	24.00
54.00	47.00	18.00	24.00
54.00	47.00	15.00	24.00
54.00	47.00	45.00	24.00
54.00	47.00	12.00	24.00
54.00	47.00	14.00	24.00
54.00	47.00	9.80	24.00
54.00	47.00	20.00	24.00
54.00	47.00	32.00	24.00
54.00	47.00	34.50	24.00
54.00	47.00	10.50	24.00
54.00	47.00	28.00	24.00
54.00	47.00	28.00	24.00
54.00	47.00	14.00	24.00
54.00	47.00	12.00	24.00
54.00	47.00	32.00	24.00
54.00	47.00	8.00	24.00
54.00	47.00	59.00	24.00
54.00	47.00	20.00	24.00
54.00	47.00	16.00	24.00
54.00	47.00	10.00	24.00
54.00	47.00	40.00	24.00
54.00	47.00	20.00	24.00
54.00	47.00	18.00	24.00
54.00	47.00	17.50	24.00
54.00	47.00	16.00	24.00
54.00	47.00	17.00	24.00
54.00	47.00	10.00	24.00
54.00	47.00	24.00	24.00
54.00	47.00	35.00	24.00
54.00	47.00	24.00	24.00
54.00	47.00	30.20	24.00
54.00	47.00	30.00	24.00
54.00	47.00	34.00	24.00
54.00	47.00	33.00	24.00
54.00	47.00	16.00	24.00
54.00	47.00	15.00	24.00
54.00	46.70	15.00	24.00
54.00	46.70	12.50	24.00
54.00	46.70	11.00	24.00
54.00	46.50	12.00	24.00
54.00	46.50	9.50	24.00
54.00	46.50	15.00	24.00
54.00	46.50	12.50	24.00
54.00	46.50	6.00	24.00
54.00	46.50	35.00	24.00
54.00	46.50	20.00	24.00
54.00	46.50	14.00	24.00
54.00	46.50	30.00	24.00
54.00	46.50	9.00	24.00
54.00	46.50	8.00	24.00
54.00	46.50	32.00	24.00
54.00	46.50	35.00	24.00
54.00	46.50	28.00	24.00
54.00	46.50	5.50	24.00
54.00	46.20	37.00	24.00
54.00	46.10	16.00	24.00
54.00	46.00	30.00	24.00
54.00	46.00	25.00	24.00
54.00	46.00	12.00	24.00
54.00	46.00	20.00	24.00
54.00	46.00	20.00	24.00
54.00	46.00	10.00	24.00
54.00	46.00	10.00	24.00
54.00	46.00	18.00	24.00
54.00	46.00	6.00	24.00
54.00	46.00	24.00	24.00
54.00	46.00	18.00	24.00
54.00	46.00	17.00	24.00
54.00	46.00	20.00	24.00
54.00	46.00	24.00	24.00
53.90	46.00	48.00	24.00
53.90	46.00	32.00	24.00
53.60	46.00	116.50	24.00
53.50	46.00	18.00	24.00
53.50	46.00	35.00	24.00
53.50	46.00	40.00	24.00
53.50	46.00	2.00	24.00
53.50	46.00	14.50	24.00
53.50	46.00	30.00	24.00
53.50	46.00	40.00	24.00
53.50	46.00	19.00	24.00
53.20	46.00	24.50	24.00
53.00	46.00	17.50	24.00
53.00	46.00	28.00	24.00
53.00	46.00	20.00	24.00
53.00	46.00	18.50	24.00
53.00	46.00	12.00	24.00
53.00	46.00	18.00	24.00
53.00	46.00	7.00	24.00
53.00	46.00	24.00	24.00
53.00	46.00	16.00	24.00
53.00	46.00	38.00	24.00
53.00	46.00	26.00	24.00
53.00	46.00	20.00	24.00
53.00	46.00	20.00	24.00
53.00	46.00	8.00	24.00
53.00	46.00	44.00	24.00
53.00	46.00	12.00	24.00
53.00	46.00	10.00	24.00
53.00	46.00	45.00	24.00
53.00	46.00	20.00	23.50
53.00	46.00	40.00	23.50
53.00	46.00	10.00	23.50
53.00	46.00	32.00	23.50
53.00	46.00	20.00	23.50
53.00	46.00	22.00	23.50
53.00	46.00	59.00	23.50
53.00	46.00	64.00	23.50
53.00	46.00	38.00	23.50
53.00	46.00	34.00	23.50
53.00	46.00	20.00	23.50
53.00	46.00	20.00	23.50
53.00	46.00	34.00	23.50
53.00	46.00	54.00	23.50
53.00	46.00	20.00	23.50
53.00	46.00	24.00	23.50
53.00	46.00	30.00	23.50
53.00	46.00	22.00	23.50
53.00	46.00	16.00	23.50
53.00	46.00	25.00	23.50
53.00	46.00	16.00	23.50
53.00	46.00	21.00	23.30
53.00	46.00	20.00	23.30
53.00	46.00	12.00	23.00
53.00	46.00	16.00	23.00
53.00	46.00	14.00	23.00
53.00	46.00	30.00	23.00
53.00	46.00	36.00	23.00
53.00	46.00	24.50	23.00
53.00	46.00	14.00	23.00
53.00	46.00	34.00	23.00
53.00	46.00	25.00	23.00
53.00	46.00	25.00	23.00
53.00	46.00	16.00	23.00
53.00	46.00	32.00	23.00
53.00	46.00	18.00	23.00
53.00	46.00	10.00	23.00
53.00	46.00	18.00	23.00
53.00	46.00	16.00	23.00
53.00	46.00	8.00	23.00
53.00	46.00	14.00	23.00
53.00	46.00	10.00	23.00
53.00	46.00	9.50	23.00
53.00	46.00	9.00	23.00
53.00	46.00	25.00	23.00
53.00	46.00	16.00	23.00
53.00	46.00	4.00	23.00
53.00	46.00	12.00	23.00
53.00	46.00	30.00	23.00
53.00	46.00	7.50	23.00
53.00	46.00	20.00	23.00
53.00	46.00	22.00	23.00
53.00	46.00	40.00	23.00
53.00	46.00	31.00	23.00
52.50	46.00	25.00	23.00
52.50	46.00	64.50	23.00
52.50	46.00	31.50	23.00
52.50	46.00	27.00	23.00
52.50	46.00	32.00	23.00
52.50	46.00	12.00	23.00
52.50	46.00	32.00	23.00
52.50	46.00	10.00	23.00
52.50	46.00	14.00	23.00
52.50	46.00	12.00	23.00
52.50	46.00	29.00	23.00
52.50	46.00	30.00	23.00
52.50	46.00	20.00	23.00
52.50	46.00	16.00	23.00
52.50	46.00	22.00	23.00
52.30	46.00	20.00	23.00
52.00	46.00	24.00	23.00
52.00	46.00	21.50	23.00
52.00	46.00	24.00	23.00
52.00	46.00	7.00	23.00
52.00	46.00	15.50	23.00
52.00	46.00	10.00	23.00
52.00	46.00	12.00	23.00
52.00	46.00	13.50	23.00
52.00	46.00	31.00	23.00
52.00	46.00	15.50	23.00
52.00	46.00	14.00	23.00
52.00	46.00	15.00	23.00
52.00	46.00	14.50	23.00
52.00	46.00	10.00	23.00
52.00	46.00	12.50	23.00
52.00	46.00	16.00	23.00
52.00	46.00	18.00	23.00
52.00	46.00	5.00	23.00
52.00	46.00	36.00	23.00
52.00	46.00	40.00	23.00
52.00	46.00	18.00	23.00
52.00	46.00	26.00	23.00
52.00	46.00	27.00	23.00
52.00	46.00	9.50	23.00
52.00	46.00	27.50	23.00
52.00	46.00	32.00	23.00
52.00	46.00	28.50	23.00
52.00	46.00	29.50	23.00
52.00	46.00	16.00	23.00
52.00	46.00	16.00	23.00
52.00	46.00	14.00	23.00
52.00	46.00	35.00	23.00
52.00	46.00	24.50	23.00
52.00	46.00	8.00	23.00
52.00	46.00	30.00	23.00
52.00	46.00	24.00	23.00
52.00	46.00	75.00	23.00
52.00	46.00	8.00	23.00
52.00	46.00	18.00	23.00
52.00	46.00	38.00	23.00
52.00	46.00	5.00	23.00
52.00	46.00	32.00	23.00
52.00	46.00	16.00	23.00
52.00	45.90	15.00	23.00
52.00	45.70	42.00	23.00
52.00	45.50	23.00	23.00
52.00	45.50	8.00	23.00
52.00	45.50	12.00	23.00
52.00	45.50	66.50	23.00
52.00	45.50	48.00	23.00
52.00	45.50	36.00	23.00
52.00	45.50	14.80	23.00
52.00	45.50	24.00	23.00
52.00	45.50	14.00	23.00
52.00	45.50	16.00	23.00
52.00	45.50	18.00	23.00
52.00	45.50	31.00	23.00
52.00	45.50	16.00	23.00
52.00	45.40	15.00	23.00
52.00	45.10	18.00	23.00
52.00	45.00	14.00	23.00
52.00	45.00	30.00	23.00
52.00	45.00	9.50	23.00
52.00	45.00	9.50	23.00
52.00	45.00	12.00	23.00
52.00	45.00	15.50	23.00
52.00	45.00	14.50	23.00
52.00	45.00	14.00	23.00
52.00	45.00	10.00	23.00
52.00	45.00	20.00	23.00
52.00	45.00	24.00	23.00
52.00	45.00	44.00	23.00
52.00	45.00	16.00	23.00
52.00	45.00	34.00	23.00
52.00	45.00	15.00	23.00
52.00	45.00	24.50	23.00
52.00	45.00	9.00	23.00
52.00	45.00	9.00	23.00
52.00	45.00	16.00	23.00
52.00	45.00	16.00	23.00
52.00	45.00	10.00	23.00
52.00	45.00	17.00	23.00
52.00	45.00	42.00	23.00
52.00	45.00	16.00	23.00
52.00	45.00	82.50	23.00
52.00	45.00	10.00	23.00
52.00	45.00	18.00	23.00
52.00	45.00	55.00	23.00
52.00	45.00	14.00	22.90
52.00	45.00	7.00	22.80
52.00	45.00	40.00	22.60
52.00	45.00	12.00	22.60
52.00	45.00	36.00	22.60
52.00	45.00	30.00	22.50
52.00	45.00	36.00	22.50
52.00	45.00	12.00	22.50
52.00	45.00	10.00	22.50
52.00	45.00	32.00	22.50
52.00	45.00	10.00	22.50
52.00	45.00	15.00	22.50
52.00	45.00	34.00	22.50
52.00	45.00	29.00	22.50
52.00	45.00	36.50	22.50
52.00	45.00	16.50	22.50
52.00	45.00	10.00	22.50
52.00	45.00	8.00	22.50
52.00	45.00	8.00	22.50
52.00	45.00	7.00	22.50
52.00	45.00	10.00	22.50
52.00	45.00	30.00	22.50
52.00	45.00	8.00	22.50
52.00	45.00	8.00	22.50
52.00	45.00	21.00	22.50
52.00	45.00	12.00	22.50
52.00	45.00	12.00	22.50
52.00	45.00	8.00	22.50
52.00	45.00	14.00	22.50
52.00	45.00	6.00	22.50
52.00	45.00	8.00	22.50
52.00	45.00	30.00	22.50
52.00	45.00	8.00	22.50
52.00	45.00	25.00	22.50
52.00	45.00	18.00	22.50
52.00	45.00	81.00	22.50
52.00	45.00	20.00	22.50
52.00	45.00	9.50	22.50
52.00	45.00	28.00	22.50
52.00	45.00	15.00	22.50
52.00	45.00	14.00	22.50
52.00	45.00	72.00	22.40
52.00	45.00	45.00	22.40
52.00	45.00	60.00	22.20
52.00	45.00	10.00	22.20
52.00	45.00	24.50	22.10
52.00	45.00	11.00	22.00
52.00	45.00	78.00	22.00
52.00	45.00	13.00	22.00
52.00	45.00	7.00	22.00
52.00	45.00	30.00	22.00
52.00	45.00	26.00	22.00
52.00	45.00	35.50	22.00
52.00	45.00	40.00	22.00
52.00	45.00	4.00	22.00
52.00	45.00	10.00	22.00
52.00	45.00	24.00	22.00
52.00	45.00	6.00	22.00
52.00	45.00	10.00	22.00
52.00	45.00	22.00	22.00
52.00	45.00	24.00	22.00
52.00	45.00	1.00	22.00
52.00	45.00	8.00	22.00
52.00	45.00	10.00	22.00
52.00	45.00	20.00	22.00
52.00	45.00	10.00	22.00
52.00	45.00	8.00	22.00
52.00	45.00	30.00	22.00
52.00	45.00	18.00	22.00
52.00	45.00	24.00	22.00
52.00	45.00	8.00	22.00
52.00	45.00	40.00	22.00
52.00	45.00	20.00	22.00
51.90	45.00	11.00	22.00
51.70	45.00	36.50	22.00
51.70	45.00	10.00	22.00
51.50	45.00	28.00	22.00
51.50	45.00	24.00	22.00
51.50	45.00	6.00	22.00
51.50	45.00	24.00	22.00
51.50	45.00	18.00	22.00
51.50	45.00	18.00	22.00
51.50	45.00	8.00	22.00
51.50	45.00	76.00	22.00
51.50	45.00	8.00	22.00
51.50	45.00	24.00	22.00
51.40	45.00	18.00	22.00
51.40	45.00	20.00	22.00
51.00	45.00	8.00	22.00
51.00	45.00	18.00	22.00
51.00	45.00	16.00	22.00
51.00	45.00	11.00	22.00
51.00	45.00	18.00	22.00
51.00	45.00	9.00	22.00
51.00	45.00	9.00	22.00
51.00	45.00	24.00	22.00
51.00	45.00	18.00	22.00
51.00	45.00	10.00	22.00
51.00	45.00	9.00	22.00
51.00	45.00	22.00	22.00
51.00	45.00	12.00	22.00
51.00	45.00	11.50	22.00
51.00	45.00	4.00	22.00
51.00	45.00	16.00	22.00
51.00	45.00	15.00	22.00
51.00	45.00	19.50	22.00
51.00	45.00	4.00	22.00
51.00	45.00	8.50	22.00
51.00	45.00	16.00	22.00
51.00	45.00	14.00	22.00
51.00	45.00	12.50	22.00
51.00	45.00	20.00	22.00
51.00	45.00	18.00	22.00
51.00	45.00	16.00	22.00
51.00	45.00	16.00	22.00
51.00	45.00	18.00	22.00
51.00	45.00	18.00	22.00
51.00	45.00	21.00	22.00
51.00	45.00	35.00	22.00
51.00	45.00	24.00	22.00
51.00	45.00	23.00	22.00
51.00	45.00	24.00	22.00
51.00	45.00	21.00	22.00
51.00	45.00	3.00	22.00
51.00	45.00	3.00	22.00
51.00	45.00	18.00	22.00
51.00	45.00	7.50	22.00
51.00	45.00	10.00	22.00
51.00	45.00	18.00	22.00
51.00	45.00	55.00	22.00
51.00	45.00	30.00	22.00
51.00	45.00	34.00	22.00
51.00	45.00	5.00	22.00
51.00	45.00	10.00	22.00
51.00	45.00	16.00	22.00
51.00	45.00	18.00	22.00
51.00	45.00	34.00	22.00
51.00	45.00	38.00	22.00
51.00	45.00	28.00	22.00
51.00	45.00	16.00	22.00
51.00	45.00	15.00	22.00
51.00	45.00	26.50	22.00
51.00	45.00	42.00	22.00
51.00	45.00	9.50	22.00
51.00	45.00	29.00	22.00
51.00	45.00	8.00	22.00
51.00	45.00	13.00	22.00
51.00	45.00	12.00	22.00
51.00	45.00	14.00	22.00
51.00	45.00	9.00	22.00
51.00	45.00	21.00	22.00
51.00	45.00	24.00	22.00
51.00	45.00	16.00	22.00
51.00	45.00	7.00	22.00
51.00	45.00	15.00	22.00
51.00	45.00	10.00	22.00
51.00	45.00	16.00	22.00
51.00	45.00	18.00	22.00
51.00	45.00	6.00	22.00
51.00	45.00	46.00	22.00
51.00	45.00	10.00	22.00
51.00	45.00	7.50	22.00
51.00	45.00	7.00	22.00
51.00	45.00	12.00	22.00
51.00	45.00	15.00	22.00
51.00	45.00	21.00	22.00
51.00	45.00	9.00	22.00
51.00	45.00	15.00	22.00
51.00	45.00	18.00	22.00
51.00	45.00	10.00	22.00
51.00	45.00	11.00	22.00
51.00	45.00	12.00	22.00
51.00	45.00	10.00	22.00
51.00	45.00	18.50	22.00
51.00	45.00	10.00	22.00
51.00	45.00	10.00	22.00
51.00	45.00	8.00	22.00
51.00	45.00	18.00	22.00
51.00	45.00	20.00	22.00
51.00	45.00	15.00	22.00
51.00	45.00	12.00	22.00
51.00	45.00	15.00	22.00
50.80	45.00	12.00	22.00
50.70	45.00	13.00	22.00
50.50	45.00	22.00	22.00
50.50	45.00	20.00	22.00
50.50	45.00	18.00	22.00
50.50	45.00	14.00	22.00
50.50	45.00	36.00	22.00
50.50	45.00	25.00	22.00
50.50	45.00	26.00	22.00
50.50	45.00	15.00	22.00
50.50	45.00	10.00	22.00
50.50	45.00	12.00	22.00
50.40	45.00	32.00	22.00
50.40	45.00	10.00	22.00
50.30	45.00	20.00	22.00
50.30	45.00	12.00	22.00
50.30	45.00	16.00	22.00
50.20	45.00	14.00	22.00
50.20	45.00	10.00	22.00
50.20	45.00	8.00	22.00
50.10	45.00	158.00	22.00
50.10	45.00	18.00	22.00
50.00	45.00	46.00	22.00
50.00	45.00	36.00	22.00
50.00	45.00	20.00	22.00
50.00	45.00	36.00	22.00
50.00	45.00	115.00	22.00
50.00	45.00	45.00	22.00
50.00	45.00	60.00	22.00
50.00	45.00	24.00	22.00
50.00	45.00	6.00	22.00
50.00	45.00	17.00	22.00
50.00	45.00	10.00	22.00
50.00	45.00	13.00	22.00
50.00	45.00	10.00	22.00
50.00	45.00	12.00	22.00
50.00	45.00	14.00	22.00
50.00	45.00	18.00	22.00
50.00	45.00	13.00	22.00
50.00	45.00	18.00	22.00
50.00	45.00	7.00	22.00
50.00	45.00	10.00	22.00
50.00	45.00	23.50	22.00
50.00	45.00	23.00	22.00
50.00	45.00	52.00	22.00
50.00	45.00	14.00	22.00
50.00	45.00	10.00	22.00
50.00	45.00	10.00	22.00
50.00	45.00	24.00	22.00
50.00	45.00	50.00	22.00
50.00	45.00	24.00	22.00
50.00	45.00	18.00	22.00
50.00	45.00	42.00	22.00
50.00	45.00	15.00	22.00
50.00	45.00	21.00	22.00
50.00	45.00	16.00	22.00
50.00	45.00	6.00	22.00
50.00	45.00	29.00	22.00
50.00	45.00	12.00	22.00
50.00	45.00	48.00	22.00
50.00	45.00	20.00	22.00
50.00	45.00	6.00	22.00
50.00	45.00	7.00	22.00
50.00	45.00	13.00	22.00
50.00	45.00	16.00	22.00
50.00	45.00	26.00	22.00
50.00	45.00	18.00	22.00
50.00	45.00	15.00	22.00
50.00	45.00	7.00	22.00
50.00	45.00	8.00	22.00
50.00	45.00	32.00	22.00
50.00	45.00	18.00	22.00
50.00	45.00	28.00	22.00
50.00	45.00	5.00	22.00
50.00	45.00	35.50	22.00
50.00	45.00	27.50	22.00
50.00	45.00	49.00	22.00
50.00	45.00	33.50	22.00
50.00	45.00	15.00	22.00
50.00	45.00	26.00	22.00
50.00	45.00	7.00	22.00
50.00	45.00	20.00	22.00
50.00	45.00	15.00	22.00
50.00	45.00	10.00	22.00
50.00	45.00	16.00	22.00
50.00	45.00	4.00	22.00
50.00	45.00	12.00	22.00
50.00	45.00	15.00	22.00
50.00	45.00	40.00	22.00
50.00	45.00	22.00	22.00
50.00	45.00	22.00	22.00
50.00	45.00	121.00	22.00
50.00	45.00	36.00	22.00
50.00	45.00	6.00	22.00
50.00	45.00	26.00	22.00
50.00	45.00	186.00	22.00
50.00	45.00	20.00	22.00
50.00	45.00	18.00	22.00
50.00	44.60	14.00	22.00
50.00	44.50	28.00	22.00
50.00	44.50	12.00	22.00
50.00	44.50	24.00	22.00
50.00	44.50	7.50	22.00
50.00	44.50	9.00	22.00
50.00	44.50	11.00	22.00
50.00	44.50	16.00	22.00
50.00	44.50	12.00	22.00
50.00	44.50	15.00	22.00
50.00	44.50	16.00	22.00
50.00	44.50	20.00	22.00
50.00	44.50	32.00	22.00
50.00	44.50	10.00	22.00
50.00	44.50	16.00	22.00
50.00	44.50	16.50	22.00
50.00	44.50	24.70	22.00
50.00	44.50	15.00	22.00
50.00	44.50	8.00	22.00
50.00	44.50	54.00	22.00
50.00	44.50	9.00	22.00
50.00	44.50	32.00	22.00
50.00	44.20	10.00	22.00
50.00	44.20	31.00	22.00
50.00	44.20	18.00	22.00
50.00	44.20	21.00	22.00
50.00	44.20	17.00	22.00
50.00	44.20	10.00	22.00
50.00	44.10	34.00	22.00
50.00	44.10	12.00	22.00
50.00	44.00	25.00	22.00
50.00	44.00	12.00	22.00
50.00	44.00	14.00	22.00
50.00	44.00	22.00	22.00
50.00	44.00	13.00	22.00
50.00	44.00	30.00	22.00
50.00	44.00	15.00	22.00
50.00	44.00	22.00	22.00
50.00	44.00	44.00	22.00
50.00	44.00	20.00	22.00
50.00	44.00	27.00	22.00
50.00	44.00	38.00	22.00
50.00	44.00	73.00	22.00
50.00	44.00	32.00	22.00
50.00	44.00	6.00	22.00
50.00	44.00	26.50	22.00
50.00	44.00	32.00	22.00
50.00	44.00	12.00	22.00
50.00	44.00	56.00	22.00
50.00	44.00	30.00	22.00
50.00	44.00	34.00	22.00
50.00	44.00	22.00	22.00
50.00	44.00	8.00	22.00
50.00	44.00	28.10	22.00
50.00	44.00	6.00	22.00
50.00	44.00	4.00	22.00
50.00	44.00	10.00	22.00
50.00	44.00	12.00	22.00
50.00	44.00	28.00	22.00
50.00	44.00	32.00	22.00
50.00	44.00	14.00	22.00
50.00	44.00	83.00	22.00
50.00	44.00	17.00	22.00
50.00	44.00	15.00	22.00
50.00	44.00	21.00	22.00
50.00	44.00	10.00	22.00
50.00	44.00	43.00	22.00
50.00	44.00	12.00	22.00
50.00	44.00	16.00	22.00
50.00	44.00	5.00	22.00
50.00	44.00	10.00	22.00
50.00	44.00	74.00	22.00
50.00	44.00	11.00	22.00
50.00	44.00	18.00	22.00
50.00	44.00	16.00	22.00
50.00	44.00	15.00	22.00
50.00	44.00	19.00	22.00
50.00	44.00	27.00	22.00
50.00	44.00	11.50	22.00
50.00	44.00	8.00	22.00
50.00	44.00	21.00	22.00
50.00	44.00	18.00	22.00
50.00	44.00	26.00	22.00
50.00	44.00	20.00	22.00
50.00	44.00	17.00	22.00
50.00	44.00	17.00	22.00
50.00	44.00	14.00	22.00
50.00	44.00	35.00	22.00
50.00	44.00	24.00	22.00
50.00	44.00	19.50	22.00
50.00	44.00	9.00	22.00
50.00	44.00	24.00	22.00
50.00	44.00	23.00	22.00
50.00	44.00	8.00	22.00
50.00	44.00	8.00	22.00
50.00	44.00	63.00	22.00
50.00	44.00	46.00	22.00
50.00	44.00	8.00	22.00
50.00	44.00	20.00	22.00
50.00	44.00	16.00	22.00
50.00	44.00	9.00	22.00
50.00	44.00	8.50	22.00
50.00	44.00	18.00	22.00
50.00	44.00	9.00	22.00
50.00	44.00	10.00	21.90
50.00	44.00	10.00	21.70
50.00	44.00	9.00	21.60
50.00	44.00	16.00	21.60
50.00	44.00	8.00	21.50
50.00	44.00	8.50	21.50
50.00	44.00	12.00	21.50
50.00	44.00	48.00	21.50
50.00	44.00	22.50	21.50
50.00	44.00	6.00	21.50
50.00	44.00	11.00	21.50
50.00	44.00	7.00	21.50
50.00	44.00	10.00	21.50
50.00	44.00	12.00	21.50
50.00	44.00	20.00	21.50
50.00	44.00	16.00	21.50
50.00	44.00	15.00	21.50
50.00	44.00	12.00	21.50
50.00	44.00	12.00	21.50
50.00	44.00	18.00	21.50
50.00	44.00	16.00	21.50
50.00	44.00	10.00	21.50
50.00	44.00	28.00	21.50
50.00	44.00	18.00	21.50
50.00	44.00	15.00	21.50
50.00	44.00	15.00	21.50
50.00	44.00	16.00	21.50
50.00	44.00	34.90	21.50
50.00	44.00	20.00	21.50
50.00	44.00	13.00	21.50
50.00	44.00	10.00	21.00
50.00	44.00	9.00	21.00
50.00	44.00	35.00	21.00
50.00	44.00	10.00	21.00
50.00	44.00	10.00	21.00
50.00	44.00	12.00	21.00
50.00	44.00	36.00	21.00
50.00	44.00	18.50	21.00
50.00	44.00	18.00	21.00
50.00	44.00	16.00	21.00
50.00	44.00	11.00	21.00
50.00	44.00	18.00	21.00
50.00	44.00	55.00	21.00
50.00	44.00	14.50	21.00
50.00	44.00	31.00	21.00
50.00	44.00	34.50	21.00
50.00	44.00	19.00	21.00
50.00	44.00	10.00	21.00
50.00	44.00	9.00	21.00
50.00	44.00	11.00	21.00
50.00	44.00	12.00	21.00
50.00	44.00	8.00	21.00
50.00	44.00	34.00	21.00
50.00	44.00	32.00	21.00
50.00	44.00	16.00	21.00
50.00	44.00	10.00	21.00
50.00	44.00	12.00	21.00
50.00	44.00	15.00	21.00
50.00	44.00	15.00	21.00
50.00	44.00	16.00	21.00
50.00	44.00	15.00	21.00
50.00	44.00	24.00	21.00
50.00	44.00	8.00	21.00
50.00	44.00	16.00	21.00
50.00	44.00	16.00	21.00
50.00	44.00	16.00	21.00
50.00	44.00	16.00	21.00
50.00	44.00	10.00	21.00
50.00	44.00	12.00	21.00
50.00	44.00	28.00	21.00
50.00	44.00	4.00	21.00
50.00	44.00	4.00	21.00
50.00	44.00	3.70	21.00
50.00	44.00	4.00	21.00
50.00	44.00	4.00	21.00
50.00	44.00	4.00	21.00
50.00	44.00	4.00	21.00
50.00	44.00	13.00	21.00
50.00	44.00	11.00	21.00
50.00	44.00	30.00	21.00
50.00	44.00	10.00	21.00
50.00	44.00	16.00	21.00
50.00	44.00	15.00	21.00
50.00	44.00	23.50	21.00
50.00	44.00	10.00	21.00
50.00	44.00	43.00	21.00
50.00	44.00	10.00	21.00
50.00	44.00	10.00	21.00
50.00	44.00	40.00	21.00
50.00	44.00	28.00	21.00
50.00	44.00	10.00	21.00
50.00	44.00	34.00	21.00
50.00	44.00	14.00	21.00
50.00	44.00	24.00	21.00
50.00	44.00	14.00	21.00
50.00	44.00	45.00	21.00
50.00	44.00	12.00	21.00
50.00	44.00	20.00	21.00
50.00	44.00	32.00	21.00
50.00	44.00	36.00	21.00
50.00	44.00	32.00	21.00
50.00	44.00	12.00	21.00
50.00	44.00	15.00	21.00
50.00	44.00	10.00	21.00
50.00	44.00	10.00	21.00
50.00	44.00	32.00	21.00
50.00	44.00	48.00	21.00
50.00	44.00	32.00	21.00
50.00	44.00	16.00	21.00
50.00	44.00	35.00	21.00
50.00	44.00	23.00	21.00
50.00	44.00	28.00	21.00
50.00	44.00	29.50	21.00
50.00	44.00	2.00	21.00
50.00	44.00	98.00	21.00
50.00	44.00	25.00	21.00
50.00	44.00	25.00	21.00
50.00	44.00	40.00	21.00
