"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"1",0.514465084807298,-1.28807604785911,-0.746916650395261,0.683706987510648,-0.826458596413473,-1.24182004687489,-0.757682385131248,0.0656364244383439,-2.99041623208175,2.51007262537606,0.974436003842153,1.26155186625435,-0.910128324652955,3.59129593831622,-0.863904140910912,0.355900017433232,-0.43236844590583,2.60712224503539,-0.132349718084261,2.6155177642741,-1.54771739270936,-0.42070276141271,1.58597342598921,0.618253464198624,1.44360261412096,0.19986943924
"2",0.715364900468633,-1.4078482896769,-0.760270454538731,0.726409601467155,-0.822872351456346,-1.27536943463587,-0.556844544391776,-0.0142337001184348,-3.12561793770019,2.42749074348208,0.970288420443999,1.02991572398214,-0.749520413783932,3.59744363018291,-0.799300509544456,0.381408841121401,-0.296630269270199,2.4009344942571,-0.0687505543712652,2.78270442093451,-1.47043137938346,-0.414409252074163,1.5005197272891,0.605531950680806,1.56205912579444,0.185846456151754
"3",0.492199543448869,-1.42615408421339,-0.792771436678495,0.532925391088161,-0.723542495796045,-1.2235878961765,-0.674523173253823,-0.133826934460822,-3.11943023966794,2.47158267198718,1.09275109842645,1.19470344160368,-0.660717536843536,3.63341359187795,-0.839940120606619,0.281547112557101,-0.393784301925606,2.56992888607617,-0.0128253623487479,2.70108020801518,-1.53246739800693,-0.461785100371033,1.41887258556601,0.614933790684093,1.48331968447004,0.156463498828317
"4",0.769752887799038,-1.47216023914822,-0.785276066884453,0.60086583373945,-0.633684727102379,-1.18511742867705,-0.658812716822025,0.0701255946818784,-3.15401430883238,2.43936213582354,1.12578305569782,1.2118931477858,-0.512884882127146,3.6017146525815,-0.777591765266409,0.294828206919392,-0.56062262677236,2.72599441181525,0.0954450790067307,2.67009439659416,-1.56648792920896,-0.435949603950506,1.57820943497096,0.358788846668576,1.4264782986032,0.102860150669824
"5",0.674954985846022,-1.44060098925865,-0.887183966678286,0.677491459098268,-0.381559593011774,-1.14140717938849,-0.699190545452469,0.040876649689631,-3.15685157804454,2.30873843885858,1.07601284129701,1.3622808112549,-0.512292758303783,3.68296179410187,-1.09513806001936,0.326165599805949,-0.579121242558517,2.92904056629881,-0.0327098479180834,2.76025804087416,-1.54860554772472,-0.52083005764817,1.67688637422214,0.0644220244107238,1.50417934592275,0.0374946194212237
"6",0.823471424609906,-1.45348850861032,-0.821581691494868,0.771847016591039,-0.461365537808757,-1.14924060688738,-0.668408529184221,0.0254652696945153,-3.21062127717885,2.23359127306568,1.12692067760131,1.38120506724766,-0.522724147131905,3.71630927956335,-0.992535466440644,0.373681484186064,-0.67470490736607,3.09944734901823,0.0103424928129781,2.8272298132663,-1.74634874463824,-0.453431341093792,1.87767075547089,0.213614778106098,1.393343335924,0.041892604879854
"7",0.974898604277251,-1.405637450947,-0.785480676123336,0.746733887058364,-0.382290846724493,-1.24196162744428,-0.85870521512818,-0.147797402912634,-3.00459895754298,2.31159800119739,0.981676137255136,1.59043943068268,-0.510750186293275,3.80042835301579,-0.814514055044604,0.457353475516386,-0.617641157479398,3.04562229978134,-0.11031139694467,2.79931833851984,-1.65729399567603,-0.378799997004632,1.80345813181978,0.0990024118678412,1.50938147146895,0.103442144300807
"8",0.979748739082515,-1.39069981230555,-0.8215719322337,0.749105155325816,-0.333408604551167,-1.26308938664345,-0.827496242433321,-0.141387261566922,-3.02732219120218,2.32313947171075,0.943201164973677,1.56740026720846,-0.367738058807652,3.68918045536798,-0.738639212193965,0.444888436854809,-0.559996856675819,2.9791762094578,-0.151677143120911,2.877303231808,-1.61335835145097,-0.340437805516161,1.84243221950584,0.0238118794737054,1.61811603060871,0.0699484828272683
"9",0.970733294479112,-1.41684455714905,-0.81558255995734,0.904516871548881,-0.331887454154921,-1.21115376029533,-0.774238673066217,0.11157779515273,-3.06447645690074,2.33023182992232,0.968757091809325,1.62702385739069,-0.38416672701235,3.73739939457026,-0.613552326110807,0.380392710111936,-0.491394548776686,3.15900187810335,-0.136548160073989,2.87233852622608,-1.54612024174064,-0.147516759494476,1.69101633986207,0.00999550762548375,1.66429808597829,0.205912302953613
"10",1.05933362492101,-1.32467915163194,-0.815385375454324,0.927651090703874,-0.205305788471217,-1.31441490464404,-0.747367043588818,0.179352477495064,-3.11571449795969,2.24709022987042,0.943661145161126,1.578080574943,-0.378250132153192,3.95613051125548,-0.576085618487237,0.381027738410953,-0.563825232211987,3.29489826141679,-0.22749410048202,2.96971443058716,-1.49068666713697,-0.328323216983157,1.81278673469362,0.026621139362883,1.61331029190452,0.429053942803919
"11",1.15385555723674,-1.42405319538731,-0.776188130737327,0.946481572577131,-0.200456937713896,-1.24293348006259,-0.649076535957629,0.274513430501569,-3.22524967516729,2.23089637219533,1.03459490651478,1.50023232957232,-0.457653900795803,4.12370741135654,-0.41820857365256,0.423150982280033,-0.6154923427107,3.27747074954219,0.0874393057625641,2.87223207587591,-1.58574582139564,-0.151022545133772,1.87926428740986,-0.0544229164882763,1.57584640900388,0.390391470179051
