Consignees,Number of shipments,Number of US ports,Number of shippers,Number of manufacturers,Number of sampled,Number of refused,Fraction of sampled,Fraction of refused out of sampled,Normalized weight,Fraction of weight of shipment where manufacturer is also shipper,log distance consignee US port,coef var number of manufacturers per year,coef var number of shipments per year,total weight below 10%,Product diversity,Inspected,Inspection outcome
Consignees,136,7,1,1,12,0,0.088235294,0,5.648345042,1,2.994660521,0,0.526339123,0,0,0,0
Consignees,136,1,6,5,16,0,0.117647059,0,0.02644754,0.969683133,0.587116808,0.333333333,0.841229174,0,0,0,0
Consignees,136,1,17,15,55,0,0.404411765,0,0.02587706,0.65058166,1.0518178,0.282842712,0.235006718,0,0,1,0
Consignees,136,1,2,15,17,0,0.125,0,0.000123032,0,1.396111718,0.444107908,0.544961587,0,0,0,0
Consignees,136,1,15,14,3,0,0.022058824,0,0.014607803,0.443936134,1.195048933,0.269563276,0.483955373,0,0,1,1
Consignees,135,1,14,14,14,2,0.103703704,0.142857143,0.015907897,0.967048323,-3.186523094,0.616110247,1.041461461,0,0,0,0
Consignees,134,2,5,5,18,12,0.134328358,0.666666667,0.007919196,0.931081937,1.564465557,0.5,0.368100372,0,0,0,0
Consignees,134,2,10,11,14,0,0.104477612,0,0.072454463,0.922532454,2.718650724,0.527046277,1.152918657,0,0,0,0
Consignees,132,2,13,13,5,0,0.037878788,0,0.031619681,0.442080372,3.339522413,0.463512405,0.999885209,0,0,0,0
Consignees,132,4,15,12,5,2,0.037878788,0.4,0.030025742,0.666380585,2.501352248,0.731247032,0.608832047,0,0,0,0
Consignees,131,4,3,2,46,0,0.351145038,0,0.733321837,0.99768249,3.198825164,0.387298335,1.090582986,0,0,0,0
Consignees,131,1,25,24,23,15,0.175572519,0.652173913,0.020160696,0.613587121,0.726038846,0.354013447,0.591590741,0,0,0,0
Consignees,130,2,9,7,6,0,0.046153846,0,0.02531147,0.602620811,2.057777334,0.558569602,0.810347285,0,0.03015373,1,1
Consignees,129,1,7,14,26,0,0.201550388,0,0.00120737,0.601682958,1.427486788,0.708872344,0.525704863,0,0,0,0
Consignees,128,3,3,3,11,0,0.0859375,0,0.014126142,1,3.240633262,0,1.421789146,0,0,0,0
Consignees,128,3,10,7,18,0,0.140625,0,0.003801373,0.462374969,2.052503409,0.873862898,0.975030048,0,0,0,0
Consignees,127,2,10,7,64,0,0.503937008,0,0.29855756,0.905105366,1.136264288,0.721568539,0.996418245,0,0,1,1
Consignees,126,1,4,3,9,0,0.071428571,0,0.006054078,0.079254249,0.502785448,0.410603265,0.608332168,0,0,0,0
Consignees,126,2,5,3,6,0,0.047619048,0,0.216103646,0.97571246,2.108748866,0,1.588828631,0,0,0,0
Consignees,126,4,15,14,24,10,0.19047619,0.416666667,0.037570099,1,2.682083962,0.831788107,0.967967691,0,0,0,0
Consignees,125,1,5,6,21,0,0.168,0,0.006155811,1,1.307899858,0.353553391,0.214960461,0,0,0,0
Consignees,125,6,12,11,27,0,0.216,0,1.500571107,0.998882125,3.38379372,0.471404521,0.867499087,0,0,0,0
Consignees,125,3,10,13,14,0,0.112,0,0.001132722,0.451056591,2.372617034,0.146170998,0.404811067,0,0,0,0
Consignees,124,1,3,3,4,0,0.032258065,0,0.015253419,1,0.857847642,0,0,0,0,0,0
Consignees,124,1,8,8,10,0,0.080645161,0,0.022462672,1,0,0.203519332,0.427089546,0,0,0,0
Consignees,123,2,1,2,0,0,0,0,0.05436671,1,2.77619427,0,0.662755398,0,1.528100326,0,0
Consignees,123,2,2,1,8,0,0.06504065,0,0.014060306,1,1.52690303,0,0.387036763,0,0,0,0
Consignees,122,4,6,5,7,0,0.057377049,0,0.139027163,0.833833592,3.424404269,0,0,0,0,0,0
Consignees,122,1,7,6,0,0,0,0,128.1142363,1,1.013803401,0.5,0.212008478,0,0,0,0
Consignees,122,2,5,5,36,2,0.295081967,0.055555556,0.084989766,1,1.763375445,0.608580619,1.168787504,0,0,1,1
Consignees,121,1,12,12,2,0,0.016528926,0,0.035720215,0.802885748,1.55829606,0.620483682,0.330165031,0,0,0,0
Consignees,121,3,4,4,46,0,0.380165289,0,0.0499858,1,2.337930287,0.433012702,1.625117881,0,0,0,0
Consignees,120,2,7,6,18,0,0.15,0,0.018043646,0.99565889,2.709320165,0.577350269,1.301512653,0,0,0,0
Consignees,120,3,26,24,15,0,0.125,0,0.049494531,0.84207542,2.365612325,0.727210467,0.637613461,0,0,0,0
Consignees,119,2,2,3,13,13,0.109243697,1,0.030810172,0.889155334,3.200179946,0.349927106,0.712632788,0,1.808522531,1,1
Consignees,119,8,14,9,24,4,0.201680672,0.166666667,0.093776892,0.957771882,3.443303447,0.960768923,1.32738534,0,0,0,0
Consignees,118,2,5,6,5,0,0.042372881,0,0.021914535,0.654516943,3.291378415,0.793560086,0.987632307,0,0,0,0
Consignees,117,3,1,1,6,0,0.051282051,0,0.026403164,1,2.951103598,0,0.423055339,0,0,0,0
Consignees,117,4,6,5,11,0,0.094017094,0,0.014136756,0.986333555,2.483952536,0.726636085,0.90101849,0,1.813366184,0,0
Consignees,116,2,4,6,20,0,0.172413793,0,0.025695461,0.913325199,1.248475932,0.499306999,0.492908238,0,0.934073268,0,0
Consignees,115,1,5,5,33,6,0.286956522,0.181818182,0.006695323,0.814248969,2.183582019,0,0.798928078,0,0.095616982,0,0
Consignees,115,6,8,7,0,0,0,0,0.627467261,0.960626856,3.040884682,0.15713484,0.135272602,0,0,0,0
Consignees,115,1,2,1,4,0,0.034782609,0,0.00108737,0.964532468,0.783825222,0,0.720917989,0,0,0,0
Consignees,114,6,8,8,7,0,0.061403509,0,0.148153274,0.923759822,3.253206307,0.741819289,1.462362525,0,0,0,0
Consignees,113,3,1,1,4,0,0.03539823,0,0.03392251,0.975893495,3.60361954,0,1.14539396,0,0,0,0
Consignees,113,3,12,13,15,0,0.132743363,0,0.006336796,0.823936744,2.969644883,0.592794086,1.429736723,0,0,0,0
Consignees,112,1,6,5,0,0,0,0,64.96299021,1,1.537073335,0.666666667,1.060660172,0,0,0,0
Consignees,111,4,1,3,26,0,0.234234234,0,0.006188052,0.925644303,3.173282279,0.349927106,1.343218772,0,0,0,0
Consignees,111,1,10,13,16,0,0.144144144,0,0.000761395,0.356321152,0,0.350800833,0.59305698,0,0,0,0
Consignees,110,2,4,5,24,0,0.218181818,0,0.008777307,1,0,0.384900179,0.846317578,0,0,0,0
Consignees,110,5,1,1,2,0,0.018181818,0,0.124507428,1,0,0,0,0,0,0,0
Consignees,110,1,23,20,4,0,0.036363636,0,0.027886424,0.493333564,0,0.629340559,1.114690287,0,1.99413748,0,0
Consignees,109,1,1,1,26,0,0.23853211,0,0.013517378,1,3.138179641,0,0.557900763,0,1.001272699,0,0
Consignees,109,1,1,1,5,0,0.04587156,0,0.006501196,1,1.397455754,0,0.898754855,0,0,0,0
Consignees,109,1,10,11,11,0,0.100917431,0,7.399606867,0.50034818,0,0.888321815,1.078830429,0,1.243304561,0,0
Consignees,108,6,11,11,38,0,0.351851852,0,0.048701427,0.073960047,2.633754903,0.341493888,0.492944538,0,0,1,0
Consignees,107,1,3,4,31,0,0.289719626,0,0.037111341,0.25519354,3.060808726,0.848528137,1.044138985,0,0,0,0
Consignees,107,2,19,16,12,0,0.112149533,0,0.025918398,0.592605998,1.521267713,0.726907877,0.869731497,0,0.527948506,0,0
Consignees,107,3,5,4,8,0,0.074766355,0,0.002275128,1,1.535263076,0.471404521,1.282044071,0,0,0,0
Consignees,106,1,13,13,7,3,0.066037736,0.428571429,3.728183785,0.002336741,0.46789958,0.985491459,0.876631199,0,0,0,0
Consignees,105,1,7,6,3,0,0.028571429,0,0.02204153,1,1.311802766,0.661437828,1.004886023,0,0,0,0
Consignees,105,2,2,2,14,0,0.133333333,0,0.005241031,0.875278933,1.951035578,0,0,0,0,0,0
Consignees,104,2,1,1,0,0,0,0,0.006485501,1,1.205625477,0,0.843088854,0,0,0,0
Consignees,103,3,14,14,0,0,0,0,0.052632608,0.965780961,2.458086451,0.681167321,1.59626827,0,0,0,0
Consignees,103,1,3,2,20,4,0.194174757,0.2,0.020055194,0.324363284,1.233874211,0.471404521,1.22199036,0,0,0,0
Consignees,102,1,4,5,39,0,0.382352941,0,0.004409121,0.019441212,1.582799147,0.364878192,0.900907847,0,0.259857639,1,0
Consignees,102,2,1,13,14,0,0.137254902,0,0.006761067,0,1.151810029,0.438163797,0.41620505,0,0,0,0
Consignees,102,3,2,2,12,0,0.117647059,0,0.005641291,1,2.796207202,0.3,0.289298758,0,0.161834218,0,0
Consignees,101,3,20,19,8,0,0.079207921,0,0.080795352,0.918548468,3.459458691,0.642824347,1.078162815,0,0.630847223,0,0
Consignees,101,2,14,13,47,0,0.465346535,0,0.144148373,0.218733572,2.045903621,0.540832691,0.673904038,0,0,0,0
Consignees,101,2,30,24,24,5,0.237623762,0.208333333,0.095200756,0.848596122,3.287262054,0.676420445,0.884131251,0,0,0,0
Consignees,101,6,15,15,18,7,0.178217822,0.388888889,0.050817178,0.973855748,3.170426328,0.365148372,0.564153747,0,0,0,0
Consignees,101,1,2,2,9,0,0.089108911,0,0.04574335,1,1.744935177,0.176470588,0.369500653,0,0,0,0
Consignees,101,4,2,12,27,9,0.267326733,0.333333333,0.003402384,0.323812995,3.390876297,0.530330086,0.462546876,0,0,0,0
Consignees,100,2,4,3,0,0,0,0,0.022551121,1,2.27644002,0.433012702,1.069252075,0,0.007284673,0,0
Consignees,100,2,2,2,0,0,0,0,0.002846126,1,1.515987759,0.471404521,0.707106781,0,0,0,0
Consignees,99,3,4,4,0,0,0,0,0.003019995,1,2.706584885,0.384900179,0.83221535,0,0,0,0
Consignees,99,2,5,5,0,0,0,0,0.017315359,1,2.099422676,0.547101204,0.111264051,0,1.762376951,0,0
Consignees,99,2,2,3,0,0,0,0,0.003238352,0.914780377,2.495879624,0.707106781,0.414264579,0,0,0,0
Consignees,98,1,3,2,2,0,0.020408163,0,0.000622781,1,1.137279798,0,0.528120786,0,0,0,0
Consignees,98,1,6,6,0,0,0,0,0.009008029,0.973447463,0.772032045,0.559016994,2.008221855,0,0,0,0
Consignees,97,4,9,8,0,0,0,0,0.034253025,0.761437904,3.339372512,0.446051497,0.686361063,0,0,0,0
Consignees,97,1,2,3,0,0,0,0,0.021111389,0.008210595,0,0.433012702,0.819636256,0,0,0,0
Consignees,96,4,13,12,28,0,0.291666667,0,0.005697554,0.451929905,1.959338381,0.971825316,0.707835303,0,1.734088054,0,0
Consignees,96,4,16,16,8,0,0.083333333,0,0.032908179,0.904206358,2.654736235,0.819044158,1.127825669,0,0.063359015,0,0
Consignees,95,1,8,8,22,0,0.231578947,0,0.026060851,1,1.46337822,0,0,0,0,1,0
Consignees,95,2,17,16,11,0,0.115789474,0,0.066130217,0.973669911,3.16852093,0.564076075,1.499165665,0,0,0,0
Consignees,94,9,20,19,8,0,0.085106383,0,0.049124094,0.573222171,3.269280738,0.784140315,1.013802438,0,0,0,0
Consignees,94,1,4,5,26,0,0.276595745,0,0.00305729,0.512202818,1.632333324,0.539559321,0.820074084,0,0,0,0
Consignees,94,2,1,1,1,0,0.010638298,0,0.085680925,1,2.523112312,0,0,0,1.143810822,0,0
Consignees,93,2,5,6,4,0,0.043010753,0,0.012760805,0.104141974,3.047750761,0.440958552,0.747292488,0,1.374997516,0,0
Consignees,92,1,4,4,10,0,0.108695652,0,0.003106118,0.966667952,1.310257075,0.502949878,0.826873196,0,0,0,0
Consignees,92,1,8,7,6,2,0.065217391,0.333333333,0.002059562,0.997501202,1.323449964,0.23570226,0.304590354,0,0,1,0
Consignees,91,1,18,18,53,4,0.582417582,0.075471698,0.01043824,0.697577013,0,0.238618473,0.45441919,0,0,1,0
Consignees,90,1,10,9,0,0,0,0,0.063042686,0.409069542,0.915355038,0,0,0,0,0,0
Consignees,90,3,7,6,33,22,0.366666667,0.666666667,0.045354115,1,2.639855818,0.723308097,1.299246831,0,0.845925746,1,1
Consignees,89,3,9,8,5,0,0.056179775,0,0.100667512,1,3.061366776,0,0,0,0,0,0
Consignees,89,2,1,2,16,0,0.179775281,0,0.01445082,0,1.99891182,0,0,0,1.012769049,0,0
Consignees,89,2,11,11,0,0,0,0,0.04942884,1,1.571083689,0.77742069,0.807635156,0,0,0,0
Consignees,89,1,1,1,0,0,0,0,0.011680371,1,2.479498058,0,0.632714976,0,0,0,0
Consignees,89,3,5,4,35,2,0.393258427,0.057142857,0.04512736,1,2.609354969,0.353553391,0.478188572,0,0,0,0
Consignees,89,3,2,2,12,0,0.134831461,0,0.001771738,1,1.796450534,0,0.479012893,0,0,0,0
Consignees,88,2,6,6,9,1,0.102272727,0.111111111,0.003720305,0.911320459,1.135110756,0.5,0.791834294,0,0,0,0
Consignees,88,2,4,4,8,3,0.090909091,0.375,0.074780146,0.932047137,2.504910026,0.425523159,0.701238574,0,0,0,0
Consignees,88,4,2,2,4,0,0.045454545,0,0.021256886,1,2.910114026,0.471404521,0.96423652,0,0,0,0
Consignees,88,2,3,3,0,0,0,0,0.063579048,0.081411125,2.276490809,0,0,0,1.710155882,0,0
Consignees,87,2,5,5,65,0,0.747126437,0,0.146290234,0.006549751,2.374805482,0.610557995,0.498809522,0,0,0,0
Consignees,87,2,10,11,8,0,0.091954023,0,0.099802563,0.890579661,1.619152649,0.519515345,1.164476172,0,0.947423865,1,0
Consignees,86,3,5,5,4,0,0.046511628,0,1.795806814,1,2.639853996,0.4,0.604651163,0,0.355962476,0,0
Consignees,86,1,13,12,4,0,0.046511628,0,0.057456618,0.678363536,0.583751106,0.825518916,0.826372587,0,0,0,0
Consignees,85,4,22,22,3,0,0.035294118,0,0.049186774,0,3.203490871,1.018177976,0,0,0,0,0
Consignees,85,8,4,4,0,0,0,0,0.009167269,1,3.166366803,0.467024887,0.772852533,0,0,0,0
Consignees,85,9,15,15,10,0,0.117647059,0,0.04343617,1,3.025641428,0.398519884,0.458471459,0,0,0,0
Consignees,85,8,7,6,22,0,0.258823529,0,0.041367585,0.84540584,3.327410957,0.471404521,0.748701298,0,0,0,0
Consignees,85,1,5,5,1,0,0.011764706,0,0.01762888,1,1.55829606,0.40824829,0.756242761,0,0,1,0
Consignees,85,1,3,4,9,1,0.105882353,0.111111111,0.010069183,0.659574777,0,0.222680886,0.447368314,0,0,0,0
Consignees,84,1,3,3,20,2,0.238095238,0.1,0.056215716,1,3.595155894,0,0,0,0,0,0
Consignees,84,2,3,3,23,0,0.273809524,0,0.033293385,1,2.128606664,0.24743583,0.515078754,0,0.643035973,0,0
Consignees,84,3,4,4,0,0,0,0,0.024524562,1,3.151592106,0.384900179,0.98591747,0,0,0,0
Consignees,84,1,2,2,11,0,0.130952381,0,0.044562511,1,0.354552009,0,0,0,0,0,0
Consignees,82,5,3,3,22,0,0.268292683,0,0.01154069,1,2.825292,0.349927106,0.988933411,0,0,0,0
Consignees,82,2,4,4,9,3,0.109756098,0.333333333,0.072584526,0.891846205,3.348460089,0,0,0,0,0,0
Consignees,82,1,4,3,14,0,0.170731707,0,0.017532793,0.658827059,1.417941409,0.391230398,0.164747025,0,0,0,0
Consignees,82,3,3,2,22,0,0.268292683,0,0.208636287,1,1.937115376,0.372677996,0.826663772,0,0,0,0
Consignees,82,1,7,7,11,2,0.134146341,0.181818182,0.029751311,1,0.947429078,0.80921712,0.640369713,0,0,0,0
Consignees,82,1,10,13,19,0,0.231707317,0,0.0074426,0.970076484,1.286910919,0.317921718,0.393611612,0,0,0,0
Consignees,81,4,6,7,17,0,0.209876543,0,0.028621034,0.405704594,3.551578364,0.806311194,0.855690047,0,0,0,0
Consignees,81,1,4,3,8,0,0.098765432,0,0.000617502,1,3.600087831,0.707106781,1.204700442,0,0,0,0
Consignees,81,1,4,4,48,0,0.592592593,0,0.013620421,0.631584933,1.26391254,0.559246995,0.338250578,0,0,0,0
Consignees,81,1,1,1,0,0,0,0,0.016991245,1,2.686274141,0,0,0,0.686673498,0,0
Consignees,80,2,7,5,36,6,0.45,0.166666667,2.442020831,0.907804909,2.28651404,0.384900179,0.729154762,0,0.427918239,1,1
Consignees,80,2,5,4,0,0,0,0,0.00425853,0.941662781,3.237121326,0.5,1.14809625,0,0,0,0
Consignees,80,3,2,2,16,0,0.2,0,0.077873867,0.828357331,2.941331314,0.346410162,1.000859006,0,0,0,0
Consignees,80,5,3,2,22,0,0.275,0,0.042853608,0.959525136,3.347548473,0.4,1.402378931,0,0,0,0
Consignees,80,4,6,5,10,0,0.125,0,0.0826624,0.89909229,3.000412575,0.857142857,1.01077528,0,1.895895852,0,0
Consignees,80,5,1,1,4,0,0.05,0,0.391053745,1,2.94863808,0,0.884501979,0,1.676963214,0,0
Consignees,80,2,5,5,33,3,0.4125,0.090909091,0.010098877,0.945208336,1.531860973,0.282842712,0.74246212,0,0.368974677,1,0
Consignees,79,1,9,9,0,0,0,0,0.01788483,1,1.509903535,0.833195581,1.373578127,0,0,0,0
Consignees,79,2,4,4,2,0,0.025316456,0,0.032774358,0.877108177,2.3207499,0,0,0,0,0,0
Consignees,79,1,12,11,0,0,0,0,0.08503009,0.90526229,0.700533079,0.808122036,1.056184812,0,0,0,0
Consignees,79,1,4,5,18,0,0.227848101,0,0.001373284,0.764600579,1.472534363,0.491273326,0.701761466,0,0.271552451,0,0
Consignees,78,3,7,8,45,2,0.576923077,0.044444444,8.903603004,0.001584758,2.075293174,0.380300012,0.595498675,0,1.756332058,1,0
Consignees,78,3,8,10,18,4,0.230769231,0.222222222,0.02552837,0.237804813,3.274874077,0.470814896,0.503494255,0,0,0,0
Consignees,78,1,1,1,0,0,0,0,NaN,NaN,1.029279972,0,0,NaN,0,0,0
Consignees,77,2,3,3,7,0,0.090909091,0,0.023676743,1,2.221476106,0.5,0.629836657,0,0,0,0
Consignees,77,1,7,8,32,0,0.415584416,0,0.029108041,0.943547891,1.387465752,1.060660172,1.340747923,0,0.848228326,0,0
Consignees,77,1,4,2,23,0,0.298701299,0,0.03170478,0.934902897,2.102881958,0.314269681,0.633041954,0,0,1,0
Consignees,77,5,4,4,2,0,0.025974026,0,0.015378565,1,2.939044375,0.866025404,0.841353992,0,0,0,0
Consignees,76,1,4,4,0,0,0,0,0.013285352,1,0.584177149,0.848528137,0.930403659,0,0,0,0
Consignees,76,1,2,2,0,0,0,0,0.029661566,0.482791527,3.59346228,0,0,0,0,0,0
Consignees,76,2,6,6,9,0,0.118421053,0,0.016065367,1,3.277999704,0.78062475,1.117414408,0,0,0,0
Consignees,76,1,4,3,2,0,0.026315789,0,0.009339688,0.967006342,0.709968839,0.282842712,0,0,0,0,0
Consignees,76,1,13,14,0,0,0,0,0.061781537,0.870616339,2.358138413,0.709863543,0.405126429,0,0,0,0
Consignees,75,3,9,9,3,0,0.04,0,0.013310356,1,2.551373804,0.372677996,0.577350269,0,0,0,0
Consignees,75,1,1,1,0,0,0,0,0.022022837,1,2.69804387,0,0.320555074,0,0,0,0
Consignees,75,2,2,2,14,2,0.186666667,0.142857143,3.78E-05,0.801279322,2.249671892,0.318491797,0.445078912,1,0.104084566,1,1
Consignees,75,7,6,6,0,0,0,0,0.015707275,1,2.671829954,0.494871659,1.247717917,0,0,0,0
Consignees,75,1,4,3,30,2,0.4,0.066666667,0.009245213,0.283586988,1.170195784,0.376399396,0.351179419,0,0,1,1
Consignees,75,2,10,8,12,0,0.16,0,0.006683666,0.740536727,1.472194326,0.36078427,0.516139516,0,0,0,0
Consignees,75,1,2,2,7,0,0.093333333,0,0.011128711,1,1.428324104,0.4,0.602414893,0,0.817250041,0,0
Consignees,75,1,3,3,22,0,0.293333333,0,0.00229149,0.566179376,0.905292652,0.379516695,0.793267971,0,1.218069421,0,0
Consignees,74,2,6,10,6,0,0.081081081,0,0.002535035,0.002207128,1.553573952,0.423623544,0.565449255,0,0,0,0
Consignees,74,1,10,8,2,0,0.027027027,0,0.051138517,0.637868202,1.618754566,0,0,0,0.318915098,0,0
Consignees,74,1,6,5,16,0,0.216216216,0,0.004625973,0.067587913,0.837577089,0.370295981,0.616496202,0,0,0,0
Consignees,74,1,2,3,5,0,0.067567568,0,0.014565527,0.961450784,1.250160618,0.587944736,0.559248339,0,0.901666636,0,0
Consignees,74,2,7,7,40,14,0.540540541,0.35,0.000932553,0.84750147,1.322853634,0.371153744,0.903563071,0,0,0,0
Consignees,74,1,1,1,0,0,0,0,0.032362571,1,1.47257526,0,0,0,0,0,0
Consignees,73,1,10,10,18,0,0.246575342,0,0.019437088,1,1.48599013,0.2,0.493721131,0,0,0,0
Consignees,73,2,1,1,6,0,0.082191781,0,0.012085207,1,3.406512108,0,0.578224076,0,0,0,0
Consignees,73,4,3,3,4,0,0.054794521,0,1.401020806,1,3.58755678,0.565685425,0.782485268,0,0,0,0
Consignees,73,1,16,10,13,0,0.178082192,0,0.000787744,0.630947165,1.000943943,0.74564709,1.113949378,0,0,1,1
Consignees,73,2,16,15,11,0,0.150684932,0,0.01156966,0.486982134,2.244282394,0.948500912,1.125068196,0,0,0,0
Consignees,72,1,6,5,10,0,0.138888889,0,0.25060813,0.991520584,0.784699913,0.612372436,0.995020395,0,1.716241144,0,0
Consignees,72,3,9,9,6,0,0.083333333,0,0.00652271,0.949593714,2.301953491,0.608580619,0.521157307,0,0,1,1
Consignees,72,1,5,5,0,0,0,0,0.012848274,1,3.029610302,0.5,0.740682868,0,0.534730702,1,1
Consignees,72,1,2,2,8,0,0.111111111,0,0.010146238,0.19955408,0.783825222,0.4,0.568370713,0,1.725625678,0,0
Consignees,71,3,6,6,18,0,0.253521127,0,13.06932148,0.999849481,2.773076279,0.99380799,1.09257108,0,0.578634756,0,0
Consignees,71,1,1,1,0,0,0,0,0.013048872,1,2.479498058,0,1.028361934,0,0,0,0
Consignees,71,4,4,4,55,1,0.774647887,0.018181818,0.027727102,1,3.482001126,0.848528137,0.617473527,0,0,0,0
Consignees,71,4,4,4,57,0,0.802816901,0,0.00122803,1,2.397170874,0.282842712,1.13535455,0,0,0,0
Consignees,71,3,7,7,8,0,0.112676056,0,0.054352577,1,2.429780909,0.666666667,0.952658398,0,0,0,0
Consignees,70,2,2,2,39,3,0.557142857,0.076923077,0.001695349,0.979190334,0.922979292,0.330718914,0.716472842,0,0,0,0
Consignees,70,1,14,14,10,2,0.142857143,0.2,0.028889883,0.521639374,0.919936299,0.728017331,1.048808848,0,0,0,0
Consignees,70,2,21,21,12,0,0.171428571,0,0.065775589,0.597272995,1.230900331,0.981427532,1.209683154,0,1.35777977,1,0
Consignees,69,2,2,2,45,33,0.652173913,0.733333333,0.032981659,1,2.145453814,0.471404521,0.922313193,0,0,0,0
Consignees,68,1,12,10,18,2,0.264705882,0.111111111,0.013366048,0.958837366,0.526262217,0.419262746,0.369114718,0,0,0,0
Consignees,68,1,1,1,40,0,0.588235294,0,0.02026153,1,0.97788922,0,0,0,1.248945941,0,0
Consignees,68,2,5,5,33,9,0.485294118,0.272727273,0.015229426,1,2.524371048,0.391230398,0.549260276,0,0,1,0
Consignees,67,1,3,3,15,0,0.223880597,0,0.002578073,0.841065026,1.467209051,0.36078427,0.301200538,0,0,0,0
Consignees,67,5,7,7,12,0,0.179104478,0,0.438552813,0.998620263,3.179678464,0.577350269,0.587738883,0,0.625913737,0,0
Consignees,66,1,4,3,0,0,0,0,0.00245362,0.475801574,3.242198864,0,0.960371829,0,0.73030467,0,0
Consignees,66,2,4,4,0,0,0,0,3.747746399,1,2.096793438,0.692820323,1.496552512,0,0,0,0
Consignees,66,1,4,4,0,0,0,0,10.33814845,1,0.30042178,0.692820323,0.756514408,0,0,0,0
Consignees,66,1,1,1,52,8,0.787878788,0.153846154,0.030152517,1,1.04628466,0,0,0,0,0,0
Consignees,66,3,7,7,2,0,0.03030303,0,8.251071337,0.999932475,2.935700132,0.425523159,0.724743075,0,1.543085045,0,0
Consignees,66,3,5,4,2,0,0.03030303,0,0.083018443,0.121325272,3.579683538,0,0,0,0,0,0
Consignees,66,1,4,4,0,0,0,0,0.020178816,0.045736587,3.447239471,0.346410162,1.308743641,0,0,0,0
Consignees,65,1,3,2,0,0,0,0,0.004141831,0.134969331,3.340732415,0.433012702,0.692820323,0,0,0,0
Consignees,65,1,2,2,16,0,0.246153846,0,0.023703125,0.772407371,1.303264755,0.3,0.539723795,0,0.876720701,0,0
Consignees,65,1,2,2,17,4,0.261538462,0.235294118,28.00041754,0.99999498,2.560302656,0,0,0,0,0,0
Consignees,65,1,6,6,28,0,0.430769231,0,0.013264366,1,3.072200893,0.24743583,0.630018315,0,0,0,0
Consignees,64,1,1,2,2,0,0.03125,0,0.00108116,0.989179922,0.537912857,0.3,0.293671033,0,0,0,0
Consignees,64,2,3,3,0,0,0,0,0.003564549,1,3.241212129,0.471404521,1.370019389,0,1.135566023,1,1
Consignees,64,3,4,7,40,0,0.625,0,0.004564525,0.012413077,1.82823695,0.56699337,0.898448822,0,0,0,0
Consignees,63,1,7,6,45,26,0.714285714,0.577777778,0.000800679,0.542863675,1.339736499,0.5,0.678900103,0,0,1,1
Consignees,63,1,5,5,8,0,0.126984127,0,0.008132181,1,0.319744241,0.565685425,0.680241874,0,0,0,0
Consignees,63,1,4,3,0,0,0,0,0.024806121,0.933395733,0.34401647,0.433012702,0.952380952,0,0.212059338,0,0
Consignees,62,3,1,1,5,0,0.080645161,0,0.014808953,1,2.175199732,0,0.686574086,0,0,1,0
Consignees,62,2,2,3,7,0,0.112903226,0,0.056732264,0.99609718,3.356554053,0.371573763,0.802139007,0,0,0,0
Consignees,62,4,7,7,20,0,0.322580645,0,0.01561687,1,2.71343125,0.559016994,0.960321009,0,0.053865271,0,0
Consignees,62,6,3,3,0,0,0,0,0.011710346,1,3.014138356,0,0,0,0,0,0
Consignees,62,1,3,2,2,0,0.032258065,0,0.018035635,0.78488665,2.099915191,0.379516695,0.569867112,0,0,0,0
Consignees,62,1,4,5,8,0,0.129032258,0,30.55982413,1,0.46195663,0.248451997,0.995241017,0,0.103854588,0,0
Consignees,61,1,8,6,0,0,0,0,0.037212189,0.911034386,1.900920632,0.666666667,1.163665019,0,1.540272017,0,0
Consignees,61,1,5,4,20,0,0.327868852,0,0.007070242,0.294289926,1.563823692,0.264520029,0.780418392,0,0.772830377,0,0
Consignees,61,2,2,2,0,0,0,0,0.011170024,1,1.343261317,0.471404521,0.672331038,0,0,0,0
Consignees,61,4,4,7,40,2,0.655737705,0.05,0.005567991,0.469284539,2.081726584,0.724355823,1.161218258,0,0,1,1
Consignees,61,1,6,4,25,0,0.409836066,0,0.003520119,0.755909638,0.709968839,0.282842712,0.115919144,0,0,0,0
Consignees,61,2,9,9,3,0,0.049180328,0,0.019186778,0.791565433,2.27457284,0.754983444,1.245470158,0,0,0,0
Consignees,60,3,1,1,1,0,0.016666667,0,0.137899186,1,2.480073429,0,0.047140452,0,0,0,0
Consignees,60,1,7,9,15,0,0.25,0,0.011106005,0.634463866,1.322425303,0.600528867,0.901497872,0,0,0,0
Consignees,60,3,6,5,43,2,0.716666667,0.046511628,0.062887199,0.807345829,3.181651067,0.848528137,0.89566859,0,0,1,0
Consignees,60,4,2,2,16,0,0.266666667,0,0.00727657,1,3.409703891,0.471404521,0.424264069,0,1.587782534,0,0
Consignees,60,2,2,2,34,5,0.566666667,0.147058824,0.000543121,0.983010536,1.377472949,0.349927106,0.850881895,0,0,0,0
Consignees,60,2,3,4,12,0,0.2,0,0.71494469,0.820718396,1.456040692,0.707106781,0.377123617,0,0,0,0
Consignees,59,2,11,11,0,0,0,0,0.017683032,0.386447403,3.179210458,0.425523159,0.831027164,0,1.331986739,0,0
Consignees,59,4,10,8,18,0,0.305084746,0,0.012336819,0.789920812,2.595935038,0.294592956,0.486925682,0,0,0,0
Consignees,59,1,2,2,20,0,0.338983051,0,0.000840581,0.906951664,1.397453395,0,0.566213325,0,0,0,0
