Consignees,Number of shipments,Number of US ports,Number of shippers,Number of manufacturers,Number of sampled,Number of refused,Fraction of sampled,Fraction of refused out of sampled,Normalized weight,Fraction of weight of shipment where manufacturer is also shipper,log distance consignee US port,coef var number of manufacturers per year,coef var number of shipments per year,total weight below 10%,Product diversity,Inspected,Inspection outcome
Consignees,4,1,1,1,0,0,0,0,0.000651026,1,1.212093721,0,0,0,0,0,0
Consignees,4,1,3,4,0,0,0,0,0.081608027,0,3.28941201,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.042187659,1,0.090635009,0,0.433012702,0,0,0,0
Consignees,4,2,2,2,3,0,0.75,0,0.055104777,1,2.281850471,0,0,0,0,0,0
Consignees,4,2,1,1,0,0,0,0,0.021482658,1,2.997438194,0,0.707106781,0,0,0,0
Consignees,4,2,1,1,0,0,0,0,0.073600963,1,1.955544241,0,0,0,0,0,0
Consignees,4,1,3,3,0,0,0,0,0.002762661,1,1.599486094,0,0,0,0,0,0
Consignees,4,1,1,1,4,0,1,0,0.006995838,1,1.512300392,0,0,0,0,0,0
Consignees,4,1,2,2,3,0,0.75,0,167.1453876,1,1.506392512,0,0,0,0.118123737,0,0
Consignees,4,1,2,1,0,0,0,0,0.057255441,1,2.450864606,0,0.707106781,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.000389022,1,2.839600598,0,0,0,0,0,0
Consignees,4,1,2,2,3,0,0.75,0,0.000352706,1,1.657847538,0,0,1,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.027187017,1,2.588555004,0,0,0,0,0,0
Consignees,4,1,1,1,4,0,1,0,0.000492978,1,1.390866925,0,0,0,0.162785115,0,0
Consignees,4,2,1,1,3,0,0.75,0,NaN,NaN,1.193420959,0,0,NaN,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.096969121,1,1.618754566,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.024672467,0,2.280511869,0,0,0,0.524396884,0,0
Consignees,4,2,2,1,0,0,0,0,0.000176214,0.257116621,3.29594007,0,0.433012702,1,0,0,0
Consignees,4,2,3,3,0,0,0,0,0.009355902,1,3.295954128,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.009862391,1,1.306045435,0,0,0,0,0,0
Consignees,4,2,1,1,3,0,0.75,0,0.030759314,1,2.892845865,0,0.433012702,0,0,0,0
Consignees,4,1,2,2,2,0,0.5,0,0.001880271,1,1.184364386,0,0,0,0,0,0
Consignees,4,2,2,2,0,0,0,0,0.056224757,0.493670873,2.887315797,0,0,0,0,0,0
Consignees,4,2,1,1,3,0,0.75,0,0.008207239,1,1.259455893,0,0,0,0,1,0
Consignees,4,1,1,1,4,0,1,0,0.000154373,1,1.7060107,0,0,1,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.015815183,1,2.830602756,0,0,0,0,0,0
Consignees,4,1,3,2,0,0,0,0,1.228064211,0.001204743,1.252681349,0,0,0,0,0,0
Consignees,4,1,1,2,0,0,0,0,0.086675154,0.759361455,1.421096643,0,0.707106781,0,0,0,0
Consignees,4,1,2,2,0,0,0,0,0.000607209,0,1.279410852,0,0,1,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.015815184,1,2.570169781,0,0,0,0,0,0
Consignees,4,1,1,1,2,0,0.5,0,0.010064407,1,1.628257561,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.000920505,0,1.810043476,0,0,1,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.001601987,0,1.495151144,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.031630368,1,1.079333552,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.156496039,1,3.27689672,0,0,0,0,0,0
Consignees,4,1,3,3,1,0,0.25,0,0.004971984,7.54E-05,1.931646063,0,0,0,0,1,0
Consignees,4,1,1,1,0,0,0,0,0.015780039,1,2.701901459,0,0,0,0.175801597,0,0
Consignees,4,1,1,1,0,0,0,0,0.005611628,1,3.127135534,0,0,0,0,0,0
Consignees,4,1,1,1,4,4,1,1,0.004524819,1,2.314215458,0,0,0,0,0,0
Consignees,4,1,1,1,4,4,1,1,0.002720295,1,1.165473032,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.008131305,1,2.569913274,0,0,0,0.259102474,0,0
Consignees,4,1,2,2,0,0,0,0,0.003905366,0.972095022,0.316771377,0,0.707106781,0,0,0,0
Consignees,4,3,3,3,2,0,0.5,0,0.001346265,0.578947368,3.31780026,0.471404521,0,0,0,1,1
Consignees,4,1,1,1,0,0,0,0,0.010707701,1,1.39085328,0,0,0,0,0,0
Consignees,4,1,1,1,2,0,0.5,0,0.001134633,1,1.301970875,0,0.707106781,1,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.022614057,1,2.44433684,0,0,0,0,0,0
Consignees,4,1,2,1,0,0,0,0,0.000947493,0.248840804,1.258982301,0,0,1,0,0,0
Consignees,4,1,3,3,0,0,0,0,0.000183055,1,1.604310134,0,0,1,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.003263377,1,0.841209714,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.00222116,1,2.197379282,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.014233664,0,0.726038846,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.001951869,1,1.455230881,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.016098839,1,1.372989763,0,0,0,0,0,0
Consignees,4,1,1,1,4,0,1,0,0.0065282,1,1.353673935,0,0,0,0,0,0
Consignees,4,1,2,2,0,0,0,0,0.031913363,0,3.300109531,0.471404521,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.006732721,1,0.730535094,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.005175372,1,1.867616039,0,0,0,0,0,0
Consignees,4,1,1,1,3,0,0.75,0,0.001279137,1,2.351561706,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.000159092,1,1.24356576,0,0.433012702,1,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.008592599,1,2.673425724,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.010044616,1,0.813660555,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,2.238783902,1,1.963217816,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.019025337,1,0.781176106,0,0,0,0,0,0
Consignees,4,1,1,1,4,4,1,1,0.035071241,0,3.504489417,0,0,0,0,0,0
Consignees,4,1,2,2,0,0,0,0,0.339060004,1,3.578443631,0,0,0,0,0,0
Consignees,4,1,2,3,0,0,0,0,0.063144594,0.304999127,3.439642747,0,0,0,0,0,0
Consignees,4,2,2,2,0,0,0,0,0.046768712,1,1.449631543,0,0,0,0,1,1
Consignees,4,1,3,3,0,0,0,0,0.001685949,1,1.172190832,0,0,0,0,0,0
Consignees,4,1,1,1,4,0,1,0,6.42E-05,0,2.060780471,0,0,1,0.246931958,0,0
Consignees,4,1,1,1,4,0,1,0,0.060583987,1,1.430106452,0,0,0,0,1,0
Consignees,4,1,1,1,0,0,0,0,0.008324782,1,3.489557201,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.020357524,1,1.192536095,0,0,0,0,0,0
Consignees,4,1,2,2,0,0,0,0,0.000568704,1,1.229927813,0,0,1,0,0,0
Consignees,4,1,2,2,0,0,0,0,0.000321979,0,3.277580686,0,0.707106781,1,0.593118496,0,0
Consignees,4,1,1,1,2,0,0.5,0,0.178985401,0,0.837413073,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.000389022,1,3.49325271,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.002635603,0,2.199926698,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.107064271,1,1.273927582,0,0,0,0,0,0
Consignees,4,1,1,1,2,0,0.5,0,0.083823123,0,1.41402231,0,0,0,0,0,0
Consignees,4,1,1,1,4,0,1,0,0.014636349,1,1.654618329,0,0,0,0,0,0
Consignees,4,2,2,2,0,0,0,0,0.037646232,0.077810949,1.251897943,0,0.433012702,0,0,0,0
Consignees,4,1,1,1,1,0,0.25,0,0.007759181,1,1.684047061,0,0.433012702,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.031630367,1,1.328895209,0,0,0,0.253633835,0,0
Consignees,4,1,1,1,3,3,0.75,1,0.010752539,0,1.292500565,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.003988012,1,1.576313416,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.000350123,1,1.258861602,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.028468232,1,1.509903535,0,0,0,0,0,0
Consignees,4,2,1,1,0,0,0,0,0.082511355,1,0,0,0.707106781,0,0,0,0
Consignees,4,2,2,2,2,0,0.5,0,0.040510009,1,0,0,0,0,0,0,0
Consignees,4,1,1,1,2,0,0.5,0,0.056759786,0,1.77588923,0,0,0,0,0,0
Consignees,4,1,1,1,4,4,1,1,0.000627617,1,1.355161603,0,0,1,0,1,0
Consignees,4,1,2,1,2,0,0.5,0,0.416017097,0.999001281,1.36876839,0,0,0,0,0,0
Consignees,4,1,2,2,0,0,0,0,313.9254514,1,1.506357896,0,0.707106781,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.003484013,1,1.432616239,0,0.433012702,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.026886663,1,2.580873445,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.01368892,1,3.473760537,0,0,0,0,0,0
Consignees,4,1,2,2,2,0,0.5,0,0.143552607,1,1.558693985,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,7.041531942,1,2.550426936,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.063240964,1,0,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.000363303,1,3.352563276,0,0,0,0,0,0
Consignees,4,1,1,2,0,0,0,0,0.051805978,1,1.565310274,0,0,0,0.566821737,0,0
Consignees,4,1,1,1,4,0,1,0,NaN,NaN,3.525838877,0,0,NaN,0,0,0
Consignees,4,1,2,2,3,0,0.75,0,0.08012842,1,1.303557757,0,0,0,0,1,1
Consignees,4,1,4,4,0,0,0,0,0.004005217,1,1.468879145,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.05361593,1,1.334561649,0,0,0,0,0,0
Consignees,4,1,1,1,2,0,0.5,0,0.034736725,1,0.980327832,0,0,0,0.536863133,0,0
Consignees,4,1,1,1,0,0,0,0,0.015414392,1,2.486057136,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.000239283,1,1.667656399,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.006830296,0,3.342239759,0,0,0,0,0,0
Consignees,4,2,1,1,0,0,0,0,0.014864712,1,3.600007757,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.038179357,1,1.422802218,0,0,0,0,0,0
Consignees,4,1,2,2,0,0,0,0,0.009709671,1,-0.928760038,0,0.707106781,0,0,0,0
Consignees,4,1,2,2,0,0,0,0,57.33644737,1,1.498955996,0,0.433012702,0,0,0,0
Consignees,4,1,3,3,2,0,0.5,0,0.01844142,1,0.981337232,0.471404521,0.707106781,0,0,0,0
Consignees,4,1,1,2,3,1,0.75,0.333333333,0.06642587,0.571428568,1.105810278,0,0,0,0.572731468,1,1
Consignees,4,2,1,1,0,0,0,0,0.113870654,0,2.127571302,0,0,0,0,0,0
Consignees,4,1,2,2,0,0,0,0,0.11197504,0,0.796373963,0,0,0,0,0,0
Consignees,4,2,3,3,1,0,0.25,0,0.000458455,1,2.652065316,0,0,1,0,0,0
Consignees,4,1,1,2,3,0,0.75,0,0.001826533,0,2.389267867,0,0,0,0,0,0
Consignees,4,2,2,2,0,0,0,0,0.001355957,1,3.185636055,0,0,0,0,0,0
Consignees,4,1,4,4,0,0,0,0,0.001422739,1,1.614374625,0,0,0,0,0,0
Consignees,4,1,1,1,0,0,0,0,0.007750483,1,1.328836552,0,0,0,0,0,0
Consignees,4,1,2,2,0,0,0,0,0.002061437,0,0.825405558,0.471404521,0,1,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.009757566,1,1.321993094,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.006494613,1,1.395897436,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.000504287,1,0.626520645,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.003244315,1,1.340855773,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.003698878,1,2.541160444,0,0,0,0,0,0
Consignees,3,1,1,1,3,3,1,1,0.005787156,1,2.499102684,0,0,0,0,0,0
Consignees,3,1,2,2,0,0,0,0,0.000703874,1,1.582798137,0,0.471404521,1,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.007665091,1,2.744905694,0,0,0,0,0,0
Consignees,3,1,1,1,3,0,1,0,0.017154817,1,3.54873466,0,0,0,0.391706113,0,0
Consignees,3,1,2,2,0,0,0,0,0.00549477,1,1.458527223,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.057989005,1,1.610172742,0,0,0,0,0,0
Consignees,3,2,3,3,0,0,0,0,0.059472188,0.309427559,3.168118147,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.027722509,1,3.548753058,0,0.471404521,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.009202249,1,2.349159589,0,0,0,0,0,0
Consignees,3,1,1,1,2,0,0.666666667,0,0.005432867,1,1.023907917,0,0.471404521,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.002876041,0,1.320951754,0,0,0,0.012228919,0,0
Consignees,3,1,1,1,3,0,1,0,0.012152606,1,3.537366639,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.004176152,1,1.823257978,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.092804933,1,3.188092606,0,0,0,0,0,0
Consignees,3,1,1,1,3,2,1,0.666666667,0.000462049,1,2.502891379,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.004383524,1,0.762653211,0,0,0,0.441853449,0,0
Consignees,3,1,1,1,2,0,0.666666667,0,0.053300554,1,1.25142481,0,0,0,0,0,0
Consignees,3,1,2,2,2,0,0.666666667,0,0.00703596,1,1.381508033,0,0.471404521,0,0.056373815,1,1
Consignees,3,1,2,2,0,0,0,0,2.08E-05,1,3.086840032,0,0,1,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.001426413,0,0.669827174,0,0,0,0.348854542,0,0
Consignees,3,1,2,2,0,0,0,0,0.024760819,1,1.631165948,0,0.471404521,0,0,0,0
Consignees,3,1,2,1,2,0,0.666666667,0,3.41E-05,0.090909091,1.098350402,0,0,1,0,0,0
Consignees,3,2,1,1,0,0,0,0,0.004834174,1,2.935139502,0,0.471404521,0,0,0,0
Consignees,3,1,2,2,1,0,0.333333333,0,0.016765852,1,3.621290602,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.08617456,1,1.789076599,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.056067075,1,2.739848892,0,0,0,0,0,0
Consignees,3,1,1,1,2,0,0.666666667,0,0.015449479,1,0,0,0,0,0,1,0
Consignees,3,1,1,1,3,0,1,0,NaN,NaN,0,0,NaN,NaN,0,1,0
Consignees,3,1,1,1,0,0,0,0,0.03795764,1,1.317117987,0,0,0,0,0,0
Consignees,3,1,1,1,3,0,1,0,0.005241843,1,1.237545054,0,0,0,0,1,0
Consignees,3,1,1,1,3,0,1,0,0.000941426,1,1.337068479,0,0,1,0,1,0
Consignees,3,1,1,1,0,0,0,0,0.006326736,1,0.816992249,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.007838664,1,1.95511327,0,0.471404521,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,9.53E-07,1,0.790168968,0,0,1,0,0,0
Consignees,3,1,2,2,0,0,0,0,0.0378304,0.468399281,3.447290289,0,0.471404521,0,0,0,0
Consignees,3,1,1,1,2,0,0.666666667,0,0.000683405,1,1.57790286,0,0,1,0,0,0
Consignees,3,1,1,1,0,0,0,0,NaN,NaN,0.739684125,0,0,NaN,0,0,0
Consignees,3,1,1,1,3,0,1,0,0.001307113,1,3.579489117,0,0,0,0,1,0
Consignees,3,1,1,1,0,0,0,0,0.000793206,1,1.223118867,0,0,0,0,0,0
Consignees,3,2,1,1,0,0,0,0,0.001712335,1,3.121125162,0,0,0,0,0,0
Consignees,3,2,2,2,0,0,0,0,0.070378138,1,2.870197784,0,0.471404521,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.007155548,1,0.550985095,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.037978728,1,1.403680542,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.011320339,1,3.289178809,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.036692353,1,3.594007495,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.043750163,1,1.322708027,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.004076257,1,1.206223587,0,0,0,0,0,0
Consignees,3,1,2,2,0,0,0,0,0.057989005,1,3.535786184,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.023429902,1,1.240377173,0,0,0,0,0,0
Consignees,3,1,1,1,2,0,0.666666667,0,NaN,NaN,0,0,NaN,NaN,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.049341429,1,1.457715985,0,0,0,0,0,0
Consignees,3,1,1,1,2,0,0.666666667,0,0.000193884,0,1.58409276,0,0,1,0,0,0
Consignees,3,1,2,2,0,0,0,0,0.000329125,1,0.898705465,0,0,1,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.000453866,1,1.228255888,0,0,0,0,0,0
Consignees,3,1,2,2,0,0,0,0,0.001716188,0.545454545,1.07775148,0,0.471404521,1,0,0,0
Consignees,3,1,3,3,0,0,0,0,0.049429075,1,1.457866256,0.471404521,0.471404521,0,0,0,0
Consignees,3,1,1,1,2,0,0.666666667,0,0.003621172,1,0.195153815,0,0,0,0,0,0
Consignees,3,1,2,2,1,0,0.333333333,0,3.06E-05,1,0.435187457,0,0.471404521,1,0,1,0
Consignees,3,1,2,2,0,0,0,0,0.032593062,1,2.553884208,0,0.471404521,0,0,0,0
Consignees,3,1,2,2,2,0,0.666666667,0,0.028742531,0.077490753,1.006243782,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.037773249,0,1.635013978,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.037956885,1,1.127497393,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.000407974,0,3.617506867,0,0.471404521,1,0,0,0
Consignees,3,1,1,1,0,0,0,0,1.43E-06,1,2.143887062,0,0,1,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.000933338,1,2.00736661,0,0.471404521,1,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.001952586,1,3.055390961,0,0,1,0,0,0
Consignees,3,1,1,1,0,0,0,0,5.78E-06,1,1.891337666,0,0,1,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.025758416,1,3.092966522,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,1.01E-05,1,2.994642393,0,0.471404521,1,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.000518696,1,0.898942761,0,0,0,0,0,0
Consignees,3,1,2,2,0,0,0,0,0.028295121,1,3.173074456,0,0,0,0.11090341,0,0
Consignees,3,1,1,1,0,0,0,0,NaN,NaN,0.892430923,0,0,NaN,0,0,0
Consignees,3,1,1,1,2,0,0.666666667,0,4.92E-05,1,2.378559868,0,0,1,0,0,0
Consignees,3,1,2,2,0,0,0,0,0.004279947,0.4,1.303610833,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.000540308,1,3.348107874,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.000426714,1,0,0,0,0,0,0,0
Consignees,3,1,2,2,0,0,0,0,0.010921919,1,1.52026488,0,0.471404521,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.000845862,1,0.748455911,0,0,1,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.015440748,1,3.152315621,0,0,0,0,0,0
Consignees,3,1,1,1,2,0,0.666666667,0,0.028591479,1,1.916047218,0,0,0,0,0,0
Consignees,3,1,2,1,0,0,0,0,7.06E-05,0,1.551307734,0,0.471404521,1,0,0,0
Consignees,3,1,2,2,0,0,0,0,0.000827388,0,1.240298086,0,0,1,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.02068852,1,0,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.004309775,1,0.83073407,0,0.471404521,0,0,0,0
Consignees,3,1,2,2,0,0,0,0,0.056145384,1,2.276957631,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.009367264,1,0.825711257,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,1.056322456,1,1.143103925,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.046401686,1,0.947429078,0,0,0,0.127469267,0,0
Consignees,3,1,1,1,0,0,0,0,0.111342413,0,1.468054072,0,0,0,0,0,0
Consignees,3,1,2,2,0,0,0,0,0.012565676,1,1.41464274,0,0.471404521,0,0,0,0
Consignees,3,1,1,2,1,0,0.333333333,0,0.002773836,0,3.602216822,0,0.471404521,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.009664901,1,1.453547046,0,0,0,0,0,0
Consignees,3,1,2,2,1,0,0.333333333,0,0.037968184,0.000277705,1.458473007,0,0,0,0,0,0
Consignees,3,2,1,2,2,0,0.666666667,0,0.017623957,1,2.752589141,0,0.471404521,0,0,1,0
Consignees,3,1,1,1,2,0,0.666666667,0,0.01549937,1,1.684047061,0,0,0,0,1,0
Consignees,3,2,1,1,2,2,0.666666667,1,0.021664537,0,2.45395815,0,0,0,0,1,0
Consignees,3,1,2,2,0,0,0,0,0.013201004,1,1.46337822,0,0.471404521,0,0.140918705,0,0
Consignees,3,1,1,1,3,3,1,1,0.002279789,1,0.750622157,0,0,1,0,0,0
Consignees,3,1,2,2,0,0,0,0,0.112327771,1,0.533204149,0.471404521,0.471404521,0,0,0,0
Consignees,3,1,3,3,0,0,0,0,0.035003247,1,0.533204149,0.471404521,0.471404521,0,0,0,0
Consignees,3,1,1,2,0,0,0,0,7.47E-05,0,2.245702993,0,0.471404521,1,0,0,0
Consignees,3,1,1,2,3,0,1,0,0.157375064,0.333333333,3.002367564,0,0.471404521,0,0,0,0
Consignees,3,2,1,1,0,0,0,0,0.066226417,1,1.92864737,0,0.471404521,0,0.329792948,0,0
Consignees,3,1,1,1,0,0,0,0,0.008536073,1,2.285555951,0,0,0,0,0,0
Consignees,3,2,1,1,0,0,0,0,0.071798559,1,1.182519857,0,0.471404521,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.036903883,1,0,0,0,0,0,0,0
Consignees,3,1,2,1,0,0,0,0,0.005061256,1,1.89417477,0,0,0,0,0,0
Consignees,3,1,2,1,0,0,0,0,0.00074295,1,0.730408133,0,0,1,0,0,0
Consignees,3,1,1,1,3,3,1,1,0.00201443,0,2.419525717,0,0,1,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.000387642,1,1.222267374,0,0.471404521,0,0,0,0
Consignees,3,1,1,1,2,0,0.666666667,0,0.053961586,1,1.379953316,0,0.471404521,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.004519097,1,3.354132748,0,0,0,0,0,0
Consignees,3,1,2,2,0,0,0,0,0.011519933,1,3.350431087,0,0,0,0.263609228,0,0
Consignees,3,1,3,3,1,1,0.333333333,1,0.06271125,1,1.325013421,0.471404521,0.471404521,0,0,1,0
Consignees,3,1,1,1,3,0,1,0,0.035026127,1,2.697859054,0,0,0,0,1,0
Consignees,3,1,1,1,0,0,0,0,5.144127191,1,3.189110905,0,0,0,0.213584911,0,0
Consignees,3,1,1,1,3,1,1,0.333333333,0.012427518,1,3.441872307,0,0,0,0,0,0
Consignees,3,1,1,1,3,0,1,0,0.092728736,1,2.948655689,0,0,0,0,0,0
Consignees,3,2,2,2,2,0,0.666666667,0,0.000698079,0,2.558999988,0,0.471404521,1,0,0,0
Consignees,3,1,1,2,3,3,1,1,0.117452815,0.333903134,0.729768412,0,0.471404521,0,0,0,0
Consignees,3,1,1,1,2,0,0.666666667,0,0.014913181,1,1.601969069,0,0,0,0,0,0
Consignees,3,1,1,2,0,0,0,0,0.024034229,0.333333333,3.539691283,0.471404521,0.471404521,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.003916551,0,1.088745351,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.028531919,1,3.215508342,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.018430958,0,2.063598836,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.009432314,0,0.726038846,0,0,0,0,0,0
Consignees,3,1,1,1,2,0,0.666666667,0,0.002663414,1,1.49659906,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.002439932,1,1.662727829,0,0,1,0,0,0
Consignees,3,1,3,3,0,0,0,0,0.102630221,1,1.983280372,0,0,0,0,0,0
Consignees,3,1,2,2,0,0,0,0,0.021276915,1,3.112634087,0,0,0,0,0,0
Consignees,3,1,2,2,0,0,0,0,9.06E-05,0.328947368,1.278976122,0,0.471404521,1,0,0,0
Consignees,3,1,1,1,0,0,0,0,8.27E-05,1,0,0,0,0,0,0,0
Consignees,3,2,2,2,0,0,0,0,0.013209304,1,2.573986944,0,0.471404521,0,0,0,0
Consignees,3,1,1,1,2,0,0.666666667,0,0.027646438,1,2.087368485,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.036439337,1,2.571238375,0,0,0,0,0,0
Consignees,3,1,1,1,0,0,0,0,0.073068458,1,3.38254742,0,0,0,0,0,0
Consignees,2,1,1,1,0,0,0,0,0.016370884,1,3.520009549,0,0,0,0,0,0
Consignees,2,1,1,1,0,0,0,0,0.000581109,0,2.730919259,0,0,1,0,0,0
Consignees,2,1,1,1,2,0,1,0,0.000929774,1,1.429659891,0,0,1,0,1,0
Consignees,2,1,1,1,2,2,1,1,0.000424589,1,0.693390196,0,0,1,0,1,0
Consignees,2,1,1,1,0,0,0,0,0.108210908,1,1.526234498,0,0,0,0,0,0
Consignees,2,1,1,1,0,0,0,0,0.102801944,1,2.972709527,0,0,0,0,0,0
Consignees,2,1,1,1,2,0,1,0,NaN,NaN,0,0,NaN,NaN,0,0,0
Consignees,2,2,1,1,0,0,0,0,0.026101489,1,2.283635308,0,0,0,0,0,0
Consignees,2,1,1,1,0,0,0,0,0.115481538,0,1.456119237,0,0,0,0,0,0
Consignees,2,1,2,1,0,0,0,0,0.052191756,0.606060588,2.478007314,0,0,0,0,0,0
Consignees,2,1,1,1,0,0,0,0,0.001339963,1,3.183804767,0,0,0,0,0,0
Consignees,2,1,1,1,0,0,0,0,0.052191759,0,2.110925969,0,0,0,0,0,0
Consignees,2,1,2,2,0,0,0,0,0.050619281,1,3.446508942,0,0,0,0,0,0
Consignees,2,2,1,1,0,0,0,0,0.164471424,1,0,0,0,0,0,0,0
Consignees,2,1,1,1,0,0,0,0,0.443243516,1,1.087952544,0,0,0,0,0,0
Consignees,2,2,1,1,0,0,0,0,47.58978098,1,2.935669003,0,0,0,0.074010222,0,0
