"","Consignees","Number.of.shipments","Number.of.US.ports","Number.of.shippers","Number.of.manufacturers","Number.of.sampled","Number.of.refused","Fraction.of.sampled","Fraction.of.refused.out.of.sampled","Normalized.weight","Fraction.of.weight.of.shipment.where.manufacturer.is.also.shipper","log.distance.consignee.US.port","coef.var.number.of.manufacturers.per.year","coef.var.number.of.shipments.per.year","total.weight.below.10.","Product.diversity","Inspected","Inspection.outcome","inspection_score","risk_score"
"546","Consignees",103,1,3,2,20,4,0.194174757,0.2,0.020055194,0.324363284,1.233874211,0.471404521,1.22199036,0,0,0,0,0.220817601891407,0.804056348347755
"547","Consignees",102,1,4,5,39,0,0.382352941,0,0.004409121,0.019441212,1.582799147,0.364878192,0.900907847,0,0.259857639,1,0,0.0751095158637178,0.924315272806434
"548","Consignees",102,2,1,13,14,0,0.137254902,0,0.006761067,0,1.151810029,0.438163797,0.41620505,0,0,0,0,0.00292530518554663,0.65607953484064
"549","Consignees",102,3,2,2,12,0,0.117647059,0,0.005641291,1,2.796207202,0.3,0.289298758,0,0.161834218,0,0,0.169227712198619,0.724074263918957
"550","Consignees",101,3,20,19,8,0,0.079207921,0,0.080795352,0.918548468,3.459458691,0.642824347,1.078162815,0,0.630847223,0,0,0.000258916597712046,0.908504186192132
"551","Consignees",101,2,14,13,47,0,0.465346535,0,0.144148373,0.218733572,2.045903621,0.540832691,0.673904038,0,0,0,0,0.00869579567948245,0.721393710181949
"552","Consignees",101,2,30,24,24,5,0.237623762,0.208333333,0.095200756,0.848596122,3.287262054,0.676420445,0.884131251,0,0,0,0,4.97508297100844e-05,0.424361998176581
"553","Consignees",101,6,15,15,18,7,0.178217822,0.388888889,0.050817178,0.973855748,3.170426328,0.365148372,0.564153747,0,0,0,0,0.00571481871313844,0.810428943048838
"554","Consignees",101,1,2,2,9,0,0.089108911,0,0.04574335,1,1.744935177,0.176470588,0.369500653,0,0,0,0,0.0584843610932336,0.448227751880843
"555","Consignees",101,4,2,12,27,9,0.267326733,0.333333333,0.003402384,0.323812995,3.390876297,0.530330086,0.462546876,0,0,0,0,0.0133635461059221,0.894323990008778
"556","Consignees",100,2,4,3,0,0,0,0,0.022551121,1,2.27644002,0.433012702,1.069252075,0,0.007284673,0,0,0.0646300415653493,0.689849673222584
"557","Consignees",100,2,2,2,0,0,0,0,0.002846126,1,1.515987759,0.471404521,0.707106781,0,0,0,0,0.11776782404257,0.615254963204755
"558","Consignees",99,3,4,4,0,0,0,0,0.003019995,1,2.706584885,0.384900179,0.83221535,0,0,0,0,0.0568056022711426,0.72717582626413
"559","Consignees",99,2,5,5,0,0,0,0,0.017315359,1,2.099422676,0.547101204,0.111264051,0,1.762376951,0,0,0.0195220632439278,0.996496070459539
"560","Consignees",99,2,2,3,0,0,0,0,0.003238352,0.914780377,2.495879624,0.707106781,0.414264579,0,0,0,0,0.09197967066708,0.656666743178875
"561","Consignees",98,1,3,2,2,0,0.020408163,0,0.000622781,1,1.137279798,0,0.528120786,0,0,0,0,0.0337763943633879,0.33857960296432
"562","Consignees",98,1,6,6,0,0,0,0,0.009008029,0.973447463,0.772032045,0.559016994,2.008221855,0,0,0,0,0.011208830843144,0.547133664328876
"563","Consignees",97,4,9,8,0,0,0,0,0.034253025,0.761437904,3.339372512,0.446051497,0.686361063,0,0,0,0,0.0218608155557097,0.821903398326574
"564","Consignees",97,1,2,3,0,0,0,0,0.021111389,0.008210595,0,0.433012702,0.819636256,0,0,0,0,0.119269620005329,0.699798578614314
"565","Consignees",96,4,13,12,28,0,0.291666667,0,0.005697554,0.451929905,1.959338381,0.971825316,0.707835303,0,1.734088054,0,0,0.0241872043431511,0.998912742667643
"566","Consignees",96,4,16,16,8,0,0.083333333,0,0.032908179,0.904206358,2.654736235,0.819044158,1.127825669,0,0.063359015,0,0,0.00190162772607972,0.792082055571591
"567","Consignees",95,1,8,8,22,0,0.231578947,0,0.026060851,1,1.46337822,0,0,0,0,1,0,0.00189692753565095,0.104159090849979
"568","Consignees",95,2,17,16,11,0,0.115789474,0,0.066130217,0.973669911,3.16852093,0.564076075,1.499165665,0,0,0,0,0.000389343113463181,0.649112143064617
"569","Consignees",94,9,20,19,8,0,0.085106383,0,0.049124094,0.573222171,3.269280738,0.784140315,1.013802438,0,0,0,0,0.0213071003468661,0.958316046068267
"570","Consignees",94,1,4,5,26,0,0.276595745,0,0.00305729,0.512202818,1.632333324,0.539559321,0.820074084,0,0,0,0,0.0452003535734657,0.628821021353157
"571","Consignees",94,2,1,1,1,0,0.010638298,0,0.085680925,1,2.523112312,0,0,0,1.143810822,0,0,0.11343838039614,0.947477523759948
"572","Consignees",93,2,5,6,4,0,0.043010753,0,0.012760805,0.104141974,3.047750761,0.440958552,0.747292488,0,1.374997516,0,0,0.0303922686103917,0.999637894856492
"573","Consignees",92,1,4,4,10,0,0.108695652,0,0.003106118,0.966667952,1.310257075,0.502949878,0.826873196,0,0,0,0,0.0298658172029362,0.4205756425981
"574","Consignees",92,1,8,7,6,2,0.065217391,0.333333333,0.002059562,0.997501202,1.323449964,0.23570226,0.304590354,0,0,1,0,0.00283739879955848,0.156884797488644
"575","Consignees",91,1,18,18,53,4,0.582417582,0.075471698,0.01043824,0.697577013,0,0.238618473,0.45441919,0,0,1,0,0.000369141761183394,0.0229882341098437
"576","Consignees",90,1,10,9,0,0,0,0,0.063042686,0.409069542,0.915355038,0,0,0,0,0,0,0.00154410250059102,0.180980439840552
"577","Consignees",90,3,7,6,33,22,0.366666667,0.666666667,0.045354115,1,2.639855818,0.723308097,1.299246831,0,0.845925746,1,1,0.0808713803837804,0.989489730668679
"578","Consignees",89,3,9,8,5,0,0.056179775,0,0.100667512,1,3.061366776,0,0,0,0,0,0,0.0050125369375337,0.604096548592024
"579","Consignees",89,2,1,2,16,0,0.179775281,0,0.01445082,0,1.99891182,0,0,0,1.012769049,0,0,0.190846033993876,0.995066619485317
"580","Consignees",89,2,11,11,0,0,0,0,0.04942884,1,1.571083689,0.77742069,0.807635156,0,0,0,0,0.00230942869266493,0.434999894997433
"581","Consignees",89,1,1,1,0,0,0,0,0.011680371,1,2.479498058,0,0.632714976,0,0,0,0,0.0648526070032271,0.580683447099068
"582","Consignees",89,3,5,4,35,2,0.393258427,0.057142857,0.04512736,1,2.609354969,0.353553391,0.478188572,0,0,0,0,0.126038133014138,0.68132424798874
"583","Consignees",89,3,2,2,12,0,0.134831461,0,0.001771738,1,1.796450534,0,0.479012893,0,0,0,0,0.130452454917312,0.656984878742183
"584","Consignees",88,2,6,6,9,1,0.102272727,0.111111111,0.003720305,0.911320459,1.135110756,0.5,0.791834294,0,0,0,0,0.0201027704747584,0.512029832126945
"585","Consignees",88,2,4,4,8,3,0.090909091,0.375,0.074780146,0.932047137,2.504910026,0.425523159,0.701238574,0,0,0,0,0.051410271871926,0.663963776743726
"586","Consignees",88,4,2,2,4,0,0.045454545,0,0.021256886,1,2.910114026,0.471404521,0.96423652,0,0,0,0,0.26036298169261,0.808291161802177
"587","Consignees",88,2,3,3,0,0,0,0,0.063579048,0.081411125,2.276490809,0,0,0,1.710155882,0,0,0.0732418083121198,0.999703671171285
"588","Consignees",87,2,5,5,65,0,0.747126437,0,0.146290234,0.006549751,2.374805482,0.610557995,0.498809522,0,0,0,0,0.299673924596392,0.879957925523969
"589","Consignees",87,2,10,11,8,0,0.091954023,0,0.099802563,0.890579661,1.619152649,0.519515345,1.164476172,0,0.947423865,1,0,0.00292843537411203,0.941204820641421
"590","Consignees",86,3,5,5,4,0,0.046511628,0,1.795806814,1,2.639853996,0.4,0.604651163,0,0.355962476,0,0,0.550979979760052,0.81392036001866
"591","Consignees",86,1,13,12,4,0,0.046511628,0,0.057456618,0.678363536,0.583751106,0.825518916,0.826372587,0,0,0,0,0.00189583126314113,0.168191112809151
"592","Consignees",85,4,22,22,3,0,0.035294118,0,0.049186774,0,3.203490871,1.018177976,0,0,0,0,0,0.000694741515004223,0.850380917989727
"593","Consignees",85,8,4,4,0,0,0,0,0.009167269,1,3.166366803,0.467024887,0.772852533,0,0,0,0,0.289538473343306,0.936367969839332
"594","Consignees",85,9,15,15,10,0,0.117647059,0,0.04343617,1,3.025641428,0.398519884,0.458471459,0,0,0,0,0.0313433938522706,0.894357168058659
"595","Consignees",85,8,7,6,22,0,0.258823529,0,0.041367585,0.84540584,3.327410957,0.471404521,0.748701298,0,0,0,0,0.232060267466627,0.953463850994671
"596","Consignees",85,1,5,5,1,0,0.011764706,0,0.01762888,1,1.55829606,0.40824829,0.756242761,0,0,1,0,0.0105146188065818,0.408183318596138
"597","Consignees",85,1,3,4,9,1,0.105882353,0.111111111,0.010069183,0.659574777,0,0.222680886,0.447368314,0,0,0,0,0.0293208691725951,0.141689484347109
"598","Consignees",84,1,3,3,20,2,0.238095238,0.1,0.056215716,1,3.595155894,0,0,0,0,0,0,0.0301847226114491,0.563115984887913
"599","Consignees",84,2,3,3,23,0,0.273809524,0,0.033293385,1,2.128606664,0.24743583,0.515078754,0,0.643035973,0,0,0.0867397850955666,0.843383028572709
"600","Consignees",84,3,4,4,0,0,0,0,0.024524562,1,3.151592106,0.384900179,0.98591747,0,0,0,0,0.0593397186719539,0.751969141045258
"601","Consignees",84,1,2,2,11,0,0.130952381,0,0.044562511,1,0.354552009,0,0,0,0,0,0,0.052637744288021,0.0729418585032407
"602","Consignees",82,5,3,3,22,0,0.268292683,0,0.01154069,1,2.825292,0.349927106,0.988933411,0,0,0,0,0.270449314303444,0.851460784693988
"603","Consignees",82,2,4,4,9,3,0.109756098,0.333333333,0.072584526,0.891846205,3.348460089,0,0,0,0,0,0,0.0257486499562831,0.620153439946933
"604","Consignees",82,1,4,3,14,0,0.170731707,0,0.017532793,0.658827059,1.417941409,0.391230398,0.164747025,0,0,0,0,0.0708770133825986,0.452726460533719
"605","Consignees",82,3,3,2,22,0,0.268292683,0,0.208636287,1,1.937115376,0.372677996,0.826663772,0,0,0,0,0.328418682478309,0.714287742184731
"606","Consignees",82,1,7,7,11,2,0.134146341,0.181818182,0.029751311,1,0.947429078,0.80921712,0.640369713,0,0,0,0,0.0111099801542885,0.183351949010384
"607","Consignees",82,1,10,13,19,0,0.231707317,0,0.0074426,0.970076484,1.286910919,0.317921718,0.393611612,0,0,0,0,0.000444701131663585,0.0701003153789888
"608","Consignees",81,4,6,7,17,0,0.209876543,0,0.028621034,0.405704594,3.551578364,0.806311194,0.855690047,0,0,0,0,0.097355384448037,0.933125089889551
"609","Consignees",81,1,4,3,8,0,0.098765432,0,0.000617502,1,3.600087831,0.707106781,1.204700442,0,0,0,0,0.0630712150720151,0.682004820986435
"610","Consignees",81,1,4,4,48,0,0.592592593,0,0.013620421,0.631584933,1.26391254,0.559246995,0.338250578,0,0,0,0,0.141704075508296,0.408401274490569
"611","Consignees",81,1,1,1,0,0,0,0,0.016991245,1,2.686274141,0,0,0,0.686673498,0,0,0.0562682671206492,0.730295207222212
"612","Consignees",80,2,7,5,36,6,0.45,0.166666667,2.442020831,0.907804909,2.28651404,0.384900179,0.729154762,0,0.427918239,1,1,0.915358467244637,0.809094851435493
"613","Consignees",80,2,5,4,0,0,0,0,0.00425853,0.941662781,3.237121326,0.5,1.14809625,0,0,0,0,0.0393785748372979,0.731624266320146
"614","Consignees",80,3,2,2,16,0,0.2,0,0.077873867,0.828357331,2.941331314,0.346410162,1.000859006,0,0,0,0,0.26283409990775,0.796828822632312
"615","Consignees",80,5,3,2,22,0,0.275,0,0.042853608,0.959525136,3.347548473,0.4,1.402378931,0,0,0,0,0.393793063949137,0.90904353292011
"616","Consignees",80,4,6,5,10,0,0.125,0,0.0826624,0.89909229,3.000412575,0.857142857,1.01077528,0,1.895895852,0,0,0.140865506363315,0.99992647157323
"617","Consignees",80,5,1,1,4,0,0.05,0,0.391053745,1,2.94863808,0,0.884501979,0,1.676963214,0,0,0.423953254672182,0.999772021563497
"618","Consignees",80,2,5,5,33,3,0.4125,0.090909091,0.010098877,0.945208336,1.531860973,0.282842712,0.74246212,0,0.368974677,1,0,0.0489896661119052,0.720619967073923
"619","Consignees",79,1,9,9,0,0,0,0,0.01788483,1,1.509903535,0.833195581,1.373578127,0,0,0,0,0.00335559747085234,0.438637669219622
"620","Consignees",79,2,4,4,2,0,0.025316456,0,0.032774358,0.877108177,2.3207499,0,0,0,0,0,0,0.0197120248820123,0.566552608959666
"621","Consignees",79,1,12,11,0,0,0,0,0.08503009,0.90526229,0.700533079,0.808122036,1.056184812,0,0,0,0,0.00197779577244433,0.167613606240681
"622","Consignees",79,1,4,5,18,0,0.227848101,0,0.001373284,0.764600579,1.472534363,0.491273326,0.701761466,0,0.271552451,0,0,0.0275284585453702,0.627516302704306
"623","Consignees",78,3,7,8,45,2,0.576923077,0.044444444,8.903603004,0.001584758,2.075293174,0.380300012,0.595498675,0,1.756332058,1,0,0.999999999904377,0.999886036590944
"624","Consignees",78,3,8,10,18,4,0.230769231,0.222222222,0.02552837,0.237804813,3.274874077,0.470814896,0.503494255,0,0,0,0,0.0150080797420888,0.877386260454375
"626","Consignees",77,2,3,3,7,0,0.090909091,0,0.023676743,1,2.221476106,0.5,0.629836657,0,0,0,0,0.0847682985147733,0.63750156792058
"627","Consignees",77,1,7,8,32,0,0.415584416,0,0.029108041,0.943547891,1.387465752,1.060660172,1.340747923,0,0.848228326,0,0,0.0256628578860201,0.919526160813033
"628","Consignees",77,1,4,2,23,0,0.298701299,0,0.03170478,0.934902897,2.102881958,0.314269681,0.633041954,0,0,1,0,0.123729834535892,0.55405910403541
"629","Consignees",77,5,4,4,2,0,0.025974026,0,0.015378565,1,2.939044375,0.866025404,0.841353992,0,0,0,0,0.21214899758181,0.849934349423275
"630","Consignees",76,1,4,4,0,0,0,0,0.013285352,1,0.584177149,0.848528137,0.930403659,0,0,0,0,0.0421924282069676,0.297204278576695
"631","Consignees",76,1,2,2,0,0,0,0,0.029661566,0.482791527,3.59346228,0,0,0,0,0,0,0.0519387014937953,0.652200152355546
"632","Consignees",76,2,6,6,9,0,0.118421053,0,0.016065367,1,3.277999704,0.78062475,1.117414408,0,0,0,0,0.0275642096341981,0.715195291279753
"633","Consignees",76,1,4,3,2,0,0.026315789,0,0.009339688,0.967006342,0.709968839,0.282842712,0,0,0,0,0,0.0296285722855924,0.129469294761571
"634","Consignees",76,1,13,14,0,0,0,0,0.061781537,0.870616339,2.358138413,0.709863543,0.405126429,0,0,0,0,0.000325890523474496,0.274692974169981
"635","Consignees",75,3,9,9,3,0,0.04,0,0.013310356,1,2.551373804,0.372677996,0.577350269,0,0,0,0,0.00508317216331812,0.640762852180988
"636","Consignees",75,1,1,1,0,0,0,0,0.022022837,1,2.69804387,0,0.320555074,0,0,0,0,0.0651405337763214,0.565907980416707
"637","Consignees",75,2,2,2,14,2,0.186666667,0.142857143,3.78e-05,0.801279322,2.249671892,0.318491797,0.445078912,1,0.104084566,1,1,0.278516186685264,0.676405053640256
"638","Consignees",75,7,6,6,0,0,0,0,0.015707275,1,2.671829954,0.494871659,1.247717917,0,0,0,0,0.145996134411417,0.935747826760195
"639","Consignees",75,1,4,3,30,2,0.4,0.066666667,0.009245213,0.283586988,1.170195784,0.376399396,0.351179419,0,0,1,1,0.170685978416258,0.594834168719156
"640","Consignees",75,2,10,8,12,0,0.16,0,0.006683666,0.740536727,1.472194326,0.36078427,0.516139516,0,0,0,0,0.00811103939352561,0.509057434618225
"641","Consignees",75,1,2,2,7,0,0.093333333,0,0.011128711,1,1.428324104,0.4,0.602414893,0,0.817250041,0,0,0.0731456784849143,0.849801123583875
"642","Consignees",75,1,3,3,22,0,0.293333333,0,0.00229149,0.566179376,0.905292652,0.379516695,0.793267971,0,1.218069421,0,0,0.100844486552647,0.989189980268788
"643","Consignees",74,2,6,10,6,0,0.081081081,0,0.002535035,0.002207128,1.553573952,0.423623544,0.565449255,0,0,0,0,0.00738751391310859,0.801500289391885
"644","Consignees",74,1,10,8,2,0,0.027027027,0,0.051138517,0.637868202,1.618754566,0,0,0,0.318915098,0,0,0.00170073776139766,0.450573312381418
"645","Consignees",74,1,6,5,16,0,0.216216216,0,0.004625973,0.067587913,0.837577089,0.370295981,0.616496202,0,0,0,0,0.0515841586619779,0.672344298659527
"646","Consignees",74,1,2,3,5,0,0.067567568,0,0.014565527,0.961450784,1.250160618,0.587944736,0.559248339,0,0.901666636,0,0,0.052000784127811,0.883667043886198
"647","Consignees",74,2,7,7,40,14,0.540540541,0.35,0.000932553,0.84750147,1.322853634,0.371153744,0.903563071,0,0,0,0,0.0345066558654643,0.516639444198091
"648","Consignees",74,1,1,1,0,0,0,0,0.032362571,1,1.47257526,0,0,0,0,0,0,0.0690918247051756,0.349807289895995
"649","Consignees",73,1,10,10,18,0,0.246575342,0,0.019437088,1,1.48599013,0.2,0.493721131,0,0,0,0,0.00125856895547819,0.142101109112415
"650","Consignees",73,2,1,1,6,0,0.082191781,0,0.012085207,1,3.406512108,0,0.578224076,0,0,0,0,0.131115105562115,0.66147749037541
"651","Consignees",73,4,3,3,4,0,0.054794521,0,1.401020806,1,3.58755678,0.565685425,0.782485268,0,0,0,0,0.708231279032211,0.794725725227011
"652","Consignees",73,1,16,10,13,0,0.178082192,0,0.000787744,0.630947165,1.000943943,0.74564709,1.113949378,0,0,1,1,0.0049877988880122,0.389403155320071
"653","Consignees",73,2,16,15,11,0,0.150684932,0,0.01156966,0.486982134,2.244282394,0.948500912,1.125068196,0,0,0,0,0.00191228796136804,0.726123272462664
"654","Consignees",72,1,6,5,10,0,0.138888889,0,0.25060813,0.991520584,0.784699913,0.612372436,0.995020395,0,1.716241144,0,0,0.0417210674407981,0.993864164420625
"655","Consignees",72,3,9,9,6,0,0.083333333,0,0.00652271,0.949593714,2.301953491,0.608580619,0.521157307,0,0,1,1,0.00889723715597821,0.642964099286167
"656","Consignees",72,1,5,5,0,0,0,0,0.012848274,1,3.029610302,0.5,0.740682868,0,0.534730702,1,1,0.00980571367241227,0.786169831345503
"657","Consignees",72,1,2,2,8,0,0.111111111,0,0.010146238,0.19955408,0.783825222,0.4,0.568370713,0,1.725625678,0,0,0.162430425066033,0.9995147834895
"658","Consignees",71,3,6,6,18,0,0.253521127,0,13.06932148,0.999849481,2.773076279,0.99380799,1.09257108,0,0.578634756,0,0,0.999999999999999,0.936528377541419
"659","Consignees",71,1,1,1,0,0,0,0,0.013048872,1,2.479498058,0,1.028361934,0,0,0,0,0.066980726385366,0.618106334737256
"660","Consignees",71,4,4,4,55,1,0.774647887,0.018181818,0.027727102,1,3.482001126,0.848528137,0.617473527,0,0,0,0,0.370601244623221,0.781619495888021
"661","Consignees",71,4,4,4,57,0,0.802816901,0,0.00122803,1,2.397170874,0.282842712,1.13535455,0,0,0,0,0.270943928994187,0.802259348354803
"662","Consignees",71,3,7,7,8,0,0.112676056,0,0.054352577,1,2.429780909,0.666666667,0.952658398,0,0,0,0,0.0300040874017833,0.717932873419774
"663","Consignees",70,2,2,2,39,3,0.557142857,0.076923077,0.001695349,0.979190334,0.922979292,0.330718914,0.716472842,0,0,0,0,0.287176051079072,0.49704448023188
"664","Consignees",70,1,14,14,10,2,0.142857143,0.2,0.028889883,0.521639374,0.919936299,0.728017331,1.048808848,0,0,0,0,0.00121583963146112,0.289411687780048
"665","Consignees",70,2,21,21,12,0,0.171428571,0,0.065775589,0.597272995,1.230900331,0.981427532,1.209683154,0,1.35777977,1,0,0.000384416442892747,0.913475055854703
"666","Consignees",69,2,2,2,45,33,0.652173913,0.733333333,0.032981659,1,2.145453814,0.471404521,0.922313193,0,0,0,0,0.349297105689162,0.665869110169531
"667","Consignees",68,1,12,10,18,2,0.264705882,0.111111111,0.013366048,0.958837366,0.526262217,0.419262746,0.369114718,0,0,0,0,0.0021997663552433,0.0413685396464193
"668","Consignees",68,1,1,1,40,0,0.588235294,0,0.02026153,1,0.97788922,0,0,0,1.248945941,0,0,0.226903271871357,0.89731766404523
"669","Consignees",68,2,5,5,33,9,0.485294118,0.272727273,0.015229426,1,2.524371048,0.391230398,0.549260276,0,0,1,0,0.0608900567939021,0.597363970961426
"670","Consignees",67,1,3,3,15,0,0.223880597,0,0.002578073,0.841065026,1.467209051,0.36078427,0.301200538,0,0,0,0,0.0622659364048022,0.407586347115262
"671","Consignees",67,5,7,7,12,0,0.179104478,0,0.438552813,0.998620263,3.179678464,0.577350269,0.587738883,0,0.625913737,0,0,0.129864751709769,0.967833711324547
"672","Consignees",66,1,4,3,0,0,0,0,0.00245362,0.475801574,3.242198864,0,0.960371829,0,0.73030467,0,0,0.0247705844561297,0.971866129783323
"673","Consignees",66,2,4,4,0,0,0,0,3.747746399,1,2.096793438,0.692820323,1.496552512,0,0,0,0,0.999395911928971,0.730322077358053
"674","Consignees",66,1,4,4,0,0,0,0,10.33814845,1,0.30042178,0.692820323,0.756514408,0,0,0,0,0.999999999998255,0.193722465567108
"675","Consignees",66,1,1,1,52,8,0.787878788,0.153846154,0.030152517,1,1.04628466,0,0,0,0,0,0,0.394610155824398,0.17196201009873
"676","Consignees",66,3,7,7,2,0,0.03030303,0,8.251071337,0.999932475,2.935700132,0.425523159,0.724743075,0,1.543085045,0,0,0.999999993692632,0.99785547705422
"677","Consignees",66,3,5,4,2,0,0.03030303,0,0.083018443,0.121325272,3.579683538,0,0,0,0,0,0,0.0804644597015114,0.851836035103452
"678","Consignees",66,1,4,4,0,0,0,0,0.020178816,0.045736587,3.447239471,0.346410162,1.308743641,0,0,0,0,0.0434974383118258,0.92403163459289
"679","Consignees",65,1,3,2,0,0,0,0,0.004141831,0.134969331,3.340732415,0.433012702,0.692820323,0,0,0,0,0.140358149359139,0.837390288874745
"680","Consignees",65,1,2,2,16,0,0.246153846,0,0.023703125,0.772407371,1.303264755,0.3,0.539723795,0,0.876720701,0,0,0.11772422834073,0.915330484900947
"681","Consignees",65,1,2,2,17,4,0.261538462,0.235294118,28.00041754,0.99999498,2.560302656,0,0,0,0,0,0,1,0.407346162065776
"682","Consignees",65,1,6,6,28,0,0.430769231,0,0.013264366,1,3.072200893,0.24743583,0.630018315,0,0,0,0,0.01347197083401,0.54677700813332
"683","Consignees",64,1,1,2,2,0,0.03125,0,0.00108116,0.989179922,0.537912857,0.3,0.293671033,0,0,0,0,0.0598810313411619,0.170859722366582
"684","Consignees",64,2,3,3,0,0,0,0,0.003564549,1,3.241212129,0.471404521,1.370019389,0,1.135566023,1,1,0.0581054143881927,0.993815259743645
"685","Consignees",64,3,4,7,40,0,0.625,0,0.004564525,0.012413077,1.82823695,0.56699337,0.898448822,0,0,0,0,0.142644337028953,0.935362460658883
"686","Consignees",63,1,7,6,45,26,0.714285714,0.577777778,0.000800679,0.542863675,1.339736499,0.5,0.678900103,0,0,1,1,0.0723966374875538,0.448656522763933
"687","Consignees",63,1,5,5,8,0,0.126984127,0,0.008132181,1,0.319744241,0.565685425,0.680241874,0,0,0,0,0.0211431772717924,0.120849397784203
"688","Consignees",63,1,4,3,0,0,0,0,0.024806121,0.933395733,0.34401647,0.433012702,0.952380952,0,0.212059338,0,0,0.0432516791229852,0.425957862137318
"689","Consignees",62,3,1,1,5,0,0.080645161,0,0.014808953,1,2.175199732,0,0.686574086,0,0,1,0,0.204057742631956,0.700533890926505
"690","Consignees",62,2,2,3,7,0,0.112903226,0,0.056732264,0.99609718,3.356554053,0.371573763,0.802139007,0,0,0,0,0.0777249443232306,0.684123669496519
"691","Consignees",62,4,7,7,20,0,0.322580645,0,0.01561687,1,2.71343125,0.559016994,0.960321009,0,0.053865271,0,0,0.0645880005522416,0.804205614511306
"692","Consignees",62,6,3,3,0,0,0,0,0.011710346,1,3.014138356,0,0,0,0,0,0,0.186804958485842,0.786795086683097
"693","Consignees",62,1,3,2,2,0,0.032258065,0,0.018035635,0.78488665,2.099915191,0.379516695,0.569867112,0,0,0,0,0.0805526427572716,0.600924995840525
"694","Consignees",62,1,4,5,8,0,0.129032258,0,30.55982413,1,0.46195663,0.248451997,0.995241017,0,0.103854588,0,0,1,0.225716007264265
"695","Consignees",61,1,8,6,0,0,0,0,0.037212189,0.911034386,1.900920632,0.666666667,1.163665019,0,1.540272017,0,0,0.0107877782913812,0.996717503794704
"696","Consignees",61,1,5,4,20,0,0.327868852,0,0.007070242,0.294289926,1.563823692,0.264520029,0.780418392,0,0.772830377,0,0,0.0698836180401095,0.974655054009269
"697","Consignees",61,2,2,2,0,0,0,0,0.011170024,1,1.343261317,0.471404521,0.672331038,0,0,0,0,0.120667769784542,0.593885500546801
"698","Consignees",61,4,4,7,40,2,0.655737705,0.05,0.005567991,0.469284539,2.081726584,0.724355823,1.161218258,0,0,1,1,0.170103620808684,0.921119300750216
"699","Consignees",61,1,6,4,25,0,0.409836066,0,0.003520119,0.755909638,0.709968839,0.282842712,0.115919144,0,0,0,0,0.0574348724733734,0.16451102020064
"700","Consignees",61,2,9,9,3,0,0.049180328,0,0.019186778,0.791565433,2.27457284,0.754983444,1.245470158,0,0,0,0,0.00749999921380624,0.717902592296552
"701","Consignees",60,3,1,1,1,0,0.016666667,0,0.137899186,1,2.480073429,0,0.047140452,0,0,0,0,0.220181638538108,0.653186222785152
"702","Consignees",60,1,7,9,15,0,0.25,0,0.011106005,0.634463866,1.322425303,0.600528867,0.901497872,0,0,0,0,0.00674968201666035,0.414031652481994
"703","Consignees",60,3,6,5,43,2,0.716666667,0.046511628,0.062887199,0.807345829,3.181651067,0.848528137,0.89566859,0,0,1,0,0.243575126356111,0.800168804014087
"704","Consignees",60,4,2,2,16,0,0.266666667,0,0.00727657,1,3.409703891,0.471404521,0.424264069,0,1.587782534,0,0,0.297765757698667,0.99905223765364
"705","Consignees",60,2,2,2,34,5,0.566666667,0.147058824,0.000543121,0.983010536,1.377472949,0.349927106,0.850881895,0,0,0,0,0.288236630713267,0.586301112596193
"706","Consignees",60,2,3,4,12,0,0.2,0,0.71494469,0.820718396,1.456040692,0.707106781,0.377123617,0,0,0,0,0.330784950010084,0.577733806679286
"707","Consignees",59,2,11,11,0,0,0,0,0.017683032,0.386447403,3.179210458,0.425523159,0.831027164,0,1.331986739,0,0,0.00225185302979647,0.998527965185211
"708","Consignees",59,4,10,8,18,0,0.305084746,0,0.012336819,0.789920812,2.595935038,0.294592956,0.486925682,0,0,0,0,0.0347586881465273,0.756312912231573
"709","Consignees",59,1,2,2,20,0,0.338983051,0,0.000840581,0.906951664,1.397453395,0,0.566213325,0,0,0,0,0.0856380454262179,0.414769347363565
"710","Consignees",59,3,3,1,6,0,0.101694915,0,0.006679178,0.931462892,2.815824381,0,0.572896399,0,0,0,0,0.214161745201559,0.715057394272277
"711","Consignees",59,2,1,1,0,0,0,0,0.007193497,1,2.526044455,0,0,0,0,0,0,0.107000417978578,0.596237823935952
"712","Consignees",59,3,2,2,11,5,0.186440678,0.454545455,0.00979039,0.37886078,3.085880589,0,0.775720822,0,0,0,0,0.217624655104593,0.895506870674459
"713","Consignees",58,2,10,11,8,0,0.137931034,0,0.032127175,0.896414689,2.491729327,0.421637021,0.849704432,0,0.717118442,1,1,0.00193462830935939,0.894660751883673
"714","Consignees",58,3,6,5,26,26,0.448275862,1,4.251552178,0.999556668,2.31348173,0.349927106,1.132589343,0,0,1,1,0.999876669391424,0.752881821628843
"715","Consignees",58,3,2,2,22,10,0.379310345,0.454545455,0.051165884,1,2.488918489,0.471404521,0.487659849,0,0,0,0,0.315321821854543,0.70370273452572
"717","Consignees",57,4,7,7,2,0,0.035087719,0,0.026186183,1,3.16480341,0.410603265,0.740591962,0,0,1,1,0.0284941807919762,0.767984178811329
"718","Consignees",57,1,2,2,16,0,0.280701754,0,0.000637983,0,1.176924153,0.314269681,0.400061553,0,0,0,0,0.274543904192252,0.755940281210331
