"","Consignees","Number.of.shipments","Number.of.US.ports","Number.of.shippers","Number.of.manufacturers","Number.of.sampled","Number.of.refused","Fraction.of.sampled","Fraction.of.refused.out.of.sampled","Normalized.weight","Fraction.of.weight.of.shipment.where.manufacturer.is.also.shipper","log.distance.consignee.US.port","coef.var.number.of.manufacturers.per.year","coef.var.number.of.shipments.per.year","total.weight.below.10.","Product.diversity","Inspected","Inspection.outcome","inspection_score","risk_score"
"1126","Consignees",16,2,5,5,2,0,0.125,0,0.107081442,1,1.688304902,0.666666667,0.40824829,0,0,0,0,0.0488989008643513,0.530983973653309
"1127","Consignees",16,1,1,1,15,0,0.9375,0,0.011590094,1,1.739383814,0,0,0,0.98567341,0,0,0.399432833901178,0.811668552771295
"1128","Consignees",16,1,1,1,0,0,0,0,0.004162674,1,1.784248611,0,0,0,0,0,0,0.0631277169973062,0.41809421991056
"1129","Consignees",16,1,4,5,0,0,0,0,0.002045777,0.941550254,1.296237571,0.340150672,0.48680506,0,0,0,0,0.00910401170204351,0.306275687451739
"1130","Consignees",16,1,2,2,0,0,0,0,4.452970947,1,3.531572028,0,0,0,0.325152469,0,0,0.999935897729148,0.629220027113666
"1131","Consignees",16,1,3,2,0,0,0,0,0.005960053,0.664572497,1.093197618,0.471404521,0.707106781,0,0,0,0,0.101450466778088,0.558876671126387
"1132","Consignees",16,1,1,2,4,0,0.25,0,0.000222855,0.000450014,0.798195749,0.433012702,0.286410981,0,0,0,0,0.304239514999427,0.705520825469607
"1133","Consignees",16,1,1,1,2,0,0.125,0,0.032253329,1,3.532039694,0,0,0,0,0,0,0.0903016683345929,0.577942755985531
"1134","Consignees",16,1,2,2,0,0,0,0,0.024241673,1,1.540854006,0,0.176776695,0,0,0,0,0.0321224534381928,0.362147317102123
"1135","Consignees",16,1,1,1,6,6,0.375,1,0.033185494,0,3.547620978,0,0,0,0,0,0,0.366629191458715,0.808244819970857
"1136","Consignees",16,1,3,3,2,0,0.125,0,0.055168607,1,2.755001189,0.666666667,0.6770032,0,0,0,0,0.0714775633149859,0.602774640152758
"1137","Consignees",16,1,3,3,0,0,0,0,0.038947749,1,0.723131806,0,0,0,0,0,0,0.0175259289593167,0.108910801326273
"1138","Consignees",16,1,4,4,8,0,0.5,0,0.0211618,0.872975285,0,0.391230398,0.677483856,0,0.871493817,0,0,0.0845599633327733,0.739170052093808
"1139","Consignees",16,2,1,1,6,3,0.375,0.5,1.105571475,1,0,0,0.996870102,0,0,0,0,0.870133605156913,0.373067896223412
"1140","Consignees",16,1,1,1,0,0,0,0,0.038859136,1,0,0,0,0,0,0,0,0.0772921126897659,0.0563999906830588
"1141","Consignees",16,1,3,3,0,0,0,0,0.000658261,1,1.324230518,0.471404521,1.237436867,0,1.05559329,0,0,0.035608175665337,0.969058900368492
"1142","Consignees",16,1,4,4,4,0,0.25,0,0.004980008,1,0.856980966,0,0.353553391,0,0,0,0,0.0181775423247061,0.145786421018908
"1143","Consignees",16,4,4,2,10,0,0.625,0,0.37294691,0.001475106,3.226817736,0,0.530330086,0,0,1,0,0.718478674909115,0.958556214881089
"1144","Consignees",16,1,1,1,16,0,1,0,0.007914182,1,2.659487061,0,0,0,0,1,0,0.485873424185049,0.485436162080706
"1145","Consignees",16,1,1,1,0,0,0,0,0.025902084,1,1.655589134,0,0,0,0.714487097,0,0,0.0596949364935797,0.699837721077592
"1146","Consignees",16,2,1,1,7,0,0.4375,0,0.017978866,1,2.511134202,0,0.707106781,0,0,0,0,0.263097931669777,0.64412188272059
"1147","Consignees",16,1,3,2,6,0,0.375,0,0.009200195,0.808170516,0.726038846,0.433012702,0.96217527,0,0,0,0,0.201768444704797,0.440328645215185
"1148","Consignees",16,1,1,1,14,7,0.875,0.5,0.013798984,0,1.084883393,0,0,0,0,0,0,0.761798890855454,0.622527978542132
"1149","Consignees",15,1,2,4,3,0,0.2,0,0.000144946,0,1.207853562,0.346410162,0.529150262,0,0,0,0,0.0803401309850113,0.755591583984657
"1150","Consignees",15,1,1,1,10,0,0.666666667,0,0.003647084,1,1.310183715,0,0.871779789,0,0,1,0,0.295777384555028,0.426561521494292
"1151","Consignees",15,1,2,2,0,0,0,0,0.026088222,0.707238075,0.919936299,0.471404521,1.225651754,0,0.239016245,0,0,0.105223471740318,0.758507077616215
"1152","Consignees",15,2,3,3,13,3,0.866666667,0.230769231,0.015565104,1,1.157688823,0.433012702,1.058300524,0,0,0,0,0.319071179705688,0.548939901538163
"1153","Consignees",15,2,1,1,0,0,0,0,0.03472437,1,1.65389039,0,0,0,0,0,0,0.116875050598404,0.526305270688389
"1154","Consignees",15,4,1,1,12,0,0.8,0,0.062528006,1,3.484026414,0,1.216552506,0,0,1,0,0.551990855563401,0.830806206292099
"1155","Consignees",15,1,3,3,0,0,0,0,0.026696555,1,3.142369368,0.471404521,0.282842712,0,0,0,0,0.033309230095599,0.584408856717345
"1157","Consignees",15,1,3,3,2,0,0.133333333,0,0.025317216,1,1.282279535,0,0.282842712,0,0,0,0,0.0243537492565451,0.26944403751584
"1158","Consignees",15,1,1,1,2,0,0.133333333,0,0.006227677,1,3.590054439,0,0.471404521,0,0,0,0,0.087161419669584,0.608547088276697
"1159","Consignees",15,2,4,4,4,4,0.266666667,1,0.016348259,1,2.463001758,0,0,0,0,0,0,0.0316767069132569,0.515315323229861
"1160","Consignees",15,1,1,1,15,0,1,0,0.021509328,0,0.723131806,0,0,0,0.218681548,0,0,0.838601886508894,0.707225403162203
"1161","Consignees",15,1,3,3,0,0,0,0,0.053340535,1,1.509903535,0.471404521,0.471404521,0,0,0,0,0.0402459838413995,0.417949211156141
"1162","Consignees",15,2,2,1,0,0,0,0,0.013943018,1,3.201981903,0,0.848528137,0,0,0,0,0.11239365786596,0.681496398255406
"1163","Consignees",15,1,1,1,0,0,0,0,0.008960112,1,3.191847395,0,0,0,0,0,0,0.0615847544322813,0.567330032683689
"1164","Consignees",15,2,2,1,0,0,0,0,0.021468871,0,3.385189788,0,1.225651754,0,0,0,0,0.262267643596111,0.955028007602436
"1165","Consignees",15,1,2,3,10,4,0.666666667,0.4,0.006163239,0,1.260991718,0.4,0.666666667,0,0,1,0,0.339662654241331,0.800341875140219
"1166","Consignees",15,1,1,1,0,0,0,0,0.005612877,0,3.296584517,0,0,0,0,0,0,0.177210144579233,0.765496552432824
"1167","Consignees",15,1,2,2,8,0,0.533333333,0,0.678204645,1,1.230718991,0,0.094280904,0,0.305447486,1,1,0.449863208495661,0.386134170067709
"1168","Consignees",15,1,6,4,8,0,0.533333333,0,0.000678046,0.85990634,1.357708968,0,0.4,0,0,1,0,0.0442273902806364,0.295027728157428
"1169","Consignees",15,1,4,3,0,0,0,0,0.005477676,0.502259043,0.543940338,0.464811126,0.78173596,0,0.011631894,0,0,0.0675634874622498,0.5257100298444
"1170","Consignees",15,2,3,2,4,0,0.266666667,0,0.001964756,0.659516973,2.337739529,0,0.529150262,0,0,0,0,0.141324668771348,0.692389058637029
"1171","Consignees",15,1,5,5,0,0,0,0,0.065507327,0.572910516,1.55829606,0.346410162,1.216552506,0,0,0,0,0.0185935547515196,0.674641888540698
"1172","Consignees",15,2,3,3,0,0,0,0,0.014007643,0.799373038,2.796946543,0.471404521,1.037089946,0,0,0,0,0.0780885871172923,0.748295662843672
"1173","Consignees",15,1,5,4,1,0,0.066666667,0,0.035723747,0.778993332,0.533204149,0.4,1.466666667,0,0,0,0,0.0359460952544347,0.500928807241205
"1174","Consignees",15,2,5,5,4,0,0.266666667,0,0.13437398,1,1.465152018,0,0,0,0,0,0,0.026271203862826,0.351637286532661
"1175","Consignees",14,1,1,1,0,0,0,0,0.004181814,1,2.550949303,0,0,0,0,0,0,0.0615513343930052,0.525836429424436
"1176","Consignees",14,2,2,3,4,0,0.285714286,0,1207.298739,0.999999091,3.055336538,0.707106781,0.808122036,0,0.396271672,0,0,1,0.181463695322812
"1177","Consignees",14,1,3,3,2,0,0.142857143,0,0.024629356,1,2.280511869,0.471404521,0.202030509,0,0,0,0,0.050569277907955,0.496298703448461
"1178","Consignees",14,2,2,2,2,0,0.142857143,0,0.00117855,1,3.446375027,0,0,0,0,0,0,0.0741869368353185,0.617526138288549
"1179","Consignees",14,1,1,1,4,0,0.285714286,0,0.003439802,1,1.866986563,0,0.752546697,0,0,0,0,0.132344805984613,0.527985367863301
"1180","Consignees",14,1,1,1,0,0,0,0,0.009805723,1,1.573580176,0,0,0,0,0,0,0.0646884893086902,0.373226903667346
"1181","Consignees",14,2,1,1,0,0,0,0,0.09701856,1,1.447830935,0,0,0,0,0,0,0.135717178239722,0.497521137057077
"1182","Consignees",14,3,5,6,0,0,0,0,0.082513901,0.453647196,2.985607172,0.989743319,1.360897063,0,0,0,0,0.0899538569375725,0.932273698687729
"1183","Consignees",14,1,5,5,6,2,0.428571429,0.333333333,0.063614164,0.985630465,1.287192387,0.4,0.494871659,0,0.005950655,1,0,0.0374415838090647,0.239861986937154
"1184","Consignees",14,1,3,3,12,0,0.857142857,0,0.007948345,1,1.871203035,0.282842712,0.808122036,0,0,1,0,0.196012780444805,0.462041501296489
"1185","Consignees",14,1,5,5,0,0,0,0,0.017473245,1,2.498022081,0.5,1.012674777,0,0,0,0,0.0113762918877477,0.594071961418198
"1186","Consignees",14,2,1,1,8,6,0.571428571,0.75,0.001350598,1,1.192115904,0,0,0,0,1,0,0.319229585913671,0.372478481623796
"1187","Consignees",14,1,1,1,0,0,0,0,0.020774522,1,2.725465275,0,0,0,0,0,0,0.0641219722547833,0.540081165386403
"1188","Consignees",14,1,1,1,0,0,0,0,0.001855773,1,0.739684125,0,0,0,0,0,0,0.0662468696930169,0.171220980889478
"1189","Consignees",14,1,5,4,2,0,0.142857143,0,0.074408903,1,3.189359724,0.848528137,1.212183053,0,0,0,0,0.0588228321529225,0.672205879403314
"1190","Consignees",14,1,1,1,0,0,0,0,20.90875573,1,0.720102195,0,0.202030509,0,0,0,0,1,0.212018166258754
"1191","Consignees",14,1,3,3,1,0,0.071428571,0,0.09201452,0.481405997,1.273927582,0,0,0,0,0,0,0.0427155660018527,0.436357947579203
"1192","Consignees",14,1,1,1,14,0,1,0,0.01904573,1,2.752689274,0,0,0,0,0,0,0.491407394350794,0.496531685821851
"1193","Consignees",14,1,1,1,14,0,1,0,0.004181814,1,1.308264594,0,0,0,0.898823269,0,0,0.447116557233693,0.729696692756282
"1194","Consignees",14,2,2,2,7,0,0.5,0,0.011214854,1,3.431316186,0,0.606091527,0,0,1,0,0.16688716636669,0.653677019668687
"1195","Consignees",14,1,3,3,4,0,0.285714286,0,0.009977591,0.500000011,2.441274084,0.471404521,1.010152545,0,0,0,0,0.118434847606552,0.744241061884914
"1196","Consignees",14,2,1,1,0,0,0,0,0.004933887,1,3.265195186,0,0.606091527,0,0,0,0,0.108351346391751,0.662266194499573
"1197","Consignees",13,1,2,2,0,0,0,0,60.25740948,1,3.242757788,0,0,0,0,0,0,1,0.396918138868172
"1198","Consignees",13,1,3,3,4,3,0.307692308,0.75,0.001006219,0.615384615,1.51374182,0.4,0.80921712,0,0,1,1,0.101241924821173,0.602055593876281
"1199","Consignees",13,1,1,1,0,0,0,0,0.013955949,1,1.300697966,0,0,0,0,0,0,0.06628953764535,0.307843386636251
"1200","Consignees",13,4,3,3,0,0,0,0,0.027673065,0.784843417,3.167167223,0.433012702,1.332346775,0,0,0,0,0.182762837910662,0.898189319831094
"1201","Consignees",13,3,2,2,0,0,0,0,0.140704192,1,3.588950416,0,0,0,0,0,0,0.121868256785691,0.666302051465308
"1202","Consignees",13,1,4,4,2,0,0.153846154,0,0.00010505,0.245240192,1.851860868,0.547101204,0.582452138,0,0,1,0,0.0706594014507125,0.733265262842521
"1203","Consignees",13,1,2,2,0,0,0,0,0.041919129,0.698189128,3.592292777,0,0,0,0,0,0,0.04239173369552,0.617166545521566
"1204","Consignees",13,1,1,4,2,0,0.153846154,0,0.222619976,0,0.774147942,0.577350269,0.682263318,0,0.802835104,1,1,0.158419550020323,0.986479347585939
"1205","Consignees",13,1,2,2,2,0,0.153846154,0,0.013106832,0.656760438,1.258861602,0,0.45378096,0,0,0,0,0.0716896271099743,0.484041086433041
"1206","Consignees",13,1,1,1,0,0,0,0,0.000989854,1,1.292596653,0,0.979070928,0,0,0,0,0.0679867714210935,0.501612980411032
"1207","Consignees",13,2,3,3,0,0,0,0,0.049206763,1,2.262000123,0.471404521,0.108785659,0,0.434735597,0,0,0.0635352231912216,0.720371682912877
"1208","Consignees",13,1,2,2,0,0,0,0,0.035132678,0.591890427,2.67718668,0,0.761499611,0,0,0,0,0.050881655706323,0.681471303934532
"1209","Consignees",13,1,1,1,4,0,0.307692308,0,0.035459674,1,0,0,0.761499611,0,0,0,0,0.167949576926706,0.138022509829366
"1210","Consignees",13,1,1,1,0,0,0,0,0.004855396,1,1.198228887,0,0,0,0,0,0,0.0650173293131997,0.282123885718902
"1211","Consignees",13,1,4,3,13,13,1,1,0.14295808,1,0.739108293,0,0,0,0,0,0,0.237370899302083,0.0525777585756997
"1212","Consignees",13,1,3,2,7,0,0.538461538,0,0.143375737,1,2.983220582,0.471404521,1.196642245,0,0,0,0,0.274347548636401,0.652469607763902
"1213","Consignees",13,2,3,3,0,0,0,0,22.79661376,1,3.560073618,0.471404521,0.326356976,0,0,0,0,1,0.620498915648219
"1214","Consignees",13,2,2,2,9,0,0.692307692,0,0.009194852,1,1.292264573,0,0.326356976,0,0,0,0,0.2502781248257,0.441058257007393
"1215","Consignees",13,1,1,1,4,0,0.307692308,0,0.002515952,0,1.030542956,0,0.347433532,0,0,0,0,0.367760904001952,0.72563210175182
"1216","Consignees",13,1,3,3,0,0,0,0,0.013607035,1,2.507318777,0.692820323,0.960768923,0,0,0,0,0.0511985838202322,0.624071098758827
"1217","Consignees",13,1,1,1,0,0,0,0,0.051985335,1,3.44628447,0,0,0,0,0,0,0.0689862042537831,0.57774222070203
"1218","Consignees",13,1,1,1,9,0,0.692307692,0,0.008097049,0,3.150579698,0,0.761499611,0,0.663626815,1,1,0.517765703928168,0.988669946545355
"1219","Consignees",13,1,4,4,5,0,0.384615385,0,0.057666415,0.556962017,3.063552945,0,0,0,0,0,0,0.0398614798141817,0.597599222902055
"1220","Consignees",13,2,5,5,1,0,0.076923077,0,0.133545072,1,3.175719195,0,0,0,0,0,0,0.0138216014118762,0.586818139583432
"1221","Consignees",13,1,2,2,7,0,0.538461538,0,0.01887588,1,1.250952324,0.384900179,0.682263318,0,0,0,0,0.215611684140328,0.383508617083521
"1222","Consignees",13,1,2,2,0,0,0,0,0.034677959,1,1.628045339,0,0.979070928,0,0,0,0,0.0354705589651771,0.525701920957265
"1224","Consignees",13,1,3,3,0,0,0,0,0.008022134,1,0.960463001,0.433012702,1.332346775,0,0,0,0,0.038886906546256,0.487314984511211
"1225","Consignees",13,1,4,3,0,0,0,0,4.363429269,0.999181804,3.92943189,0.471404521,0.326356976,0,0.485125423,0,0,0.999918625747878,0.730359720287171
"1226","Consignees",13,4,3,3,0,0,0,0,0.003621973,1,3.553241031,0.471404521,1.196642245,0,0,0,0,0.157719468035163,0.841120445587848
"1227","Consignees",12,3,3,2,0,0,0,0,0.021771388,0.748069894,3.118514615,0,0.471404521,0,0,0,0,0.121595587377431,0.74639904296682
"1228","Consignees",12,1,1,1,12,0,1,0,0.006328472,0.301193756,1.339902342,0,0,0,0,0,0,0.753010389245053,0.514683060972413
"1229","Consignees",12,1,3,4,0,0,0,0,0.001263715,0.998769347,1.351836121,0,0.372677996,0,0.7283106,0,0,0.00780726932001341,0.703939988802863
"1230","Consignees",12,3,1,1,3,0,0.25,0,0.066632487,1,3.174729776,0,0.661437828,0,0,0,0,0.279655051540983,0.713870355724309
"1231","Consignees",12,2,2,2,0,0,0,0,0.034008993,1,2.715494357,0,0,0,0,0,0,0.0576008626127604,0.59635621468534
"1232","Consignees",12,1,1,1,0,0,0,0,0.015408089,1,0.130099433,0,0,0,0,0,0,0.0717810638478586,0.0695611979686765
"1233","Consignees",12,1,3,3,0,0,0,0,158.3916665,1,0.271535627,0.707106781,0.23570226,0,0,0,0,1,0.175373802751158
"1234","Consignees",12,1,1,1,0,0,0,0,0.016061493,1,1.409967311,0,0,0,0,0,0,0.0663060254391795,0.334750085509624
"1235","Consignees",12,1,1,1,0,0,0,0,4.8e-05,0,1.453939252,0,1.089724736,1,0,0,0,0.332171216236311,0.857905501854171
"1236","Consignees",12,1,3,3,5,0,0.416666667,0,0.004124972,1,1.450561507,0.471404521,0.707106781,0,0,0,0,0.103818602228018,0.415046265333128
"1237","Consignees",12,2,2,2,0,0,0,0,0.012640114,0.999571142,3.227343955,0,0,0,0,0,0,0.0538969051441101,0.614668176211204
"1238","Consignees",12,1,3,3,2,0,0.166666667,0,0.020300597,1,0,0.433012702,1.089724736,0,0,0,0,0.0661583733850159,0.181486144072125
"1239","Consignees",12,1,2,1,7,0,0.583333333,0,0.003268791,1,1.49659906,0,0.471404521,0,0,0,0,0.251687534021085,0.393604198906579
"1240","Consignees",12,4,5,5,0,0,0,0,0.070378985,0.549785773,2.691770804,0.346410162,0.5,0,0,0,0,0.0885081937299482,0.849624433874938
"1241","Consignees",12,2,1,1,6,4,0.5,0.666666667,0.126000462,1,3.618939792,0,0,0,0,0,0,0.327859943887371,0.621537455987001
"1242","Consignees",12,1,1,3,0,0,0,0,0.000511408,0,1.24212766,0,0.23570226,1,0.900578206,0,0,0.132943354599491,0.98132554585605
"1243","Consignees",12,2,2,2,0,0,0,0,0.018487046,1,2.47365005,0,0.25,0,0,0,0,0.0569045161520661,0.605301838454922
"1244","Consignees",12,1,1,1,0,0,0,0,0.0049872,1,1.529872893,0,0,0,0,0,0,0.0639741470262322,0.363201977575723
"1245","Consignees",12,1,1,1,12,0,1,0,20.7821818,1,2.28911167,0,0,0,0,0,0,1,0.385436212354041
"1246","Consignees",12,1,3,6,0,0,0,0,0.000196406,0.778682877,0.604774228,0.638876565,0.631906287,1,0,0,0,0.0453023599314471,0.165331716634733
"1247","Consignees",12,1,2,2,4,0,0.333333333,0,0.00686936,1,3.530620337,0,0.471404521,0,0,1,1,0.0702782307837082,0.597368480296994
"1248","Consignees",12,1,3,3,4,0,0.333333333,0,0.007827767,1,1.313317546,0,0,0,0,0,0,0.0394995205527914,0.202102147974988
"1249","Consignees",12,1,5,5,1,0,0.083333333,0,0.042408176,1,2.730729885,0.384900179,0.471404521,0,0.400124592,0,0,0.0110775530158174,0.673217767672783
"1250","Consignees",12,2,3,2,0,0,0,0,0.000303647,0,1.311574547,0,0.661437828,0,0.224149335,0,0,0.149374496979976,0.940783110938796
"1251","Consignees",12,1,1,1,0,0,0,0,0.011041013,1,0.700533079,0,0,0,0,0,0,0.0680953141245502,0.162736464465599
"1252","Consignees",12,4,2,2,0,0,0,0,0.066320761,0.440927496,3.075879969,0.433012702,0.25,0,0,0,0,0.332722964615909,0.86374230881523
"1253","Consignees",12,1,1,1,12,12,1,1,0.003074346,0,0.979163816,0,0,0,0,0,0,0.807740572731667,0.590528889289239
"1254","Consignees",12,1,1,1,0,0,0,0,0.00088703,1,1.56222172,0,0.475073094,0,0,0,0,0.0646392012339622,0.458925151167874
"1255","Consignees",12,1,2,2,0,0,0,0,0.010868977,1,3.22810107,0,0,0,0,0,0,0.0283027937172375,0.56100199053697
"1256","Consignees",12,1,2,1,0,0,0,0,0.000795911,0,1.835291307,0,0.666666667,0,0,0,0,0.183549213122917,0.827646821282371
"1257","Consignees",12,1,2,2,0,0,0,0,0.01480348,1,0,0,0.471404521,0,0,0,0,0.0363452784711731,0.087560827489856
"1258","Consignees",12,2,3,3,2,0,0.166666667,0,0.09054479,1,3.583429799,0,0,0,0,1,1,0.0515372295820707,0.61560262936309
"1259","Consignees",12,1,1,3,4,0,0.333333333,0,0.001122125,0,2.542782689,0,0,0,0,0,0,0.102176689890849,0.729545198183539
"1260","Consignees",12,1,4,4,0,0,0,0,0.02326312,1,2.881437626,0.707106781,1.178511302,0,0,0,0,0.0291641611357004,0.655847913482066
"1261","Consignees",11,1,1,1,11,11,1,1,0.000532842,0,2.349159589,0,0,0,0.177041437,1,1,0.751530119644117,0.841468399180769
"1262","Consignees",11,1,5,3,3,1,0.272727273,0.333333333,0.024576649,0,0.957558892,0.349927106,0.410603265,0,0,0,0,0.169947728904529,0.726909226668515
"1263","Consignees",11,2,2,3,8,0,0.727272727,0,0.044828673,0.478144063,1.390092694,0,1.03252879,0,0.348877774,0,0,0.25284676185959,0.903896082937629
"1264","Consignees",11,2,5,3,2,0,0.181818182,0,0.103097045,0.890009766,2.025675537,0.372677996,0.592654764,0,0,0,0,0.113949469013389,0.638803546758955
"1265","Consignees",11,1,1,1,0,0,0,0,0.009080152,0,3.056349959,0,0,0,0,0,0,0.179823918761047,0.760138475455967
"1266","Consignees",11,4,5,4,1,0,0.090909091,0,0.006542468,0.897319535,3.022392491,0.433012702,1.259673315,0,0,0,0,0.125993733740384,0.861506573144382
"1267","Consignees",11,2,2,2,2,0,0.181818182,0,41.3659633,1,2.489025576,0.471404521,0.385694608,0,0,0,0,1,0.521273141476922
"1268","Consignees",11,1,6,3,2,0,0.181818182,0,0.00012511,0.374206136,1.000943943,0.692820323,1.259673315,1,0.413144559,1,1,0.2795425559967,0.919624513440496
"1269","Consignees",11,1,2,2,0,0,0,0,0.020416609,0.507042233,0,0,0,0,0,0,0,0.0622668136483217,0.161979988980963
"1270","Consignees",11,1,2,2,2,0,0.181818182,0,0.000701427,1,1.651107477,0,0,0,0,0,0,0.0488936354205963,0.334629072783917
"1271","Consignees",11,2,2,2,0,0,0,0,0.016428213,1,2.081002206,0.4,0.859239205,0,0,0,0,0.10847721294785,0.663419833485053
"1272","Consignees",11,1,2,2,8,2,0.727272727,0.25,0.510814721,0.015523242,1.275825895,0.4,0.545454545,0,0,1,0,0.872835476860626,0.780476121918966
"1274","Consignees",11,1,3,2,0,0,0,0,0.08465129,0.469393299,1.46337822,0,0,0,0,0,0,0.0678129508717227,0.518495090120299
"1275","Consignees",11,1,2,1,0,0,0,0,0.000604147,0.701492537,1.150042155,0,0.348155312,1,0,0,0,0.205365184484004,0.398173888203938
"1276","Consignees",11,2,3,4,0,0,0,0,0.001510247,0,2.310250997,0.282842712,0.642824347,0,0,0,0,0.0695114677979377,0.895422132474659
"1277","Consignees",11,1,3,3,9,0,0.818181818,0,0.042558567,0.76351351,2.547198187,0,0,0,0.717960076,0,0,0.149076425842153,0.788437882320257
"1278","Consignees",11,1,4,2,2,0,0.181818182,0,0.008631126,0.876117154,1.823257978,0.433012702,0.629836657,0,0,0,0,0.114084673842978,0.553690006393605
"1279","Consignees",11,1,2,2,6,0,0.545454545,0,0.063618315,1,2.347019378,0.4,0.621027319,0,0,0,0,0.226862318246571,0.551632541153262
"1280","Consignees",11,2,3,3,0,0,0,0,0.044749679,1,2.457033989,0.384900179,0.545454545,0,0,0,0,0.0597885622081178,0.63769164268271
"1281","Consignees",11,1,2,2,0,0,0,0,0.086175347,1,2.459416872,0,0,0,0,0,0,0.0358502644858862,0.498236092808131
"1282","Consignees",11,2,2,2,0,0,0,0,0.001919007,1,2.081833452,0,0,0,0,0,0,0.0543552546529878,0.553258399281574
"1283","Consignees",11,2,4,4,0,0,0,0,0.034492567,0.699874944,2.781534421,0,0,0,0,0,0,0.0216694029749199,0.634862640550378
"1284","Consignees",11,1,1,1,0,0,0,0,0.003186999,0,0.275759988,0,0,0,0,0,0,0.206978473776231,0.547850960104393
"1285","Consignees",11,1,7,4,2,2,0.181818182,1,0.00166971,0.280323537,1.543679845,0.342326598,0.380300012,0,0,0,0,0.0523672787974753,0.646549122682629
"1286","Consignees",11,1,2,2,0,0,0,0,0.004596304,1,1.867489498,0,0.380300012,0,0,0,0,0.0303533878720804,0.46595665434831
"1287","Consignees",11,1,2,2,4,0,0.363636364,0,0.009461882,1,1.468054072,0,0,0,0,1,0,0.0815663892627347,0.273579739635962
"1288","Consignees",11,1,5,5,3,0,0.272727273,0,0.134660342,1,1.312353703,0.547101204,1.044465936,0,0,0,0,0.0396890814650829,0.407698609671502
"1289","Consignees",11,2,1,3,0,0,0,0,0.010091884,0,2.28020012,0,0.787295822,0,0.107697057,0,0,0.0824679370790161,0.933991312392323
"1290","Consignees",11,1,1,1,0,0,0,0,0.014199608,1,3.595002678,0,0,0,0,0,0,0.0622172329727357,0.582951153832791
"1291","Consignees",11,1,1,1,0,0,0,0,0.018274604,1,0.801878621,0,0,0,0,0,0,0.0690000839779664,0.185182505266227
"1292","Consignees",11,1,5,5,4,0,0.363636364,0,0.001208658,1,0.474373856,0.372677996,0.813115628,1,0,0,0,0.0928936783552819,0.0929824229752816
"1293","Consignees",11,1,6,6,0,0,0,0,0.066659952,0.944716824,3.447095181,0.349927106,1.113404429,0,0,0,0,0.00581826840094569,0.652195314317154
"1294","Consignees",11,1,1,1,0,0,0,0,0.00324347,0,2.748158447,0,0.128564869,0,0,0,0,0.178272601714997,0.771036692641973
"1295","Consignees",11,1,1,1,0,0,0,0,0.032121737,1,3.527087916,0,1.157083824,0,0,0,0,0.0694402502071689,0.660625343974177
"1296","Consignees",11,1,1,1,2,0,0.181818182,0,0.114208609,1,1.61535427,0,0,0,0,0,0,0.13448771868212,0.365675224384818
"1297","Consignees",11,1,2,3,11,0,1,0,0.001679351,0.772917477,1.333172777,0.433012702,0.41659779,0,0,0,0,0.342040451582803,0.363874912502296
"1298","Consignees",10,1,1,1,0,0,0,0,0.040935111,1,1.679673444,0,0,0,0,0,0,0.0700504575109091,0.396617709510446
"1299","Consignees",10,2,2,2,6,0,0.6,0,14.7037904,1,3.030139456,0,0.692820323,0,0,1,1,1,0.622951300206251
"1300","Consignees",10,2,4,4,0,0,0,0,0.016227248,0.813338268,3.102868328,0.282842712,0.565685425,0,0,0,0,0.0307310573550821,0.686894788621953
"1301","Consignees",10,1,1,1,0,0,0,0,0.034365183,1,1.678210247,0,0,0,0,0,0,0.0688226425320167,0.396297994875417
"1302","Consignees",10,2,3,2,0,0,0,0,0.001838868,1,3.090997128,0,0.692820323,0,0,0,0,0.0556312519419469,0.661717474067349
"1303","Consignees",10,1,2,4,0,0,0,0,0.000319118,0.444253859,0.800292972,0.707106781,0.565685425,0,0,0,0,0.0553398507390031,0.534063138432451
"1304","Consignees",10,1,1,1,4,0,0.4,0,2.251459123,1,1.167303873,0,0,0,0,0,0,0.996615744386105,0.241642569841906
"1305","Consignees",10,1,1,1,0,0,0,0,0.024979644,0,1.797686088,0,0,0,0,0,0,0.196654152294714,0.722214666624149
"1306","Consignees",10,1,1,1,0,0,0,0,0.000674564,1,3.447658142,0,0,0,0,0,0,0.0600384916965586,0.577846985018136
"1307","Consignees",10,1,1,3,0,0,0,0,0.000166212,0,1.310745501,0,0,0,0,0,0,0.0474867328956498,0.659764937668928
"1308","Consignees",10,1,1,1,0,0,0,0,0.010017082,1,1.013096741,0,0,0,0,0,0,0.0666186339857932,0.23570192926751
"1309","Consignees",10,1,1,1,0,0,0,0,0.014719146,1,1.404124709,0,0,0,0,0,0,0.0660836814086624,0.33332884231654
"1310","Consignees",10,1,1,1,0,0,0,0,0.004549225,1,1.990251105,0,0,0,0,0,0,0.0626921577586904,0.455619296891609
"1311","Consignees",10,1,2,1,8,0,0.8,0,0.039943495,0.131149528,0.91177433,0,0.550757055,0,0,0,0,0.699757920268045,0.669133877934109
"1312","Consignees",10,2,2,2,0,0,0,0,0.009317234,1,4.131700218,0,0.692820323,0,0.51509203,0,0,0.0516382718452014,0.850087426511531
"1313","Consignees",10,2,1,1,0,0,0,0,0.008700496,1,2.434229688,0,0,0,0,0,0,0.1075960444316,0.591787735409746
"1314","Consignees",10,2,2,2,5,0,0.5,0,2.75e-06,1,2.0537713,0.471404521,0.565685425,1,0,0,0,0.394697806231835,0.586286587071808
