FY	Total_Hours	Total_Operations	Work_Accomplishment_ID	Smpl_Tracking_Num	Industry_Code
2012	7.00	1	6226866	739131	24
2012	7.00	1	6228803	763454	24
2012	20.00	1	6231568	737965	24
2012	6.00	1	6233625	719337	24
2012	6.00	1	6243227	720498	24
2012	3.00	1	6244294	762022	24
2012	7.00	1	6244298	753565	24
2012	5.00	1	6253491	750520	24
2012	16.00	1	6253527	763801	24
2012	5.00	1	6253548	750521	24
2012	5.00	1	6253908	765506	24
2012	1.50	1	6260109	691252	24
2012	1.50	1	6260653	691253	24
2012	2.50	1	6268719	691258	24
2012	2.50	1	6269166	691259	24
2012	8.00	1	6276788	686935	24
2012	6.00	1	6280820	710801	24
2012	4.00	1	6281335	748478	24
2012	4.00	1	6283058	767272	24
2012	2.50	1	6283066	767273	24
2012	2.50	1	6283078	767274	24
2012	4.00	1	6298330	766865	24
2012	3.00	1	6301157	767275	24
2012	3.00	1	6302925	767277	24
2012	1.00	1	6327679	761348	24
2012	1.00	1	6327695	761347	24
2012	2.00	1	6346512	764338	24
2012	2.00	1	6346546	764337	24
2012	8.00	1	6362453	773536	24
2012	19.00	1	6363935	700827	24
2012	5.00	1	6419933	700830	24
2013	10.00	1	6391226	772941	24
2013	8.00	1	6391228	741898	24
2013	10.00	1	6392702	772943	24
2013	6.00	1	6396873	682385	24
2013	6.00	1	6397596	768624	24
2013	6.00	1	6398226	768531	24
2013	16.50	1	6402632	481586	24
2013	7.00	1	6416982	809015	24
2013	6.00	1	6417005	827501	24
2013	6.00	1	6417006	416533	24
2013	14.00	1	6419846	651846	24
2013	14.00	1	6419852	651847	24
2013	11.00	1	6420432	702777	24
2013	11.00	1	6423379	702778	24
2013	11.00	1	6423381	702779	24
2013	11.00	1	6423383	702780	24
2013	13.00	1	6423734	745222	24
2013	6.00	1	6430087	772008	24
2013	6.00	1	6430092	772009	24
2013	2.00	1	6442397	735255	24
2013	2.00	1	6442400	735256	24
2013	8.00	1	6474543	768437	24
2013	4.00	1	6495581	784685	24
2013	10.00	1	6499799	699561	24
2013	7.00	1	6502153	780046	24
2013	10.00	1	6528013	699560	24
2013	14.00	1	6539199	774806	24
2013	14.00	1	6545589	798354	24
2013	3.00	1	6546365	481590	24
2013	3.00	1	6547613	481591	24
2013	26.00	1	6556118	749683	24
2013	25.00	1	6556121	749684	24
2013	25.00	1	6556135	749691	24
2013	6.00	1	6556539	773311	24
2013	6.00	1	6556546	773312	24
2013	6.00	1	6556555	773313	24
2013	4.00	1	6562358	781263	24
2013	3.00	1	6590106	671661	24
2013	3.00	1	6596587	751176	24
2013	8.00	1	6624181	772439	24
2013	8.00	1	6624214	772440	24
2013	14.00	1	6627126	717149	24
2013	11.00	1	6627147	781209	24
2013	4.00	1	6647239	645480	24
2013	10.00	1	6658561	758050	24
2013	5.50	1	6685634	772188	24
2013	4.00	1	6685779	772189	24
2013	16.00	1	6686000	672489	24
2013	5.00	1	6708099	804237	24
2013	5.00	1	6709319	804238	24
2013	10.00	1	6714689	805694	24
2013	10.00	1	6715461	805695	24
2013	15.00	1	6733530	700832	24
2013	10.50	1	6733857	700833	24
2013	8.00	1	6757371	777366	24
2013	6.00	1	6757381	777367	24
2013	4.00	1	6757383	777368	24
2013	19.00	1	6761883	796198	24
2013	16.00	1	6770996	806948	24
2013	8.50	1	6786355	815540	24
2013	8.50	1	6792490	815541	24
2013	14.00	1	6801347	808595	24
2013	12.00	1	6804232	783463	24
2013	12.00	1	6815736	772108	24
2013	7.00	1	6817091	762028	24
2013	6.00	1	6817887	812317	24
2013	15.00	1	6836208	735254	24
2013	7.00	1	6837520	744020	24
2013	7.00	1	6840978	817789	24
2013	5.00	1	6841209	804417	24
2013	4.00	1	6850126	809676	24
2013	24.00	1	6860095	770884	24
2013	8.00	1	6864388	802482	24
2013	8.00	1	6865004	782557	24
2013	9.00	1	6865005	782558	24
2013	6.00	1	6865009	803605	24
2013	7.00	1	6869396	760158	24
2013	6.00	1	6882919	821898	24
2013	24.00	1	6910307	641034	24
2013	13.00	1	6912182	772275	24
2013	8.00	1	6912206	772276	24
2013	3.50	1	6928401	831926	24
2013	3.50	1	6928402	831927	24
2013	8.00	1	6932520	822194	24
2013	5.00	1	6954985	806503	24
2013	9.00	1	6976515	784294	24
2013	9.00	1	6976524	799629	24
2013	2.00	1	6978011	388526	24
2013	14.80	1	6980846	822908	24
2013	4.00	1	6982306	828523	24
2014	8.00	1	6084774	634181	24
2014	19.50	1	7055793	798291	24
2014	3.50	1	7057770	828467	24
2014	3.50	1	7057814	828466	24
2014	3.50	1	7059655	828468	24
2014	3.00	1	7086364	805902	24
2014	4.00	1	7094950	799164	24
2014	12.00	1	7108464	826810	24
2014	10.00	1	7135913	836242	24
2014	3.00	1	7136554	838611	24
2014	5.50	1	7155800	808466	24
2014	5.50	1	7155801	808467	24
2014	5.50	1	7155805	808468	24
2014	1.00	1	7166564	805288	24
2014	10.00	1	7199915	808471	24
2014	8.00	1	7212169	659126	24
2014	7.00	1	7284649	850427	24
2014	7.00	1	7284658	850428	24
2014	7.00	1	7284661	850429	24
2014	7.00	1	7284667	850430	24
2014	13.70	1	7286223	840159	24
2014	2.50	1	7293318	830514	24
2014	12.00	1	7298401	832938	24
2014	3.50	1	7308017	856409	24
2014	3.50	1	7318409	856410	24
2014	4.00	1	7332067	856657	24
2014	4.00	1	7332086	856658	24
2014	4.00	1	7332143	856660	24
2014	4.00	1	7332161	856659	24
2014	4.00	1	7332182	856661	24
2014	4.00	1	7332223	856662	24
2014	4.00	1	7332237	856663	24
2014	4.00	1	7332253	856664	24
2014	8.00	1	7334728	828250	24
2014	0.10	1	7353462	828717	24
2014	0.10	1	7353464	828719	24
2014	14.00	1	7358610	829501	24
2014	6.00	1	7366323	858346	24
2014	8.00	1	7370594	860821	24
2014	15.00	1	7376059	768069	24
2014	6.00	1	7382796	830136	24
2014	6.00	1	7392054	845332	24
2014	10.00	1	7401216	829502	24
2014	10.00	1	7401465	829503	24
2014	16.00	1	7408087	806390	24
2014	4.00	1	7414232	822894	24
2014	2.00	1	7424487	848590	24
2014	5.00	1	7441584	862804	24
2014	5.00	1	7502885	836126	24
2014	8.00	1	7508187	871833	24
2014	8.50	1	7522014	834567	24
2014	8.50	1	7549417	842532	24
2014	21.00	1	7558363	878192	24
2014	16.00	1	7558923	864625	24
2014	4.50	1	7563944	866787	24
2014	8.00	1	7566028	868960	24
2014	10.00	1	7566049	868961	24
2014	10.00	1	7566335	842515	24
2014	21.00	1	7566362	878193	24
2014	8.00	1	7567551	866241	24
2014	3.00	1	7571832	843144	24
2014	3.00	1	7572980	841564	24
2014	3.00	1	7575789	875529	24
2014	3.00	1	7575792	875530	24
2014	3.00	1	7575811	879475	24
2014	3.00	1	7575814	879476	24
2014	3.00	1	7575816	879477	24
2014	2.00	1	7585049	872897	24
2015	2.50	1	7262063	889009	24
2015	8.00	1	7633075	794887	24
2015	18.90	1	7633859	839448	24
2015	10.90	1	7633860	835104	24
2015	10.90	1	7633861	835105	24
2015	18.00	1	7633876	839449	24
2015	19.90	1	7636813	883862	24
2015	5.00	1	7637738	852430	24
2015	12.00	1	7646443	851406	24
2015	15.00	1	7654823	860888	24
2015	8.00	1	7704017	802932	24
2015	17.00	1	7708218	828659	24
2015	12.00	1	7710000	887386	24
2015	22.00	1	7730121	886268	24
2015	6.50	1	7730557	886271	24
2015	22.50	1	7769903	888228	24
2015	26.00	1	7770047	878919	24
2015	36.00	1	7798604	896163	24
2015	24.00	1	7810354	895480	24
2015	24.00	1	7810424	895481	24
2015	4.00	1	7821680	869446	24
2015	7.00	1	7859805	875435	24
2015	7.00	1	7859806	875436	24
2015	8.00	1	7976798	887908	24
2015	7.00	1	8001363	902947	24
2015	7.10	1	8007715	894163	24
2015	5.00	1	8018971	914347	24
2015	5.00	1	8018973	914348	24
2015	9.00	1	8069890	917641	24
2015	6.00	1	8089997	902466	24
2015	5.00	1	8108116	868424	24
2015	10.00	1	8108739	920124	24
2015	17.00	1	8125839	851391	24
2015	15.00	1	8131245	851392	24
2015	2.00	1	8147295	918877	24
2015	5.00	1	8164322	902836	24
2015	2.50	1	8165824	890941	24
2015	12.00	1	8194675	888423	24
2015	12.00	1	8194697	888424	24
2015	12.00	1	8194726	888425	24
2015	6.00	1	8209920	882620	24
2015	6.00	1	8209923	882621	24
2015	6.00	1	8210276	909230	24
2015	6.00	1	8210297	909231	24
2015	6.00	1	8210332	909232	24
2015	6.00	1	8210394	882622	24
2016	10.00	1	8244114	882294	24
2016	10.00	1	8244155	882295	24
2016	2.00	1	8254243	930254	24
2016	14.00	1	8256004	923167	24
2016	4.00	1	8259793	928879	24
2016	4.50	1	8265096	921758	24
2016	4.00	1	8265098	921759	24
2016	6.00	1	8265157	882631	24
2016	4.00	1	8265884	928441	24
2016	4.00	1	8265892	928442	24
2016	5.00	1	8267086	923168	24
2016	5.00	1	8267088	923169	24
2016	5.00	1	8267091	923170	24
2016	1.50	1	8275888	918644	24
2016	1.50	1	8275893	918645	24
2016	1.50	1	8275901	918646	24
2016	2.00	1	8276041	899249	24
2016	4.00	1	8276044	918011	24
2016	4.00	1	8276048	918012	24
2016	4.00	1	8276050	918021	24
2016	2.00	1	8276053	899250	24
2016	4.00	1	8276064	918022	24
2016	2.00	1	8276084	915114	24
2016	2.00	1	8276095	932176	24
2016	1.50	1	8276627	932159	24
2016	1.70	1	8276864	932177	24
2016	1.70	1	8276982	932182	24
2016	1.70	1	8277164	932188	24
2016	1.70	1	8277183	932189	24
2016	1.70	1	8277205	932190	24
2016	4.00	1	8277382	918013	24
2016	4.00	1	8277423	918014	24
2016	4.00	1	8277458	918015	24
2016	4.00	1	8277531	918017	24
2016	4.00	1	8281126	917981	24
2016	4.00	1	8281132	917982	24
2016	4.00	1	8281153	917983	24
2016	4.00	1	8281344	919225	24
2016	4.00	1	8281360	919226	24
2016	4.00	1	8281364	919227	24
2016	4.00	1	8281388	932628	24
2016	3.40	1	8282203	932160	24
2016	3.40	1	8282245	932161	24
2016	3.40	1	8282258	932162	24
2016	3.00	1	8282654	926409	24
2016	3.00	1	8282707	926410	24
2016	2.90	1	8282715	932165	24
2016	3.00	1	8282912	926413	24
2016	2.90	1	8283022	932169	24
2016	5.00	1	8287525	923171	24
2016	37.00	1	8330471	926152	24
2016	16.00	1	8373684	935353	24
2016	6.00	1	8414626	835119	24
2016	6.00	1	8414637	929995	24
2016	6.00	1	8414638	929996	24
2016	6.00	1	8429149	947669	24
2016	5.00	1	8430222	935486	24
2016	7.50	1	8430902	854464	24
2016	3.00	1	8438688	933959	24
2016	6.00	1	8444142	935487	24
2016	6.00	1	8444199	854465	24
2016	6.00	1	8444330	946744	24
2016	10.00	1	8444814	923177	24
2016	9.00	1	8470518	928277	24
2016	12.00	1	8470522	903921	24
2016	6.00	1	8477718	942870	24
2016	6.00	1	8477719	942871	24
2016	2.00	1	8540430	919076	24
2016	7.50	1	8544162	952034	24
2016	10.00	1	8584353	942872	24
2016	10.00	1	8687653	957976	24
2016	10.00	1	8688487	957977	24
2016	10.00	1	8688492	957978	24
2016	3.00	1	8689866	949752	24
2016	9.00	1	8690874	962768	24
2016	20.00	1	8695154	926862	24
2016	12.00	1	8695155	964315	24
2016	22.00	1	8695156	964314	24
2016	20.00	1	8695157	926867	24
2016	1.00	1	8708690	969183	24
2016	1.00	1	8708699	969184	24
2016	1.00	1	8708703	964635	24
2016	1.00	1	8708706	969185	24
2016	1.00	1	8708710	964636	24
2016	1.00	1	8708821	964637	24
2016	1.00	1	8708853	964641	24
2016	1.00	1	8708892	964644	24
2016	1.00	1	8708896	964645	24
2016	1.00	1	8708899	964646	24
2016	5.00	1	8716053	962389	24
2016	5.00	1	8716094	962390	24
2016	5.00	1	8716102	962391	24
2016	6.00	1	8721214	969188	24
2016	6.00	1	8721237	969189	24
2016	5.00	1	8721263	969186	24
2016	5.00	1	8721269	969187	24
2016	4.00	1	8732151	920867	24
2016	4.00	1	8732167	970499	24
2016	3.00	1	8801673	966710	24
2016	3.00	1	8801674	966711	24
2016	3.00	1	8801675	966712	24
2016	3.00	1	8801676	966713	24
2006	6.00	1	2569100	290126	25
2006	6.00	1	2570043	290127	25
2006	6.00	1	2570100	290128	25
2006	6.00	1	2570419	290129	25
2006	4.00	1	2618808	351983	25
2006	4.00	1	2623784	337969	25
2006	4.00	1	2623808	356253	25
2006	3.00	1	2689291	337332	25
2006	7.00	1	2735277	339682	25
2006	7.00	1	2758426	357052	25
2006	2.00	1	2767731	282455	25
2006	3.00	1	2793438	350973	25
2006	3.00	1	2794972	373105	25
2006	3.00	1	2825131	365254	25
2006	3.00	1	2826221	365255	25
2006	3.00	1	2979541	386484	25
2006	3.00	1	2979545	386483	25
2006	8.50	1	2984703	366349	25
2006	12.00	1	2994454	392393	25
2006	3.50	1	2995200	322429	25
2006	12.00	1	3004979	392394	25
2006	12.00	1	3004980	392395	25
2006	4.00	1	3004981	392396	25
2006	4.00	1	3004982	392397	25
2006	4.00	1	3004983	392398	25
2007	5.00	1	3002340	378377	25
2007	10.00	1	3029028	189967	25
2007	8.00	1	3048766	353421	25
2007	3.00	1	3057349	318106	25
2007	19.50	1	3169871	366350	25
2007	10.50	1	3169881	366351	25
2007	6.00	1	3170808	392939	25
2007	6.00	1	3170925	392940	25
2007	7.00	1	3176353	189972	25
2007	7.00	1	3176507	383156	25
2007	5.00	1	3186428	405484	25
2007	6.00	1	3193860	383157	25
2007	8.00	1	3237905	406545	25
2007	8.00	1	3238177	406546	25
2007	5.00	1	3238568	403895	25
2007	5.00	1	3238685	403896	25
2007	6.00	1	3267895	407630	25
2007	3.00	1	3290924	346923	25
2007	6.00	1	3322472	300410	25
2007	6.00	1	3334272	429799	25
2007	5.00	1	3344052	385919	25
2007	3.00	1	3378494	434456	25
2007	3.00	1	3378527	434457	25
2007	10.00	1	3381035	402978	25
2007	5.00	1	3410592	435708	25
2007	6.00	1	3418909	435500	25
2007	3.00	1	3443837	437511	25
2008	2.00	1	3428937	399194	25
2008	4.00	1	3437246	446685	25
2008	2.00	1	3444404	437514	25
2008	8.00	1	3468461	438999	25
2008	1.00	1	3493595	429763	25
2008	1.00	1	3493730	429764	25
2008	6.00	1	3496840	424209	25
2008	4.00	1	3520680	452960	25
2008	8.50	1	3590809	407099	25
2008	2.50	1	3601448	448102	25
2008	0.50	1	3603966	458498	25
2008	3.00	1	3605654	456009	25
2008	3.50	1	3607043	407100	25
2008	6.00	1	3609455	439227	25
2008	9.00	1	3652119	410770	25
2008	7.00	1	3653696	407103	25
2008	2.00	1	3676973	465648	25
2008	13.50	1	3713279	451539	25
2008	13.50	1	3714935	451538	25
2008	3.00	1	3728188	432312	25
2009	10.00	1	3775156	476522	25
2009	5.00	1	3881244	487850	25
2009	10.00	1	3889099	491926	25
2009	1.50	1	3895945	495898	25
2009	1.00	1	3908109	497887	25
2009	11.00	1	3921217	451668	25
2009	10.00	1	3945541	451259	25
2009	10.00	1	3945558	451260	25
2009	2.00	1	3954690	502370	25
2009	10.00	1	3959594	451262	25
2009	2.50	1	3975058	485475	25
2009	2.50	1	3975275	485476	25
2009	4.00	1	3987610	483364	25
2009	2.50	1	3994019	483363	25
2009	8.00	1	4116133	517634	25
2009	8.00	1	4127611	387773	25
2009	26.00	1	4130754	476592	25
2009	26.00	1	4130757	476591	25
2009	26.00	1	4130759	476590	25
2009	16.00	1	4137006	487325	25
2009	16.00	1	4137008	487324	25
2009	24.00	1	4139036	487328	25
2009	16.00	1	4139038	487327	25
2009	16.00	1	4139039	487326	25
2009	9.00	1	4142119	476589	25
2009	8.00	1	4153256	489284	25
2009	20.00	1	4172410	510040	25
2009	20.00	1	4172458	510041	25
2009	20.00	1	4172492	510042	25
2009	24.00	1	4172520	521238	25
2009	20.00	1	4172522	510043	25
2009	20.00	1	4172539	521239	25
2009	20.00	1	4172580	510044	25
2009	4.50	1	4176286	501255	25
2009	2.00	1	4176772	505415	25
2009	6.30	1	4177473	529501	25
2009	7.20	1	4177587	529502	25
2009	3.00	1	4177849	505416	25
2009	3.00	1	4177881	505418	25
2009	6.00	1	4196315	545010	25
2009	3.00	1	4201784	524194	25
2009	4.50	1	4236120	508671	25
2009	4.00	1	4266084	547877	25
2009	2.00	1	4268160	557604	25
2009	2.50	1	4269350	538737	25
2009	8.00	1	4270015	526270	25
2009	8.00	1	4306677	533881	25
2009	1.00	1	4314058	489306	25
2009	16.00	1	4327307	501259	25
2009	20.00	1	4329038	489580	25
2009	20.00	1	4329125	489581	25
2009	12.00	1	4337452	501260	25
2009	8.00	1	4344524	530124	25
2009	1.50	1	4354333	571185	25
2009	1.50	1	4355944	571186	25
2009	1.50	1	4356795	571187	25
2009	1.50	1	4357852	571188	25
2009	1.50	1	4357866	571189	25
2009	1.50	1	4358097	571190	25
2009	1.50	1	4358277	571191	25
2009	2.00	1	4358359	571192	25
2009	1.50	1	4358422	571193	25
2009	1.00	1	4361327	548721	25
2009	4.00	1	4364488	548724	25
2009	5.60	1	4364803	548722	25
2009	5.60	1	4364969	548723	25
2009	3.50	1	4366780	572484	25
2009	6.00	1	4394642	543859	25
2009	2.00	1	4398917	532588	25
2009	2.00	1	4399587	532591	25
2010	3.00	1	4374706	534132	25
2010	6.00	1	4375041	601894	25
2010	3.00	1	4402387	537387	25
2010	8.00	1	4427079	507867	25
2010	3.50	1	4465066	541291	25
2010	6.00	1	4491156	556906	25
2010	6.00	1	4547952	500308	25
2010	2.00	1	4711325	554612	25
2010	16.00	1	4714966	592938	25
2010	2.00	1	4733533	574627	25
2010	9.00	1	4754731	515781	25
2010	9.00	1	4754887	515782	25
2010	7.00	1	4770052	622440	25
2010	15.00	1	4786536	617951	25
2010	35.00	1	4794954	547113	25
2010	4.50	1	4798526	605154	25
2010	36.00	1	4808747	547115	25
2010	4.00	1	4808876	626749	25
2010	4.00	1	4813999	624307	25
2010	20.00	1	4835583	611087	25
2010	6.00	1	4836461	520830	25
2010	20.00	1	4844104	611088	25
2010	4.00	1	4866683	609773	25
2010	16.00	1	4866848	617000	25
2010	1.00	1	4875570	452749	25
2010	18.00	1	4882732	599702	25
2010	1.00	1	4892477	637072	25
2010	11.00	1	4901637	531814	25
2010	10.00	1	4908142	531815	25
2010	6.00	1	4965696	531816	25
2010	6.00	1	4987007	599706	25
2010	6.00	1	5003023	605935	25
2011	9.50	1	5023772	605133	25
2011	10.00	1	5043991	650486	25
2011	10.00	1	5044002	650487	25
2011	10.00	1	5044009	650488	25
2011	8.00	1	5045564	528700	25
2011	2.00	1	5046831	624063	25
2011	10.00	1	5056216	650492	25
2011	10.00	1	5056222	650493	25
2011	10.00	1	5056542	650494	25
2011	12.00	1	5061310	647127	25
2011	7.00	1	5100377	633216	25
2011	9.00	1	5108441	656696	25
2011	9.00	1	5108471	656698	25
2011	2.00	1	5117902	641263	25
2011	4.00	1	5132886	623128	25
2011	53.00	1	5177478	664898	25
2011	3.00	1	5189487	662074	25
2011	9.00	1	5190987	650202	25
2011	3.50	1	5258196	652740	25
2011	6.00	1	5267975	636777	25
2011	4.00	1	5268456	604562	25
2011	4.00	1	5269237	604563	25
2011	3.00	1	5273135	664486	25
2011	4.00	1	5282849	629977	25
2011	5.00	1	5287587	647527	25
2011	22.00	1	5315788	642078	25
2011	4.00	1	5324315	636778	25
2011	36.00	1	5325813	590490	25
2011	41.00	1	5325857	590491	25
2011	5.00	1	5334488	681232	25
2011	7.00	1	5352766	654850	25
2011	18.00	1	5377819	547500	25
2011	12.00	1	5405516	671321	25
2011	36.00	1	5410045	686209	25
2011	5.00	1	5421506	650333	25
2011	6.00	1	5425202	637618	25
2011	6.00	1	5425212	682763	25
2011	6.00	1	5425216	682764	25
2011	6.00	1	5425219	682765	25
2011	3.00	1	5429289	489089	25
2011	5.00	1	5454875	637305	25
2011	4.50	1	5455841	637308	25
2011	10.00	1	5468022	639521	25
2011	8.00	1	5473730	658699	25
2011	8.50	1	5503308	679944	25
2011	4.20	1	5506604	606708	25
2011	5.00	1	5543929	665833	25
2011	4.00	1	5567290	701171	25
2011	12.00	1	5573667	672688	25
2011	4.50	1	5597358	693431	25
2011	8.00	1	5602275	702979	25
2011	4.00	1	5696389	672636	25
2011	3.50	1	5714931	703636	25
2011	6.50	1	5717463	606713	25
2011	9.00	1	5735781	688669	25
2011	2.80	1	5745178	606714	25
2012	10.00	1	5776637	691186	25
2012	10.00	1	5776667	691187	25
2012	10.00	1	5776713	691188	25
2012	5.50	1	5871831	729242	25
2012	6.00	1	5875711	715457	25
2012	8.00	1	5880557	702019	25
2012	10.00	1	5892683	718087	25
2012	3.00	1	5900466	650595	25
2012	6.00	1	5912447	707495	25
2012	17.00	1	5918472	729140	25
2012	18.00	1	5924675	648056	25
2012	18.00	1	5951334	636390	25
2012	10.00	1	5957392	737484	25
2012	6.00	1	5958260	737485	25
2012	8.00	1	5961398	729141	25
2012	4.00	1	5985814	731114	25
2012	13.00	1	5985851	702251	25
2012	13.00	1	5985852	702250	25
2012	13.00	1	5985862	714277	25
2012	13.00	1	5985863	714278	25
2012	13.00	1	5985864	714279	25
2012	13.00	1	5985867	714282	25
2012	4.00	1	6010236	731009	25
2012	12.00	1	6010485	699657	25
2012	4.00	1	6017068	710822	25
2012	4.00	1	6154596	748018	25
2012	5.50	1	6190064	738099	25
2012	6.00	1	6197239	722305	25
2012	8.00	1	6201989	755419	25
2012	3.50	1	6207543	752776	25
2012	9.00	1	6211000	727339	25
2012	3.00	1	6212993	752829	25
2012	2.00	1	6212994	752830	25
2012	6.00	1	6214741	722306	25
2012	10.00	1	6215209	753762	25
2012	3.00	1	6270742	746633	25
2012	9.00	1	6271946	739107	25
2012	4.50	1	6282896	763027	25
2012	6.00	1	6292006	725274	25
2012	0.10	1	6292007	777502	25
2012	0.10	1	6292008	777510	25
2012	6.00	1	6296727	725272	25
2012	6.00	1	6301947	725273	25
2012	6.00	1	6304606	650581	25
2012	2.00	1	6309706	650582	25
2012	6.00	1	6360327	755019	25
2013	10.00	1	6391227	772942	25
2013	4.00	1	6417996	630762	25
2013	4.00	1	6456675	698529	25
2013	4.00	1	6456812	698530	25
2013	8.00	1	6479791	732505	25
2013	3.00	1	6536348	755664	25
2013	28.00	1	6576826	665160	25
2013	10.00	1	6637308	739940	25
2013	6.00	1	6710505	776302	25
2013	3.50	1	6712361	750110	25
2013	7.00	1	6729706	732507	25
2013	6.00	1	6733577	735253	25
2013	3.00	1	6813166	645483	25
2013	14.00	1	6815080	829305	25
2013	3.00	1	6816041	645485	25
2013	7.00	1	6837521	744021	25
2013	7.00	1	6840977	817790	25
2013	8.00	1	6865817	776794	25
2013	6.50	1	6876685	776795	25
2013	17.00	1	6899682	786458	25
2013	19.00	1	6904604	786456	25
2013	26.00	1	6928679	528174	25
2013	7.50	1	6928795	822581	25
2013	17.00	1	6940754	528175	25
2013	5.50	1	6952295	562903	25
2013	8.00	1	6956711	825259	25
2013	4.50	1	6964725	562904	25
2013	4.50	1	6964729	562905	25
2013	8.00	1	6970114	825910	25
2013	5.00	1	6991040	770484	25
2014	14.00	1	6904599	831431	25
2014	14.00	1	6904600	831432	25
2014	12.00	1	6904601	839012	25
2014	8.00	1	7077582	832202	25
2014	4.00	1	7106640	671663	25
2014	4.00	1	7128986	840269	25
2014	4.00	1	7170356	774883	25
2014	4.00	1	7170380	774884	25
2014	4.00	1	7170416	774885	25
2014	4.00	1	7170434	774886	25
2014	4.00	1	7171635	774887	25
2014	8.00	1	7197115	798293	25
2014	3.00	1	7207878	828960	25
2014	3.00	1	7207892	828961	25
2014	3.00	1	7207895	828962	25
2014	3.00	1	7207898	828963	25
2014	4.00	1	7207915	828964	25
2014	3.00	1	7207918	828965	25
2014	3.50	1	7207921	828966	25
2014	3.50	1	7207924	828967	25
2014	3.50	1	7207938	814461	25
2014	4.50	1	7207942	814462	25
2014	3.50	1	7207945	814463	25
2014	3.50	1	7207948	814464	25
2014	3.50	1	7207950	814465	25
2014	3.50	1	7207953	814466	25
2014	3.50	1	7207954	814467	25
2014	3.50	1	7207957	814468	25
2014	5.00	1	7207960	814469	25
2014	2.50	1	7208146	842558	25
2014	3.00	1	7208168	843132	25
2014	2.50	1	7208173	842559	25
2014	2.50	1	7208179	842560	25
2014	3.00	1	7208183	843133	25
2014	2.50	1	7208190	842561	25
2014	2.50	1	7208202	842562	25
2014	3.00	1	7208209	843134	25
2014	4.00	1	7208222	843135	25
2014	2.50	1	7208228	842563	25
2014	4.00	1	7208235	843136	25
2014	2.50	1	7208254	842564	25
2014	4.50	1	7208256	846132	25
2014	4.00	1	7208285	846133	25
2014	4.00	1	7208301	846134	25
2014	2.50	1	7208306	846474	25
2014	3.00	1	7212840	708580	25
2014	10.00	1	7216271	774888	25
2014	6.00	1	7217737	839699	25
2014	2.00	1	7222763	825016	25
2014	4.00	1	7234761	733186	25
2014	1.00	1	7236921	783917	25
2014	7.00	1	7243850	840271	25
2014	3.00	1	7421381	822729	25
2014	4.00	1	7444599	513291	25
2014	6.00	1	7517551	531817	25
2014	8.00	1	7557737	870723	25
2015	11.00	1	7660374	869126	25
2015	20.00	1	7660579	872901	25
2015	8.00	1	7663214	880447	25
2015	6.00	1	7665815	869127	25
2015	18.00	1	7665852	872902	25
2015	6.00	1	7667908	864174	25
2015	12.00	1	7670323	880449	25
2015	23.00	1	7671064	878179	25
2015	12.00	1	7671117	869128	25
2015	8.00	1	7673783	870932	25
2015	6.00	1	7690318	868142	25
2015	12.00	1	7691620	829894	25
2015	4.50	1	7735482	817791	25
2015	12.00	1	7934233	879526	25
2015	12.00	1	7934350	879527	25
2015	20.00	1	7936166	907466	25
2015	10.00	1	8068935	879530	25
2015	6.00	1	8095598	919069	25
2015	6.00	1	8095828	843973	25
2015	8.00	1	8144006	859083	25
2015	5.00	1	8164411	902837	25
2015	2.50	1	8165826	890942	25
2015	2.00	1	8177719	921889	25
2015	2.00	1	8180906	681227	25
2015	12.00	1	8184176	920844	25
2015	49.50	1	8197998	717375	25
2015	8.00	1	8200861	717376	25
2015	8.00	1	8200887	926636	25
2015	8.00	1	8200947	926147	25
2015	8.00	1	8200948	926637	25
2015	9.00	1	8200953	926148	25
2015	8.00	1	8200962	926638	25
2015	9.00	1	8200967	926149	25
2015	8.00	1	8200984	926639	25
2015	7.00	1	8201894	870985	25
2015	5.00	1	8201932	870982	25
2015	5.00	1	8201943	870983	25
2015	8.00	1	8201963	870984	25
2016	12.00	1	8245406	919575	25
2016	50.00	1	8253755	928440	25
2016	35.00	1	8264711	926150	25
2016	1.50	1	8276534	918647	25
2016	1.70	1	8276932	932181	25
2016	1.70	1	8277063	932186	25
2016	1.70	1	8277234	932191	25
2016	1.70	1	8277251	932192	25
2016	4.00	1	8277474	918016	25
2016	2.00	1	8277522	905701	25
2016	4.00	1	8277842	918024	25
2016	3.00	1	8282742	926411	25
2016	3.00	1	8282790	926412	25
2016	3.00	1	8282937	926414	25
2016	3.00	1	8283065	926416	25
2016	22.50	1	8372510	919118	25
2016	16.00	1	8373689	935355	25
2016	8.00	1	8374559	896216	25
2016	8.00	1	8374564	896217	25
2016	6.00	1	8414636	835120	25
2016	7.00	1	8424912	940459	25
2016	11.00	1	8447971	923414	25
2016	3.00	1	8469437	903755	25
2016	11.00	1	8473758	949814	25
2016	12.00	1	8476781	950294	25
2016	40.00	1	8477168	908562	25
2016	7.50	1	8479188	927378	25
2016	8.00	1	8481486	947001	25
2016	4.00	1	8494032	938023	25
2016	7.50	1	8544175	952035	25
2016	6.50	1	8544190	927746	25
2016	12.00	1	8592631	957801	25
2016	1.00	1	8728738	681225	25
2016	6.00	1	8768579	959815	25
2016	5.00	1	8777235	962356	25
2006	4.00	1	2719751	346297	26
2007	3.00	1	3164856	389115	26
2007	3.00	1	3164862	409450	26
