FY	Total_Hours	Total_Operations	Work_Accomplishment_ID	Smpl_Tracking_Num	Industry_Code
2006	21.00	1	2626971	345516	02
2006	10.00	1	2630281	345517	02
2006	2.00	1	2753856	360164	02
2006	8.00	1	2795389	310379	02
2006	12.00	1	2891461	369935	02
2006	4.00	1	2895039	369936	02
2006	4.00	1	2900819	369939	02
2006	4.00	1	2900823	369940	02
2006	4.00	1	2900832	369941	02
2006	4.00	1	2906214	367589	02
2006	6.00	1	2910890	369937	02
2006	6.00	1	2910945	369938	02
2006	3.00	1	2971417	356734	02
2006	8.00	1	3001674	363887	02
2006	12.00	1	3001694	363888	02
2006	12.00	1	3001764	363890	02
2007	6.00	1	2994164	239579	02
2007	4.00	1	3081011	400483	02
2007	5.00	1	3108127	372590	02
2007	3.00	1	3117088	386539	02
2007	5.00	1	3149229	373748	02
2007	5.00	1	3164877	409454	02
2007	6.00	1	3194691	245577	02
2007	2.00	1	3295258	383127	02
2007	8.00	1	3302494	373759	02
2007	30.00	1	3308049	403533	02
2007	6.00	1	3329472	396024	02
2007	3.50	1	3329493	396025	02
2007	3.00	1	3329501	396026	02
2007	7.00	1	3332620	390725	02
2007	7.00	1	3332623	390726	02
2008	16.00	1	3460636	419488	02
2008	5.50	1	3549759	449692	02
2008	5.00	1	3556422	440365	02
2008	44.00	1	3580085	414105	02
2008	10.00	1	3583637	446219	02
2008	32.00	1	3589219	404018	02
2008	8.00	1	3589583	446217	02
2008	4.00	1	3590684	355265	02
2008	16.00	1	3638081	463041	02
2008	3.00	1	3690052	448145	02
2008	6.00	1	3703677	462775	02
2008	8.00	1	3723201	473358	02
2008	6.00	1	3794050	477542	02
2009	20.00	1	3941705	402119	02
2009	18.00	1	3943928	502216	02
2009	5.00	1	3982944	509961	02
2009	3.00	1	4005412	487691	02
2009	9.00	1	4058624	490236	02
2009	8.00	1	4074132	417303	02
2009	6.00	1	4075005	508416	02
2009	9.00	1	4076312	512784	02
2009	4.00	1	4078348	512785	02
2009	10.00	1	4084744	528136	02
2009	6.00	1	4089100	494853	02
2009	15.00	1	4099656	523294	02
2009	6.00	1	4101624	528420	02
2009	18.00	1	4101900	528551	02
2009	10.00	1	4109007	528550	02
2009	16.00	1	4126505	534903	02
2009	4.00	1	4126788	534721	02
2009	8.00	1	4127560	494854	02
2009	1.50	1	4134920	490521	02
2009	10.00	1	4140519	471186	02
2009	4.00	1	4152263	513287	02
2009	4.00	1	4168263	486467	02
2009	5.00	1	4171290	494858	02
2009	10.00	1	4172667	534428	02
2009	11.00	1	4177086	537988	02
2009	11.00	1	4177166	537989	02
2009	10.00	1	4177257	537990	02
2009	11.00	1	4177292	537991	02
2009	24.00	1	4179365	533754	02
2009	20.00	1	4182593	533759	02
2009	20.00	1	4182611	533760	02
2009	2.00	1	4190686	505986	02
2009	6.00	1	4203795	521331	02
2009	10.00	1	4205298	495231	02
2009	14.50	1	4237418	548322	02
2009	10.00	1	4239457	532556	02
2009	9.00	1	4239585	532557	02
2009	6.00	1	4328160	548719	02
2009	3.00	1	4345812	437374	02
2009	5.00	1	4359085	519323	02
2009	5.00	1	4376899	553344	02
2009	3.00	1	4391024	517570	02
2009	3.00	1	4395656	575709	02
2009	2.50	1	4396328	569054	02
2009	2.50	1	4396493	575386	02
2009	4.00	1	4396779	569052	02
2009	4.00	1	4396863	569047	02
2009	5.00	1	4399093	569050	02
2009	5.00	1	4399436	569048	02
2009	5.00	1	4400041	569053	02
2009	5.00	1	4400465	569049	02
2009	15.00	1	4400994	518659	02
2009	9.50	1	4411947	575387	02
2009	4.50	1	4411965	575388	02
2009	50.00	1	4413021	504239	02
2009	25.00	1	4414635	504241	02
2009	36.00	1	4414687	504242	02
2009	28.00	1	4415990	504244	02
2009	28.00	1	4416041	504245	02
2009	5.00	1	4418601	541347	02
2009	1.50	1	4452486	582532	02
2010	3.00	1	4406006	520462	02
2010	1.00	1	4418345	499831	02
2010	6.00	1	4428318	551415	02
2010	6.00	1	4428319	551416	02
2010	12.00	1	4447850	530125	02
2010	4.50	1	4460000	575392	02
2010	4.50	1	4460060	575393	02
2010	4.50	1	4460076	575394	02
2010	4.50	1	4460201	580069	02
2010	3.00	1	4465239	580071	02
2010	3.00	1	4465295	580072	02
2010	6.00	1	4466564	564188	02
2010	11.00	1	4479935	545206	02
2010	19.00	1	4481280	520875	02
2010	2.00	1	4487866	533763	02
2010	4.00	1	4495700	532601	02
2010	4.00	1	4502281	486473	02
2010	13.00	1	4503677	530418	02
2010	13.00	1	4503708	530420	02
2010	13.00	1	4507156	530421	02
2010	12.00	1	4507961	533654	02
2010	2.00	1	4556740	543379	02
2010	12.00	1	4557178	573838	02
2010	12.00	1	4557437	573839	02
2010	6.00	1	4561203	573840	02
2010	6.00	1	4561318	573841	02
2010	3.00	1	4565198	594605	02
2010	7.00	1	4585923	437735	02
2010	7.00	1	4586156	574291	02
2010	7.00	1	4588835	501261	02
2010	6.00	1	4588891	501262	02
2010	24.00	1	4592410	462966	02
2010	24.00	1	4592488	462967	02
2010	5.00	1	4597504	599521	02
2010	5.00	1	4597512	599522	02
2010	5.00	1	4598180	599523	02
2010	36.00	1	4599810	598975	02
2010	1.00	1	4601870	477753	02
2010	36.00	1	4602366	598976	02
2010	9.00	1	4614197	554731	02
2010	6.00	1	4616733	504480	02
2010	6.00	1	4617231	504479	02
2010	6.20	1	4617468	592571	02
2010	6.00	1	4625323	567736	02
2010	8.00	1	4627207	586823	02
2010	5.20	1	4629491	592576	02
2010	26.50	1	4631655	519230	02
2010	15.50	1	4631663	519231	02
2010	6.20	1	4636537	605362	02
2010	6.00	1	4653053	500994	02
2010	4.50	1	4659295	575932	02
2010	4.50	1	4659662	575935	02
2010	4.50	1	4661732	575933	02
2010	4.50	1	4661833	575934	02
2010	5.00	1	4672720	573164	02
2010	12.00	1	4692182	614401	02
2010	1.00	1	4767468	610733	02
2010	2.50	1	4797449	610460	02
2010	20.00	1	4801137	558757	02
2010	5.00	1	4803643	626659	02
2010	5.00	1	4803663	626660	02
2010	8.00	1	4824035	572088	02
2010	11.50	1	4845947	519236	02
2010	5.50	1	4848340	626953	02
2010	6.00	1	4849550	501264	02
2010	6.00	1	4849589	501265	02
2010	16.00	1	4886434	635087	02
2010	4.00	1	4897104	612635	02
2010	10.00	1	4899553	630597	02
2010	6.00	1	4904924	637132	02
2010	6.00	1	4905220	637158	02
2010	5.00	1	4907931	607537	02
2010	6.00	1	4914322	566271	02
2010	18.00	1	4914934	632182	02
2010	27.00	1	4930376	565358	02
2010	3.00	1	4966504	573507	02
2010	5.00	1	4997520	641717	02
2010	3.50	1	5014705	511572	02
2010	8.00	1	5016755	640703	02
2010	4.00	1	5018462	602887	02
2010	3.00	1	5023635	602888	02
2010	24.00	1	5024196	581450	02
2010	4.00	1	5030395	637099	02
2010	10.00	1	5031027	649704	02
2010	9.00	1	5034272	607236	02
2011	6.00	1	5045099	651782	02
2011	12.00	1	5080196	596626	02
2011	3.00	1	5097698	602892	02
2011	4.00	1	5097977	602893	02
2011	4.00	1	5099411	602894	02
2011	4.00	1	5099663	647717	02
2011	4.00	1	5099741	647718	02
2011	7.00	1	5100734	641720	02
2011	28.00	1	5111851	298385	02
2011	12.00	1	5112487	298386	02
2011	1.50	1	5112655	653414	02
2011	12.00	1	5112820	298387	02
2011	12.00	1	5118040	623127	02
2011	6.50	1	5123870	653051	02
2011	26.00	1	5135056	481487	02
2011	26.00	1	5156861	645462	02
2011	2.00	1	5162635	635301	02
2011	4.00	1	5171899	607540	02
2011	12.00	1	5173172	580043	02
2011	8.00	1	5180013	580044	02
2011	10.00	1	5187780	632179	02
2011	6.00	1	5207430	638536	02
2011	9.00	1	5216636	636719	02
2011	4.00	1	5226231	512245	02
2011	4.00	1	5226235	512244	02
2011	11.00	1	5226827	640159	02
2011	8.00	1	5235504	539850	02
2011	5.00	1	5240012	609233	02
2011	5.00	1	5240092	671394	02
2011	2.00	1	5241382	665788	02
2011	7.00	1	5246574	665199	02
2011	5.00	1	5251580	577756	02
2011	7.00	1	5252286	643107	02
2011	4.00	1	5257532	657084	02
2011	22.50	1	5325293	590486	02
2011	20.50	1	5325394	590487	02
2011	21.00	1	5325840	653822	02
2011	16.00	1	5325860	652744	02
2011	10.00	1	5335908	628780	02
2011	4.00	1	5338344	665829	02
2011	21.00	1	5359353	680198	02
2011	8.00	1	5360870	676606	02
2011	8.00	1	5390945	653480	02
2011	8.00	1	5395030	646300	02
2011	1.00	1	5408962	670111	02
2011	1.00	1	5420881	606703	02
2011	4.50	1	5422631	654793	02
2011	10.00	1	5422946	579129	02
2011	1.50	1	5438868	644315	02
2011	6.00	1	5457790	689726	02
2011	8.00	1	5465975	534198	02
2011	14.00	1	5476903	666635	02
2011	3.00	1	5505221	667764	02
2011	38.00	1	5509864	596627	02
2011	2.00	1	5520875	691486	02
2011	8.00	1	5538924	653428	02
2011	4.00	1	5550281	687629	02
2011	7.50	1	5556598	671355	02
2011	16.00	1	5556804	671303	02
2011	8.00	1	5557074	671758	02
2011	7.00	1	5557689	653502	02
2011	13.00	1	5558209	653503	02
2011	15.00	1	5558584	671304	02
2011	30.00	1	5577171	668530	02
2011	9.00	1	5587316	573168	02
2011	8.00	1	5589426	656098	02
2011	4.00	1	5590259	690322	02
2011	9.00	1	5613592	598996	02
2011	9.00	1	5616631	598998	02
2011	10.00	1	5625282	573169	02
2011	6.00	1	5625890	657381	02
2011	2.00	1	5640186	669326	02
2011	6.00	1	5645670	651931	02
2011	12.50	1	5646138	686777	02
2011	12.50	1	5646144	686778	02
2011	12.50	1	5646199	686779	02
2011	13.00	1	5656600	656877	02
2011	18.00	1	5657447	665292	02
2011	19.00	1	5658187	665288	02
2011	16.00	1	5658439	665287	02
2011	13.00	1	5664320	656879	02
2011	13.00	1	5664334	656880	02
2011	13.00	1	5664342	656881	02
2011	13.00	1	5679875	665120	02
2011	16.00	1	5679895	671334	02
2011	4.00	1	5684428	671308	02
2011	4.00	1	5684430	699975	02
2011	13.00	1	5689380	665212	02
2011	4.00	1	5694054	699976	02
2011	3.00	1	5704856	713759	02
2011	7.00	1	5706559	692645	02
2011	24.00	1	5707552	685851	02
2011	16.00	1	5710911	636192	02
2011	21.00	1	5710954	636194	02
2011	6.00	1	5712078	715153	02
2011	6.00	1	5713003	715154	02
2011	6.00	1	5713055	715155	02
2011	6.50	1	5717900	562976	02
2011	6.50	1	5718071	562978	02
2011	5.00	1	5725130	699977	02
2011	4.00	1	5728323	694701	02
2011	4.00	1	5728381	705447	02
2011	4.00	1	5728388	705448	02
2011	2.00	1	5728393	705449	02
2012	15.00	1	5753533	661028	02
2012	14.00	1	5761280	661029	02
2012	17.00	1	5764723	715122	02
2012	10.00	1	5768887	715677	02
2012	3.00	1	5781171	718289	02
2012	4.00	1	5806661	696656	02
2012	8.00	1	5817308	689739	02
2012	3.00	1	5826734	550252	02
2012	8.00	1	5833313	702570	02
2012	5.00	1	5846163	714263	02
2012	4.00	1	5850533	717393	02
2012	5.00	1	5871405	687353	02
2012	5.00	1	5873793	696077	02
2012	1.00	1	5884952	671285	02
2012	6.00	1	5893101	704819	02
2012	6.50	1	5951638	729021	02
2012	3.50	1	5951654	729022	02
2012	3.00	1	5954739	690209	02
2012	2.00	1	5962592	729023	02
2012	4.00	1	6010384	731691	02
2012	5.00	1	6031767	737768	02
2012	7.50	1	6038178	734607	02
2012	5.00	1	6044429	732689	02
2012	5.00	1	6077903	722212	02
2012	7.00	1	6078491	726278	02
2012	7.00	1	6078493	726279	02
2012	5.00	1	6096624	726280	02
2012	5.00	1	6115118	749295	02
2012	6.00	1	6130197	748624	02
2012	18.00	1	6136553	735309	02
2012	7.50	1	6155215	682382	02
2012	9.00	1	6165609	700220	02
2012	8.00	1	6177637	758651	02
2012	8.00	1	6177692	758652	02
2012	36.00	1	6181459	753768	02
2012	6.00	1	6182660	682384	02
2012	2.00	1	6204714	727682	02
2012	6.00	1	6281310	698869	02
2012	12.00	1	6285269	675561	02
2012	7.50	1	6300553	768380	02
2012	6.00	1	6382587	682923	02
2012	10.00	1	6421457	758048	02
2013	5.00	1	6166442	770059	02
2013	4.00	1	6457011	698532	02
2013	4.00	1	6457022	698533	02
2013	4.00	1	6457048	698534	02
2013	8.00	1	6465112	670038	02
2013	8.00	1	6479716	729133	02
2013	6.00	1	6479803	771082	02
2013	6.00	1	6479804	771083	02
2013	5.00	1	6491485	783898	02
2013	5.00	1	6491776	770062	02
2013	5.00	1	6491777	783901	02
2013	5.00	1	6492985	555801	02
2013	2.00	1	6509684	655627	02
2013	2.00	1	6509753	655628	02
2013	2.00	1	6512204	655629	02
2013	2.00	1	6512396	655630	02
2013	1.00	1	6521635	784939	02
2013	7.00	1	6548357	789129	02
2013	16.50	1	6557716	766424	02
2013	18.00	1	6608627	785076	02
2013	8.00	1	6639296	791136	02
2013	9.00	1	6653204	758643	02
2013	4.00	1	6685685	825969	02
2013	3.00	1	6690957	771222	02
2013	4.00	1	6697241	799833	02
2013	8.00	1	6698765	747104	02
2013	3.00	1	6699130	798355	02
2013	4.00	1	6743853	825970	02
2013	21.00	1	6750703	796142	02
2013	10.00	1	6778711	653403	02
2013	5.00	1	6809660	719429	02
2013	4.00	1	6859776	786050	02
2013	3.00	1	6859781	786051	02
2013	8.00	1	6885539	810590	02
2013	3.00	1	6894935	799839	02
2013	2.00	1	6920387	823950	02
2013	3.00	1	6985911	790408	02
2013	2.00	1	6989791	800192	02
2014	2.50	1	7061760	829156	02
2014	3.50	1	7065697	822259	02
2014	4.50	1	7073158	829952	02
2014	5.50	1	7073534	829157	02
2014	5.00	1	7123752	707736	02
2014	5.00	1	7123757	707737	02
2014	8.00	1	7186756	765075	02
2014	15.00	1	7213560	834780	02
2014	6.00	1	7215670	837994	02
2014	3.00	1	7246303	809628	02
2014	3.00	1	7305191	836101	02
2014	12.00	1	7305303	824593	02
2014	3.00	1	7307863	836103	02
2014	4.00	1	7325974	735263	02
2014	8.00	1	7327466	827002	02
2014	20.00	1	7382726	856746	02
2014	4.00	1	7434638	860812	02
2014	2.50	1	7455151	863249	02
2014	8.00	1	7458510	753893	02
2014	10.00	1	7458511	753892	02
2014	8.00	1	7458512	753890	02
2014	10.00	1	7458513	846048	02
2014	12.00	1	7458520	793016	02
2014	8.00	1	7460117	753891	02
2014	10.00	1	7465474	846050	02
2014	18.00	1	7501314	752541	02
2014	8.00	1	7520637	873069	02
2014	8.00	1	7520963	873070	02
2014	3.00	1	7525833	842483	02
2014	4.50	1	7576730	842487	02
2014	8.00	1	7583184	873417	02
2014	3.00	1	7585628	841565	02
2014	3.00	1	7585947	841566	02
2014	2.00	1	7608114	858271	02
2014	12.50	1	7644759	875124	02
2015	10.00	1	7657857	885260	02
2015	2.00	1	7658626	880839	02
2015	4.00	1	7663424	844616	02
2015	4.00	1	7663430	844617	02
2015	4.00	1	7663439	844618	02
2015	4.00	1	7663442	844619	02
2015	10.00	1	7708253	828660	02
2015	8.00	1	7776787	893617	02
2015	8.00	1	7822182	894658	02
2015	3.00	1	7869029	887354	02
2015	14.00	1	7903064	870786	02
2015	10.00	1	7935735	881083	02
2015	4.00	1	7939539	903409	02
2015	8.50	1	7957208	903502	02
2015	3.00	1	7999125	596152	02
2015	2.00	1	8060419	916690	02
2015	42.00	1	8212953	910673	02
2016	6.00	1	8250183	882624	02
2016	4.00	1	8251747	882629	02
2016	12.00	1	8273012	903742	02
2016	16.00	1	8273971	926408	02
2016	8.00	1	8275884	928198	02
2016	30.00	1	8276151	894994	02
2016	30.00	1	8276155	894995	02
2016	1.50	1	8276571	932157	02
2016	8.00	1	8289179	920421	02
2016	8.50	1	8293946	930968	02
2016	5.00	1	8329441	933268	02
2016	11.00	1	8356522	895643	02
2016	0.20	1	8368435	894951	02
2016	23.00	1	8368608	894954	02
2016	10.00	1	8451207	928197	02
2016	4.00	1	8520964	952285	02
2016	15.00	1	8521655	952286	02
2016	6.50	1	8526957	935018	02
2016	2.00	1	8534723	858783	02
2016	13.00	1	8542285	953127	02
2016	12.00	1	8545216	948671	02
2016	11.00	1	8548174	953128	02
2016	38.00	1	8575809	958597	02
2016	4.00	1	8580051	952316	02
2016	4.00	1	8580059	952317	02
2016	50.00	1	8587844	882632	02
2016	2.00	1	8641045	951931	02
2016	68.00	1	8673111	948722	02
2016	3.00	1	8757274	970138	02
2016	3.00	1	8757310	970139	02
2016	3.00	1	8757325	970140	02
2016	5.00	1	8763114	961842	02
2016	2.30	1	8772793	957661	02
2016	7.00	1	8795739	969292	02
2016	3.00	1	8805500	948174	02
2006	2.50	1	2605555	345363	03
2006	2.50	1	2616824	345364	03
2006	36.00	1	2625949	313796	03
2006	12.00	1	2628020	354572	03
2006	6.00	1	2633793	345365	03
2006	2.50	1	2657739	358106	03
2006	2.50	1	2671149	358107	03
2006	4.00	1	2684909	354198	03
2006	12.00	1	2700868	341124	03
2006	1.00	1	2734918	328226	03
2006	2.00	1	2754809	360165	03
2006	9.50	1	2761515	359726	03
2006	4.00	1	2794472	350388	03
2006	6.00	1	2812973	370635	03
2006	6.00	1	2812994	370636	03
2006	6.00	1	2813059	370637	03
2006	3.00	1	2840910	350389	03
2006	4.00	1	2935205	370092	03
2006	2.50	1	2936898	383724	03
2006	4.00	1	2937840	370093	03
2006	3.50	1	2962948	370356	03
2006	11.00	1	2979211	334125	03
2007	3.00	1	3026351	374737	03
2007	3.00	1	3034859	374738	03
2007	6.00	1	3035484	378358	03
2007	6.00	1	3035536	378359	03
2007	2.00	1	3039773	256717	03
2007	8.00	1	3058628	369904	03
2007	6.00	1	3142255	394890	03
2007	3.00	1	3159989	405733	03
2007	3.00	1	3178475	336415	03
2007	9.50	1	3178884	378548	03
2007	7.00	1	3180672	380060	03
2007	7.00	1	3193376	245575	03
2007	6.00	1	3210146	310389	03
2007	2.00	1	3251114	418806	03
2007	2.00	1	3252348	418807	03
2007	2.00	1	3252355	418808	03
2007	2.00	1	3252363	418809	03
2007	2.00	1	3252366	418810	03
2007	2.00	1	3252370	418811	03
2007	2.00	1	3252378	418812	03
2007	7.00	1	3278435	411819	03
2007	4.00	1	3302580	373760	03
2007	30.00	1	3308051	403534	03
2007	30.00	1	3308052	426118	03
2007	8.00	1	3333771	424709	03
2008	16.00	1	3457054	442188	03
2008	5.00	1	3461599	396027	03
2008	11.00	1	3485102	437693	03
2008	4.00	1	3486118	437330	03
2008	5.00	1	3513151	429470	03
2008	6.00	1	3517186	204473	03
2008	2.00	1	3565489	441888	03
2008	2.00	1	3575992	437341	03
2008	2.00	1	3576508	437342	03
2008	2.00	1	3576628	437343	03
2008	1.00	1	3578417	456178	03
2008	1.00	1	3642604	450678	03
2008	3.00	1	3661523	425791	03
2008	3.00	1	3666588	405751	03
2008	4.00	1	3674644	405750	03
2008	3.00	1	3680793	457196	03
2008	20.00	1	3694150	464172	03
2008	20.00	1	3695108	464173	03
2008	20.00	1	3695734	452322	03
2008	4.00	1	3699758	469401	03
2008	20.00	1	3700559	452323	03
2008	20.00	1	3700561	452324	03
2008	3.00	1	3705871	451008	03
2008	3.00	1	3705954	471177	03
2008	3.00	1	3720883	457169	03
2008	2.00	1	3738203	457170	03
2008	2.00	1	3777609	457197	03
2008	6.00	1	3794057	469410	03
2008	6.00	1	3794280	469411	03
2008	6.00	1	3794295	469414	03
2008	1.50	1	3836703	362531	03
2008	0.50	1	3836782	362532	03
2008	0.50	1	3836869	362533	03
2008	0.50	1	3836902	487464	03
2008	35.00	1	3856489	452313	03
2009	10.00	1	3880050	468740	03
2009	12.00	1	3880052	468741	03
2009	10.00	1	3880053	468742	03
2009	10.00	1	3880054	468743	03
2009	8.00	1	3891960	474934	03
2009	5.00	1	3915571	477013	03
2009	12.00	1	3941065	502876	03
2009	20.00	1	3966385	490868	03
2009	6.00	1	4000332	493575	03
2009	6.00	1	4003206	493576	03
2009	12.00	1	4003831	454391	03
2009	6.50	1	4007105	437716	03
2009	4.00	1	4023103	476772	03
2009	4.00	1	4045126	476773	03
2009	10.00	1	4055151	489249	03
2009	11.00	1	4084752	528135	03
2009	9.00	1	4088243	522876	03
2009	12.00	1	4089072	474097	03
2009	1.00	1	4094202	500351	03
2009	1.00	1	4094623	500352	03
2009	1.00	1	4094660	500353	03
2009	1.00	1	4094762	529517	03
2009	1.00	1	4094891	529518	03
2009	1.00	1	4095050	529598	03
2009	13.00	1	4112123	509458	03
2009	16.00	1	4119275	508513	03
2009	8.00	1	4125518	470545	03
2009	7.00	1	4125675	532927	03
2009	8.00	1	4125979	470543	03
2009	7.50	1	4126179	532928	03
2009	7.00	1	4126192	532929	03
2009	20.00	1	4126293	491270	03
2009	7.00	1	4126369	470544	03
2009	24.00	1	4127558	491271	03
2009	20.00	1	4127600	491374	03
2009	4.00	1	4151080	495412	03
2009	6.00	1	4176268	517659	03
2009	6.00	1	4176338	517664	03
2009	6.00	1	4176339	517661	03
2009	6.00	1	4176340	517663	03
2009	6.00	1	4176355	517660	03
2009	12.00	1	4176885	537987	03
2009	11.00	1	4184532	488120	03
2009	2.00	1	4198128	505987	03
2009	0.10	1	4199628	487333	03
2009	0.10	1	4199633	487334	03
2009	0.10	1	4199634	487335	03
2009	0.10	1	4199635	487336	03
2009	0.10	1	4199636	487337	03
2009	0.10	1	4199637	487338	03
2009	7.00	1	4203497	505988	03
2009	10.00	1	4205306	495232	03
2009	9.00	1	4209189	510060	03
2009	4.00	1	4211315	528554	03
2009	32.00	1	4213621	538230	03
2009	32.00	1	4213637	538231	03
2009	32.00	1	4213671	538232	03
2009	4.00	1	4216566	528555	03
2009	4.00	1	4217195	549341	03
2009	0.20	1	4218101	493879	03
2009	0.10	1	4218157	493880	03
2009	0.10	1	4218219	493881	03
2009	18.00	1	4220776	481366	03
2009	10.00	1	4224865	509710	03
2009	10.00	1	4234697	480955	03
2009	3.00	1	4240493	502852	03
2009	6.00	1	4243437	537709	03
2009	9.00	1	4245594	489395	03
2009	5.00	1	4253806	519423	03
2009	11.00	1	4267852	513669	03
2009	2.00	1	4269367	533023	03
2009	2.00	1	4277085	555890	03
2009	2.00	1	4278801	490523	03
2009	6.00	1	4284209	515037	03
2009	10.50	1	4286019	538463	03
2009	8.00	1	4291114	538314	03
2009	8.00	1	4292697	538315	03
2009	20.00	1	4294878	524303	03
2009	14.00	1	4306625	503007	03
2009	3.50	1	4306891	517461	03
2009	6.50	1	4309125	529026	03
2009	2.00	1	4315809	509666	03
2009	5.00	1	4317916	533761	03
2009	5.00	1	4318033	533762	03
2009	8.00	1	4319984	558895	03
2009	4.00	1	4326763	554862	03
2009	6.00	1	4329835	548720	03
2009	2.00	1	4355515	493594	03
2009	15.00	1	4375868	555149	03
2010	2.00	1	4420024	577930	03
2010	4.00	1	4449526	512586	03
2010	3.50	1	4457459	580140	03
2010	3.50	1	4457460	582957	03
2010	3.50	1	4457461	582958	03
2010	3.00	1	4457474	580135	03
2010	3.50	1	4457477	580138	03
2010	3.50	1	4457478	580139	03
2010	3.00	1	4457530	580136	03
2010	2.50	1	4460652	582944	03
2010	2.50	1	4460653	582945	03
2010	2.50	1	4460654	582946	03
2010	2.50	1	4460655	582947	03
2010	2.50	1	4460656	582948	03
2010	2.50	1	4460657	582949	03
2010	3.50	1	4460658	582954	03
2010	3.50	1	4460659	582955	03
2010	3.50	1	4460660	582956	03
2010	3.50	1	4468630	499935	03
2010	2.00	1	4468632	519558	03
2010	3.50	1	4468634	580141	03
2010	3.50	1	4468635	580142	03
2010	2.50	1	4468636	582950	03
2010	3.50	1	4468637	582951	03
2010	3.50	1	4468638	582952	03
2010	3.50	1	4468639	582953	03
2010	2.00	1	4469005	519559	03
2010	13.00	1	4486168	586926	03
2010	10.00	1	4489026	564190	03
2010	5.00	1	4493099	571852	03
2010	6.00	1	4495643	532600	03
2010	4.00	1	4502121	585256	03
2010	5.00	1	4502867	574205	03
2010	10.00	1	4504121	567680	03
2010	14.10	1	4513005	554053	03
2010	10.10	1	4513016	554054	03
2010	12.00	1	4514555	567683	03
2010	2.00	1	4519585	554605	03
2010	2.00	1	4533435	437144	03
2010	12.80	1	4542987	437734	03
2010	5.00	1	4559953	556115	03
2010	6.00	1	4562463	545220	03
2010	6.00	1	4563027	571133	03
2010	5.00	1	4565320	520555	03
2010	11.00	1	4566036	589454	03
2010	11.00	1	4566063	589455	03
2010	12.00	1	4584371	532663	03
2010	16.00	1	4589977	489163	03
2010	4.50	1	4597319	513298	03
2010	2.50	1	4597325	513299	03
2010	2.50	1	4597326	513300	03
2010	17.00	1	4598408	462968	03
2010	4.00	1	4598846	600239	03
2010	4.00	1	4598852	600240	03
2010	4.00	1	4598853	556059	03
2010	4.00	1	4598854	556058	03
2010	4.00	1	4598855	556057	03
2010	5.00	1	4600924	551277	03
2010	1.00	1	4613380	515921	03
2010	5.00	1	4619505	582150	03
2010	7.00	1	4625607	567681	03
2010	7.00	1	4626583	567685	03
2010	7.00	1	4626732	567686	03
2010	10.00	1	4629173	545373	03
2010	3.00	1	4630858	532291	03
2010	4.00	1	4631034	528562	03
2010	4.00	1	4632498	532292	03
2010	4.00	1	4639228	600526	03
2010	4.00	1	4642682	484940	03
2010	3.00	1	4648570	562821	03
2010	6.00	1	4649792	567687	03
2010	8.00	1	4663499	583369	03
2010	8.00	1	4672265	572474	03
2010	3.00	1	4674200	599197	03
2010	5.50	1	4674325	594880	03
2010	2.00	1	4674516	612579	03
2010	2.00	1	4707159	517804	03
2010	20.00	1	4728757	545883	03
2010	21.00	1	4733041	613828	03
2010	4.00	1	4742090	487361	03
2010	3.00	1	4767663	601687	03
2010	5.00	1	4771111	523820	03
2010	5.00	1	4771242	572311	03
2010	4.00	1	4777046	550596	03
2010	4.00	1	4789678	550597	03
2010	8.00	1	4793381	521021	03
2010	6.00	1	4793385	521022	03
2010	4.00	1	4793386	624678	03
2010	0.70	1	4800627	619177	03
2010	2.00	1	4802077	616495	03
2010	6.00	1	4857345	501356	03
2010	3.50	1	4868818	625083	03
2010	11.00	1	4884292	621445	03
2010	33.00	1	4889869	590477	03
2010	6.00	1	4894438	620496	03
2010	1.00	1	4898037	598985	03
2010	1.00	1	4899921	598990	03
2010	3.00	1	4900689	578204	03
2010	6.00	1	4903428	592753	03
2010	1.50	1	4907515	517499	03
2010	4.00	1	4917182	632663	03
2010	3.00	1	4925590	549345	03
2010	6.00	1	4936877	590480	03
2010	12.00	1	4937096	550860	03
2010	6.00	1	4940430	590481	03
2010	1.50	1	4944507	624060	03
2010	1.00	1	4945080	624061	03
2010	1.00	1	4945089	624062	03
2010	9.50	1	4952334	604469	03
2010	6.50	1	4952335	604470	03
2010	4.50	1	4967529	561364	03
2010	6.00	1	4968148	642320	03
2010	3.00	1	4969145	503151	03
2010	10.00	1	4975157	583008	03
2010	7.00	1	4977785	636951	03
2010	8.00	1	4979737	576321	03
2010	42.00	1	4982365	592458	03
2010	8.00	1	4984721	610443	03
2010	3.00	1	4984820	636950	03
2010	8.00	1	4986907	591056	03
2010	6.00	1	4987370	613996	03
2010	5.50	1	4994721	631753	03
2010	12.00	1	4998542	646945	03
2010	8.00	1	5001926	641838	03
2010	1.50	1	5009311	628398	03
2010	4.70	1	5010005	628820	03
2010	2.00	1	5013973	620348	03
2010	14.50	1	5014704	636952	03
2010	8.00	1	5015004	604479	03
2010	8.00	1	5032200	636360	03
2011	22.00	1	5027795	506295	03
2011	5.00	1	5032373	643389	03
2011	5.00	1	5062076	632682	03
2011	2.50	1	5062634	632683	03
2011	2.00	1	5066587	647499	03
2011	8.00	1	5067484	484955	03
2011	4.00	1	5081782	648529	03
2011	8.00	1	5086302	649456	03
2011	6.00	1	5090693	556908	03
2011	5.00	1	5096982	637892	03
2011	2.00	1	5098958	639540	03
2011	12.00	1	5100662	577755	03
2011	0.50	1	5116444	617175	03
