"","Operation Date","Sum of Hours","Hours Spent","PAC","Operation Code","Work Accomplishment ID","Emp Person ID","Count of Operations","Plan PAC","Plan Hours","Total Hours Spent","Operation Date FY"
"1","2016/02/12 00:00:00","5","","","","8274449","","","","","",""
"1","2016/02/12 00:00:00","28","","","","8366522","","","","","",""
"1","2016/02/16 00:00:00","1","","","","8403334","","","","","",""
"1","2016/02/17 00:00:00","5","","","","8413016","","","","","",""
"1","2016/02/17 00:00:00","10","","","","8371382","","","","","",""
"1","2016/02/18 00:00:00","1","","","","8402414","","","","","",""
"1","2016/02/18 00:00:00","1","","","","8422400","","","","","",""
"1","2016/02/18 00:00:00","2","","","","8413238","","","","","",""
"1","2016/02/18 00:00:00","3","","","","8198878","","","","","",""
"1","2016/02/18 00:00:00","8","","","","8394878","","","","","",""
"1","2016/02/18 00:00:00","12","","","","8199120","","","","","",""
"1","2016/02/19 00:00:00","1","","","","8262665","","","","","",""
"1","2016/02/19 00:00:00","4","","","","8422053","","","","","",""
"1","2016/02/19 00:00:00","8","","","","8420110","","","","","",""
"1","2016/02/23 00:00:00","7","","","","8419906","","","","","",""
"1","2016/02/25 00:00:00","2","","","","8478446","","","","","",""
"1","2016/02/25 00:00:00","3","","","","8422077","","","","","",""
"1","2016/03/02 00:00:00","11","","","","8422432","","","","","",""
"1","2016/03/03 00:00:00","2","","","","8478468","","","","","",""
"1","2016/03/03 00:00:00","6","","","","8326542","","","","","",""
"1","2016/03/10 00:00:00","8","","","","8531002","","","","","",""
"1","2016/03/10 00:00:00","10","","","","8201405","","","","","",""
"1","2016/03/11 00:00:00","5","","","","8409478","","","","","",""
"1","2016/03/11 00:00:00","10","","","","8455862","","","","","",""
"1","2016/03/17 00:00:00","4.5","","","","8201399","","","","","",""
"1","2016/03/17 00:00:00","8","","","","8548782","","","","","",""
"1","2016/03/17 00:00:00","10","","","","8201412","","","","","",""
"1","2016/03/18 00:00:00","4","","","","8409476","","","","","",""
"1","2016/03/18 00:00:00","6","","","","8409479","","","","","",""
"1","2016/03/18 00:00:00","10","","","","8198872","","","","","",""
"1","2016/03/23 00:00:00","2","","","","8484144","","","","","",""
"1","2016/03/23 00:00:00","5","","","","8557166","","","","","",""
"1","2016/03/24 00:00:00","1","","","","8198632","","","","","",""
"1","2016/03/24 00:00:00","1","","","","8456336","","","","","",""
"1","2016/03/24 00:00:00","2","","","","8409480","","","","","",""
"1","2016/03/24 00:00:00","4","","","","8201400","","","","","",""
"1","2016/03/24 00:00:00","8","","","","8442240","","","","","",""
"1","2016/03/24 00:00:00","10","","","","8199125","","","","","",""
"1","2016/03/24 00:00:00","20","","","","8457869","","","","","",""
"1","2016/03/25 00:00:00","4","","","","8409477","","","","","",""
"1","2016/03/30 00:00:00","1","","","","8456342","","","","","",""
"1","2016/03/30 00:00:00","1","","","","8484381","","","","","",""
"1","2016/03/31 00:00:00","5","","","","8470430","","","","","",""
"1","2016/03/31 00:00:00","10","","","","8457871","","","","","",""
"1","2016/03/31 00:00:00","20","","","","8568744","","","","","",""
"1","2016/04/01 00:00:00","5","","","","8481284","","","","","",""
"1","2016/04/05 00:00:00","1","","","","8484412","","","","","",""
"1","2016/04/06 00:00:00","4","","","","8470422","","","","","",""
"1","2016/04/06 00:00:00","38","","","","8442281","","","","","",""
"1","2016/04/07 00:00:00","1","","","","8201402","","","","","",""
"1","2016/04/07 00:00:00","10","","","","8470438","","","","","",""
"1","2016/04/14 00:00:00","1","","","","8201401","","","","","",""
"1","2016/04/14 00:00:00","1","","","","8493779","","","","","",""
"1","2016/04/14 00:00:00","3","","","","8511250","","","","","",""
"1","2016/04/14 00:00:00","4","","","","8470429","","","","","",""
"1","2016/04/14 00:00:00","4","","","","8492612","","","","","",""
"1","2016/04/14 00:00:00","4","","","","8493718","","","","","",""
"1","2016/04/14 00:00:00","5","","","","8364174","","","","","",""
"1","2016/04/14 00:00:00","5","","","","8456273","","","","","",""
"1","2016/04/14 00:00:00","10","","","","8422044","","","","","",""
"1","2016/04/14 00:00:00","30","","","","8198631","","","","","",""
"1","2016/04/15 00:00:00","20","","","","8484799","","","","","",""
"1","2016/04/19 00:00:00","3","","","","8503865","","","","","",""
"1","2016/04/19 00:00:00","4","","","","8394165","","","","","",""
"1","2016/04/19 00:00:00","10","","","","8492552","","","","","",""
"1","2016/04/20 00:00:00","0.5","","","","8493790","","","","","",""
"1","2016/04/20 00:00:00","10","","","","8503875","","","","","",""
"1","2016/04/21 00:00:00","1","","","","8926708","","","","","",""
"1","2016/04/21 00:00:00","2","","","","8492641","","","","","",""
"1","2016/04/21 00:00:00","5","","","","8493739","","","","","",""
"1","2016/04/26 00:00:00","4","","","","8419643","","","","","",""
"1","2016/04/27 00:00:00","2","","","","8503858","","","","","",""
"1","2016/04/28 00:00:00","0.5","","","","8503864","","","","","",""
"1","2016/04/28 00:00:00","2","","","","8493795","","","","","",""
"1","2016/04/28 00:00:00","3","","","","8503871","","","","","",""
"1","2016/04/28 00:00:00","5","","","","8464167","","","","","",""
"1","2016/04/28 00:00:00","5","","","","8676554","","","","","",""
"1","2016/04/28 00:00:00","10","","","","8503886","","","","","",""
"1","2016/04/28 00:00:00","10","","","","8629263","","","","","",""
"1","2016/04/29 00:00:00","5","","","","8274448","","","","","",""
"1","2016/05/04 00:00:00","2","","","","8466369","","","","","",""
"1","2016/05/04 00:00:00","4","","","","8676574","","","","","",""
"1","2016/05/05 00:00:00","1","","","","8655706","","","","","",""
"1","2016/05/05 00:00:00","4","","","","8655632","","","","","",""
"1","2016/05/05 00:00:00","10","","","","8311813","","","","","",""
"1","2016/05/05 00:00:00","10","","","","8617694","","","","","",""
"1","2016/05/05 00:00:00","12","","","","8629262","","","","","",""
"1","2016/05/06 00:00:00","10","","","","8503925","","","","","",""
"1","2016/05/11 00:00:00","3","","","","8648406","","","","","",""
"1","2016/05/12 00:00:00","0.5","","","","8611333","","","","","",""
"1","2016/05/12 00:00:00","1","","","","8661292","","","","","",""
"1","2016/05/12 00:00:00","2","","","","8462504","","","","","",""
"1","2016/05/12 00:00:00","3","","","","8655642","","","","","",""
"1","2016/05/12 00:00:00","4","","","","8329222","","","","","",""
"1","2016/05/12 00:00:00","5","","","","8503930","","","","","",""
"1","2016/05/12 00:00:00","8","","","","8646158","","","","","",""
"1","2016/05/12 00:00:00","10","","","","8196960","","","","","",""
"1","2016/05/12 00:00:00","10","","","","8629264","","","","","",""
"1","2016/05/18 00:00:00","1","","","","8646140","","","","","",""
"1","2016/05/19 00:00:00","1","","","","8661291","","","","","",""
"1","2016/05/19 00:00:00","4","","","","8679761","","","","","",""
"1","2016/05/19 00:00:00","12","","","","8503931","","","","","",""
"1","2016/05/19 00:00:00","14","","","","8746687","","","","","",""
"1","2016/05/19 00:00:00","16","","","","8199129","","","","","",""
"1","2016/05/20 00:00:00","1","","","","8676553","","","","","",""
"1","2016/05/20 00:00:00","4","","","","8655631","","","","","",""
"1","2016/05/24 00:00:00","2","","","","8663080","","","","","",""
"1","2016/05/25 00:00:00","1","","","","8660090","","","","","",""
"1","2016/05/26 00:00:00","1","","","","8676548","","","","","",""
"1","2016/05/26 00:00:00","2","","","","8737718","","","","","",""
"1","2016/05/26 00:00:00","6","","","","8657464","","","","","",""
"1","2016/05/26 00:00:00","20","","","","8665941","","","","","",""
"1","2016/05/26 00:00:00","20","","","","8715932","","","","","",""
"1","2016/05/30 00:00:00","4","","","","8715938","","","","","",""
"1","2016/06/02 00:00:00","1","","","","8538580","","","","","",""
"1","2016/06/02 00:00:00","1","","","","8815840","","","","","",""
"1","2016/06/02 00:00:00","8","","","","8690788","","","","","",""
"1","2016/06/02 00:00:00","10","","","","8679750","","","","","",""
"1","2016/06/02 00:00:00","20","","","","8690791","","","","","",""
"1","2016/06/02 00:00:00","25","","","","8709044","","","","","",""
"1","2016/06/02 00:00:00","30","","","","8736098","","","","","",""
"1","2016/06/03 00:00:00","2","","","","8705495","","","","","",""
"1","2016/06/03 00:00:00","10","","","","8737717","","","","","",""
"1","2016/06/09 00:00:00","2","","","","8201407","","","","","",""
"1","2016/06/09 00:00:00","2","","","","8776624","","","","","",""
"1","2016/06/09 00:00:00","10","","","","8695462","","","","","",""
"1","2016/06/09 00:00:00","10","","","","8709042","","","","","",""
"1","2016/06/09 00:00:00","10","","","","8745859","","","","","",""
"1","2016/06/09 00:00:00","12","","","","8745870","","","","","",""
"1","2016/06/09 00:00:00","30","","","","8737724","","","","","",""
"1","2016/06/15 00:00:00","1","","","","8721471","","","","","",""
"1","2016/06/15 00:00:00","2","","","","8201404","","","","","",""
"1","2016/06/16 00:00:00","2","","","","8553191","","","","","",""
"1","2016/06/16 00:00:00","7","","","","8748088","","","","","",""
"1","2016/06/16 00:00:00","20","","","","8709043","","","","","",""
"1","2016/06/16 00:00:00","30","","","","8763690","","","","","",""
"1","2016/06/23 00:00:00","1","","","","8754874","","","","","",""
"1","2016/06/23 00:00:00","1.5","","","","8748089","","","","","",""
"1","2016/06/23 00:00:00","5","","","","8721469","","","","","",""
"1","2016/06/23 00:00:00","5","","","","8868423","","","","","",""
"1","2016/06/27 00:00:00","4","","","","8892969","","","","","",""
"1","2016/06/30 00:00:00","0.5","","","","8537797","","","","","",""
"1","2016/06/30 00:00:00","3","","","","8743535","","","","","",""
"1","2016/07/01 00:00:00","8","","","","8599286","","","","","",""
"1","2016/07/06 00:00:00","0.5","","","","8763688","","","","","",""
"1","2016/07/07 00:00:00","1","","","","8597858","","","","","",""
"1","2016/07/07 00:00:00","1","","","","8737721","","","","","",""
"1","2016/07/07 00:00:00","1","","","","8797825","","","","","",""
"1","2016/07/07 00:00:00","8","","","","8549046","","","","","",""
"1","2016/07/13 00:00:00","2","","","","8781616","","","","","",""
"1","2016/07/14 00:00:00","1","","","","8567640","","","","","",""
"1","2016/07/14 00:00:00","1","","","","8756541","","","","","",""
"1","2016/07/14 00:00:00","4","","","","8196963","","","","","",""
"1","2016/07/14 00:00:00","4","","","","8887762","","","","","",""
"1","2016/07/14 00:00:00","32","","","","8746685","","","","","",""
"1","2016/07/15 00:00:00","1","","","","8907868","","","","","",""
"1","2016/07/15 00:00:00","2","","","","8907867","","","","","",""
"1","2016/07/15 00:00:00","2.5","","","","8892911","","","","","",""
"1","2016/07/19 00:00:00","1","","","","8780101","","","","","",""
"1","2016/07/20 00:00:00","5","","","","8787106","","","","","",""
"1","2016/07/21 00:00:00","0.5","","","","8761582","","","","","",""
"1","2016/07/21 00:00:00","1","","","","8198635","","","","","",""
"1","2016/07/21 00:00:00","1","","","","8797810","","","","","",""
"1","2016/07/21 00:00:00","1","","","","8830557","","","","","",""
"1","2016/07/21 00:00:00","1","","","","8892918","","","","","",""
"1","2016/07/21 00:00:00","1","","","","8910211","","","","","",""
"1","2016/07/21 00:00:00","4","","","","8761581","","","","","",""
"1","2016/07/21 00:00:00","6","","","","8201409","","","","","",""
"1","2016/07/22 00:00:00","4","","","","8892961","","","","","",""
"1","2016/07/27 00:00:00","2","","","","8754424","","","","","",""
"1","2016/07/28 00:00:00","1","","","","8199128","","","","","",""
"1","2016/07/28 00:00:00","1","","","","8567400","","","","","",""
"1","2016/07/28 00:00:00","3","","","","8561178","","","","","",""
"1","2016/07/28 00:00:00","6","","","","8756554","","","","","",""
"1","2016/07/28 00:00:00","10","","","","8823654","","","","","",""
"1","2016/08/04 00:00:00","5","","","","8793255","","","","","",""
"1","2016/08/04 00:00:00","10","","","","8581790","","","","","",""
"1","2016/08/10 00:00:00","2","","","","8810172","","","","","",""
"1","2016/08/11 00:00:00","1","","","","8842500","","","","","",""
"1","2016/08/17 00:00:00","0.5","","","","8842499","","","","","",""
"1","2016/08/18 00:00:00","2","","","","8868415","","","","","",""
"1","2016/08/18 00:00:00","20","","","","8581788","","","","","",""
"1","2016/08/19 00:00:00","4","","","","8196962","","","","","",""
"1","2016/08/24 00:00:00","1","","","","9047484","","","","","",""
"1","2016/08/25 00:00:00","1","","","","8567419","","","","","",""
"1","2016/08/25 00:00:00","4","","","","8196961","","","","","",""
"1","2016/08/25 00:00:00","8","","","","8567581","","","","","",""
"1","2016/08/25 00:00:00","10","","","","8836011","","","","","",""
"1","2016/08/25 00:00:00","30","","","","8820276","","","","","",""
"1","2016/08/25 00:00:00","40","","","","8877429","","","","","",""
"1","2016/08/26 00:00:00","4","","","","8862928","","","","","",""
"1","2016/09/01 00:00:00","1","","","","8582603","","","","","",""
"1","2016/09/01 00:00:00","4","","","","8904693","","","","","",""
"1","2016/09/01 00:00:00","4","","","","9085947","","","","","",""
"1","2016/09/01 00:00:00","8","","","","8960950","","","","","",""
"1","2016/09/01 00:00:00","40","","","","8877428","","","","","",""
"1","2016/09/01 00:00:00","50","","","","8581787","","","","","",""
"1","2016/09/02 00:00:00","10","","","","8854029","","","","","",""
"1","2016/09/07 00:00:00","4","","","","8871654","","","","","",""
"1","2016/09/08 00:00:00","5","","","","8990023","","","","","",""
"1","2016/09/08 00:00:00","8","","","","8960949","","","","","",""
"1","2016/09/08 00:00:00","9","","","","8900007","","","","","",""
"1","2016/09/08 00:00:00","40","","","","8618801","","","","","",""
"1","2016/09/13 00:00:00","4","","","","8896030","","","","","",""
"1","2016/09/14 00:00:00","2","","","","8881911","","","","","",""
"1","2016/09/16 00:00:00","8","","","","8929440","","","","","",""
"1","2016/09/22 00:00:00","1","","","","8679871","","","","","",""
"1","2016/09/22 00:00:00","1","","","","8885023","","","","","",""
"1","2016/09/22 00:00:00","2","","","","8694708","","","","","",""
"1","2016/09/22 00:00:00","2","","","","8896013","","","","","",""
"1","2016/09/22 00:00:00","3","","","","8904719","","","","","",""
"1","2016/09/29 00:00:00","1","","","","8678420","","","","","",""
"1","2016/09/29 00:00:00","1","","","","8885901","","","","","",""
"1","2016/09/29 00:00:00","2","","","","8691209","","","","","",""
"1","2016/09/29 00:00:00","2","","","","8885013","","","","","",""
"2","2014/10/08 00:00:00","20","20","81011","11","7581786","423153","1","","","20","2015"
"2","2014/10/09 00:00:00","10","10","81011","11","7581806","455926","1","","","10","2015"
"2","2014/10/16 00:00:00","4","4","81011","11","7467984","429835","1","","","4","2015"
"2","2014/10/16 00:00:00","10","10","81011","11","7581807","455926","1","","","10","2015"
"2","2014/10/16 00:00:00","30","30","81011","11","7581791","423153","1","","","30","2015"
"2","2014/10/22 00:00:00","8","8","81011","11","7517644","429835","1","","","8","2015"
"2","2014/10/23 00:00:00","2","2","81011","11","7640914","455207","1","","","2","2015"
"2","2014/10/23 00:00:00","10","10","81011","11","7581810","455926","1","","","10","2015"
"2","2014/10/23 00:00:00","20","20","81011","11","7581795","423153","1","","","20","2015"
"2","2014/10/28 00:00:00","2","2","81011","11","7511946","464680","1","","","2","2015"
"2","2014/10/29 00:00:00","1","1","81011","11","7593025","400372","1","","","1","2015"
"2","2014/10/30 00:00:00","0.5","0.5","81011","11","7569362","464401","1","","","0.5","2015"
"2","2014/10/30 00:00:00","2","2","81011","11","7640920","455207","1","","","2","2015"
"2","2014/10/30 00:00:00","10","10","81011","11","7520212","448283","1","","","10","2015"
"2","2014/10/30 00:00:00","10","10","81011","11","7581799","423153","1","","","10","2015"
"2","2014/10/30 00:00:00","16","16","81011","11","7646242","455090","1","","","16","2015"
"2","2014/10/30 00:00:00","26","26","81011","11","7649072","455903","1","","","26","2015"
"2","2014/11/06 00:00:00","1","1","81011","11","7640936","455207","1","","","1","2015"
"2","2014/11/06 00:00:00","1","1","81011","11","7643432","424042","1","","","1","2015"
"2","2014/11/06 00:00:00","1","1","81011","11","7666312","453386","1","","","1","2015"
"2","2014/11/06 00:00:00","2","2","81011","11","7643443","455889","1","","","2","2015"
"2","2014/11/06 00:00:00","2","2","81011","11","7665000","447708","1","","","2","2015"
"2","2014/11/06 00:00:00","4","4","81011","11","7651254","417101","1","","","4","2015"
"2","2014/11/06 00:00:00","5","5","81011","11","7588340","400372","1","","","5","2015"
"2","2014/11/06 00:00:00","20","20","81011","11","7581804","423153","1","","","20","2015"
"2","2014/11/06 00:00:00","20","20","81011","11","7649073","455903","1","","","20","2015"
"2","2014/11/06 00:00:00","35","35","81011","11","7646249","455090","1","","","35","2015"
"2","2014/11/07 00:00:00","1","1","81011","11","7541969","454455","1","","","1","2015"
"2","2014/11/08 00:00:00","5","5","81011","11","7511964","464680","1","","","5","2015"
"2","2014/11/12 00:00:00","1","1","81011","11","7658918","464281","1","","","1","2015"
"2","2014/11/13 00:00:00","1","1","81011","11","7643433","424042","1","","","1","2015"
"2","2014/11/13 00:00:00","1","1","81011","11","7666322","453386","1","","","1","2015"
"2","2014/11/13 00:00:00","1","1","81011","11","7681572","464043","1","","","1","2015"
"2","2014/11/13 00:00:00","1","1","81011","11","7694833","453386","1","","","1","2015"
"2","2014/11/13 00:00:00","2","2","81011","11","7502070","464680","1","","","2","2015"
"2","2014/11/13 00:00:00","3","3","81011","11","7541975","454455","1","","","3","2015"
"2","2014/11/13 00:00:00","3","3","81011","11","7651278","423681","1","","","3","2015"
"2","2014/11/13 00:00:00","8","8","81011","11","7643429","448987","1","","","8","2015"
"2","2014/11/13 00:00:00","59","59","81011","11","7643444","455889","1","","","59","2015"
"2","2014/11/14 00:00:00","2.5","2.5","81011","11","7665008","447708","1","","","2.5","2015"
"2","2014/11/18 00:00:00","1","1","81011","11","7666336","453386","1","","","1","2015"
"2","2014/11/20 00:00:00","1","1","81011","11","7643434","424042","1","","","1","2015"
"2","2014/11/20 00:00:00","2","2","81011","11","7651287","423681","1","","","2","2015"
"2","2014/11/20 00:00:00","2","2","81011","11","7732519","407236","1","","","2","2015"
"2","2014/11/20 00:00:00","3","3","81011","11","7541982","454455","1","","","3","2015"
"2","2014/11/20 00:00:00","4","4","81011","11","7643430","448987","1","","","4","2015"
"2","2014/11/21 00:00:00","0.5","0.5","81011","11","7681469","464043","1","","","0.5","2015"
"2","2014/11/27 00:00:00","8","8","81011","11","7643431","448987","1","","","8","2015"
"2","2014/11/27 00:00:00","10","10","81011","11","7679692","100452","1","","","10","2015"
"2","2014/12/01 00:00:00","1","1","81011","11","7640757","464054","1","","","1","2015"
"2","2014/12/04 00:00:00","1","1","81011","11","7709255","465106","1","","","1","2015"
"2","2014/12/04 00:00:00","1.5","1.5","81011","11","7709215","455952","1","","","1.5","2015"
"2","2014/12/04 00:00:00","2","2","81011","11","7571272","406762","1","","","2","2015"
"2","2014/12/04 00:00:00","10","10","81011","11","7679694","100452","1","","","10","2015"
"2","2014/12/08 00:00:00","4","4","81011","11","7571235","453900","1","","","4","2015"
"2","2014/12/11 00:00:00","1","1","81011","11","7620577","464915","1","","","1","2015"
"2","2014/12/11 00:00:00","1","1","81011","11","7709261","465106","1","","","1","2015"
"2","2014/12/11 00:00:00","1","1","81011","11","7714375","464391","1","","","1","2015"
"2","2014/12/11 00:00:00","2","2","81011","11","7571276","406762","1","","","2","2015"
"2","2014/12/11 00:00:00","4","4","81011","11","7665046","459213","1","","","4","2015"
"2","2014/12/12 00:00:00","1","1","81011","11","7640759","464054","1","","","1","2015"
"2","2014/12/18 00:00:00","0.5","0.5","81011","11","7709246","455952","1","","","0.5","2015"
"2","2014/12/18 00:00:00","1","1","81011","11","7709246","455952","1","","","1","2015"
"2","2014/12/18 00:00:00","2","2","81011","11","7571281","406762","1","","","2","2015"
"2","2014/12/18 00:00:00","5","5","81011","11","7665052","459213","1","","","5","2015"
"2","2014/12/18 00:00:00","5","5","81011","11","7714376","464391","1","","","5","2015"
"2","2014/12/18 00:00:00","11","11","81011","11","7562235","464915","1","","","11","2015"
"2","2014/12/26 00:00:00","1","1","81011","11","7640731","464054","1","","","1","2015"
"2","2015/01/08 00:00:00","2","2","81011","11","7622578","407236","1","","","2","2015"
"2","2015/01/14 00:00:00","5","5","81011","11","7755421","455926","1","","","5","2015"
"2","2015/01/15 00:00:00","1","1","81011","11","7640699","464054","1","","","1","2015"
"2","2015/01/15 00:00:00","2","2","81011","11","7755362","407236","1","","","2","2015"
"2","2015/01/15 00:00:00","6","6","81011","11","7619379","424968","1","","","6","2015"
"2","2015/01/15 00:00:00","6","6","81011","11","7622580","448987","1","","","6","2015"
"2","2015/01/15 00:00:00","10","10","81011","11","7571515","464670","1","","","10","2015"
"2","2015/01/15 00:00:00","40","40","81011","11","7755369","423153","1","","","40","2015"
"2","2015/01/17 00:00:00","1","1","81011","11","7640729","464054","1","","","1","2015"
"2","2015/01/21 00:00:00","1","1","81011","11","7622584","424042","1","","","1","2015"
"2","2015/01/22 00:00:00","2","1","81011","11","7709322","464670","1","","","2","2015"
"2","2015/01/22 00:00:00","2","1","81011","11","7755447","464915","1","","","2","2015"
"2","2015/01/22 00:00:00","2","2","81011","11","7755366","407236","1","","","2","2015"
"2","2015/01/22 00:00:00","4","2","81011","11","7782380","463520","1","","","4","2015"
"2","2015/01/22 00:00:00","8","8","81011","11","7734825","423681","1","","","8","2015"
"2","2015/01/22 00:00:00","8","8","81011","11","7755440","448987","1","","","8","2015"
"2","2015/01/22 00:00:00","10","10","81011","11","7622575","455926","1","","","10","2015"
"2","2015/01/22 00:00:00","10","10","81011","11","7788139","454344","1","","","10","2015"
"2","2015/01/22 00:00:00","20","20","81011","11","7778678","419602","1","","","20","2015"
"2","2015/01/29 00:00:00","1","1","81011","11","7704878","464915","1","","","1","2015"
"2","2015/01/29 00:00:00","1","1","81011","11","7755467","424042","1","","","1","2015"
"2","2015/01/29 00:00:00","2","2","81011","11","7755461","454344","1","","","2","2015"
"2","2015/01/29 00:00:00","3","1","81011","11","7576130","464670","1","","","3","2015"
"2","2015/01/29 00:00:00","5","5","81011","11","7601467","423681","1","","","5","2015"
"2","2015/01/29 00:00:00","5","5","81011","11","7643881","407404","1","","","5","2015"
"2","2015/01/29 00:00:00","8","8","81011","11","7625774","453995","1","","","8","2015"
"2","2015/01/29 00:00:00","8","8","81011","11","7766125","409239","1","","","8","2015"
"2","2015/01/29 00:00:00","10","10","81011","11","7755437","455926","1","","","10","2015"
"2","2015/01/29 00:00:00","20","20","81011","11","7755374","423153","1","","","20","2015"
"2","2015/01/29 00:00:00","40","40","81011","11","7776177","453174","1","","","40","2015"
"2","2015/01/30 00:00:00","1","1","81011","11","7766949","455889","1","","","1","2015"
"2","2015/02/03 00:00:00","2","2","81011","11","7640720","453172","1","","","2","2015"
"2","2015/02/05 00:00:00","1","1","81011","11","7755470","424042","1","","","1","2015"
"2","2015/02/05 00:00:00","2","2","81011","11","7755449","464915","1","","","2","2015"
"2","2015/02/05 00:00:00","2","2","81011","11","7755464","454344","1","","","2","2015"
"2","2015/02/05 00:00:00","2","2","81011","11","7778696","463520","1","","","2","2015"
"2","2015/02/05 00:00:00","5","5","81011","11","7734843","423681","1","","","5","2015"
"2","2015/02/05 00:00:00","15","15","81011","11","7622582","454951","1","","","15","2015"
"2","2015/02/05 00:00:00","36","18","81011","11","7776198","453174","1","","","36","2015"
"2","2015/02/10 00:00:00","10","10","81011","11","7778754","464667","1","","","10","2015"
"2","2015/02/11 00:00:00","2","2","81011","11","7806469","456304","1","","","2","2015"
"2","2015/02/12 00:00:00","1","1","81011","11","7732478","407404","1","","","1","2015"
"2","2015/02/12 00:00:00","1","1","81011","11","7804579","426363","1","","","1","2015"
"2","2015/02/12 00:00:00","2","2","81011","11","7766952","455889","1","","","2","2015"
"2","2015/02/12 00:00:00","5","5","81011","11","7802823","455557","1","","","5","2015"
"2","2015/02/12 00:00:00","48","48","81011","11","7776249","453174","1","","","48","2015"
"2","2015/02/13 00:00:00","1","1","81011","11","7640762","464054","1","","","1","2015"
"2","2015/02/13 00:00:00","1","1","81011","11","7782426","463520","1","","","1","2015"
"2","2015/02/18 00:00:00","2","2","81011","11","7802500","406671","1","","","2","2015"
"2","2015/02/18 00:00:00","4","4","81011","11","7777630","461410","1","","","4","2015"
"2","2015/02/19 00:00:00","4","4","81011","11","7804592","426363","1","","","4","2015"
"2","2015/02/19 00:00:00","4","4","81011","11","7806470","456304","1","","","4","2015"
"2","2015/02/19 00:00:00","5","5","81011","11","7784770","423482","1","","","5","2015"
"2","2015/02/19 00:00:00","10","10","81011","11","7802870","455557","1","","","10","2015"
"2","2015/02/25 00:00:00","2","2","81011","11","7817626","407236","1","","","2","2015"
"2","2015/02/26 00:00:00","4","4","81011","11","7704835","461410","1","","","4","2015"
"2","2015/02/26 00:00:00","5","5","81011","11","7678365","426363","1","","","5","2015"
"2","2015/02/26 00:00:00","5","5","81011","11","7784771","423482","1","","","5","2015"
"2","2015/02/26 00:00:00","5","5","81011","11","7804446","455557","1","","","5","2015"
"2","2015/03/05 00:00:00","1","1","81011","11","7779475","403915","1","","","1","2015"
"2","2015/03/05 00:00:00","2","2","81011","11","7796664","423687","1","","","2","2015"
"2","2015/03/05 00:00:00","3","3","81011","11","7777590","461410","1","","","3","2015"
"2","2015/03/05 00:00:00","4","4","81011","11","7627133","407236","1","","","4","2015"
"2","2015/03/05 00:00:00","5","5","81011","11","7784780","423482","1","","","5","2015"
"2","2015/03/05 00:00:00","10","10","81011","11","7622587","455926","1","","","10","2015"
"2","2015/03/05 00:00:00","10","10","81011","11","7622589","100452","1","","","10","2015"
"2","2015/03/05 00:00:00","10","10","81011","11","7819235","400354","1","","","10","2015"
"2","2015/03/07 00:00:00","1","1","81011","11","7640765","464054","1","","","1","2015"
"2","2015/03/11 00:00:00","3","3","81011","11","7702467","403915","1","","","3","2015"
"2","2015/03/11 00:00:00","4","4","81011","11","7817627","407236","1","","","4","2015"
"2","2015/03/12 00:00:00","1","1","81011","11","7838574","424042","1","","","1","2015"
"2","2015/03/12 00:00:00","4","4","81011","11","7784787","423482","1","","","4","2015"
"2","2015/03/12 00:00:00","4","4","81011","11","7796668","423687","1","","","4","2015"
"2","2015/03/12 00:00:00","10","10","81011","11","7817655","455926","1","","","10","2015"
"2","2015/03/12 00:00:00","10","10","81011","11","7819254","400354","1","","","10","2015"
"2","2015/03/12 00:00:00","10","10","81011","11","7838588","448987","1","","","10","2015"
"2","2015/03/13 00:00:00","1","1","81011","11","7640745","464054","1","","","1","2015"
"2","2015/03/18 00:00:00","10","10","81011","11","7817661","455926","1","","","10","2015"
"2","2015/03/19 00:00:00","1","1","81011","11","7627130","424042","1","","","1","2015"
"2","2015/03/19 00:00:00","2","2","81011","11","7656832","403915","1","","","2","2015"
"2","2015/03/19 00:00:00","2","2","81011","11","7838592","454344","1","","","2","2015"
"2","2015/03/19 00:00:00","4","4","81011","11","7838589","448987","1","","","4","2015"
"2","2015/03/20 00:00:00","3.9","3.9","81011","11","7643446","464915","1","","","3.9","2015"
"2","2015/03/20 00:00:00","5","5","81011","11","7817698","455926","1","","","5","2015"
"2","2015/03/25 00:00:00","0.5","0.5","81011","11","7850666","421003","1","","","0.5","2015"
"2","2015/03/26 00:00:00","1","1","81011","11","7838575","424042","1","","","1","2015"
"2","2015/03/26 00:00:00","4","4","81011","11","7838341","410418","1","","","4","2015"
"2","2015/03/26 00:00:00","5","5","81011","11","7838595","454344","1","","","5","2015"
"2","2015/03/26 00:00:00","6","6","81011","11","7622574","448987","1","","","6","2015"
"2","2015/03/26 00:00:00","10","10","81011","11","7838351","449795","1","","","10","2015"
"2","2015/03/26 00:00:00","20","20","81011","11","7860495","423153","1","","","20","2015"
"2","2015/03/27 00:00:00","1.8","1.8","81011","11","7838587","464915","1","","","1.8","2015"
"2","2015/04/01 00:00:00","5","5","81011","11","7860096","449795","1","","","5","2015"
"2","2015/04/02 00:00:00","3","3","81011","11","7851727","423681","1","","","3","2015"
"2","2015/04/02 00:00:00","4","4","81011","11","7860502","455889","1","","","4","2015"
"2","2015/04/02 00:00:00","4","4","81011","11","7887194","458263","1","","","4","2015"
"2","2015/04/02 00:00:00","5","5","81011","11","7860508","454951","1","","","5","2015"
