"","Operation Date","Sum of Hours","Hours Spent","PAC","Operation Code","Work Accomplishment ID","Emp Person ID","Count of Operations","Plan PAC","Plan Hours","Total Hours Spent","Operation Date FY"
"2","2015/04/02 00:00:00","14","14","81011","11","7838344","410418","1","","","14","2015"
"2","2015/04/02 00:00:00","20","20","81011","11","7860496","423153","1","","","20","2015"
"2","2015/04/09 00:00:00","4","4","81011","11","7764519","449795","1","","","4","2015"
"2","2015/04/10 00:00:00","2","2","81011","11","7894299","407249","1","","","2","2015"
"2","2015/04/10 00:00:00","4","4","81011","11","7851729","423681","1","","","4","2015"
"2","2015/04/10 00:00:00","5","5","81011","11","7860510","454951","1","","","5","2015"
"2","2015/04/15 00:00:00","20","20","81011","11","7860498","423153","1","","","20","2015"
"2","2015/04/16 00:00:00","1","1","81011","11","7858208","464675","1","","","1","2015"
"2","2015/04/16 00:00:00","1","1","81011","11","7909501","406647","1","","","1","2015"
"2","2015/04/16 00:00:00","3","3","81011","11","7894300","407249","1","","","3","2015"
"2","2015/04/16 00:00:00","4","4","81011","11","7851730","423681","1","","","4","2015"
"2","2015/04/16 00:00:00","4","4","81011","11","7909493","407167","1","","","4","2015"
"2","2015/04/16 00:00:00","5","5","81011","11","7810578","454205","1","","","5","2015"
"2","2015/04/23 00:00:00","1","1","81011","11","7838353","408189","1","","","1","2015"
"2","2015/04/23 00:00:00","1","1","81011","11","7858209","464675","1","","","1","2015"
"2","2015/04/23 00:00:00","1","1","81011","11","7860515","407236","1","","","1","2015"
"2","2015/04/23 00:00:00","1","1","81011","11","7909525","406647","1","","","1","2015"
"2","2015/04/23 00:00:00","3","3","81011","11","7909497","407167","1","","","3","2015"
"2","2015/04/29 00:00:00","2.9","2.9","81011","11","7860526","464915","1","","","2.9","2015"
"2","2015/04/30 00:00:00","1","1","81011","11","7838354","408189","1","","","1","2015"
"2","2015/04/30 00:00:00","1","1","81011","11","7909563","406647","1","","","1","2015"
"2","2015/04/30 00:00:00","2","1","81011","11","7858210","464675","1","","","2","2015"
"2","2015/04/30 00:00:00","10","10","81011","11","7860516","407236","1","","","10","2015"
"2","2015/04/30 00:00:00","10","10","81011","11","7860518","455926","1","","","10","2015"
"2","2015/04/30 00:00:00","15","15","81011","11","7860523","100452","1","","","15","2015"
"2","2015/04/30 00:00:00","23","23","81011","11","7836054","455903","1","","","23","2015"
"2","2015/05/05 00:00:00","20","20","81011","11","7939500","455903","1","","","20","2015"
"2","2015/05/07 00:00:00","0.1","0.1","81011","11","7622577","464915","1","","","0.1","2015"
"2","2015/05/07 00:00:00","5","5","81011","11","7860520","455926","1","","","5","2015"
"2","2015/05/07 00:00:00","8","8","81011","11","7860517","407236","1","","","8","2015"
"2","2015/05/08 00:00:00","18","18","81011","11","7939683","455903","1","","","18","2015"
"2","2015/05/14 00:00:00","1","1","81011","11","7945708","424042","1","","","1","2015"
"2","2015/05/14 00:00:00","6","6","81011","11","7945705","448987","1","","","6","2015"
"2","2015/05/14 00:00:00","10","10","81011","11","7860521","455926","1","","","10","2015"
"2","2015/05/14 00:00:00","26","26","81011","11","7939792","455903","1","","","26","2015"
"2","2015/05/15 00:00:00","12","12","81011","11","7854138","424968","1","","","12","2015"
"2","2015/05/20 00:00:00","4","4","81011","11","7945706","448987","1","","","4","2015"
"2","2015/05/21 00:00:00","1","1","81011","11","7945710","424042","1","","","1","2015"
"2","2015/05/21 00:00:00","5","5","81011","11","7945712","455889","1","","","5","2015"
"2","2015/05/21 00:00:00","8","8","81011","11","7858557","455207","1","","","8","2015"
"2","2015/05/21 00:00:00","10","5","81011","11","7958192","424968","1","","","10","2015"
"2","2015/05/26 00:00:00","3","3","81011","11","7958266","424968","1","","","3","2015"
"2","2015/05/28 00:00:00","4","4","81011","11","7945714","455889","1","","","4","2015"
"2","2015/05/29 00:00:00","2","2","81011","11","7958210","424968","1","","","2","2015"
"2","2015/06/03 00:00:00","3","3","81011","11","7970968","460482","1","","","3","2015"
"2","2015/06/04 00:00:00","0.5","0.5","81011","11","7936727","464401","1","","","0.5","2015"
"2","2015/06/09 00:00:00","5","5","81011","11","8013264","445798","1","","","5","2015"
"2","2015/06/10 00:00:00","3","3","81011","11","7979318","460482","1","","","3","2015"
"2","2015/06/10 00:00:00","4","2","81011","11","8020964","409232","1","","","4","2015"
"2","2015/06/11 00:00:00","0.5","0.5","81011","11","7936747","464401","1","","","0.5","2015"
"2","2015/06/11 00:00:00","30","30","81011","11","7971803","423153","1","","","30","2015"
"2","2015/06/11 00:00:00","80","80","81011","11","7965908","455990","1","","","80","2015"
"2","2015/06/16 00:00:00","5","5","81011","11","8013275","445798","1","","","5","2015"
"2","2015/06/17 00:00:00","5","5","81011","11","7874671","455990","1","","","5","2015"
"2","2015/06/18 00:00:00","0.5","0.5","81011","11","7907512","453386","1","","","0.5","2015"
"2","2015/06/18 00:00:00","0.5","0.5","81011","11","7936749","464401","1","","","0.5","2015"
"2","2015/06/18 00:00:00","3","3","81011","11","7971757","460482","1","","","3","2015"
"2","2015/06/18 00:00:00","10","10","81011","11","8024644","455845","1","","","10","2015"
"2","2015/06/18 00:00:00","20","20","81011","11","7971821","423153","1","","","20","2015"
"2","2015/06/23 00:00:00","5","5","81011","11","8013292","445798","1","","","5","2015"
"2","2015/06/24 00:00:00","20","20","81011","11","7971859","423153","1","","","20","2015"
"2","2015/06/25 00:00:00","0.5","0.5","81011","11","7971087","453386","1","","","0.5","2015"
"2","2015/06/25 00:00:00","2","2","81011","11","8027616","453172","1","","","2","2015"
"2","2015/07/02 00:00:00","0.1","0.1","81011","11","8004848","464915","1","","","0.1","2015"
"2","2015/07/02 00:00:00","0.5","0.5","81011","11","7971089","453386","1","","","0.5","2015"
"2","2015/07/02 00:00:00","1.8","1.8","81011","11","8024665","455845","1","","","1.8","2015"
"2","2015/07/02 00:00:00","2","2","81011","11","7970986","400240","1","","","2","2015"
"2","2015/07/02 00:00:00","2","2","81011","11","7989957","423069","1","","","2","2015"
"2","2015/07/08 00:00:00","1","1","81011","11","7971065","400240","1","","","1","2015"
"2","2015/07/09 00:00:00","1","1","81011","11","8004866","464915","1","","","1","2015"
"2","2015/07/09 00:00:00","4","4","81011","11","8027650","453172","1","","","4","2015"
"2","2015/07/09 00:00:00","4","4","81011","11","8062903","410418","1","","","4","2015"
"2","2015/07/09 00:00:00","5","5","81011","11","8024623","423482","1","","","5","2015"
"2","2015/07/09 00:00:00","15","15","81011","11","7999110","423069","1","","","15","2015"
"2","2015/07/09 00:00:00","32.5","32.5","81011","11","7910391","410348","1","","","32.5","2015"
"2","2015/07/15 00:00:00","4.5","4.5","81011","11","8004893","464915","1","","","4.5","2015"
"2","2015/07/16 00:00:00","1","1","81011","11","8049090","424042","1","","","1","2015"
"2","2015/07/16 00:00:00","4","4","81011","11","8049098","448987","1","","","4","2015"
"2","2015/07/16 00:00:00","5","5","81011","11","7622576","455889","1","","","5","2015"
"2","2015/07/16 00:00:00","5","5","81011","11","8062910","410418","1","","","5","2015"
"2","2015/07/16 00:00:00","20","20","81011","11","7939665","419662","1","","","20","2015"
"2","2015/07/16 00:00:00","24","24","81011","11","7939665","423857","1","","","24","2015"
"2","2015/07/17 00:00:00","0.2","0.1","81011","11","7998577","454909","1","","","0.2","2015"
"2","2015/07/22 00:00:00","4","4","81011","11","8049099","448987","1","","","4","2015"
"2","2015/07/23 00:00:00","2","2","81011","11","7936324","464281","1","","","2","2015"
"2","2015/07/23 00:00:00","3","3","81011","11","7627128","424042","1","","","3","2015"
"2","2015/07/23 00:00:00","4","4","81011","11","8049087","455889","1","","","4","2015"
"2","2015/07/23 00:00:00","4","4","81011","11","8049104","407236","1","","","4","2015"
"2","2015/07/23 00:00:00","10","10","81011","11","7627139","455926","1","","","10","2015"
"2","2015/07/23 00:00:00","10","10","81011","11","8062919","410418","1","","","10","2015"
"2","2015/07/23 00:00:00","16","16","81011","11","7969595","408167","1","","","16","2015"
"2","2015/07/24 00:00:00","1","1","81011","11","7998614","454909","1","","","1","2015"
"2","2015/07/24 00:00:00","10","10","81011","11","8049115","454951","1","","","10","2015"
"2","2015/07/28 00:00:00","1","1","81011","11","8052406","464281","1","","","1","2015"
"2","2015/07/28 00:00:00","10","10","81011","11","8049116","454951","1","","","10","2015"
"2","2015/07/29 00:00:00","5","5","81011","11","8049086","455926","1","","","5","2015"
"2","2015/07/30 00:00:00","1","1","81011","11","8017178","463713","1","","","1","2015"
"2","2015/07/30 00:00:00","1","1","81011","11","8049093","424042","1","","","1","2015"
"2","2015/07/30 00:00:00","2","2","81011","11","8049088","455889","1","","","2","2015"
"2","2015/07/30 00:00:00","2","2","81011","11","8049107","407236","1","","","2","2015"
"2","2015/07/30 00:00:00","6","6","81011","11","8049101","448987","1","","","6","2015"
"2","2015/07/30 00:00:00","8","8","81011","11","8028671","455207","1","","","8","2015"
"2","2015/07/31 00:00:00","1","1","81011","11","7998626","454909","1","","","1","2015"
"2","2015/08/05 00:00:00","3","3","81011","11","8049110","407236","1","","","3","2015"
"2","2015/08/06 00:00:00","1","1","81011","11","8052410","464281","1","","","1","2015"
"2","2015/08/06 00:00:00","2","2","81011","11","8029877","455704","1","","","2","2015"
"2","2015/08/06 00:00:00","8","8","81011","11","8030191","456130","1","","","8","2015"
"2","2015/08/06 00:00:00","8","8","81011","11","8110178","423862","1","","","8","2015"
"2","2015/08/06 00:00:00","10","10","81011","11","7627140","100452","1","","","10","2015"
"2","2015/08/06 00:00:00","30","30","81011","11","8086044","423153","1","","","30","2015"
"2","2015/08/08 00:00:00","5","5","81011","11","7757877","424060","1","","","5","2015"
"2","2015/08/12 00:00:00","1","1","81011","11","8030086","455704","1","","","1","2015"
"2","2015/08/12 00:00:00","1","1","81011","11","8110224","423862","1","","","1","2015"
"2","2015/08/13 00:00:00","2","2","81011","11","8028703","455207","1","","","2","2015"
"2","2015/08/13 00:00:00","2","2","81011","11","8032872","456130","1","","","2","2015"
"2","2015/08/13 00:00:00","8","8","81011","11","8110216","423862","1","","","8","2015"
"2","2015/08/13 00:00:00","30","30","81011","11","8086047","423153","1","","","30","2015"
"2","2015/08/20 00:00:00","4","4","81011","11","8032898","456130","1","","","4","2015"
"2","2015/08/20 00:00:00","8","8","81011","11","8110240","423862","1","","","8","2015"
"2","2015/08/20 00:00:00","15","15","81011","11","8086052","423153","1","","","15","2015"
"2","2015/08/20 00:00:00","30","30","81011","11","8129558","423153","1","","","30","2015"
"2","2015/08/27 00:00:00","1","1","81011","11","8042406","456262","1","","","1","2015"
"2","2015/08/27 00:00:00","15","15","81011","11","7677938","100452","1","","","15","2015"
"2","2015/09/03 00:00:00","1","1","81011","11","8042415","456262","1","","","1","2015"
"2","2015/09/04 00:00:00","8","8","81011","11","8015418","409711","1","","","8","2015"
"2","2015/09/09 00:00:00","1","1","81011","11","8078814","400372","1","","","1","2015"
"2","2015/09/10 00:00:00","1","1","81011","11","8007430","417029","1","","","1","2015"
"2","2015/09/10 00:00:00","2","2","81011","11","8042219","464054","1","","","2","2015"
"2","2015/09/10 00:00:00","2","2","81011","11","8130807","455889","1","","","2","2015"
"2","2015/09/10 00:00:00","10","10","81011","11","8130765","455926","1","","","10","2015"
"2","2015/09/11 00:00:00","2","2","81011","11","8130821","407236","1","","","2","2015"
"2","2015/09/11 00:00:00","6","6","81011","11","8130781","448987","1","","","6","2015"
"2","2015/09/11 00:00:00","10","10","81011","11","8017136","409711","1","","","10","2015"
"2","2015/09/16 00:00:00","10","10","81011","11","8130767","455926","1","","","10","2015"
"2","2015/09/17 00:00:00","1","1","81011","11","8042223","464054","1","","","1","2015"
"2","2015/09/17 00:00:00","1","1","81011","11","8130870","424042","1","","","1","2015"
"2","2015/09/17 00:00:00","2","2","81011","11","8087878","409699","1","","","2","2015"
"2","2015/09/17 00:00:00","2","2","81011","11","8130782","448987","1","","","2","2015"
"2","2015/09/17 00:00:00","2","2","81011","11","8130840","407236","1","","","2","2015"
"2","2015/09/17 00:00:00","4","4","81011","11","7627129","455889","1","","","4","2015"
"2","2015/09/17 00:00:00","4","4","81011","11","8077009","406522","1","","","4","2015"
"2","2015/09/17 00:00:00","10","10","81011","11","8110547","400372","1","","","10","2015"
"2","2015/09/18 00:00:00","5","5","81011","11","8130771","455926","1","","","5","2015"
"2","2015/09/24 00:00:00","1","1","81011","11","8042227","464054","1","","","1","2015"
"2","2015/09/24 00:00:00","1","1","81011","11","8130845","407236","1","","","1","2015"
"2","2015/09/24 00:00:00","2","2","81011","11","8130874","424042","1","","","2","2015"
"2","2015/09/24 00:00:00","4","4","81011","11","8130785","448987","1","","","4","2015"
"2","2015/09/24 00:00:00","6.1","6.1","81011","11","8047097","454455","1","","","6.1","2015"
"2","2015/09/24 00:00:00","10","10","81011","11","8130777","455926","1","","","10","2015"
"2","2015/09/25 00:00:00","3","3","81011","11","7627138","455889","1","","","3","2015"
"2","2015/10/01 00:00:00","1","1","81011","11","7627135","424042","1","","","1","2016"
"2","2015/10/08 00:00:00","20","20","81011","11","8177540","423153","1","","","20","2016"
"2","2015/10/14 00:00:00","1","1","81011","11","8143269","406762","1","","","1","2016"
"2","2015/10/14 00:00:00","1","1","81011","11","8143269","464675","1","","","1","2016"
"2","2015/10/15 00:00:00","0.5","0.5","81011","11","8152135","465472","1","","","0.5","2016"
"2","2015/10/15 00:00:00","4","4","81011","11","8144921","426363","1","","","4","2016"
"2","2015/10/15 00:00:00","30","30","81011","11","8177547","423153","1","","","30","2016"
"2","2015/10/21 00:00:00","10","10","81011","11","8177568","100452","1","","","10","2016"
"2","2015/10/22 00:00:00","0.5","0.5","81011","11","8090943","406762","1","","","0.5","2016"
"2","2015/10/22 00:00:00","1","1","81011","11","8090943","464675","1","","","1","2016"
"2","2015/10/22 00:00:00","2","2","81011","11","8152142","465472","1","","","2","2016"
"2","2015/10/22 00:00:00","4","4","81011","11","8104138","426363","1","","","4","2016"
"2","2015/10/22 00:00:00","6","6","81011","11","8151972","418106","1","","","6","2016"
"2","2015/10/22 00:00:00","10","10","81011","11","8017183","473612","1","","","10","2016"
"2","2015/10/22 00:00:00","30","30","81011","11","8177552","423153","1","","","30","2016"
"2","2015/10/27 00:00:00","20","20","81011","11","8177557","423153","1","","","20","2016"
"2","2015/10/29 00:00:00","0.5","0.5","81011","11","8143345","406762","1","","","0.5","2016"
"2","2015/10/29 00:00:00","1","1","81011","11","8143345","464675","1","","","1","2016"
"2","2015/10/29 00:00:00","1","1","81011","11","8151987","418106","1","","","1","2016"
"2","2015/10/29 00:00:00","1","1","81011","11","8152148","465472","1","","","1","2016"
"2","2015/10/29 00:00:00","1","1","81011","11","8164035","449795","1","","","1","2016"
"2","2015/10/29 00:00:00","4","4","81011","11","8144986","426363","1","","","4","2016"
"2","2015/10/29 00:00:00","10","10","81011","11","8134689","473612","1","","","10","2016"
"2","2015/10/29 00:00:00","14","14","81011","11","8146226","463222","1","","","14","2016"
"2","2015/10/29 00:00:00","20","20","81011","11","8146226","463222","1","","","20","2016"
"2","2015/10/30 00:00:00","5","5","81011","11","8044111","424060","1","","","5","2016"
"2","2015/11/05 00:00:00","1","1","81011","11","8164061","449795","1","","","1","2016"
"2","2015/11/05 00:00:00","1","1","81011","11","8210361","424042","1","","","1","2016"
"2","2015/11/05 00:00:00","2","2","81011","11","8146235","463222","1","","","2","2016"
"2","2015/11/05 00:00:00","2","2","81011","11","8153131","455908","1","","","2","2016"
"2","2015/11/05 00:00:00","2","2","81011","11","8206823","407123","1","","","2","2016"
"2","2015/11/05 00:00:00","3","3","81011","11","8210348","455889","1","","","3","2016"
"2","2015/11/05 00:00:00","4","4","81011","11","8210380","448987","1","","","4","2016"
"2","2015/11/05 00:00:00","15","15","81011","11","8153321","463183","1","","","15","2016"
"2","2015/11/05 00:00:00","15","15","81011","11","8210399","454951","1","","","15","2016"
"2","2015/11/11 00:00:00","4","4","81011","11","8210383","448987","1","","","4","2016"
"2","2015/11/11 00:00:00","10","10","81011","11","8210404","454951","1","","","10","2016"
"2","2015/11/12 00:00:00","1","1","81011","11","8210374","424042","1","","","1","2016"
"2","2015/11/12 00:00:00","2","2","81011","11","8206534","407123","1","","","2","2016"
"2","2015/11/12 00:00:00","3","3","81011","11","8146259","463222","1","","","3","2016"
"2","2015/11/12 00:00:00","5","5","81011","11","8196059","455908","1","","","5","2016"
"2","2015/11/18 00:00:00","5","5","81011","11","8210418","455926","1","","","5","2016"
"2","2015/11/19 00:00:00","2","2","81011","11","8206571","407123","1","","","2","2016"
"2","2015/11/19 00:00:00","3","3","81011","11","8210379","424042","1","","","3","2016"
"2","2015/11/19 00:00:00","4","4","81011","11","8210389","448987","1","","","4","2016"
"2","2015/11/19 00:00:00","20","20","81011","11","8191189","463183","1","","","20","2016"
"2","2015/11/20 00:00:00","3","3","81011","11","8210423","455926","1","","","3","2016"
"2","2015/11/26 00:00:00","5","5","81011","11","8210430","455926","1","","","5","2016"
"2","2015/12/02 00:00:00","10","10","81011","11","8210437","100452","1","","","10","2016"
"2","2015/12/03 00:00:00","1","1","81011","11","8185311","406647","1","","","1","2016"
"2","2015/12/03 00:00:00","1","1","81011","11","8270385","411716","1","","","1","2016"
"2","2015/12/03 00:00:00","3","3","81011","11","8270385","411716","1","","","3","2016"
"2","2015/12/03 00:00:00","4","4","81011","11","8270385","411716","1","","","4","2016"
"2","2015/12/03 00:00:00","6","6","81011","11","8251716","454216","1","","","6","2016"
"2","2015/12/04 00:00:00","10","10","81011","11","8274446","424060","1","","","10","2016"
"2","2015/12/08 00:00:00","6","6","81011","11","8257200","461410","1","","","6","2016"
"2","2015/12/09 00:00:00","2","2","81011","11","8270414","411716","1","","","2","2016"
"2","2015/12/09 00:00:00","5","5","81011","11","8270414","411716","1","","","5","2016"
"2","2015/12/09 00:00:00","8","8","81011","11","8251734","454216","1","","","8","2016"
"2","2015/12/09 00:00:00","8.8","8.8","81011","11","8235061","420344","1","","","8.8","2016"
"2","2015/12/09 00:00:00","9","9","81011","11","8270414","411716","1","","","9","2016"
"2","2015/12/10 00:00:00","1","1","81011","11","8248058","406647","1","","","1","2016"
"2","2015/12/10 00:00:00","8","8","81011","11","8168914","409239","1","","","8","2016"
"2","2015/12/10 00:00:00","30","30","81011","11","8270499","455903","1","","","30","2016"
"2","2015/12/16 00:00:00","10","10","81011","11","8210453","100452","1","","","10","2016"
"2","2015/12/17 00:00:00","1","1","81011","11","8248072","406647","1","","","1","2016"
"2","2015/12/17 00:00:00","10","10","81011","11","8177576","456304","1","","","10","2016"
"2","2015/12/17 00:00:00","16","16","81011","11","8235297","420344","1","","","16","2016"
"2","2015/12/17 00:00:00","34","34","81011","11","8211423","455903","1","","","34","2016"
"2","2016/01/08 00:00:00","6","6","81011","11","8196959","448987","1","","","6","2016"
"2","2016/01/14 00:00:00","0.5","0.5","81011","11","8201408","455926","1","","","0.5","2016"
"2","2016/01/14 00:00:00","2","2","81011","11","8228161","464043","1","","","2","2016"
"2","2016/01/14 00:00:00","3","3","81011","11","8282834","459213","1","","","3","2016"
"2","2016/01/14 00:00:00","4","4","81011","11","8196966","448987","1","","","4","2016"
"2","2016/01/14 00:00:00","4","4","81011","11","8226664","410418","1","","","4","2016"
"2","2016/01/14 00:00:00","10","10","81011","11","8201408","455926","1","","","10","2016"
"2","2016/01/14 00:00:00","30","30","81011","11","8321661","423153","1","","","30","2016"
"2","2016/01/19 00:00:00","1","1","81011","11","8282991","459213","1","","","1","2016"
"2","2016/01/20 00:00:00","6","6","81011","11","8321652","448987","1","","","6","2016"
"2","2016/01/21 00:00:00","1","1","81011","11","8199124","424042","1","","","1","2016"
"2","2016/01/21 00:00:00","1","1","81011","11","8281818","464043","1","","","1","2016"
"2","2016/01/21 00:00:00","1","1","81011","11","8283079","459213","1","","","1","2016"
"2","2016/01/21 00:00:00","1","1","81011","11","8295705","409708","1","","","1","2016"
"2","2016/01/21 00:00:00","1","1","81011","11","8371281","455944","1","","","1","2016"
"2","2016/01/21 00:00:00","1","1","81011","11","8377934","464915","1","","","1","2016"
"2","2016/01/21 00:00:00","4","4","81011","11","8226661","410418","1","","","4","2016"
"2","2016/01/21 00:00:00","10","10","81011","11","8198640","455926","1","","","10","2016"
"2","2016/01/21 00:00:00","30","30","81011","11","8321675","423153","1","","","30","2016"
"2","2016/01/28 00:00:00","0.1","0.1","81011","11","8377936","464915","1","","","0.1","2016"
"2","2016/01/28 00:00:00","1","1","81011","11","8281829","464043","1","","","1","2016"
"2","2016/01/28 00:00:00","1","1","81011","11","8321690","424042","1","","","1","2016"
"2","2016/01/28 00:00:00","1","1","81011","11","8371335","455944","1","","","1","2016"
"2","2016/01/28 00:00:00","1","1","81011","11","8371348","464391","1","","","1","2016"
"2","2016/01/28 00:00:00","2","2","81011","11","8281807","423810","1","","","2","2016"
"2","2016/01/28 00:00:00","4","4","81011","11","8226657","410418","1","","","4","2016"
"2","2016/01/28 00:00:00","5","5","81011","11","8321678","455926","1","","","5","2016"
"2","2016/01/28 00:00:00","20","20","81011","11","8321689","463183","1","","","20","2016"
"2","2016/01/28 00:00:00","79.3","79.3","81011","11","8287074","459213","1","","","79.3","2016"
"2","2016/01/29 00:00:00","4","4","81011","11","8366553","426363","1","","","4","2016"
"2","2016/02/04 00:00:00","0.1","0.1","81011","11","8377937","464915","1","","","0.1","2016"
"2","2016/02/04 00:00:00","1","1","81011","11","8199127","424042","1","","","1","2016"
"2","2016/02/04 00:00:00","1","1","81011","11","8295532","464391","1","","","1","2016"
"2","2016/02/04 00:00:00","1","1","81011","11","8371343","455944","1","","","1","2016"
"2","2016/02/04 00:00:00","1","1","81011","11","8402376","453386","1","","","1","2016"
"2","2016/02/04 00:00:00","1","1","81011","11","8403348","456262","1","","","1","2016"
"2","2016/02/04 00:00:00","2","2","81011","11","8366564","426363","1","","","2","2016"
"2","2016/02/04 00:00:00","5","5","81011","11","8403314","417001","1","","","5","2016"
"2","2016/02/04 00:00:00","10","10","81011","11","8394847","454951","1","","","10","2016"
"2","2016/02/04 00:00:00","12","12","81011","11","8403469","409711","1","","","12","2016"
"2","2016/02/05 00:00:00","1","1","81011","11","8281648","423810","1","","","1","2016"
"2","2016/02/10 00:00:00","1","1","81011","11","8295554","464391","1","","","1","2016"
"2","2016/02/10 00:00:00","1","1","81011","11","8403365","456262","1","","","1","2016"
"2","2016/02/10 00:00:00","1","1","81011","11","8413002","449795","1","","","1","2016"
"2","2016/02/10 00:00:00","10","10","81011","11","8371376","455990","1","","","10","2016"
"2","2016/02/11 00:00:00","2","1","81011","11","8281668","423810","1","","","2","2016"
"2","2016/02/11 00:00:00","5","5","81011","11","7627134","454951","1","","","5","2016"
"2","2016/02/12 00:00:00","1","1","81011","11","8295591","464391","1","","","1","2016"
"2","2016/02/12 00:00:00","1","1","81011","11","8402388","453386","1","","","1","2016"
"2","2016/02/12 00:00:00","1","1","81011","11","8402399","453386","1","","","1","2016"
"2","2016/02/12 00:00:00","5","5","81011","11","8274449","424060","1","","","5","2016"
"2","2016/02/12 00:00:00","28","14","81011","11","8366522","423687","1","","","28","2016"
"2","2016/02/16 00:00:00","1","1","81011","11","8403334","417001","1","","","1","2016"
"2","2016/02/17 00:00:00","5","5","81011","11","8413016","449795","1","","","5","2016"
"2","2016/02/17 00:00:00","10","5","81011","11","8371382","455990","1","","","10","2016"
"2","2016/02/18 00:00:00","1","1","81011","11","8198878","465106","1","","","1","2016"
"2","2016/02/18 00:00:00","1","1","81011","11","8402414","453386","1","","","1","2016"
"2","2016/02/18 00:00:00","1","1","81011","11","8422400","460482","1","","","1","2016"
"2","2016/02/18 00:00:00","2","2","81011","11","8198878","466330","1","","","2","2016"
"2","2016/02/18 00:00:00","2","2","81011","11","8413238","423482","1","","","2","2016"
"2","2016/02/18 00:00:00","4","4","81011","11","8199120","408636","1","","","4","2016"
"2","2016/02/18 00:00:00","8","8","81011","11","8199120","423857","1","","","8","2016"
"2","2016/02/18 00:00:00","8","8","81011","11","8394878","454951","1","","","8","2016"
"2","2016/02/19 00:00:00","1","1","81011","11","8262665","456262","1","","","1","2016"
"2","2016/02/19 00:00:00","4","4","81011","11","8422053","407123","1","","","4","2016"
"2","2016/02/19 00:00:00","8","8","81011","11","8420110","416762","1","","","8","2016"
"2","2016/02/23 00:00:00","7","7","81011","11","8419906","455990","1","","","7","2016"
"2","2016/02/25 00:00:00","2","2","81011","11","8478446","406762","1","","","2","2016"
"2","2016/02/25 00:00:00","3","3","81011","11","8422077","407123","1","","","3","2016"
"2","2016/03/02 00:00:00","11","11","81011","11","8422432","460482","1","","","11","2016"
"2","2016/03/03 00:00:00","2","2","81011","11","8478468","406762","1","","","2","2016"
"2","2016/03/03 00:00:00","6","6","81011","11","8326542","406764","1","","","6","2016"
"2","2016/03/10 00:00:00","8","8","81011","11","8531002","448987","1","","","8","2016"
"2","2016/03/10 00:00:00","10","10","81011","11","8201405","455926","1","","","10","2016"
"2","2016/03/11 00:00:00","1","1","81011","11","8409478","455945","1","","","1","2016"
"2","2016/03/11 00:00:00","2","2","81011","11","8409478","439272","1","","","2","2016"
"2","2016/03/11 00:00:00","2","2","81011","11","8409478","463520","1","","","2","2016"
"2","2016/03/11 00:00:00","5","2.5","81011","11","8455862","400240","1","","","5","2016"
"2","2016/03/11 00:00:00","5","2.5","81011","11","8455862","464054","1","","","5","2016"
"2","2016/03/17 00:00:00","4.5","4.5","81011","11","8201399","448987","1","","","4.5","2016"
"2","2016/03/17 00:00:00","8","4","81011","11","8548782","410418","1","","","8","2016"
"2","2016/03/17 00:00:00","10","10","81011","11","8201412","455926","1","","","10","2016"
"2","2016/03/18 00:00:00","2","1","81011","11","8409476","400240","1","","","2","2016"
"2","2016/03/18 00:00:00","2","1","81011","11","8409476","464054","1","","","2","2016"
"2","2016/03/18 00:00:00","2","2","81011","11","8409479","455945","1","","","2","2016"
"2","2016/03/18 00:00:00","4","4","81011","11","8409479","463520","1","","","4","2016"
"2","2016/03/18 00:00:00","10","10","81011","11","8198872","463183","1","","","10","2016"
"2","2016/03/23 00:00:00","2","2","81011","11","8484144","411380","1","","","2","2016"
"2","2016/03/23 00:00:00","5","5","81011","11","8557166","455926","1","","","5","2016"
"2","2016/03/24 00:00:00","1","1","81011","11","8198632","424042","1","","","1","2016"
"2","2016/03/24 00:00:00","1","1","81011","11","8456336","464401","1","","","1","2016"
"2","2016/03/24 00:00:00","2","2","81011","11","8409480","463520","1","","","2","2016"
"2","2016/03/24 00:00:00","4","4","81011","11","8201400","448987","1","","","4","2016"
"2","2016/03/24 00:00:00","8","8","81011","11","8442240","410348","1","","","8","2016"
"2","2016/03/24 00:00:00","10","10","81011","11","8199125","463183","1","","","10","2016"
"2","2016/03/24 00:00:00","20","20","81011","11","8457869","423153","1","","","20","2016"
"2","2016/03/25 00:00:00","2","2","81011","11","8409477","400240","1","","","2","2016"
"2","2016/03/25 00:00:00","2","2","81011","11","8409477","464054","1","","","2","2016"
"2","2016/03/30 00:00:00","1","1","81011","11","8456342","464401","1","","","1","2016"
"2","2016/03/30 00:00:00","1","1","81011","11","8484381","462971","1","","","1","2016"
"2","2016/03/31 00:00:00","5","5","81011","11","8470430","424482","1","","","5","2016"
"2","2016/03/31 00:00:00","10","10","81011","11","8457871","423153","1","","","10","2016"
"2","2016/03/31 00:00:00","20","20","81011","11","8568744","463183","1","","","20","2016"
"2","2016/04/01 00:00:00","5","5","81011","11","8481284","464054","1","","","5","2016"
"2","2016/04/05 00:00:00","1","1","81011","11","8484412","462971","1","","","1","2016"
"2","2016/04/06 00:00:00","2","2","81011","11","8470422","461410","1","","","2","2016"
"2","2016/04/06 00:00:00","2","2","81011","11","8470422","473612","1","","","2","2016"
"2","2016/04/06 00:00:00","38","38","81011","11","8442281","410348","1","","","38","2016"
