PAC,PAF,OPCODE,ACCORG,ACC2011,PLAN2011,ACC2012,PLAN2012,ACC2013,PLAN2013,ACC2014,PLAN2014,ACC2015,PLAN2015
46832,,12,MIN-DO,330,358,53,409,108,335,207,233,205,196
46832,,12,NOL-DO,166,51,303,102,72,279,344.5,292,,
46832,,12,NWE-DO,670,562,835,664,727,670,1033,583,1605,588
46832,,12,NWJ-DO,400,818,336.3,1022,192,949,339,466,488,522
46832,,12,NYK-DO,,,141,409,10.5,223,272,175,368,327
46832,,12,PHI-DO,1117.5,678,483,780,278.5,771,221.5,852,350,726
46832,,12,SAN-DO,260,511,573,358,1598,391,1060,350,,
46832,,12,SEA-DO,296,204,,,,,162,58,,
46832,,12,SJN-DO,749,694,333,592,197,527,180,606,353,538
46832,,31,DET-DO,,,,,5,14,,,,
46832,,31,KAN-DO,,,,,,,10,41,,
46832,,31,SJN-DO,,,16,12,,,,,,
46832M,,11,ORAHQ,,,40,176,,,,,,
46832M,,12,DEN-DO,300,51,,,,,,,,
46832M,,12,LOS-DO,,,,,,,,,360,227
46832M,,12,NWE-DO,7,204,88,204,,,75,157,160,227
46832M,,12,NWJ-DO,,,,,25,153,60,157,,
46832M,,12,PHI-DO,,,,,,,,,100,113
46832M,,12,SAN-DO,,,60,102,120,153,51,157,,
46832P,,12,ATL-DO,60,20,80,20,,,,,,
46832P,,12,CIN-DO,30,20,,,30,20,60,32,,
46832P,,12,DAL-DO,,,,,,,20,32,,
46832P,,12,DET-DO,,,,,40,20,,,,
46832P,,12,FLA-DO,130.4,41,,,40,41,,,,
46832P,,12,KAN-DO,73,20,,,18,20,,,,
46832P,,12,LOS-DO,,,,,95,41,,,,
46832P,,12,MIN-DO,,,32.5,20,,,,,,
46832P,,12,NWE-DO,20,20,,,,,,,,
46832P,,12,NYK-DO,,,,,45,41,,,,
46832P,,12,SAN-DO,44,20,27,20,,,24,32,,
48001,,11,KAN-DO,,,85,394,,,,,,
48001,,11,NYK-DO,,,,,,,,,180,605
48001,,12,ATL-DO,55,213,140,290,181,254,362,256,162,247
48001,,12,BLT-DO,24,357,397,425,78,339,314,256,342,738
48001,,12,CHI-DO,72,145,,,114,84,,,,
48001,,12,CIN-DO,,,,,,,280,88,,
48001,,12,DAL-DO,363.5,1227,107,1072,983.5,934,591,1087,1459,1720
48001,,12,DEN-DO,246,213,,,243,339,1021,256,36,247
48001,,12,DET-DO,312,213,80,280,,,249,424,,
48001,,12,FLA-DO,382,425,135,502,373,509,1084,751,1203.5,1147
48001,,12,KAN-DO,645.1,502,90,425,553,509,147,839,164,1147
48001,,12,LOS-DO,679,425,,,231,509,488,671,496,984
48001,,12,MIN-DO,164.5,580,132,357,122,424,102,503,140,656
48001,,12,NOL-DO,60,145,,,152,254,301,168,138.5,247
48001,,12,NWE-DO,170,145,,,,,,,140.9,410
48001,,12,NWJ-DO,120,290,32,290,269,339,82,424,68,738
48001,,12,NYK-DO,80,145,235,290,299,255,290,256,,
48001,,12,PHI-DO,116,425,165,435,107,424,70,336,102.5,247
48001,,12,SAN-DO,375,213,92,213,60,170,222,256,177,247
48001,,12,SEA-DO,130,68,,,109,255,,,309,247
48808,,12,ATL-DO,,,147.5,98,,,,,,
48808,,12,BLT-DO,496.5,294,358,196,278.5,211,,,395,283
48808,,12,CHI-DO,265,294,180,196,308,211,100,208,,
48808,,12,CIN-DO,,,477,294,385,106,448,104,255,188
48808,,12,DAL-DO,,,115,196,,,285,104,,
48808,,12,DEN-DO,120,196,135,98,250,106,145,104,120,94
48808,,12,DET-DO,180,196,326,196,,,163,104,420,188
48808,,12,KAN-DO,160,98,77.5,98,125,106,100,104,270,188
48808,,12,LOS-DO,,,434,196,177,317,,,97,188
48808,,12,NWE-DO,668,196,,,200,211,166,208,,
48808,,12,NWJ-DO,321,294,141,294,309,423,332,312,174,377
48808,,12,NYK-DO,251,98,,,,,42,104,,
48808,,12,PHI-DO,143,196,229,196,200,211,46,208,90,188
48808,,12,SAN-DO,112,98,288,98,84,106,98,104,92,94
48808,,12,SEA-DO,363,98,,,,,300,104,,
48809,,12,ATL-DO,393,366,198,366,270,403,188.5,657,281.5,1069
48809,,12,BLT-DO,279,305,288.5,305,318,483,247,493,183,247
48809,,12,CHI-DO,303,305,365,244,196,403,569,246,98,411
48809,,12,CIN-DO,547.8,488,650,488,539.5,644,587,657,317,575
48809,,12,DAL-DO,648.5,488,548,549,551,644,476,575,589,247
48809,,12,DEN-DO,466,244,264,244,814,403,65,328,45,247
48809,,12,DET-DO,656.5,366,413,366,332.5,483,102.2,328,425,247
48809,,12,FLA-DO,370,488,391,427,335,564,376,493,237,247
48809,,12,KAN-DO,275,305,176,305,106,403,320,411,339,247
48809,,12,LOS-DO,389,549,291,549,348,644,231,657,498,329
48809,,12,MIN-DO,358,488,330.7,488,522,483,223.5,246,315,493
48809,,12,NOL-DO,601,610,906,610,504,725,292,739,420.5,411
48809,,12,NWE-DO,810,671,825,732,741,1047,927,1396,245.6,1397
48809,,12,NWJ-DO,707,183,468.5,183,266,242,521,575,225,1562
48809,,12,NYK-DO,849,610,908,610,732,805,354,657,662,247
48809,,12,PHI-DO,268,305,140,305,147,322,448,328,359,658
48809,,12,SAN-DO,165,244,190,244,220,322,406,411,270,740
48809,,12,SEA-DO,1184,305,1019,305,605,403,470,328,364,164
48809,,12,SJN-DO,70,61,,,60,81,,,,
48810,,12,ATL-DO,190,331,553,331,130.5,241,,,460,353
48810,,12,BLT-DO,101,441,27,441,186,362,211,378,192,353
48810,,12,CHI-DO,64,110,767.5,110,100,241,152,126,195,118
48810,,12,CIN-DO,,,164,110,30,121,62,126,,
48810,,12,DAL-DO,141,110,,,160,241,95,252,148,236
48810,,12,DEN-DO,168.5,110,75,110,,,,,,
48810,,12,DET-DO,,,,,143,121,250,126,110,236
48810,,12,FLA-DO,170,110,,,,,55,126,140,236
48810,,12,KAN-DO,,,48,221,,,107,252,55,236
48810,,12,LOS-DO,259,441,,,256,362,517,504,560,353
48810,,12,MIN-DO,,,115,110,,,,,,
48810,,12,NOL-DO,,,320,110,,,,,160,118
48810,,12,NWE-DO,1012,552,1263,662,1232,603,1136,755,906.4,707
48810,,12,NWJ-DO,2079,772,2564,882,1563.3,1205,2195.5,1133,1150,1060
48810,,12,NYK-DO,210,331,290,331,511,603,50,504,271,471
48810,,12,PHI-DO,557,772,529.5,552,908,603,1012,504,444,589
48810,,12,SAN-DO,55,221,622,331,921,482,174,504,281,353
48810,,12,SEA-DO,362,110,,,,,333,126,,
48811,,11,CHI-DO,,,152,270,,,,,,
48811,,11,DEN-DO,,,,,,,92,842,,
48811,,11,KAN-DO,,,,,,,120,748,,
48811,,11,NWE-DO,,,,,,,,,305,854
48811,,11,NWJ-DO,,,,,100,752,,,,
48811,,11,SAN-DO,,,223,450,,,,,,
48811,,12,ATL-DO,4250.5,2500,2464.5,1500,2004.5,3568,2368,3817,1696.5,1763
48811,,12,BLT-DO,1341.3,1000,740,1000,635.5,2378,657.5,1789,722,726
48811,,12,CHI-DO,500,900,284,500,308,595,704,358,266,207
48811,,12,CIN-DO,1329,1500,1003.5,1000,1125,1784,1693.5,1550,1280,1037
48811,,12,DAL-DO,2447,3100,2814,1800,2608.5,3568,2284.5,4652,2818,2904
48811,,12,DEN-DO,1530.5,1200,374,900,572,1427,1111.5,835,332.5,519
48811,,12,DET-DO,1475,900,652,500,586,1189,863,954,536,415
48811,,12,FLA-DO,4843,2900,4255.5,1800,2684,4757,2466.5,5248,1790,2489
48811,,12,KAN-DO,681,1400,1077,700,536,1189,625,1551,1296,933
48811,,12,LOS-DO,3667.5,4700,2978.5,2900,2604.5,5351,3616,4652,2062,2489
48811,,12,MIN-DO,218.5,600,577.5,300,291,357,455.5,477,204.9,311
48811,,12,NOL-DO,1868,1900,1472,1300,761,1784,1575.5,1789,964.5,830
48811,,12,NWE-DO,882.5,1200,757,500,83,595,1490,954,1086,311
48811,,12,NWJ-DO,,,441,200,335,476,443,835,593,311
48811,,12,NYK-DO,569,1400,1266,900,498.2,1189,1702,1193,813.5,726
48811,,12,PHI-DO,105,500,533,400,1298.2,833,596,596,644,726
48811,,12,SAN-DO,2201,1500,1489,800,1102,1665,720,1908,1122.5,933
48811,,12,SEA-DO,1972,500,877,700,1302,2022,1681,1670,1528,415
48811,,12,SJN-DO,,,,,124,357,,,178,104
48811,,13,FLA-DO,,,82,1499,,,,,,
48811,,13,KAN-DO,,,40.5,583,,,,,,
48811,,13,LOS-DO,,,518.5,2414,,,,,,
48811,,13,NOL-DO,,,130,1082,,,,,,
48811,,13,SEA-DO,,,55,583,,,,,,
48811F,,12,ATL-DO,,,,,,,,,1082.5,900
48811F,,12,BLT-DO,,,,,,,,,196,600
48811F,,12,CHI-DO,,,,,,,,,991.5,150
48811F,,12,CIN-DO,,,,,,,,,803,450
48811F,,12,DAL-DO,,,,,,,,,1878,1500
48811F,,12,DET-DO,,,,,,,,,379,450
48811F,,12,FLA-DO,,,,,,,,,1404,1200
48811F,,12,LOS-DO,,,,,,,,,2004,1050
48811F,,12,NOL-DO,,,,,,,,,836,1500
48811F,,12,NWE-DO,,,,,,,,,342,150
48811F,,12,NWJ-DO,,,,,,,,,473,450
48811F,,12,NYK-DO,,,,,,,,,469,150
48811F,,12,PHI-DO,,,,,,,,,90,600
48811F,,12,SEA-DO,,,,,,,,,610,150
52832,,11,BLT-DO,,,,,,,,,90,880
52832,,11,CHI-DO,,,48,192,28,327,,,,
52832,,11,DEN-DO,,,,,,,60,580,120,444
52832,,11,NOL-DO,,,130,192,40,245,,,,
52832,,11,NYK-DO,,,,,,,109,646,,
52832,,12,ATL-DO,570,107,106,215,232,425,487,410,708,382
52832,,12,BLT-DO,92,107,562,54,218,212,460.5,176,650,436
52832,,12,CHI-DO,77,54,48,54,588,53,60,59,143,218
52832,,12,CIN-DO,115,107,113,54,202.5,159,425,176,386,382
52832,,12,DAL-DO,68,107,38,54,78,53,62,59,40,109
52832,,12,DEN-DO,,,,,210,53,474,59,330,164
52832,,12,DET-DO,,,,,130.5,53,246,59,50,109
52832,,12,FLA-DO,16,161,452.3,54,207,53,190,59,190,109
52832,,12,KAN-DO,184,269,134,161,332,106,483,117,427,109
52832,,12,LOS-DO,806,322,491,430,428,372,378,351,619,109
52832,,12,MIN-DO,,,,,,,,,25,55
52832,,12,NOL-DO,,,,,280.5,53,25,59,,
52832,,12,NWE-DO,85,161,102,161,457,159,604,176,369,109
52832,,12,NWJ-DO,636,644,1298.5,591,565,797,1777.5,1053,1543.5,491
52832,,12,NYK-DO,280.5,269,243,215,298,212,175,234,444,545
52832,,12,ORAHQ,,,,,,,,,10,218
52832,,12,PHI-DO,464,54,172,215,387,266,688,234,339,273
52832,,12,SAN-DO,,,,,,,250,176,,
52832,,12,SJN-DO,250,54,60,54,229,53,30,59,92,645
52832,,31,ATL-DO,,,,,,,4,25,,
52832P,,12,ATL-DO,,,30,172,25,387,153,151,70,108
52832P,,12,BLT-DO,,,35,65,,,41,65,,
52832P,,12,CHI-DO,,,64,65,16,65,39,43,30,54
52832P,,12,CIN-DO,,,20,65,120,151,157,65,,
52832P,,12,DAL-DO,,,,,,,135,43,120,54
52832P,,12,DET-DO,,,,,,,,,144,54
52832P,,12,FLA-DO,,,,,,,,,132.5,54
52832P,,12,KAN-DO,,,,,26,151,168,65,,
52832P,,12,LOS-DO,,,168,430,98,387,240,151,,
52832P,,12,NOL-DO,,,,,76,65,70,43,,
52832P,,12,NWE-DO,,,40,129,,,55,65,80,54
52832P,,12,NWJ-DO,,,40,581,,,,,,
52832P,,12,NYK-DO,,,230,237,115,215,,,,
52832P,,12,PHI-DO,,,,,,,55,129,40,108
52832P,,12,SAN-DO,,,,,,,618,65,,
52832P,,12,SEA-DO,,,,,,,228,108,,
53001A,,12,ATL-DO,123,387,183,387,186,314,169.5,268,389,428
53001A,,12,BLT-DO,212.5,516,271,516,162,472,355,402,443.8,244
53001A,,12,CHI-DO,188,516,264,516,304,472,303,469,480,428
53001A,,12,CIN-DO,40,258,165,258,80,157,97,134,83,122
53001A,,12,DAL-DO,80,194,114,194,72,236,71,268,36,183
53001A,,12,DEN-DO,223,194,104,194,,,64,134,300,61
53001A,,12,DET-DO,123,129,45,129,50,157,,,176.5,61
53001A,,12,FLA-DO,93,323,180,323,32,472,156,469,16,244
53001A,,12,KAN-DO,105,323,160,323,52,157,50,67,100,122
53001A,,12,LOS-DO,345,645,189,645,523,550,406,134,258,244
53001A,,12,MIN-DO,72,258,35,258,64,157,87,134,68,244
53001A,,12,NOL-DO,,,343,129,30,157,50,268,88,61
53001A,,12,NWE-DO,432,516,475,516,598,786,794,871,562.6,794
53001A,,12,NWJ-DO,2229.5,839,725,839,645.5,1336,1073,1407,1349,1222
53001A,,12,NYK-DO,307,516,345,516,753,629,433,469,674,611
53001A,,12,PHI-DO,273,645,306,645,209,629,158,469,840,672
53001A,,12,SAN-DO,360,452,613,452,592,314,970,134,287,367
53001A,,12,SEA-DO,,,,,35,79,,,79,367
53001A,,12,SJN-DO,,,,,25,79,,,1.5,61
53001C,,12,ATL-DO,16,66,,,219,218,67,55,,
53001C,,12,BLT-DO,82,132,121,132,,,30,275,,
53001C,,12,CHI-DO,116,66,,,80,73,10,110,,
53001C,,12,CIN-DO,,,,,37,73,,,,
53001C,,12,DET-DO,50,66,,,48,73,,,59,114
53001C,,12,FLA-DO,44.5,198,,,,,,,,
53001C,,12,KAN-DO,162,198,,,52,73,,,114,57
53001C,,12,LOS-DO,212,198,120,198,215,290,70,220,,
53001C,,12,NWE-DO,137,264,40,264,,,260,275,,
53001C,,12,NWJ-DO,84,198,111,198,287,363,191,275,201,629
53001C,,12,NYK-DO,95,198,,,319,145,18,110,,
53001C,,12,PHI-DO,53,132,383,132,40,145,,,132,172
53001C,,12,SAN-DO,16,66,60,66,110,73,212,55,40,172
56002,DRA,41,NRL,,,20,1089,,,,,,
56002,DRA,41,PRL-SW,,,,,51.5,147,,,,
56002,DRA,41,SRL,162,1267,,,,,,,,
56002,DRT,41,NRL,24,957,38,1089,,,32,1296,,
56002,DRT,41,PRL-SW,,,440,947,,,,,,
56002,DRT,41,SRL,396,1267,70,306,,,,,,
56002,FIL,41,SRL,20,1267,,,,,,,,
56002,MDS,41,NRL,86.1,957,40.3,1089,,,,,,
56002,MDS,41,SRL,,,23.5,306,,,,,,
56002,MIC,41,NRL,,,152,1089,101.2,1498,,,,
56002,MIC,41,PRL-SW,,,,,192,147,,,1061.5,890
56002,MIC,41,SRL,49,1267,23,306,39.5,1012,,,,
56002,NAR,41,NRL,150.6,957,241.4,1089,160.5,1498,254.5,1296,,
56002,NAR,41,PRL-SW,,,,,206,147,,,,
56002,NAR,41,SRL,142,1267,20,306,159,1012,46.5,36,,
56002,,11,CHI-DO,,,239,1360,134,2041,,,,
56002,,11,DEN-DO,,,,,156,2349,10,2058,365,1017
56002,,11,FLA-DO,,,,,75,2041,,,,
56002,,11,LOS-DO,,,,,85,2355,80,2356,,
56002,,11,NOL-DO,,,20,1600,,,,,57,774
56002,,11,NYK-DO,140,1369,,,,,164.5,1817,227,1634
56002,,11,ORAHQ,16,14554,,,30,13031,,,,
56002,,11,PHI-DO,150,2460,,,,,,,,
56002,,12,ATL-DO,3501,3375,2081,2912,1392,2134,1582.5,1685,3609.5,1630
56002,,12,BLT-DO,1669.5,1215,1902.2,952,1025,914,97.5,702,641,667
56002,,12,CHI-DO,3677.2,2633,2148.5,2240,1408,1905,1777,1474,627,1260
56002,,12,CIN-DO,3353.5,2093,3178,1624,1756,1295,1277.5,1053,1103,1037
56002,,12,DAL-DO,2475.5,2633,2610.2,2072,3030,1524,1630.5,1334,3464.3,1260
56002,,12,DEN-DO,2776,1450,849,1345,1762,1312,726,941,1137,935
56002,,12,DET-DO,3167.5,2058,2811.5,1670,1553.5,1321,2133,1015,1080.5,1098
56002,,12,FLA-DO,2701,2228,2428.4,1904,1647.4,1753,2353,1264,1827,1112
56002,,12,KAN-DO,3675,3007,3154.5,2477,3274,2346,2329.5,1851,2656.5,2011
56002,,12,LOS-DO,6557.8,5805,5069,4928,2627.5,4724,2664,3510,3025.6,3483
56002,,12,MIN-DO,2879.6,2363,2133,1680,1033.5,1448,1021.3,1053,1757,1037
56002,,12,NOL-DO,1238,2565,1729.3,2240,1378,1676,930,1334,1338,1334
56002,,12,NWE-DO,4748.4,2835,2656,2352,1816,1981,1335,1474,1405.2,1334
56002,,12,NWJ-DO,7768.3,4590,5469,3472,2607.5,2896,2118.5,1825,1885,1927
56002,,12,NYK-DO,5849.5,3375,4330.5,2576,1511.5,2210,1102,1404,2736,1482
56002,,12,ORAHQ,,,,,180,305,,,332,296
56002,,12,PHI-DO,5859.5,2381,1473,1916,1150.5,1892,1638,1485,2590.5,1740
56002,,12,SAN-DO,3623,1718,2795,1476,3030,1138,3162.5,1072,2421,1337
56002,,12,SEA-DO,1817,878,1158,616,4027,686,1122,632,1267,667
56002,,12,SJN-DO,4618,2104,1779,1729,1192,1360,875,919,2356.5,938
56002,,13,BLT-DO,16,319,32.5,171,52.5,171,52.5,171,4,171
56002,,13,CHI-DO,,,24,171,100,171,19,171,36,171
56002,,13,DAL-DO,48,160,79.5,95,125,95,64.5,95,122,95
56002,,13,KAN-DO,200,319,101,171,128,171,31,171,11,171
56002,,13,LOS-DO,147.5,319,96.5,171,78,171,46,171,179,171
56002,,13,MIN-DO,248.6,160,550,95,36.1,95,23,95,56,95
56002,,13,NWE-DO,132,160,149.5,95,98,95,127,95,148,95
56002,,13,NWJ-DO,60.5,637,134,263,38,263,153,263,10,263
56002,,13,NYK-DO,35,160,61.5,95,19,95,,,25,95
56002,,13,PHI-DO,9,160,10,98,1,98,,,,
56002,,13,SJN-DO,290.5,478,326,228,60.5,228,100.5,228,84.5,228
56002,,31,ATL-DO,38,125,52,115,8,103,17,103,86,112
56002,,31,BLT-DO,76.5,45,60,40,22,40,,,,
56002,,31,CHI-DO,421,95,146,90,26,87,80,95,,
56002,,31,CIN-DO,113,75,147,65,58.5,63,82.5,63,,
56002,,31,DAL-DO,63,95,59,80,165.5,71,33,87,100.5,80
56002,,31,DEN-DO,207,45,61,50,31,55,,,15.5,48
56002,,31,DET-DO,40,70,83,65,45,55,76.7,55,,
56002,,31,FLA-DO,127.5,80,,,72,79,56,79,31,72
56002,,31,KAN-DO,172,95,246,85,65,87,76,87,61,88
56002,,31,LOS-DO,225,220,177.5,195,107.2,221,48,221,77,224
56002,,31,MIN-DO,322.5,85,188.3,65,31,71,45.9,63,25.5,64
56002,,31,NOL-DO,104,95,125.3,90,38.5,79,32.5,87,216,88
56002,,31,NWE-DO,137.5,105,119,95,11,95,22,95,,
56002,,31,NWJ-DO,310.5,170,144.5,140,147.5,134,,,,
56002,,31,NYK-DO,120,125,134,100,50,103,10,95,4,96
56002,,31,PHI-DO,218,75,35,65,27,71,63,71,12,88
56002,,31,SAN-DO,565,50,650,50,217,47,42,47,44,64
56002,,31,SEA-DO,207,30,183,25,206,32,156,47,81,40
56002,,31,SJN-DO,316,70,219,60,102,55,10,47,,
56002A,NAR,41,SRL,,,,,,,188,79,,
56002A,,11,DEN-DO,,,,,,,60,304,15,406
56002A,,11,NYK-DO,,,,,,,,,110,507
56002A,,12,ATL-DO,,,,,,,1011,572,841.5,805
56002A,,12,BLT-DO,,,,,,,272,286,1758,345
56002A,,12,CHI-DO,,,,,,,291,572,475,690
56002A,,12,CIN-DO,,,,,,,508,429,162,575
56002A,,12,DAL-DO,,,,,,,607,429,547,690
56002A,,12,DEN-DO,,,,,,,90,286,375,345
56002A,,12,DET-DO,,,,,,,453.5,286,946,460
56002A,,12,FLA-DO,,,,,,,145,429,212,575
56002A,,12,KAN-DO,,,,,,,396,429,847,690
56002A,,12,LOS-DO,,,,,,,1713,1143,1340,1725
56002A,,12,NOL-DO,,,,,,,,,180,690
56002A,,12,NWE-DO,,,,,,,914,572,638.7,690
56002A,,12,NWJ-DO,,,,,,,112,715,217,805
56002A,,12,NYK-DO,,,,,,,232,429,421,690
56002A,,12,SAN-DO,,,,,,,48,286,,
56002A,,12,SEA-DO,,,,,,,793,286,685,345
56002A,,12,SJN-DO,,,,,,,214,286,207,345
56002A,,31,ATL-DO,,,,,,,3.5,18,2,18
56002A,,31,BLT-DO,,,,,,,10,9,,
56002A,,31,CHI-DO,,,,,,,,,41,18
56002A,,31,CIN-DO,,,,,,,36,18,,
56002A,,31,DAL-DO,,,,,,,,,30,18
56002A,,31,DET-DO,,,,,,,3.1,9,,
56002A,,31,FLA-DO,,,,,,,15,18,8,9
56002A,,31,LOS-DO,,,,,,,20,18,,
56002A,,31,NWE-DO,,,,,,,6,18,4,18
56002A,,31,NWJ-DO,,,,,,,14,18,,
56002A,,31,NYK-DO,,,,,,,1,18,,
56002A,,31,SAN-DO,,,,,,,24,9,,
56002A,,31,SEA-DO,,,,,,,12,9,,
56002A,,31,SJN-DO,,,,,,,4,9,,
56002E,,12,ATL-DO,254,540,168,660,33,772,116,573,188,420
56002E,,12,BLT-DO,537,330,321.5,420,371,540,605.5,358,374,300
56002E,,12,CHI-DO,268,270,249,300,263.5,347,165,251,80,210
56002E,,12,CIN-DO,561.9,450,718.6,540,677,656,720.6,430,436,390
56002E,,12,DAL-DO,499,780,763,930,400,1081,806.8,644,1073.1,630
56002E,,12,DEN-DO,536,600,724,720,48,926,538,609,56,540
56002E,,12,DET-DO,482,450,564,570,259.5,733,167.5,501,255.1,450
56002E,,12,FLA-DO,816.5,930,293.5,600,88,579,32,358,33,330
56002E,,12,KAN-DO,2452,510,777.5,570,614,656,418.5,465,596,390
56002E,,12,LOS-DO,20,390,,,15,618,504,394,707.5,360
56002E,,12,MIN-DO,286,300,181,330,237,425,338,286,274.5,240
56002E,,12,NOL-DO,1168.5,600,552,630,331,733,243,501,303,450
56002E,,12,NWE-DO,979,510,1147,600,372,695,457,501,1207.4,390
56002E,,12,NWJ-DO,145,150,174,150,79,193,86,143,,
56002E,,12,NYK-DO,,,246,270,200,347,145,215,,
56002E,,12,PHI-DO,605,510,325.5,600,234,733,244.5,465,111,390
56002E,,12,SAN-DO,593,480,193,540,,,573,394,533,390
56002E,,12,SEA-DO,1530,480,1672,540,526,656,520,465,1290.5,420
56002E,,12,SJN-DO,,,127,30,50,77,18,36,256.5,60
56002F,,11,BLT-DO,,,,,,,,,18,1529
56002F,,11,CHI-DO,,,504,160,108,480,,,,
56002F,,11,DEN-DO,,,,,,,90,191,60,828
56002F,,11,FLA-DO,,,,,95,480,,,,
56002F,,11,LOS-DO,,,,,98,617,,,,
56002F,,11,NOL-DO,140,350,80,240,300,480,,,70,828
56002F,,11,NYK-DO,203,525,185,360,,,362.1,191,85,1529
56002F,,11,ORAHQ,,,,,,,,,16,6773
56002F,,11,PHI-DO,75,233,,,,,,,,
56002F,,12,ATL-DO,163,281,261,240,,,65,58,780,173
56002F,,12,BLT-DO,304,112,314,90,55,63,,,215,115
56002F,,12,CHI-DO,279,224,188,210,202,127,166,233,110,231
56002F,,12,CIN-DO,135,224,396,210,437,127,,,199,173
56002F,,12,DAL-DO,155,281,48,240,,,112.5,175,90,173
56002F,,12,DEN-DO,439,112,346,90,545,127,284,116,51,58
56002F,,12,DET-DO,632,224,490,210,243.5,127,339.5,116,406.5,115
56002F,,12,FLA-DO,45,168,2,180,,,,,,
56002F,,12,KAN-DO,585,168,894,120,186,127,373,175,346,231
56002F,,12,LOS-DO,360,393,466,390,424,190,,,535,346
56002F,,12,MIN-DO,355.5,168,85,150,123,63,190,58,45,58
56002F,,12,NOL-DO,1,281,204,210,120,63,415,175,50,173
56002F,,12,NWE-DO,398,337,487,180,276,254,367,291,301,289
56002F,,12,NWJ-DO,1233,1346,498,660,504,507,397,407,351.7,462
56002F,,12,NYK-DO,63,281,265,240,119,127,108,175,13,289
56002F,,12,PHI-DO,234.5,168,720,150,266.5,190,168,175,675,231
56002F,,12,SAN-DO,440,168,500,120,402,63,574,116,753,115
56002F,,12,SEA-DO,110,56,55,60,70,63,,,40.5,115
56002F,,12,SJN-DO,469.5,1178,54,540,25,507,86,407,115,404
56002M,,12,ATL-DO,100,437,20,292,118,386,188,409,302,236
56002M,,12,BLT-DO,10,219,202,146,43,289,313,245,,
56002M,,12,CHI-DO,,,,,26,386,,,36,236
56002M,,12,CIN-DO,,,,,,,58,82,,
56002M,,12,DEN-DO,,,310,146,400,289,20,245,385,118
56002M,,12,DET-DO,,,120,146,105.5,96,92.5,82,210,118
56002M,,12,KAN-DO,,,47,146,,,,,,
56002M,,12,LOS-DO,30,437,29,292,412,578,86,654,462,236
56002M,,12,NWE-DO,840,948,911.5,729,1435,868,851,899,1046,236
56002M,,12,NWJ-DO,373,583,164,219,233,482,34,490,355,236
56002M,,12,NYK-DO,75,365,229,292,86,482,115,409,85,236
56002M,,12,PHI-DO,75,219,535,365,,,210,245,459,236
56002M,,12,SAN-DO,981,583,452,510,1040,578,669,654,400,236
56002M,,12,SEA-DO,,,,,603,289,320,245,946,236
56002M,,12,SJN-DO,894,292,120,219,215,193,100,327,151,118
56002P,,12,ATL-DO,80,24,60,240,85,150,187,123,267,144
56002P,,12,BLT-DO,,,150,96,107,38,41,62,110,48
56002P,,12,CHI-DO,,,76,168,20,113,39,123,30,96
56002P,,12,CIN-DO,37,24,40,96,115,75,210,62,70,96
56002P,,12,DAL-DO,,,69,96,50,75,50,123,25,96
56002P,,12,DEN-DO,,,,,40,75,48,62,40,48
56002P,,12,DET-DO,,,15,120,15,75,70,62,48,96
56002P,,12,FLA-DO,29,24,,,120,113,39,123,23,96
56002P,,12,KAN-DO,251,24,,,144,113,85,123,68,96
56002P,,12,LOS-DO,104.2,48,314,456,167,300,341.5,246,58,240
56002P,,12,MIN-DO,,,86,120,,,,,16,96
56002P,,12,NOL-DO,,,,,276.5,113,76,123,,
56002P,,12,NWE-DO,20,24,100,120,,,135,123,60,96
56002P,,12,NWJ-DO,467,24,167,144,265,150,40,123,82,144
56002P,,12,NYK-DO,,,389,216,168,113,,,146,144
56002P,,12,PHI-DO,,,22,144,25,75,50,62,45,96
56002P,,12,SAN-DO,44,24,87,96,,,136,62,120,96
56002P,,12,SEA-DO,167,24,205,72,209,38,120,62,224,48
56002P,,12,SJN-DO,,,,,,,45,62,,
56008A,DRA,41,NRL,2544.5,2075,730.8,3796,371.5,3761,780,78,613,684
56008A,DRA,41,PRL-SW,,,286,1687,,,,,,
56008A,DRA,41,SRL,364,1679,335.5,272,0.5,163,,,,
56008A,DRA,41,WEAC,,,,,32,198,56,16,,
56008A,DRT,41,NRL,886,2075,1562,3796,711,3761,45,78,124,684
56008A,DRT,41,PRL-SW,1629,675,829.5,1687,238,596,,,330,579
56008A,DRT,41,SRL,123,1679,292,272,239.3,163,,,,
56008A,DRT,41,WEAC,,,,,837,198,580,16,192,266
56008A,MDS,41,NRL,0,2075,21.8,3796,,,,,,
56008A,MIC,41,NRL,52.3,2075,204,3796,38,3761,,,,
56008A,MIC,41,PRL-SW,,,12,1687,,,,,,
56008A,MIC,41,SRL,53,1679,21,272,27.5,163,,,,
56008A,MIC,41,WEAC,,,,,,,165,16,,
56008A,NAR,41,NRL,1747.1,2075,1470.8,3796,708.1,3761,550.2,78,160,684
56008A,NAR,41,PRL-NW,12,638,104,310,252.5,778,,,,
56008A,NAR,41,PRL-SW,,,200,1687,,,,,,
56008A,NAR,41,SRL,343,1679,212.5,272,230,163,301,31,,
56008A,,3,SJN-DO,40,588,,,,,,,,
56008A,,13,BLT-DO,,,,,,,,,16,6
56008A,,13,CHI-DO,,,,,35,1,,,,
56008A,,13,DAL-DO,,,8,40,,,,,,
56008A,,13,FLA-DO,3,50,,,,,,,,
56008A,,13,LOS-DO,6,37,,,,,,,,
