PAC,PAF,OPCODE,ACCORG,ACC2011,PLAN2011,ACC2012,PLAN2012,ACC2013,PLAN2013,ACC2014,PLAN2014,ACC2015,PLAN2015
04004A,,33,FLA-DO,576.8,370,,,,,,,,
04004A,,33,LOS-DO,1313.7,192,,,,,,,,
04004A,,33,MIN-DO,69.5,18,,,,,,,,
04004A,,33,NOL-DO,103.5,48,,,,,,,,
04004A,,33,NWE-DO,404.4,125,,,,,,,,
04004A,,33,NYK-DO,1250.5,512,,,,,,,,
04004A,,33,PHI-DO,244.5,104,,,,,,,,
04004A,,33,SAN-DO,308.7,66,,,,,,,,
04004A,,33,SEA-DO,637.8,205,,,,,,,,
04004A,,33,SJN-DO,44.2,22,,,,,,,,
04004A,,33,SWI-DO,3428,3130,,,,,,,,
04004D,DIO,41,ARL,8545.1,15000,,,,,,,,
04004D,PES,41,ARL,28,15000,,,,,,,,
04004D,,31,ATL-DO,214,240,,,,,,,,
04004D,,31,BLT-DO,443.3,240,,,,,,,,
04004D,,31,CHI-DO,161,120,,,,,,,,
04004D,,31,CIN-DO,40.5,120,,,,,,,,
04004D,,31,DAL-DO,144.5,240,,,,,,,,
04004D,,31,DEN-DO,12,120,,,,,,,,
04004D,,31,DET-DO,273,120,,,,,,,,
04004D,,31,FLA-DO,361,240,,,,,,,,
04004D,,31,LOS-DO,265,240,,,,,,,,
04004D,,31,NOL-DO,307,240,,,,,,,,
04004D,,31,NWE-DO,181,160,,,,,,,,
04004D,,31,NWJ-DO,308.5,120,,,,,,,,
04004D,,31,NYK-DO,296.5,240,,,,,,,,
04004D,,31,PHI-DO,197.5,120,,,,,,,,
04004D,,31,SAN-DO,42.5,200,,,,,,,,
04004D,,31,SEA-DO,218,120,,,,,,,,
4018,ANT,41,ARL,338.9,768,,,,,,,,
4018,ANT,41,NRL,261.5,1860,,,,,,,,
4018,ANT,41,SRL,497.6,432,,,,,,,,
4018,ANT,43,ARL,2791.1,5160,,,,,,,,
4018,ANT,43,DEN-DO,8,4800,,,,,,,,
4018,ANT,43,NRL,2821.6,10410,,,,,,,,
4018,ANT,43,PRL-NW,1248,1080,,,,,,,,
4018,ANT,43,PRL-SW,3176.1,810,,,,,,,,
4018,ANT,43,SRL,3258.1,6540,,,,,,,,
4018,NAR,43,NRL,40,10410,,,,,,,,
4018,,31,ATL-DO,36,50,,,,,,,,
4018,,31,BLT-DO,29,25,,,,,,,,
4018,,31,FLA-DO,293,70,,,,,,,,
4018,,31,LOS-DO,7,20,,,,,,,,
4018,,31,NWE-DO,29,95,,,,,,,,
4018,,33,ATL-DO,23.5,175,,,,,,,,
4018,,33,BLT-DO,62.3,100,,,,,,,,
4018,,33,CHI-DO,32.4,88,,,,,,,,
4018,,33,FLA-DO,425,513,,,,,,,,
4018,,33,LOS-DO,809.6,525,,,,,,,,
4018,,33,NOL-DO,21.5,63,,,,,,,,
4018,,33,NWE-DO,258.5,288,,,,,,,,
4018,,33,NYK-DO,218.8,413,,,,,,,,
4018,,33,SAN-DO,52,88,,,,,,,,
4018,,33,SEA-DO,85.6,88,,,,,,,,
4018,,33,SWI-DO,111.2,125,,,,,,,,
04019A,ELE,41,NRL,593.5,840,,,,,,,,
04019A,ELE,41,SRL,681,1740,,,,,,,,
04019A,ELE,43,NRL,1922.5,900,,,,,,,,
04019A,ELE,43,SRL,1331.2,1320,,,,,,,,
04019A,PES,43,NRL,0.6,900,,,,,,,,
04019A,,31,ATL-DO,18.5,135,,,,,,,,
04019A,,31,BLT-DO,190.7,90,,,,,,,,
04019A,,31,CHI-DO,88,45,,,,,,,,
04019A,,31,DAL-DO,227,135,,,,,,,,
04019A,,31,DET-DO,176,45,,,,,,,,
04019A,,31,FLA-DO,298,153,,,,,,,,
04019A,,31,KAN-DO,85.5,45,,,,,,,,
04019A,,31,LOS-DO,56,125,,,,,,,,
04019A,,31,NOL-DO,154.5,135,,,,,,,,
04019A,,31,NWE-DO,160.5,90,,,,,,,,
04019A,,31,NWJ-DO,78.2,90,,,,,,,,
04019A,,31,NYK-DO,591.5,215,,,,,,,,
04019A,,31,PHI-DO,71.3,45,,,,,,,,
04019A,,31,SAN-DO,102,90,,,,,,,,
04019A,,31,SEA-DO,30,45,,,,,,,,
04019A,,33,BLT-DO,78,36,,,,,,,,
04019A,,33,FLA-DO,122,108,,,,,,,,
04019A,,33,LOS-DO,391.1,216,,,,,,,,
04019A,,33,NYK-DO,269.7,135,,,,,,,,
04019A,,33,SAN-DO,99.2,126,,,,,,,,
04019A,,33,SEA-DO,144.5,90,,,,,,,,
04019A,,33,SWI-DO,831.5,360,,,,,,,,
04019B,CDW,41,NRL,54,40,,,,,,,,
04019B,CDW,43,NRL,441.4,640,,,,,,,,
04019B,CDW,43,SRL,470,380,,,,,,,,
04019B,,14,ATL-DO,2,41,,,,,,,,
04019B,,14,BLT-DO,10,40,,,,,,,,
04019B,,14,DET-DO,2.6,93,,,,,,,,
04019B,,14,FLA-DO,26.5,6,,,,,,,,
04019B,,14,LOS-DO,48.5,113,,,,,,,,
04019B,,14,MIN-DO,3.6,2,,,,,,,,
04019B,,14,NOL-DO,70.5,14,,,,,,,,
04019B,,14,NYK-DO,243,214,,,,,,,,
04019B,,14,PHI-DO,3,14,,,,,,,,
04019B,,14,SAN-DO,2,29,,,,,,,,
04019B,,14,SEA-DO,146,34,,,,,,,,
04019B,,14,SWI-DO,147.4,42,,,,,,,,
04019B,,21,ATL-DO,18.4,194,,,,,,,,
04019B,,21,BLT-DO,80.3,190,,,,,,,,
04019B,,21,CHI-DO,24.5,105,,,,,,,,
04019B,,21,CIN-DO,15.6,55,,,,,,,,
04019B,,21,DET-DO,86.8,437,,,,,,,,
04019B,,21,FLA-DO,60.2,30,,,,,,,,
04019B,,21,LOS-DO,636.7,527,,,,,,,,
04019B,,21,MIN-DO,117.1,10,,,,,,,,
04019B,,21,NOL-DO,144.5,65,,,,,,,,
04019B,,21,NWE-DO,10.8,29,,,,,,,,
04019B,,21,NYK-DO,194.1,999,,,,,,,,
04019B,,21,PHI-DO,116,65,,,,,,,,
04019B,,21,SAN-DO,121.4,134,,,,,,,,
04019B,,21,SEA-DO,142.9,161,,,,,,,,
04019B,,21,SJN-DO,34.2,8,,,,,,,,
04019B,,21,SWI-DO,245.4,197,,,,,,,,
04019B,,31,NWE-DO,52,14,,,,,,,,
04019B,,31,SAN-DO,131.5,11,,,,,,,,
04019B,,33,BLT-DO,3,22,,,,,,,,
04019B,,33,CHI-DO,5.2,13,,,,,,,,
04019B,,33,CIN-DO,3,5,,,,,,,,
04019B,,33,DET-DO,23,49,,,,,,,,
04019B,,33,FLA-DO,34.5,4,,,,,,,,
04019B,,33,LOS-DO,78,59,,,,,,,,
04019B,,33,MIN-DO,54.1,2,,,,,,,,
04019B,,33,NOL-DO,5.5,7,,,,,,,,
04019B,,33,NWE-DO,8,4,,,,,,,,
04019B,,33,NYK-DO,36.1,112,,,,,,,,
04019B,,33,PHI-DO,21,7,,,,,,,,
04019B,,33,SAN-DO,22.5,14,,,,,,,,
04019B,,33,SEA-DO,13,18,,,,,,,,
04019B,,33,SJN-DO,25,2,,,,,,,,
04019B,,33,SWI-DO,72,22,,,,,,,,
04019B,,53,NWE-DO,4.5,7,,,,,,,,
04019B,,53,SAN-DO,1.1,6,,,,,,,,
04019C,NUC,41,WEAC,433,240,,,,,,,,
04019C,NUC,43,WEAC,758.9,504,,,,,,,,
04019C,,31,DAL-DO,16,10,,,,,,,,
04019C,,31,DET-DO,60,10,,,,,,,,
04019C,,31,FLA-DO,12,10,,,,,,,,
04019C,,31,PHI-DO,8,10,,,,,,,,
04019C,,33,BLT-DO,4.5,3,,,,,,,,
04019C,,33,CHI-DO,2,3,,,,,,,,
04019C,,33,DET-DO,15.6,15,,,,,,,,
04019C,,33,FLA-DO,7.5,7,,,,,,,,
04019C,,33,LOS-DO,109.5,12,,,,,,,,
04019C,,33,NWE-DO,10,5,,,,,,,,
04019C,,33,NYK-DO,55.2,36,,,,,,,,
04019C,,33,PHI-DO,3,2,,,,,,,,
04019C,,33,SAN-DO,22.5,5,,,,,,,,
04019C,,33,SEA-DO,24,9,,,,,,,,
04019C,,33,SWI-DO,37.5,43,,,,,,,,
4839,NUC,41,WEAC,4539.6,5600,11236.1,5600,6986.5,5600,7181,5600,7304,5600
4839,,31,ATL-DO,476,130,128,130,,,,,125,111
4839,,31,BLT-DO,68,130,,,58,130,,,,
4839,,31,CHI-DO,94,130,95,130,,,,,133,111
4839,,31,CIN-DO,54,130,,,114,130,,,,
4839,,31,DAL-DO,62,130,,,122,130,82,144,,
4839,,31,DEN-DO,41,130,102,130,85,130,,,168,111
4839,,31,DET-DO,60,130,,,62,130,,,,
4839,,31,FLA-DO,,,49.5,130,145,130,75,144,69,111
4839,,31,KAN-DO,,,86,130,,,,,62,111
4839,,31,LOS-DO,75.5,130,,,83,130,83.5,144,,
4839,,31,MIN-DO,,,83,130,130,130,,,129,111
4839,,31,NOL-DO,,,81,130,,,236,144,108.5,111
4839,,31,NWE-DO,71,130,,,60,130,,,78,111
4839,,31,NWJ-DO,103.5,130,108,130,122,130,89,144,,
4839,,31,NYK-DO,,,117.5,130,108,130,128,144,188,111
4839,,31,PHI-DO,100,130,88,130,,,69,144,78,111
4839,,31,SAN-DO,,,164,130,75,130,153,144,82,111
4839,,31,SEA-DO,95,130,96,130,,,137,144,56,111
04F800,ANT,43,ARL,1079.2,748,,,,,,,,
04F800,ANT,43,SRL,657.5,1080,,,,,,,,
04F800,NAR,43,ARL,938.3,748,,,,,,,,
04F800,NAR,43,SRL,325,1080,,,,,,,,
04F800,PES,41,SRL,50,150,,,,,,,,
04F800,,31,LOS-DO,18,30,,,,,,,,
04F800,,33,BLT-DO,12,45,,,,,,,,
04F800,,33,CHI-DO,2,75,,,,,,,,
04F800,,33,DET-DO,31,30,,,,,,,,
04F800,,33,FLA-DO,36.3,90,,,,,,,,
04F800,,33,LOS-DO,118,240,,,,,,,,
04F800,,33,NYK-DO,59.3,195,,,,,,,,
04F800,,33,PHI-DO,25,15,,,,,,,,
04F800,,33,SAN-DO,49.5,75,,,,,,,,
04F800,,33,SEA-DO,130,90,,,,,,,,
04F800,,33,SWI-DO,109.5,345,,,,,,,,
04R320,,92,ARL,,,,,,,379.2,173,889.8,173
04R320,,92,DEN-DO,,,,,,,405,185,154,185
04R320,,92,NRL,,,,,,,2296.4,734,1150.7,734
04R320,,92,PRL-SW,,,,,,,2515.3,616,1624,616
04R320,,92,SAN-DO,,,,,,,,,87,240
04R320,,92,SRL,,,,,,,340.1,321,1434.9,321
04R816,,1,ARL,1366,292,,,,,,,,
04R816,,1,DEN-DO,20,177,,,,,,,,
04R816,,1,KAN-DO,3171,6192,,,,,,,,
04R816,,1,NRL,325,213,,,,,,,,
04R816,,1,PRL-NW,2798,213,,,,,,,,
04R816,,1,PRL-SW,322,213,,,,,,,,
04R816,,1,SRL,506.1,292,,,,,,,,
04R816,,1,WEAC,2296.3,213,,,,,,,,
04R838,NAR,43,FCC,68,13255,,,,,,,,
04R838,,3,FCC,12444.4,1205,,,,,,,,
7001,MYC,41,NRL,975,984,838.1,822,1078.5,648,,,,
7001,MYC,41,PRL-NW,779.1,252,717.6,1390,544.7,540,1472.3,1125,1193,690
7001,MYC,41,SRL,1551.5,3312,1123.5,1574,1968.2,1674,3388.3,5165,2412.6,3173
7001,MYC,43,NRL,2250.1,1778,1472.5,2226,1584.6,2233,,,,
7001,MYC,43,PRL-NW,2011.7,1001,2350,1253,2179.5,1253,3346.6,2916,3049.4,2165
7001,MYC,43,SRL,2023.7,791,2371,994,1492.7,987,2256,2525,1525.5,1880
7001,NAR,41,PRL-NW,,,,,,,,,3,690
7001,NAR,41,SRL,29.5,3312,61,1574,,,,,,
7001,,1,KAN-DO,,,32,200,2.5,200,,,10,405
7001,,31,ATL-DO,88.5,192,55,132,20,132,29.5,330,24,276
7001,,31,BLT-DO,363.1,164,254.9,116,316.8,124,314.8,276,385.5,216
7001,,31,CHI-DO,280.2,208,182.5,140,259,148,286.5,282,287,222
7001,,31,CIN-DO,372,220,141,144,260.5,144,365.5,300,307.1,228
7001,,31,DAL-DO,348.5,292,186.5,260,390,304,569.5,480,484.5,396
7001,,31,DEN-DO,91.7,164,148.7,120,223.5,132,237.7,276,268,216
7001,,31,DET-DO,483.5,300,358.8,172,254.8,160,361.9,294,334.6,258
7001,,31,FLA-DO,97,84,70.7,108,164,112,228.5,228,144,162
7001,,31,KAN-DO,66.5,228,97.5,180,164,180,372.5,468,358.5,312
7001,,31,LOS-DO,91,196,28,216,8,200,153.5,360,105.5,372
7001,,31,MIN-DO,158.5,388,342.7,448,519.1,456,340,558,270.5,402
7001,,31,NOL-DO,,,59.5,108,126.5,108,289,282,311.5,216
7001,,31,NWE-DO,313,196,333.5,192,311.5,176,277.6,228,210,168
7001,,31,NWJ-DO,343.5,180,203.7,172,321,160,192.9,144,215,156
7001,,31,NYK-DO,543.5,364,178.5,144,182.3,140,378.3,300,259.6,246
7001,,31,PHI-DO,179,164,116,120,148,104,260.1,192,214,162
7001,,31,SAN-DO,346,180,59,224,166,220,174,384,335,354
7001,,31,SEA-DO,181.1,252,100,296,423.5,288,418,528,395,366
7001,,31,SJN-DO,50,52,30,36,40,40,101.5,90,72,72
7001,,33,ATL-DO,7.5,8,14,32,44,38,53.5,77,28.5,90
7001,,33,BLT-DO,32.7,16,42.6,56,84.3,50,73.5,68,62.5,66
7001,,33,CHI-DO,11,24,3.3,38,23.6,36,48.2,68,24.3,75
7001,,33,CIN-DO,,,,,2,6,28.5,35,2,31
7001,,33,DET-DO,86.9,36,198.7,162,193.1,156,155.1,176,148.8,110
7001,,33,FLA-DO,118.4,114,107.5,50,65,54,116,132,120.5,103
7001,,33,LOS-DO,573.3,86,350.7,146,456.7,124,365.9,161,381.7,172
7001,,33,MIN-DO,44.4,38,99.8,82,132,248,255.7,253,103.3,163
7001,,33,NOL-DO,1,4,20,12,41.5,20,60,44,32.8,37
7001,,33,NWE-DO,19.5,6,10,26,10.5,22,10,40,30.5,26
7001,,33,NYK-DO,443.8,532,321.7,414,376.6,366,373.4,372,316.7,277
7001,,33,PHI-DO,20,10,14,8,16,12,73.5,57,61,46
7001,,33,SAN-DO,67.5,22,86,106,56.5,102,271,134,248.5,95
7001,,33,SEA-DO,200,202,195.4,186,310,122,258.8,167,173.2,121
7001,,33,SJN-DO,17.5,4,66.5,36,34,14,40.5,40,24,37
7001,,33,SWI-DO,789.6,226,756,306,557.4,294,446.3,376,480.9,310
07R816,,1,PRL-NW,1057,1190,,,,,,,,
07R816,,1,SRL,894,3780,,,,,,,,
09006A,FAD,43,ARL,104.6,169,,,,,,,,
09006A,FAD,43,NRL,2109.3,1300,,,,,,,,
09006A,FAD,43,SRL,452,208,,,,,,,,
09006A,NAR,43,NRL,75,1300,,,,,,,,
09006A,NAR,43,SRL,49.5,208,,,,,,,,
09006A,,14,ATL-DO,4,3,,,,,,,,
09006A,,14,LOS-DO,196.5,34,,,,,,,,
09006A,,14,NOL-DO,31,2,,,,,,,,
09006A,,14,NYK-DO,8,144,,,,,,,,
09006A,,14,SAN-DO,8.5,20,,,,,,,,
09006A,,14,SEA-DO,0.5,30,,,,,,,,
09006A,,14,SJN-DO,3,3,,,,,,,,
09006A,,14,SWI-DO,66.9,166,,,,,,,,
09006A,,21,CHI-DO,0.4,47,,,,,,,,
09006A,,21,DET-DO,2,244,,,,,,,,
09006A,,21,FLA-DO,1,89,,,,,,,,
09006A,,21,LOS-DO,118.5,158,,,,,,,,
09006A,,21,NWE-DO,0.1,45,,,,,,,,
09006A,,21,NYK-DO,11.5,662,,,,,,,,
09006A,,21,PHI-DO,13,27,,,,,,,,
09006A,,21,SAN-DO,1,93,,,,,,,,
09006A,,21,SEA-DO,2.9,140,,,,,,,,
09006A,,21,SJN-DO,2.5,15,,,,,,,,
09006A,,21,SWI-DO,17.5,766,,,,,,,,
09006A,,33,BLT-DO,10,6,,,,,,,,
09006A,,33,CHI-DO,14.4,8,,,,,,,,
09006A,,33,DET-DO,74.5,45,,,,,,,,
09006A,,33,FLA-DO,25.5,15,,,,,,,,
09006A,,33,LOS-DO,181.3,28,,,,,,,,
09006A,,33,MIN-DO,22.9,10,,,,,,,,
09006A,,33,NOL-DO,8,1,,,,,,,,
09006A,,33,NWE-DO,17,8,,,,,,,,
09006A,,33,NYK-DO,343,120,,,,,,,,
09006A,,33,PHI-DO,23.5,4,,,,,,,,
09006A,,33,SAN-DO,32.5,17,,,,,,,,
09006A,,33,SEA-DO,42.6,25,,,,,,,,
09006A,,33,SJN-DO,8,3,,,,,,,,
09006A,,33,SWI-DO,268.1,139,,,,,,,,
09006B,COL,43,ARL,139.5,360,,,,,,,,
09006B,COL,43,NRL,1795.5,2790,,,,,,,,
09006B,COL,43,SRL,764.6,380,,,,,,,,
09006B,NAR,43,NRL,11.3,2790,,,,,,,,
09006B,,33,ATL-DO,46.6,8,,,,,,,,
09006B,,33,BLT-DO,28.5,17,,,,,,,,
09006B,,33,CHI-DO,28.8,24,,,,,,,,
09006B,,33,DET-DO,275.3,122,,,,,,,,
09006B,,33,FLA-DO,48,45,,,,,,,,
09006B,,33,LOS-DO,565.4,80,,,,,,,,
09006B,,33,MIN-DO,56.9,27,,,,,,,,
09006B,,33,NOL-DO,22.3,6,,,,,,,,
09006B,,33,NWE-DO,104.9,22,,,,,,,,
09006B,,33,NYK-DO,441.4,335,,,,,,,,
09006B,,33,PHI-DO,42,14,,,,,,,,
09006B,,33,SAN-DO,139,46,,,,,,,,
09006B,,33,SEA-DO,197.9,70,,,,,,,,
09006B,,33,SJN-DO,11.5,7,,,,,,,,
09006B,,33,SWI-DO,679.5,386,,,,,,,,
18002,,83,CE-FO,1531.5,960,883,960,619.5,1120,560,1268,801.8,1024
18002,,83,NE-FO,615,640,594,640,273,640,405,768,507,732
18002,,83,PA-FO,845,960,1000,960,849,960,744,856,1061,903
18002,,83,SE-FO,1101,800,829,800,1115,800,1262.5,1138,903,972
18002,,83,SW-FO,916,800,979.3,800,822,960,830,948,1051,968
18002,,92,CE-FO,2965,2066,2538,2066,3724.5,1500,3794,1333,3138,2006
18002,,92,NE-FO,3390,1112,2563,1112,2500,900,2271,1201,2196,1900
18002,,92,PA-FO,4364,1356,3806.1,1356,3471,1200,3132,1693,3107,2217
18002,,92,SE-FO,2100,2192,1815,2192,2721,1500,2437,1287,1852.5,1414
18002,,92,SW-FO,2600,1076,1308,1076,1848,800,2558,1325,2664,1458
18002,,95,CE-FO,729,1510,1161,1510,1409,2430,2832,3471,1215.5,2730
18002,,95,NE-FO,986,1680,1365,1680,1157,1790,1732,1783,1069,1192
18002,,95,PA-FO,2452,2260,2641,2260,1955,2600,2423,3099,2118,2416
18002,,95,SE-FO,1454,1320,1463,1320,1303,1510,1918,2087,1389,1574
18002,,95,SW-FO,935,1420,503.5,1420,699,1800,892,1839,864.5,1510
18002,,96,CE-FO,823,2664,905.5,2664,1333,3202,583,2328,1041.5,2640
18002,,96,NE-FO,196,1368,520,1368,411,1426,233,1048,556,976
18002,,96,PA-FO,519,2624,564,2624,536,2483,272.1,1552,492,1664
18002,,96,SE-FO,608,1688,570,1688,824,2066,631,1488,688,2041
18002,,96,SW-FO,500.5,2704,316.1,2704,534,2739,418.5,1888,551,2064
18003,,83,CE-FO,628,1770,620,1770,429,1930,781.5,2085,1245.5,2470
18003,,83,NE-FO,84,750,184,750,232,790,20,800,204,910
18003,,83,PA-FO,88,1050,534,1050,285,1170,692,1190,252,1410
18003,,83,SE-FO,571,990,513,990,543,1110,290,1045,304,1290
18003,,83,SW-FO,460,1230,386,1230,444,1270,740,1290,40,1510
18003,,92,CE-FO,2925.4,520,2143.6,520,2659,600,2402.2,400,3059.3,360
18003,,92,NE-FO,1006,440,960,440,1288,280,877,480,1188,240
18003,,92,PA-FO,1774,360,1459,360,1667.5,520,1472,400,1740.5,280
18003,,92,SE-FO,832,360,929,360,1202,120,859,280,700,120
18003,,92,SW-FO,766,400,1418,400,1064,520,890,200,510,440
18003,,95,CE-FO,3577,4948,3866.5,4948,3973.5,4744,2908.3,4885,3633.3,5496
18003,,95,NE-FO,1096,996,953,996,1033,1120,1010,1194,963,1222
18003,,95,PA-FO,1570,2032,2688,2032,2280.5,1876,2126,2062,2653.5,1938
18003,,95,SE-FO,1882,1208,1867,1208,1615,1236,1211,1249,1570,1140
18003,,95,SW-FO,1517,2524,1552,2524,2122,2400,1841,2680,1690,2408
18003,,96,CE-FO,646.5,1384,494.5,1384,970,1484,727,1280,740.5,1368
18003,,96,NE-FO,335,704,222,704,152,460,268,728,480,384
18003,,96,PA-FO,432,712,608,712,612,806,322.5,632,848,760
18003,,96,SE-FO,392,816,296,816,350,606,412,512,158,736
18003,,96,SW-FO,679,808,583,808,478,1016,532,608,204,736
18004,,83,CE-FO,87,200,93,200,421.5,180,387,430,476.5,440
18004,,83,NE-FO,12,450,80,450,132.5,340,45.5,450,247.5,650
18004,,83,PA-FO,86,280,120,280,167,240,,,244.5,390
18004,,83,SE-FO,114.5,520,198,520,31,410,290.5,560,273.5,480
18004,,83,SW-FO,353,160,90,160,,,31.5,140,139,130
18004,,92,CE-FO,774,1090,1266.5,1090,1309,1198,1518,1146,1343.5,1053
18004,,92,NE-FO,1253.8,1270,1180.3,1270,906.5,1273,1302.4,1301,926.4,1254
18004,,92,PA-FO,1231,1325,1034.5,1325,1254,1209,2182.5,1150,1587,1163
18004,,92,SE-FO,2848.7,1950,2291.7,1950,2164.8,1591,2106,1530,1555,1536
18004,,92,SW-FO,590,530,583,530,,,472.5,360,622.5,398
18004,,95,CE-FO,547,2230,1811,2230,1871.5,2270,2100,2464,2616,2470
18004,,95,NE-FO,2292,2505,3076,2505,2993,2420,2602.5,3000,3090.3,3660
18004,,95,PA-FO,1055,1775,2584,1775,1632,1710,1418,1800,1444.5,1350
18004,,95,SE-FO,2000.8,2090,2480.9,2090,3004.1,2660,2419.6,2860,2293.2,3056
18004,,95,SW-FO,845,695,900,695,,,556.5,962,548,696
18004,,96,CE-FO,120,80,109,80,109,160,263.5,240,115.5,200
18004,,96,NE-FO,,,129,80,151,80,127,120,54.5,120
18004,,96,PA-FO,160,160,141,160,86,160,15,120,15,40
18004,,96,SE-FO,67.8,160,122,160,40,80,56,120,12,40
18004,,96,SW-FO,200,80,105,80,,,,,187.5,80
18029A,FIL,41,SRL,10,628,,,,,,,,
18029A,MIC,41,ARL,28,164,,,,,,,,
18029A,MIC,41,NRL,145.4,176,,,,,,,,
18029A,MIC,41,PRL-NW,68.5,488,,,,,,,,
18029A,MIC,41,SRL,324.5,628,,,,,,,,
18029A,,12,ATL-DO,327,683,,,,,,,,
18029A,,12,BLT-DO,727,494,,,,,,,,
18029A,,12,CHI-DO,69,347,,,,,,,,
18029A,,12,CIN-DO,393,326,,,,,,,,
18029A,,12,DAL-DO,980,1086,,,,,,,,
18029A,,12,DEN-DO,49,263,,,,,,,,
18029A,,12,DET-DO,256,305,,,,,,,,
18029A,,12,FLA-DO,841,1355,,,,,,,,
18029A,,12,KAN-DO,292,364,,,,,,,,
18029A,,12,LOS-DO,1242,1084,,,,,,,,
18029A,,12,MIN-DO,485.5,336,,,,,,,,
18029A,,12,NOL-DO,211,746,,,,,,,,
18029A,,12,NWE-DO,647,399,,,,,,,,
18029A,,12,NWJ-DO,424,273,,,,,,,,
18029A,,12,NYK-DO,716,735,,,,,,,,
18029A,,12,PHI-DO,677.6,426,,,,,,,,
18029A,,12,SAN-DO,776,1718,,,,,,,,
18029A,,12,SEA-DO,369,994,,,,,,,,
18029A,,12,SJN-DO,122,105,,,,,,,,
18029A,,13,ATL-DO,8,150,,,,,,,,
18029A,,13,MIN-DO,7.5,150,,,,,,,,
18029A,,13,NYK-DO,21,150,,,,,,,,
18029A,,13,PHI-DO,6,100,,,,,,,,
18029A,,13,SAN-DO,35,150,,,,,,,,
18029A,,13,SEA-DO,11,150,,,,,,,,
18029A,,31,ATL-DO,10,48,,,,,,,,
18029A,,31,BLT-DO,63,36,,,,,,,,
18029A,,31,CHI-DO,11,28,,,,,,,,
18029A,,31,CIN-DO,37,24,,,,,,,,
18029A,,31,DAL-DO,63,72,,,,,,,,
18029A,,31,DEN-DO,30,16,,,,,,,,
18029A,,31,FLA-DO,71,92,,,,,,,,
18029A,,31,KAN-DO,70,24,,,,,,,,
18029A,,31,LOS-DO,14,68,,,,,,,,
18029A,,31,MIN-DO,19.5,24,,,,,,,,
18029A,,31,NOL-DO,58,52,,,,,,,,
18029A,,31,NWE-DO,45,32,,,,,,,,
18029A,,31,NWJ-DO,34,16,,,,,,,,
18029A,,31,NYK-DO,62,52,,,,,,,,
18029A,,31,PHI-DO,30.5,24,,,,,,,,
18029A,,31,SAN-DO,52,116,,,,,,,,
18029A,,31,SEA-DO,40.5,44,,,,,,,,
18029A,,31,SJN-DO,14,8,,,,,,,,
21002,FDF,43,SRL,4,800,,,,,,,,
21002,MIC,41,SRL,141.5,2550,,,,,,,,
21002,MIC,43,SRL,33.5,800,,,,,,,,
21002,NIS,41,SRL,2007.5,2550,,,,,,,,
21002,NIS,43,SRL,64.5,800,,,,,,,,
21002,,12,BLT-DO,103,60,,,,,,,,
21002,,12,CHI-DO,9,30,,,,,,,,
21002,,12,CIN-DO,101.5,60,,,,,,,,
21002,,12,DET-DO,50,90,,,,,,,,
21002,,12,FLA-DO,18,30,,,,,,,,
21002,,12,KAN-DO,26,60,,,,,,,,
21002,,12,LOS-DO,60,30,,,,,,,,
21002,,12,MIN-DO,128,150,,,,,,,,
21002,,12,NWE-DO,56,30,,,,,,,,
21002,,12,NWJ-DO,35,30,,,,,,,,
21002,,31,BLT-DO,18,12,,,,,,,,
21002,,31,CIN-DO,43,24,,,,,,,,
21002,,31,DET-DO,9,36,,,,,,,,
21002,,31,FLA-DO,12,12,,,,,,,,
21002,,31,KAN-DO,14,24,,,,,,,,
21002,,31,LOS-DO,34.5,12,,,,,,,,
21002,,31,MIN-DO,32,60,,,,,,,,
21002,,31,NWE-DO,20,12,,,,,,,,
21002,,31,NWJ-DO,11,12,,,,,,,,
21003,,13,LOS-DO,5,59,,,,,,,,
21003,,13,NWE-DO,1,59,,,,,,,,
21003,,31,DET-DO,49,17,,,,,,,,
21003,,31,LOS-DO,4,25,,,,,,,,
21003,,31,SEA-DO,12.5,25,,,,,,,,
21005,FDF,41,SRL,188.6,1900,,,,,,,,
21005,FDF,43,SRL,356.3,1250,,,,,,,,
21005,NAR,41,SRL,937.1,1900,,,,,,,,
21005,NAR,43,SRL,312.5,1250,,,,,,,,
21005,NIS,41,SRL,1655.5,1900,,,,,,,,
21005,NIS,43,SRL,2810,1250,,,,,,,,
21005,,14,ATL-DO,59.9,8,,,,,,,,
21005,,14,BLT-DO,23.8,12,,,,,,,,
21005,,14,CHI-DO,10.8,10,,,,,,,,
21005,,14,DET-DO,12.3,52,,,,,,,,
21005,,14,FLA-DO,98.4,25,,,,,,,,
21005,,14,LOS-DO,463.3,40,,,,,,,,
21005,,14,MIN-DO,28.5,10,,,,,,,,
21005,,14,NOL-DO,37.2,3,,,,,,,,
21005,,14,NWE-DO,72.1,18,,,,,,,,
21005,,14,NYK-DO,126.8,130,,,,,,,,
21005,,14,PHI-DO,22,5,,,,,,,,
21005,,14,SAN-DO,52.5,21,,,,,,,,
21005,,14,SEA-DO,99.7,28,,,,,,,,
21005,,14,SJN-DO,14,3,,,,,,,,
21005,,14,SWI-DO,685.5,154,,,,,,,,
21005,,21,ATL-DO,32.3,72,,,,,,,,
21005,,21,BLT-DO,43,108,,,,,,,,
21005,,21,CHI-DO,4,94,,,,,,,,
21005,,21,CIN-DO,4.1,28,,,,,,,,
