PlanFY,OpDateFY,Plan_PAC,Plan_Hours,Sum_of_Hours,Acc_Org
2011,2011,82845C,307.00,467.00,ATL-DO
2011,2011,82845C,307.00,297.00,DEN-DO
2011,2011,82845C,307.00,1127.00,MIN-DO
2011,2011,82845C,307.00,2833.10,NWJ-DO
2011,2011,82845C,307.00,241.00,PHI-DO
2011,2011,82845C,307.00,1811.00,SAN-DO
2011,2011,82845C,512.00,935.00,DAL-DO
2011,2011,82845C,512.00,2071.50,DET-DO
2011,2011,82845C,614.00,2786.00,CHI-DO
2011,2011,82845C,717.00,973.00,NWE-DO
2011,2011,82845C,819.00,605.30,NOL-DO
2011,2011,82845C,819.00,1581.00,SEA-DO
2011,2011,82845C,922.00,767.00,CIN-DO
2011,2011,82845C,1434.00,1373.50,FLA-DO
2011,2011,82845C,1843.00,1504.00,LOS-DO
2011,2011,82845C,1944.00,106.50,WEAC
2011,2011,82845G,71.00,84.00,SJN-DO
2011,2011,82845G,284.00,48.50,BLT-DO
2011,2011,82845G,284.00,681.00,DET-DO
2011,2011,82845G,284.00,84.00,NOL-DO
2011,2011,82845G,355.00,3478.00,CIN-DO
2011,2011,82845G,355.00,715.00,KAN-DO
2011,2011,82845G,355.00,389.00,NWJ-DO
2011,2011,82845G,355.00,894.00,PHI-DO
2011,2011,82845G,355.00,63.00,SEA-DO
2011,2011,82845G,426.00,208.00,CHI-DO
2011,2011,82845G,426.00,175.00,DEN-DO
2011,2011,82845G,497.00,39.00,ATL-DO
2011,2011,82845G,497.00,269.00,DAL-DO
2011,2011,82845G,568.00,485.00,FLA-DO
2011,2011,82845G,568.00,381.00,NYK-DO
2011,2011,82845G,710.00,996.00,MIN-DO
2011,2011,82845G,710.00,230.00,SAN-DO
2011,2011,82845G,781.00,1806.00,NWE-DO
2011,2011,82845G,1349.00,2277.00,LOS-DO
2011,2011,82845H,6.00,10.00,CHI-DO
2011,2011,82845H,6.00,13.00,DAL-DO
2011,2011,82845H,6.00,40.00,NWE-DO
2011,2011,82845H,200.00,3.50,BLT-DO
2011,2011,82845H,200.00,89.00,DET-DO
2011,2011,82845H,200.00,100.00,KAN-DO
2011,2011,82845H,300.00,320.00,CHI-DO
2011,2011,82845H,300.00,429.00,CIN-DO
2011,2011,82845H,300.00,236.50,DAL-DO
2011,2011,82845H,300.00,160.00,PHI-DO
2011,2011,82845H,400.00,11.50,FLA-DO
2011,2011,82845H,500.00,50.00,SAN-DO
2011,2011,82845H,600.00,160.00,NWE-DO
2011,2011,82845S,5.00,72.50,ATL-DO
2011,2011,82845S,9.00,2.00,NWE-DO
2011,2011,82845S,9.00,12.00,SAN-DO
2011,2011,82845S,398.00,88.50,WEAC
2011,2011,82R816,2410.00,2125.00,WEAC
2011,2011,82Z002,3.00,10.30,CHI-DO
2011,2011,82Z002,3.00,2.50,CIN-DO
2011,2011,82Z002,25.00,43.00,BLT-DO
2011,2011,82Z002,36.00,5.00,SAN-DO
2011,2011,82Z002,39.00,46.90,NYK-DO
2011,2011,82Z002,45.00,20.00,SWI-DO
2011,2011,82Z002,70.00,87.50,NWE-DO
2011,2011,82Z002,101.00,94.00,LOS-DO
2011,2011,82Z002,515.00,503.00,ATL-DO
2011,2011,82Z002,690.00,812.50,PRL-SW
2011,2011,82Z002,2430.00,1619.80,WEAC
2011,2011,82Z003,11.00,5.00,CIN-DO
2011,2011,82Z003,17.00,19.40,BLT-DO
2011,2011,82Z003,17.00,65.00,MIN-DO
2011,2011,82Z003,21.00,46.50,NOL-DO
2011,2011,82Z003,23.00,27.50,FLA-DO
2011,2011,82Z003,27.00,42.00,PHI-DO
2011,2011,82Z003,44.00,32.00,SEA-DO
2011,2011,82Z003,90.00,107.00,NWE-DO
2011,2011,82Z003,95.00,135.50,ATL-DO
2011,2011,82Z003,109.00,88.00,SAN-DO
2011,2011,82Z003,120.00,99.50,SWI-DO
2011,2011,82Z003,187.00,88.10,CHI-DO
2011,2011,82Z003,380.00,213.40,NYK-DO
2011,2011,82Z003,454.00,621.40,LOS-DO
2011,2011,82Z003,2360.00,483.30,WEAC
2011,2011,82Z003,2768.00,2502.40,PRL-SW
2011,2011,82Z003,3304.00,2378.00,WEAC
2011,2011,82Z800,45.00,5.00,FLA-DO
2011,2011,82Z800,45.00,56.00,MIN-DO
2011,2011,83001,70.00,135.00,DET-DO
2011,2011,83001,70.00,20.30,KAN-DO
2011,2011,83001,140.00,492.00,ATL-DO
2011,2011,83001,140.00,124.00,BLT-DO
2011,2011,83001,140.00,190.00,CHI-DO
2011,2011,83001,140.00,81.00,DEN-DO
2011,2011,83001,210.00,46.00,CIN-DO
2011,2011,83001,210.00,60.00,DAL-DO
2011,2011,83001,210.00,181.00,NWJ-DO
2011,2011,83001,210.00,255.00,PHI-DO
2011,2011,83001,280.00,50.00,NYK-DO
2011,2011,83001,350.00,427.00,NWE-DO
2011,2011,83001,420.00,411.00,SAN-DO
2011,2011,83001,560.00,663.00,MIN-DO
2011,2011,83001,980.00,585.00,LOS-DO
2011,2011,83001A,41.00,48.00,CHI-DO
2011,2011,83001A,41.00,66.00,DET-DO
2011,2011,83001A,41.00,35.00,NOL-DO
2011,2011,83001A,41.00,5.00,SEA-DO
2011,2011,83001A,82.00,378.00,ATL-DO
2011,2011,83001A,82.00,5.00,CIN-DO
2011,2011,83001A,82.00,48.00,DAL-DO
2011,2011,83001A,82.00,21.50,PHI-DO
2011,2011,83001A,123.00,40.00,NYK-DO
2011,2011,83001A,164.00,359.00,NWE-DO
2011,2011,83001A,164.00,259.00,SAN-DO
2011,2011,83001A,205.00,449.00,MIN-DO
2011,2011,83001A,410.00,188.00,LOS-DO
2011,2011,83808,75.00,80.00,CIN-DO
2011,2011,83808,225.00,340.00,MIN-DO
2011,2011,83809,75.00,280.00,DEN-DO
2011,2011,83809,75.00,390.00,NWJ-DO
2011,2011,83809,150.00,301.00,KAN-DO
2011,2011,83809,150.00,462.00,MIN-DO
2011,2011,83809,225.00,133.50,CIN-DO
2011,2011,83809,225.00,621.00,DET-DO
2011,2011,83809,225.00,188.00,FLA-DO
2011,2011,83809,225.00,564.80,NOL-DO
2011,2011,83809,225.00,617.00,SAN-DO
2011,2011,83809,300.00,152.00,ATL-DO
2011,2011,83809,300.00,196.00,CHI-DO
2011,2011,83809,300.00,217.00,DAL-DO
2011,2011,83809,300.00,176.00,PHI-DO
2011,2011,83809,300.00,64.00,SEA-DO
2011,2011,83809,376.00,671.50,BLT-DO
2011,2011,83809,376.00,260.00,LOS-DO
2011,2011,83809,376.00,327.00,NWE-DO
2011,2011,83809,451.00,367.00,NYK-DO
2011,2011,83810,75.00,444.00,ATL-DO
2011,2011,83810,75.00,247.50,CIN-DO
2011,2011,83810,75.00,192.50,DAL-DO
2011,2011,83810,75.00,167.00,PHI-DO
2011,2011,83810,150.00,120.00,BLT-DO
2011,2011,83810,150.00,222.50,DET-DO
2011,2011,83810,150.00,30.00,FLA-DO
2011,2011,83810,150.00,457.50,NWJ-DO
2011,2011,83810,225.00,116.00,CHI-DO
2011,2011,83810,225.00,246.00,NYK-DO
2011,2011,83810,451.00,622.00,SAN-DO
2011,2011,83810,526.00,654.00,MIN-DO
2011,2011,83810,526.00,902.50,NWE-DO
2011,2011,83810,826.00,1585.00,LOS-DO
2011,2011,83811,225.00,670.00,NWJ-DO
2011,2011,83811,526.00,328.00,DEN-DO
2011,2011,83811,526.00,221.00,SAN-DO
2011,2011,83811,526.00,664.10,SEA-DO
2011,2011,83811,601.00,176.00,CHI-DO
2011,2011,83811,601.00,1339.50,CIN-DO
2011,2011,83811,601.00,444.00,MIN-DO
2011,2011,83811,676.00,610.00,BLT-DO
2011,2011,83811,676.00,312.00,KAN-DO
2011,2011,83811,676.00,989.00,NWE-DO
2011,2011,83811,751.00,1219.00,DET-DO
2011,2011,83811,751.00,540.00,NOL-DO
2011,2011,83811,751.00,1197.20,PHI-DO
2011,2011,83811,901.00,1262.50,ATL-DO
2011,2011,83811,901.00,1330.50,FLA-DO
2011,2011,83811,901.00,703.00,NYK-DO
2011,2011,83811,1277.00,781.00,LOS-DO
2011,2011,83811,1352.00,1075.00,DAL-DO
2011,2011,84R816,2360.00,767.00,WEAC
2011,2011,85014,16.00,4.00,CHI-DO
2011,2011,85014,16.00,7.00,NWJ-DO
2011,2011,85014,16.00,22.00,PHI-DO
2011,2011,85014,24.00,72.50,CIN-DO
2011,2011,85014,32.00,27.70,NYK-DO
2011,2011,85014,40.00,41.00,NYK-DO
2011,2011,85014,40.00,40.00,SW-FO
2011,2011,85014,56.00,56.00,NOL-DO
2011,2011,85014,56.00,40.00,SEA-DO
2011,2011,85014,72.00,158.00,MIN-DO
2011,2011,85014,104.00,129.00,FLA-DO
2011,2011,85014,112.00,156.00,ATL-DO
2011,2011,85014,160.00,133.50,LOS-DO
2011,2011,85014,160.00,169.50,SAN-DO
2011,2011,85014,264.00,260.70,BLT-DO
2011,2011,85014,368.00,359.00,NWE-DO
2011,2011,85014,504.00,543.50,DET-DO
2011,2011,85014,960.00,770.50,SW-FO
2011,2011,85014A,44.00,39.00,SJN-DO
2011,2011,85014A,55.00,35.50,NWJ-DO
2011,2011,85014A,110.00,53.50,CHI-DO
2011,2011,85014A,110.00,135.50,LOS-DO
2011,2011,85014A,110.00,91.20,PHI-DO
2011,2011,85014A,110.00,52.00,SEA-DO
2011,2011,85014A,121.00,107.50,BLT-DO
2011,2011,85014A,121.00,105.40,CIN-DO
2011,2011,85014A,121.00,101.10,DET-DO
2011,2011,85014A,121.00,95.50,NOL-DO
2011,2011,85014A,132.00,76.70,FLA-DO
2011,2011,85014A,143.00,113.50,ATL-DO
2011,2011,85014A,154.00,31.00,SAN-DO
2011,2011,85014A,165.00,134.50,MIN-DO
2011,2011,85014A,165.00,72.00,NWE-DO
2011,2011,85014A,165.00,164.50,NYK-DO
2011,2011,85014A,352.00,218.50,SW-FO
2011,2011,85014C,131.00,67.00,SJN-DO
2011,2011,85014C,189.00,63.00,NWJ-DO
2011,2011,85014C,200.00,195.00,NE-FO
2011,2011,85014C,200.00,16.50,PA-FO
2011,2011,85014C,200.00,72.00,SE-FO
2011,2011,85014C,339.00,456.50,SAN-DO
2011,2011,85014C,344.00,381.50,BLT-DO
2011,2011,85014C,371.00,25.00,FLA-DO
2011,2011,85014C,385.00,1.00,ATL-DO
2011,2011,85014C,385.00,136.00,NWE-DO
2011,2011,85014C,400.00,1143.00,CE-FO
2011,2011,85014C,422.00,492.00,FLA-DO
2011,2011,85014C,443.00,82.00,MIN-DO
2011,2011,85014C,457.00,800.00,CIN-DO
2011,2011,85014C,466.00,757.50,NYK-DO
2011,2011,85014C,468.00,255.00,NOL-DO
2011,2011,85014C,480.00,1258.50,LOS-DO
2011,2011,85014C,486.00,201.00,ATL-DO
2011,2011,85014C,822.00,2098.00,SW-FO
2011,2011,85014F,22.00,20.00,FLA-DO
2011,2011,85014F,22.00,8.00,NOL-DO
2011,2011,85014F,22.00,7.00,NYK-DO
2011,2011,86001,3.00,16.00,NYK-DO
2011,2011,86001,3.00,4.00,SE-FO
2011,2011,86001,87.00,30.00,DEN-DO
2011,2011,86001,87.00,241.00,NOL-DO
2011,2011,86001,87.00,116.00,NWE-DO
2011,2011,86001,87.00,64.00,NYK-DO
2011,2011,86001,100.00,27.00,FLA-DO
2011,2011,86001,160.00,137.00,CE-FO
2011,2011,86001,225.00,187.00,FLA-DO
2011,2011,86001,260.00,53.00,SAN-DO
2011,2011,86001,450.00,528.00,CE-FO
2011,2011,86002,4.00,3.00,MIN-DO
2011,2011,86002,72.00,26.50,FLA-DO
2011,2011,86003,6.00,4.00,SJN-DO
2011,2011,86003,42.00,50.00,NWE-DO
2011,2011,86003,42.00,69.00,NYK-DO
2011,2011,86003,42.00,2.00,SEA-DO
2011,2011,86003,49.00,97.00,NYK-DO
2011,2011,86003,50.00,28.00,CIN-DO
2011,2011,86003,62.00,51.50,BLT-DO
2011,2011,86003,62.00,10.50,CIN-DO
2011,2011,86003,62.00,106.00,DET-DO
2011,2011,86003,65.00,96.00,MIN-DO
2011,2011,86003,70.00,32.00,FLA-DO
2011,2011,86003,70.00,351.00,NOL-DO
2011,2011,86003,76.00,93.00,ATL-DO
2011,2011,86003,83.00,96.00,FLA-DO
2011,2011,86003,83.00,110.00,NOL-DO
2011,2011,86003,89.00,111.30,ATL-DO
2011,2011,86003,119.00,26.00,FLA-DO
2011,2011,86003,150.00,96.00,ATL-DO
2011,2011,86003,215.00,278.00,SW-FO
2011,2011,86003,251.00,10.00,SW-FO
2011,2011,86003,298.00,62.00,SW-FO
2011,2011,86003,316.00,123.00,NWE-DO
2011,2011,86003,326.00,184.00,SW-FO
2011,2011,86004,20.00,60.00,NOL-DO
2011,2011,86004,100.00,165.00,NWE-DO
2011,2011,86006A,1440.00,1305.70,WEAC
2011,2011,86006D,1380.00,1393.00,WEAC
2011,2011,86006E,880.00,256.20,WEAC
2011,2011,86007,1.00,5.70,SJN-DO
2011,2011,86007,5.00,3.00,FLA-DO
2011,2011,86007,7.00,1.60,DET-DO
2011,2011,86007,7.00,24.00,SAN-DO
2011,2011,86007,8.00,4.50,CIN-DO
2011,2011,86007,11.00,3.50,DET-DO
2011,2011,86007,11.00,16.00,NYK-DO
2011,2011,86007,11.00,10.00,SEA-DO
2011,2011,86007,12.00,1.80,NYK-DO
2011,2011,86007,15.00,14.30,NOL-DO
2011,2011,86007,18.00,32.50,PHI-DO
2011,2011,86007,22.00,17.40,SEA-DO
2011,2011,86007,23.00,25.50,LOS-DO
2011,2011,86007,40.00,27.80,SWI-DO
2011,2011,86007,52.00,0.10,MIN-DO
2011,2011,86007,65.00,78.10,LOS-DO
2011,2011,86007,87.00,6.00,PHI-DO
2011,2011,86007,94.00,1.00,NWE-DO
2011,2011,86007,107.00,40.70,SWI-DO
2011,2011,86007,183.00,16.00,FLA-DO
2011,2011,86007,327.00,11.20,ATL-DO
2011,2011,86007,418.00,2.00,SAN-DO
2011,2011,86007,441.00,179.00,NOL-DO
2011,2011,86007,520.00,45.30,SEA-DO
2011,2011,86007,742.00,155.20,NYK-DO
2011,2011,86007,806.00,2.50,CHI-DO
2011,2011,86007,1000.00,772.00,WEAC
2011,2011,86007,1416.00,297.80,LOS-DO
2011,2011,86007,2069.00,118.30,SWI-DO
2011,2011,86008,600.00,53.00,SE-FO
2012,2012,03F811,10500.00,56.00,ATL-DO
2012,2012,03F812,870.00,60.50,ATL-DO
2012,2012,03F830,384.00,16.00,NRL
2012,2012,03F830,584.00,113.00,WEAC
2012,2012,03F830,1000.00,64.00,NWE-DO
2012,2012,03R839,461.00,1.00,FLA-DO
2012,2012,03R839,780.00,35.00,LOS-DO
2012,2012,03R839,3162.00,2.00,SWI-DO
2012,2012,03R839,3776.00,20.00,FLA-DO
2012,2012,04839,130.00,128.00,ATL-DO
2012,2012,04839,130.00,95.00,CHI-DO
2012,2012,04839,130.00,102.00,DEN-DO
2012,2012,04839,130.00,49.50,FLA-DO
2012,2012,04839,130.00,86.00,KAN-DO
2012,2012,04839,130.00,83.00,MIN-DO
2012,2012,04839,130.00,81.00,NOL-DO
2012,2012,04839,130.00,108.00,NWJ-DO
2012,2012,04839,130.00,117.50,NYK-DO
2012,2012,04839,130.00,88.00,PHI-DO
2012,2012,04839,130.00,164.00,SAN-DO
2012,2012,04839,130.00,96.00,SEA-DO
2012,2012,04839,5600.00,11236.10,WEAC
2012,2012,07001,8.00,14.00,PHI-DO
2012,2012,07001,12.00,20.00,NOL-DO
2012,2012,07001,26.00,10.00,NWE-DO
2012,2012,07001,32.00,14.00,ATL-DO
2012,2012,07001,36.00,96.50,SJN-DO
2012,2012,07001,38.00,3.30,CHI-DO
2012,2012,07001,50.00,107.50,FLA-DO
2012,2012,07001,56.00,42.60,BLT-DO
2012,2012,07001,82.00,99.80,MIN-DO
2012,2012,07001,106.00,86.00,SAN-DO
2012,2012,07001,108.00,70.70,FLA-DO
2012,2012,07001,108.00,59.50,NOL-DO
2012,2012,07001,116.00,254.90,BLT-DO
2012,2012,07001,120.00,148.70,DEN-DO
2012,2012,07001,120.00,116.00,PHI-DO
2012,2012,07001,132.00,55.00,ATL-DO
2012,2012,07001,140.00,182.50,CHI-DO
2012,2012,07001,144.00,141.00,CIN-DO
2012,2012,07001,144.00,178.50,NYK-DO
2012,2012,07001,146.00,350.70,LOS-DO
2012,2012,07001,162.00,198.70,DET-DO
2012,2012,07001,172.00,358.80,DET-DO
2012,2012,07001,172.00,203.70,NWJ-DO
2012,2012,07001,180.00,97.50,KAN-DO
2012,2012,07001,186.00,195.40,SEA-DO
2012,2012,07001,192.00,333.50,NWE-DO
2012,2012,07001,200.00,32.00,KAN-DO
2012,2012,07001,216.00,28.00,LOS-DO
2012,2012,07001,224.00,59.00,SAN-DO
2012,2012,07001,260.00,186.50,DAL-DO
2012,2012,07001,296.00,100.00,SEA-DO
2012,2012,07001,306.00,756.00,SWI-DO
2012,2012,07001,414.00,321.70,NYK-DO
2012,2012,07001,448.00,342.70,MIN-DO
2012,2012,07001,822.00,838.10,NRL
2012,2012,07001,994.00,2371.00,SRL
2012,2012,07001,1253.00,2350.00,PRL-NW
2012,2012,07001,1390.00,717.60,PRL-NW
2012,2012,07001,1574.00,1184.50,SRL
2012,2012,07001,2226.00,1472.50,NRL
2012,2012,18002,640.00,594.00,NE-FO
2012,2012,18002,800.00,829.00,SE-FO
2012,2012,18002,800.00,979.30,SW-FO
2012,2012,18002,960.00,883.00,CE-FO
2012,2012,18002,960.00,1000.00,PA-FO
2012,2012,18002,1076.00,1308.00,SW-FO
2012,2012,18002,1112.00,2563.00,NE-FO
2012,2012,18002,1320.00,1463.00,SE-FO
2012,2012,18002,1356.00,3806.10,PA-FO
2012,2012,18002,1368.00,520.00,NE-FO
2012,2012,18002,1420.00,503.50,SW-FO
2012,2012,18002,1510.00,1161.00,CE-FO
2012,2012,18002,1680.00,1365.00,NE-FO
2012,2012,18002,1688.00,570.00,SE-FO
2012,2012,18002,2066.00,2538.00,CE-FO
2012,2012,18002,2192.00,1815.00,SE-FO
2012,2012,18002,2260.00,2641.00,PA-FO
2012,2012,18002,2624.00,564.00,PA-FO
2012,2012,18002,2664.00,905.50,CE-FO
2012,2012,18002,2704.00,316.10,SW-FO
2012,2012,18003,360.00,1459.00,PA-FO
2012,2012,18003,360.00,929.00,SE-FO
2012,2012,18003,400.00,1418.00,SW-FO
2012,2012,18003,440.00,960.00,NE-FO
2012,2012,18003,520.00,2143.60,CE-FO
2012,2012,18003,704.00,222.00,NE-FO
2012,2012,18003,712.00,608.00,PA-FO
2012,2012,18003,750.00,184.00,NE-FO
2012,2012,18003,808.00,583.00,SW-FO
2012,2012,18003,816.00,296.00,SE-FO
2012,2012,18003,990.00,513.00,SE-FO
2012,2012,18003,996.00,953.00,NE-FO
2012,2012,18003,1050.00,534.00,PA-FO
2012,2012,18003,1208.00,1867.00,SE-FO
2012,2012,18003,1230.00,386.00,SW-FO
2012,2012,18003,1384.00,494.50,CE-FO
2012,2012,18003,1770.00,620.00,CE-FO
2012,2012,18003,2032.00,2688.00,PA-FO
2012,2012,18003,2524.00,1552.00,SW-FO
2012,2012,18003,4948.00,3866.50,CE-FO
2012,2012,18004,80.00,109.00,CE-FO
2012,2012,18004,80.00,129.00,NE-FO
2012,2012,18004,80.00,105.00,SW-FO
2012,2012,18004,160.00,141.00,PA-FO
2012,2012,18004,160.00,122.00,SE-FO
2012,2012,18004,160.00,90.00,SW-FO
2012,2012,18004,200.00,93.00,CE-FO
2012,2012,18004,280.00,120.00,PA-FO
2012,2012,18004,450.00,80.00,NE-FO
2012,2012,18004,520.00,198.00,SE-FO
2012,2012,18004,530.00,583.00,SW-FO
2012,2012,18004,695.00,900.00,SW-FO
2012,2012,18004,1090.00,1266.50,CE-FO
2012,2012,18004,1270.00,1180.30,NE-FO
2012,2012,18004,1325.00,1034.50,PA-FO
2012,2012,18004,1775.00,2584.00,PA-FO
2012,2012,18004,1950.00,2291.70,SE-FO
2012,2012,18004,2090.00,2480.90,SE-FO
2012,2012,18004,2230.00,1811.00,CE-FO
2012,2012,18004,2505.00,3076.00,NE-FO
2012,2012,29001,2.00,27.90,NWE-DO
2012,2012,29001,2.00,104.00,PHI-DO
2012,2012,29001,3.00,22.70,NOL-DO
2012,2012,29001,3.00,16.00,SAN-DO
2012,2012,29001,4.00,8.00,BLT-DO
2012,2012,29001,4.00,8.00,SJN-DO
2012,2012,29001,5.00,21.40,MIN-DO
2012,2012,29001,5.00,11.50,SJN-DO
2012,2012,29001,6.00,13.00,ATL-DO
2012,2012,29001,7.00,17.60,MIN-DO
2012,2012,29001,8.00,116.90,BLT-DO
2012,2012,29001,9.00,20.00,CIN-DO
2012,2012,29001,9.00,11.00,DEN-DO
2012,2012,29001,9.00,35.00,DET-DO
2012,2012,29001,9.00,13.00,FLA-DO
2012,2012,29001,9.00,33.70,NOL-DO
2012,2012,29001,9.00,1.00,SAN-DO
2012,2012,29001,9.00,10.00,SEA-DO
2012,2012,29001,9.00,254.70,SWI-DO
2012,2012,29001,11.00,8.50,CIN-DO
2012,2012,29001,12.00,30.40,SJN-DO
2012,2012,29001,13.00,3.00,ATL-DO
2012,2012,29001,13.00,24.00,CHI-DO
2012,2012,29001,13.00,21.00,MIN-DO
2012,2012,29001,14.00,14.20,ATL-DO
2012,2012,29001,17.00,60.00,BLT-DO
2012,2012,29001,17.00,177.00,SJN-DO
2012,2012,29001,18.00,20.00,DAL-DO
2012,2012,29001,20.00,247.90,SWI-DO
2012,2012,29001,22.00,185.30,FLA-DO
2012,2012,29001,22.00,12.00,NYK-DO
2012,2012,29001,25.00,5.50,CIN-DO
2012,2012,29001,26.00,12.00,NWJ-DO
2012,2012,29001,30.00,178.10,SEA-DO
2012,2012,29001,34.00,128.00,SAN-DO
2012,2012,29001,35.00,39.50,LOS-DO
2012,2012,29001,44.00,107.10,DET-DO
2012,2012,29001,44.00,38.00,LOS-DO
2012,2012,29001,51.00,316.50,CIN-DO
2012,2012,29001,51.00,2.00,DEN-DO
2012,2012,29001,51.00,85.00,SEA-DO
2012,2012,29001,68.00,43.00,DET-DO
2012,2012,29001,68.00,16.00,NOL-DO
2012,2012,29001,68.00,107.00,PHI-DO
2012,2012,29001,69.00,10.80,SEA-DO
2012,2012,29001,79.00,392.30,LOS-DO
2012,2012,29001,85.00,139.00,ATL-DO
2012,2012,29001,85.00,366.20,CHI-DO
2012,2012,29001,85.00,280.00,KAN-DO
2012,2012,29001,85.00,150.10,MIN-DO
2012,2012,29001,85.00,24.00,NWE-DO
2012,2012,29001,102.00,144.00,DAL-DO
2012,2012,29001,102.00,41.60,DET-DO
2012,2012,29001,136.00,37.00,NYK-DO
2012,2012,29001,144.00,21.50,ARL
2012,2012,29001,144.00,68.20,NRL
2012,2012,29001,153.00,173.00,FLA-DO
2012,2012,29001,170.00,497.00,NWJ-DO
2012,2012,29001,176.00,201.40,NYK-DO
2012,2012,29001,180.00,54.00,PRL-SW
2012,2012,29001,289.00,382.50,LOS-DO
2012,2012,29001,336.00,667.60,ARL
2012,2012,29001,396.00,41.00,SRL
2012,2012,29001,406.00,42.60,NYK-DO
2012,2012,29001,432.00,1400.50,SRL
2012,2012,29001,1712.00,2495.40,NRL
2012,2012,41002B,1080.00,374.00,MIN-DO
2012,2012,41002B,1129.00,402.00,PHI-DO
2012,2012,41002B,1129.00,1122.50,SEA-DO
2012,2012,41002B,1178.00,137.00,KAN-DO
2012,2012,41002B,1178.00,528.50,NWJ-DO
2012,2012,41002B,1228.00,334.50,CIN-DO
2012,2012,41002B,1228.00,386.00,NWE-DO
2012,2012,41002B,1277.00,685.50,CHI-DO
2012,2012,41002B,1375.00,297.00,DEN-DO
2012,2012,41002B,1424.00,344.50,BLT-DO
2012,2012,41002B,1424.00,477.50,DET-DO
2012,2012,41002B,1571.00,842.00,NYK-DO
2012,2012,41002B,1620.00,256.00,ATL-DO
2012,2012,41002B,1719.00,414.00,SAN-DO
2012,2012,41002B,1817.00,670.50,FLA-DO
2012,2012,41002B,1817.00,362.00,NOL-DO
2012,2012,41002B,3388.00,915.00,LOS-DO
2012,2012,41002B,3535.00,947.50,DAL-DO
2012,2012,41811,180.00,215.00,CHI-DO
2012,2012,41811,180.00,56.00,NWE-DO
2012,2012,41811,180.00,35.00,NYK-DO
2012,2012,41811,359.00,120.00,DAL-DO
2012,2012,41811,359.00,144.00,DET-DO
2012,2012,41811,449.00,76.00,ATL-DO
2012,2012,42001F,647.00,676.00,SJN-DO
2012,2012,42001F,862.00,601.00,NWJ-DO
2012,2012,42001F,1681.00,3454.00,DEN-DO
2012,2012,42001F,2026.00,1448.00,CIN-DO
2012,2012,42001F,2069.00,1704.50,MIN-DO
2012,2012,42001F,2112.00,1728.50,DET-DO
2012,2012,42001F,2155.00,2348.00,NWE-DO
2012,2012,42001F,2198.00,1007.50,CHI-DO
2012,2012,42001F,2284.00,1845.00,SAN-DO
2012,2012,42001F,2284.00,2496.00,SEA-DO
2012,2012,42001F,2327.00,955.00,NYK-DO
2012,2012,42001F,2375.00,1257.00,BLT-DO
2012,2012,42001F,2500.00,2307.00,KAN-DO
2012,2012,42001F,2586.00,2916.00,BLT-DO
2012,2012,42001F,2888.00,1519.00,PHI-DO
2012,2012,42001F,3103.00,3130.00,ATL-DO
2012,2012,42001F,3233.00,1986.00,LOS-DO
2012,2012,42001F,3620.00,728.50,DAL-DO
2012,2012,42001F,3879.00,3633.50,NOL-DO
2012,2012,42001F,4095.00,2908.00,FLA-DO
2012,2012,42002F,115.00,70.00,NYK-DO
2012,2012,42002F,173.00,196.00,SAN-DO
2012,2012,42002F,231.00,74.00,PHI-DO
2012,2012,42002F,462.00,151.00,CHI-DO
2012,2012,42002F,577.00,880.00,FLA-DO
2012,2012,42002F,577.00,278.00,LOS-DO
2012,2012,42002F,577.00,247.00,SEA-DO
2012,2012,42002F,635.00,591.00,ATL-DO
2012,2012,42002F,692.00,110.00,BLT-DO
2012,2012,42002F,750.00,440.00,CIN-DO
2012,2012,42002F,808.00,415.50,MIN-DO
2012,2012,42002F,866.00,240.00,KAN-DO
2012,2012,42002F,981.00,950.00,DEN-DO
2012,2012,42002F,981.00,522.00,DET-DO
2012,2012,42002F,1096.00,799.50,NOL-DO
2012,2012,42002F,1731.00,237.00,DAL-DO
2012,2012,42008,1269.00,804.00,ORAHQ
2012,2012,42811,93.00,137.50,DET-DO
2012,2012,42811,93.00,183.80,NOL-DO
2012,2012,42811,93.00,60.00,SAN-DO
2012,2012,42811,186.00,181.50,ATL-DO
2012,2012,42811,186.00,264.00,BLT-DO
2012,2012,42811,186.00,307.00,CIN-DO
2012,2012,42811,186.00,433.00,FLA-DO
2012,2012,42811,186.00,40.00,MIN-DO
2012,2012,42811,186.00,170.00,SEA-DO
2012,2012,42811,279.00,70.00,KAN-DO
2012,2012,42811,279.00,170.00,NWE-DO
2012,2012,42811,279.00,365.00,NYK-DO
2012,2012,42811,279.00,132.00,PHI-DO
2012,2012,42811,372.00,466.50,DAL-DO
2012,2012,42811,465.00,417.00,LOS-DO
2012,2012,42845A,40.00,1.00,NWE-DO
2012,2012,42848F,1300.00,940.00,ORAHQ
2012,2012,45811,196.00,50.00,MIN-DO
2012,2012,45811,196.00,96.00,NOL-DO
2012,2012,45811,196.00,187.50,NYK-DO
2012,2012,45811,196.00,310.00,SEA-DO
2012,2012,45811,293.00,179.50,CHI-DO
2012,2012,45811,391.00,150.00,CIN-DO
2012,2012,45811,391.00,154.00,DEN-DO
2012,2012,45811,391.00,255.00,FLA-DO
2012,2012,45811,391.00,95.00,NWE-DO
2012,2012,45811,391.00,73.00,PHI-DO
2012,2012,45811,391.00,120.00,SAN-DO
2012,2012,45811,489.00,112.00,KAN-DO
